osmid,lanes,ref,highway,oneway,reversed,length,geometry,bridge
198493045,2,NH124C,trunk,False,True,182.357,"LINESTRING (83.9771843 25.5677342, 83.9753665 25.5677101)",
397450230,2,,residential,False,True,24.37,"LINESTRING (83.9717575 25.5721734, 83.9715386 25.5720783)",
397450230,2,,residential,False,False,594.5640000000001,"LINESTRING (83.9717575 25.5721734, 83.9729197 25.5724123, 83.9732951 25.5725677, 83.9737013 25.5729133, 83.9740356 25.5732867, 83.9751489 25.5741959, 83.9755834 25.5743768, 83.9768002 25.5746424)",
198493045,2,NH124C,trunk,False,False,17.385,"LINESTRING (83.9751932 25.5677078, 83.9753665 25.5677101)",
198493045,2,NH124C,trunk,False,True,306.83799999999997,"LINESTRING (83.9751932 25.5677078, 83.9749948 25.5679405, 83.9748135 25.5681634, 83.9740371 25.5690835, 83.9733438 25.5699058)",
397450230,2,,residential,False,False,24.37,"LINESTRING (83.9715386 25.5720783, 83.9717575 25.5721734)",
198493045,2,NH124C,trunk,False,False,302.11699999999996,"LINESTRING (83.9715386 25.5720783, 83.9716346 25.57192, 83.9729304 25.5703962, 83.9733438 25.5699058)",
"[206175553, 198493045, 206175558]",2,NH124C,trunk,False,True,468.545,"LINESTRING (83.9715386 25.5720783, 83.9712021 25.5719879, 83.9707522 25.5717467, 83.9703254 25.5715032, 83.9698882 25.5710161, 83.9694409 25.5704061, 83.9692146 25.5701069, 83.9689755 25.5697845, 83.9685512 25.5692487, 83.9684154 25.5690872)",yes
397450260,,,residential,False,False,23.767,"LINESTRING (83.9768002 25.5746424, 83.9769185 25.5744572)",
397450230,2,,residential,False,True,594.5640000000001,"LINESTRING (83.9768002 25.5746424, 83.9755834 25.5743768, 83.9751489 25.5741959, 83.9740356 25.5732867, 83.9737013 25.5729133, 83.9732951 25.5725677, 83.9729197 25.5724123, 83.9717575 25.5721734)",
198493045,2,NH124C,trunk,False,False,182.357,"LINESTRING (83.9753665 25.5677101, 83.9771843 25.5677342)",
198493045,2,NH124C,trunk,False,True,17.385,"LINESTRING (83.9753665 25.5677101, 83.9751932 25.5677078)",
397450260,,,residential,False,True,54.824,"LINESTRING (83.9771914 25.57403, 83.9769185 25.5744572)",
397450260,,,residential,False,False,54.824,"LINESTRING (83.9769185 25.5744572, 83.9771914 25.57403)",
397450260,,,residential,False,True,23.767,"LINESTRING (83.9769185 25.5744572, 83.9768002 25.5746424)",
397450262,,,residential,False,False,98.666,"LINESTRING (83.9769185 25.5744572, 83.9772156 25.5744776, 83.9778695 25.5742913)",
397450262,,,residential,False,True,98.666,"LINESTRING (83.9778695 25.5742913, 83.9772156 25.5744776, 83.9769185 25.5744572)",
"[206175553, 198493045, 206175558]",2,NH124C,trunk,False,False,468.545,"LINESTRING (83.9684154 25.5690872, 83.9685512 25.5692487, 83.9689755 25.5697845, 83.9692146 25.5701069, 83.9694409 25.5704061, 83.9698882 25.5710161, 83.9703254 25.5715032, 83.9707522 25.5717467, 83.9712021 25.5719879, 83.9715386 25.5720783)",yes
198493045,2,NH124C,trunk,False,False,306.83799999999997,"LINESTRING (83.9733438 25.5699058, 83.9740371 25.5690835, 83.9748135 25.5681634, 83.9749948 25.5679405, 83.9751932 25.5677078)",
198493045,2,NH124C,trunk,False,True,302.117,"LINESTRING (83.9733438 25.5699058, 83.9729304 25.5703962, 83.9716346 25.57192, 83.9715386 25.5720783)",
1251035469,,,residential,False,False,151.78300000000002,"LINESTRING (83.9733438 25.5699058, 83.9734741 25.5699897, 83.9736404 25.5700599, 83.9740749 25.5701107, 83.9740907 25.5694511)",
1251035469,,,residential,False,True,151.78300000000002,"LINESTRING (83.9740907 25.5694511, 83.9740749 25.5701107, 83.9736404 25.5700599, 83.9734741 25.5699897, 83.9733438 25.5699058)",
