osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,bridge,est_width,tunnel
41518988,unclassified,False,True,439.30499999999995,"LINESTRING (139.2252584 35.3372951, 139.2252332 35.3372477, 139.2252109 35.3371619, 139.2251586 35.3369179, 139.2251368 35.3368526, 139.225112 35.336786, 139.2250858 35.3367347, 139.2250596 35.3366896, 139.2250013 35.3366156, 139.2249507 35.3365642, 139.2248172 35.3364407, 139.2247633 35.3364077, 139.2247093 35.3363798, 139.2246421 35.3363596, 139.2245625 35.3363496, 139.2243425 35.3363507, 139.2241728 35.3363538, 139.2240213 35.3363673, 139.223916 35.3363891, 139.2238122 35.3364185, 139.22374 35.3364501, 139.2236724 35.3364893, 139.2236276 35.3365275, 139.2235949 35.3365709, 139.2235859 35.3366297, 139.2235913 35.3366749, 139.2236098 35.3367352, 139.2236359 35.3368068, 139.2236821 35.3369224, 139.2236875 35.3369608, 139.2236866 35.3370068, 139.2236794 35.3370576, 139.2236568 35.3371184, 139.2236036 35.3371937, 139.2235403 35.337278, 139.2234662 35.3373711, 139.2233844 35.3374755, 139.2233242 35.3375648, 139.2232647 35.3376924, 139.2232167 35.3377927, 139.2231593 35.337893, 139.2231209 35.3379415, 139.2230517 35.3379925, 139.2229891 35.3380085, 139.2227908 35.3380335, 139.2226449 35.3380572)",,,,,,,
43548976,unclassified,False,True,372.44599999999997,"LINESTRING (139.2252584 35.3372951, 139.2253899 35.3373002, 139.2255428 35.3373032, 139.2255847 35.3372607, 139.2256064 35.3372259, 139.2257172 35.336963, 139.2257628 35.3368535, 139.2257659 35.3367995, 139.2257583 35.3367641, 139.2257319 35.336729, 139.2256921 35.336696, 139.2255706 35.336628, 139.2255296 35.3366081, 139.2254939 35.3365773, 139.2254611 35.3365373, 139.2254364 35.3364952, 139.2254219 35.3364554, 139.2254155 35.3364199, 139.2254118 35.3363486, 139.2254072 35.336296, 139.2253945 35.3362522, 139.2253575 35.3362085, 139.2253043 35.336179, 139.2252092 35.3361392, 139.2251369 35.3360971, 139.2250921 35.3360505, 139.2250701 35.3360051, 139.2250669 35.3359415, 139.2250861 35.335826, 139.2251061 35.3357038, 139.2251009 35.33566, 139.2250823 35.3356271, 139.2250276 35.3355679, 139.2249343 35.3355141, 139.2248161 35.335469, 139.2247498 35.335447, 139.2245925 35.3353768, 139.2244754 35.3352875, 139.2244406 35.335247, 139.2244151 35.3351839, 139.2244007 35.3350677, 139.2243864 35.3349363, 139.2243061 35.3348378, 139.224251 35.3347971)",,,,,,,
43548976,unclassified,False,False,372.446,"LINESTRING (139.224251 35.3347971, 139.2243061 35.3348378, 139.2243864 35.3349363, 139.2244007 35.3350677, 139.2244151 35.3351839, 139.2244406 35.335247, 139.2244754 35.3352875, 139.2245925 35.3353768, 139.2247498 35.335447, 139.2248161 35.335469, 139.2249343 35.3355141, 139.2250276 35.3355679, 139.2250823 35.3356271, 139.2251009 35.33566, 139.2251061 35.3357038, 139.2250861 35.335826, 139.2250669 35.3359415, 139.2250701 35.3360051, 139.2250921 35.3360505, 139.2251369 35.3360971, 139.2252092 35.3361392, 139.2253043 35.336179, 139.2253575 35.3362085, 139.2253945 35.3362522, 139.2254072 35.336296, 139.2254118 35.3363486, 139.2254155 35.3364199, 139.2254219 35.3364554, 139.2254364 35.3364952, 139.2254611 35.3365373, 139.2254939 35.3365773, 139.2255296 35.3366081, 139.2255706 35.336628, 139.2256921 35.336696, 139.2257319 35.336729, 139.2257583 35.3367641, 139.2257659 35.3367995, 139.2257628 35.3368535, 139.2257172 35.336963, 139.2256064 35.3372259, 139.2255847 35.3372607, 139.2255428 35.3373032, 139.2253899 35.3373002, 139.2252584 35.3372951)",,,,,,,
43548976,unclassified,False,True,501.232,"LINESTRING (139.224251 35.3347971, 139.2245524 35.3343509, 139.2245947 35.3341902, 139.2245942 35.3340764, 139.2243153 35.3334279, 139.224297 35.3332567, 139.2243665 35.3331138, 139.2245615 35.3329063, 139.2246562 35.3327397, 139.2247461 35.3325124, 139.2248324 35.332157, 139.2250416 35.3316901, 139.2250588 35.331508, 139.2250159 35.3313259, 139.2249427 35.3311105, 139.2248848 35.3308598, 139.2248708 35.3307024, 139.2248744 35.3305431)",,,,,,,
715825525,residential,False,True,77.64500000000001,"LINESTRING (139.224251 35.3347971, 139.2238878 35.3353326, 139.2238301 35.3354049)",,,,,,,
490664529,tertiary,False,True,66.717,"LINESTRING (139.2157771 35.3320506, 139.2157959 35.3326504)",,,,,,,
"[990459520, 990459521, 1033168017]",unclassified,False,True,145.785,"LINESTRING (139.2157771 35.3320506, 139.2169913 35.3317836, 139.2171986 35.3317397, 139.2173304 35.3317145)",1,,平塚松田線旧道,30,yes,,
90137875,tertiary,False,False,171.27,"LINESTRING (139.2194692 35.3352017, 139.2193359 35.3351717, 139.2189987 35.3350886, 139.2188408 35.3350516, 139.2187407 35.335045, 139.2186383 35.3350509, 139.2184882 35.3350823, 139.2184028 35.3351163, 139.2183417 35.3351498, 139.2182592 35.335217, 139.2182058 35.3352698, 139.2181684 35.3353213, 139.218141 35.3353719, 139.2181197 35.3354235, 139.2180944 35.3355061, 139.2180543 35.3356608)",,,,40,,,
558627636,primary,False,False,304.36499999999995,"LINESTRING (139.2194692 35.3352017, 139.2196756 35.3347664, 139.2198171 35.3344846, 139.2199119 35.3342256, 139.2199906 35.3339311, 139.2200421 35.3336313, 139.2200601 35.3333489, 139.2200595 35.3330664, 139.2200311 35.3328555, 139.2199961 35.3327099, 139.2199338 35.3325522)",2,77,平塚松田線,40,,,
558627636,primary,False,True,111.53599999999999,"LINESTRING (139.2194692 35.3352017, 139.2194302 35.335358, 139.2194126 35.3355253, 139.2194215 35.3356472, 139.2194386 35.3357261, 139.2194663 35.335805, 139.2195207 35.3359036, 139.2195892 35.3359965, 139.2196576 35.3360664, 139.2197331 35.3361255)",2,77,平塚松田線,40,,,
93458526,unclassified,False,True,350.613,"LINESTRING (139.2157335 35.3349633, 139.2159785 35.3350179, 139.2161985 35.3351614, 139.2164823 35.3349808, 139.2165993 35.3348806, 139.2166704 35.3347617, 139.216712 35.3346317, 139.216721 35.3342248, 139.2166798 35.3341124, 139.2166924 35.3337391, 139.2171729 35.3329866, 139.217226 35.3327188)",,,,,,,
490664529,tertiary,False,False,258.884,"LINESTRING (139.2157335 35.3349633, 139.2158288 35.3347058, 139.2158629 35.3345297, 139.2158772 35.3343142, 139.2157959 35.3326504)",,,,,,,
93458526,unclassified,False,False,350.61299999999994,"LINESTRING (139.217226 35.3327188, 139.2171729 35.3329866, 139.2166924 35.3337391, 139.2166798 35.3341124, 139.216721 35.3342248, 139.216712 35.3346317, 139.2166704 35.3347617, 139.2165993 35.3348806, 139.2164823 35.3349808, 139.2161985 35.3351614, 139.2159785 35.3350179, 139.2157335 35.3349633)",,,,,,,
93458526,unclassified,False,True,112.861,"LINESTRING (139.217226 35.3327188, 139.2172506 35.3325241, 139.2173589 35.3320779, 139.2173303 35.3318043, 139.2173304 35.3317145)",,,,,,,
224488179,residential,False,True,499.1240000000001,"LINESTRING (139.217226 35.3327188, 139.2172532 35.3327824, 139.2172447 35.332975, 139.2171069 35.3332228, 139.2170947 35.3336267, 139.2171262 35.3336691, 139.2171962 35.3336513, 139.2172439 35.3336018, 139.2172841 35.3335143, 139.2173558 35.3332076, 139.2173982 35.3331443, 139.2174706 35.3331379, 139.2175325 35.3331734, 139.2175206 35.3338346, 139.2175484 35.3339062, 139.217987 35.3342514, 139.2180585 35.3344119, 139.2180972 35.3346114, 139.2178456 35.3354803, 139.2178441 35.3355298, 139.2178656 35.3355815, 139.2179028 35.3356135, 139.2179493 35.3356383, 139.2180543 35.3356608)",,,,,,1.5m〜3.0m,
990459517,unclassified,False,False,24.766,"LINESTRING (139.2193395 35.3319827, 139.2191782 35.3321624)",1,,平塚松田線旧道,30,,,
1033168014,primary,False,False,104.716,"LINESTRING (139.2193395 35.3319827, 139.2183626 35.331481)",2,77,平塚松田線,40,,,
318370321,unclassified,False,False,172.218,"LINESTRING (139.2193395 35.3319827, 139.219427 35.3318079, 139.2194648 35.3317079, 139.2196364 35.3304604)",,,,30,,,
558627636,primary,False,True,63.792,"LINESTRING (139.2193395 35.3319827, 139.2194896 35.3320745, 139.2196253 35.3321953, 139.2198247 35.332394)",2,77,平塚松田線,40,,,
558627636,primary,False,False,20.2,"LINESTRING (139.2199338 35.3325522, 139.2198983 35.3324936, 139.2198247 35.332394)",2,77,平塚松田線,40,,,
558627636,primary,False,True,304.365,"LINESTRING (139.2199338 35.3325522, 139.2199961 35.3327099, 139.2200311 35.3328555, 139.2200595 35.3330664, 139.2200601 35.3333489, 139.2200421 35.3336313, 139.2199906 35.3339311, 139.2199119 35.3342256, 139.2198171 35.3344846, 139.2196756 35.3347664, 139.2194692 35.3352017)",2,77,平塚松田線,40,,,
1033168015,residential,False,False,89.481,"LINESTRING (139.2199338 35.3325522, 139.2198639 35.332583, 139.2198349 35.3325383, 139.219771 35.3324498, 139.2196771 35.3323667, 139.2195178 35.3322914, 139.2192301 35.3322261, 139.2191938 35.332202, 139.2191782 35.3321624)",,,,,,,
93458686,unclassified,False,False,225.579,"LINESTRING (139.2217331 35.3312554, 139.2214863 35.3313517, 139.2210947 35.3315617, 139.2210035 35.3316361, 139.2209016 35.3318287, 139.2208689 35.3318808, 139.2208024 35.3319238, 139.2204886 35.3319943, 139.2204143 35.332011, 139.2201278 35.3320825, 139.2199664 35.3323162, 139.2198247 35.332394)",,,,,,,
1118561602,residential,False,False,17.446,"LINESTRING (139.2209664 35.3304038, 139.2207759 35.3304253)",,,,,,,
1118561602,residential,False,True,17.446,"LINESTRING (139.2207759 35.3304253, 139.2209664 35.3304038)",,,,,,,
1118561602,residential,False,False,103.475,"LINESTRING (139.2207759 35.3304253, 139.2205672 35.3304399, 139.2202814 35.330443, 139.2202645 35.3304432, 139.2196364 35.3304604)",,,,,,,
224488380,unclassified,False,False,49.445,"LINESTRING (139.2196364 35.3304604, 139.2190917 35.3304764)",,,,,,,
318370321,unclassified,False,True,172.218,"LINESTRING (139.2196364 35.3304604, 139.2194648 35.3317079, 139.219427 35.3318079, 139.2193395 35.3319827)",,,,30,,,
1118561602,residential,False,True,103.475,"LINESTRING (139.2196364 35.3304604, 139.2202645 35.3304432, 139.2202814 35.330443, 139.2205672 35.3304399, 139.2207759 35.3304253)",,,,,,,
224488380,unclassified,False,True,61.971999999999994,"LINESTRING (139.2178456 35.3304677, 139.2182055 35.3304989, 139.2185267 35.3304969)",,,,,,,
1033168016,unclassified,False,True,80.311,"LINESTRING (139.2178456 35.3304677, 139.2178581 35.3307736, 139.2178255 35.3309649, 139.2177144 35.3311687)",,,,30,,,
"[224488250, 224488268, 224488343]",unclassified,False,"[False, True]",203.779,"LINESTRING (139.2197331 35.3361255, 139.2200942 35.3361756, 139.2204179 35.3362593, 139.2207179 35.336318, 139.2214791 35.3364895, 139.2218905 35.3366223)",,,,,,3.0m〜5.5m,yes
558627636,primary,False,False,111.53599999999999,"LINESTRING (139.2197331 35.3361255, 139.2196576 35.3360664, 139.2195892 35.3359965, 139.2195207 35.3359036, 139.2194663 35.335805, 139.2194386 35.3357261, 139.2194215 35.3356472, 139.2194126 35.3355253, 139.2194302 35.335358, 139.2194692 35.3352017)",2,77,平塚松田線,40,,,
"[1033168018, 558627635, 558627636]",primary,False,True,201.69499999999996,"LINESTRING (139.2197331 35.3361255, 139.2198765 35.3362194, 139.2200093 35.3362825, 139.2203786 35.3363823, 139.2214581 35.3366738, 139.2215876 35.3367123, 139.2217222 35.3367585, 139.2217871 35.3367907)",2,77,平塚松田線,40,,,yes
"[224488250, 224488268, 224488343]",unclassified,False,"[False, True]",203.77899999999997,"LINESTRING (139.2218905 35.3366223, 139.2214791 35.3364895, 139.2207179 35.336318, 139.2204179 35.3362593, 139.2200942 35.3361756, 139.2197331 35.3361255)",,,,,,3.0m〜5.5m,yes
295112014,unclassified,False,False,20.944000000000003,"LINESTRING (139.2218905 35.3366223, 139.2218532 35.336685, 139.2217871 35.3367907)",,,,,,,
295112014,unclassified,False,True,207.665,"LINESTRING (139.2218905 35.3366223, 139.2219502 35.3365537, 139.2223251 35.3362843, 139.223358 35.3355536, 139.2235672 35.3353567)",,,,,,,
43548976,unclassified,False,False,501.23199999999997,"LINESTRING (139.2248744 35.3305431, 139.2248708 35.3307024, 139.2248848 35.3308598, 139.2249427 35.3311105, 139.2250159 35.3313259, 139.2250588 35.331508, 139.2250416 35.3316901, 139.2248324 35.332157, 139.2247461 35.3325124, 139.2246562 35.3327397, 139.2245615 35.3329063, 139.2243665 35.3331138, 139.224297 35.3332567, 139.2243153 35.3334279, 139.2245942 35.3340764, 139.2245947 35.3341902, 139.2245524 35.3343509, 139.224251 35.3347971)",,,,,,,
90137875,tertiary,False,True,171.27,"LINESTRING (139.2180543 35.3356608, 139.2180944 35.3355061, 139.2181197 35.3354235, 139.218141 35.3353719, 139.2181684 35.3353213, 139.2182058 35.3352698, 139.2182592 35.335217, 139.2183417 35.3351498, 139.2184028 35.3351163, 139.2184882 35.3350823, 139.2186383 35.3350509, 139.2187407 35.335045, 139.2188408 35.3350516, 139.2189987 35.3350886, 139.2193359 35.3351717, 139.2194692 35.3352017)",,,,40,,,
224488179,residential,False,False,499.124,"LINESTRING (139.2180543 35.3356608, 139.2179493 35.3356383, 139.2179028 35.3356135, 139.2178656 35.3355815, 139.2178441 35.3355298, 139.2178456 35.3354803, 139.2180972 35.3346114, 139.2180585 35.3344119, 139.217987 35.3342514, 139.2175484 35.3339062, 139.2175206 35.3338346, 139.2175325 35.3331734, 139.2174706 35.3331379, 139.2173982 35.3331443, 139.2173558 35.3332076, 139.2172841 35.3335143, 139.2172439 35.3336018, 139.2171962 35.3336513, 139.2171262 35.3336691, 139.2170947 35.3336267, 139.2171069 35.3332228, 139.2172447 35.332975, 139.2172532 35.3327824, 139.217226 35.3327188)",,,,,,1.5m〜3.0m,
490664529,tertiary,False,False,66.717,"LINESTRING (139.2157959 35.3326504, 139.2157771 35.3320506)",,,,,,,
490664529,tertiary,False,True,258.884,"LINESTRING (139.2157959 35.3326504, 139.2158772 35.3343142, 139.2158629 35.3345297, 139.2158288 35.3347058, 139.2157335 35.3349633)",,,,,,,
224488380,unclassified,False,True,49.445,"LINESTRING (139.2190917 35.3304764, 139.2196364 35.3304604)",,,,,,,
318370323,residential,False,True,97.081,"LINESTRING (139.2190917 35.3304764, 139.2190113 35.331347)",,,,,,,
224488380,unclassified,False,False,51.30500000000001,"LINESTRING (139.2190917 35.3304764, 139.2188845 35.3304839, 139.2185267 35.3304969)",,,,,,,
318370325,unclassified,False,True,110.435,"LINESTRING (139.2185267 35.3304969, 139.2183626 35.331481)",,,,,,,
224488380,unclassified,False,False,61.971999999999994,"LINESTRING (139.2185267 35.3304969, 139.2182055 35.3304989, 139.2178456 35.3304677)",,,,,,,
224488380,unclassified,False,True,51.30500000000001,"LINESTRING (139.2185267 35.3304969, 139.2188845 35.3304839, 139.2190917 35.3304764)",,,,,,,
1033168016,unclassified,False,True,69.977,"LINESTRING (139.2177144 35.3311687, 139.2173304 35.3317145)",,,,30,,,
"[531077432, 1033168014, 531077431]",primary,False,False,142.303,"LINESTRING (139.2177144 35.3311687, 139.2176664 35.3311434, 139.2174612 35.331046, 139.2163637 35.330518)",2,77,平塚松田線,40,yes,,
1033168014,primary,False,True,68.293,"LINESTRING (139.2177144 35.3311687, 139.2180211 35.3313201, 139.2183626 35.331481)",2,77,平塚松田線,40,,,
1033168016,unclassified,False,False,80.311,"LINESTRING (139.2177144 35.3311687, 139.2178255 35.3309649, 139.2178581 35.3307736, 139.2178456 35.3304677)",,,,30,,,
318370325,unclassified,False,False,110.435,"LINESTRING (139.2183626 35.331481, 139.2185267 35.3304969)",,,,,,,
318370325,unclassified,False,True,63.619,"LINESTRING (139.2183626 35.331481, 139.2183225 35.3320522)",,,,,,,
1033168014,primary,False,True,104.716,"LINESTRING (139.2183626 35.331481, 139.2193395 35.3319827)",2,77,平塚松田線,40,,,
1033168014,primary,False,False,68.293,"LINESTRING (139.2183626 35.331481, 139.2180211 35.3313201, 139.2177144 35.3311687)",2,77,平塚松田線,40,,,
93458686,unclassified,False,True,225.579,"LINESTRING (139.2198247 35.332394, 139.2199664 35.3323162, 139.2201278 35.3320825, 139.2204143 35.332011, 139.2204886 35.3319943, 139.2208024 35.3319238, 139.2208689 35.3318808, 139.2209016 35.3318287, 139.2210035 35.3316361, 139.2210947 35.3315617, 139.2214863 35.3313517, 139.2217331 35.3312554)",,,,,,,
558627636,primary,False,False,63.792,"LINESTRING (139.2198247 35.332394, 139.2196253 35.3321953, 139.2194896 35.3320745, 139.2193395 35.3319827)",2,77,平塚松田線,40,,,
558627636,primary,False,True,20.2,"LINESTRING (139.2198247 35.332394, 139.2198983 35.3324936, 139.2199338 35.3325522)",2,77,平塚松田線,40,,,
318372755,residential,False,False,21.924,"LINESTRING (139.2156708 35.3301714, 139.2158579 35.3300466)",,,,,,,
33999827,secondary,False,False,2.073,"LINESTRING (139.2163637 35.330518, 139.2163771 35.3305029)",,709,中井羽根尾線,40,,,
"[531077432, 1033168014, 531077431]",primary,False,True,142.303,"LINESTRING (139.2163637 35.330518, 139.2174612 35.331046, 139.2176664 35.3311434, 139.2177144 35.3311687)",2,77,平塚松田線,40,yes,,
295112014,unclassified,False,True,20.944000000000003,"LINESTRING (139.2217871 35.3367907, 139.2218532 35.336685, 139.2218905 35.3366223)",,,,,,,
"[1033168018, 558627635, 558627636]",primary,False,False,201.69500000000002,"LINESTRING (139.2217871 35.3367907, 139.2217222 35.3367585, 139.2215876 35.3367123, 139.2214581 35.3366738, 139.2203786 35.3363823, 139.2200093 35.3362825, 139.2198765 35.3362194, 139.2197331 35.3361255)",2,77,平塚松田線,40,,,yes
1033168018,primary,False,True,60.242000000000004,"LINESTRING (139.2217871 35.3367907, 139.2218742 35.3368339, 139.2220318 35.336958, 139.2221089 35.3370424, 139.2222283 35.3371874)",2,77,平塚松田線,40,,,
318370323,residential,False,False,97.081,"LINESTRING (139.2190113 35.331347, 139.2190917 35.3304764)",,,,,,,
715825523,residential,False,True,13.583,"LINESTRING (139.2238301 35.3354049, 139.2236839 35.3353785)",,,,,,,
715825525,residential,False,False,77.64500000000001,"LINESTRING (139.2238301 35.3354049, 139.2238878 35.3353326, 139.224251 35.3347971)",,,,,,,
715825525,residential,False,True,27.512999999999998,"LINESTRING (139.2238301 35.3354049, 139.223763 35.335489, 139.2237349 35.3355416, 139.2237335 35.3356313)",,,,,,,
715825523,residential,False,False,13.583,"LINESTRING (139.2236839 35.3353785, 139.2238301 35.3354049)",,,,,,,
715825523,residential,False,True,10.86,"LINESTRING (139.2236839 35.3353785, 139.2235672 35.3353567)",,,,,,,
715825524,residential,False,True,297.442,"LINESTRING (139.2236839 35.3353785, 139.2236155 35.3354759, 139.2235592 35.3358534, 139.2235478 35.3359031, 139.2235015 35.3359781, 139.2234492 35.3360465, 139.2233728 35.3361126, 139.2232105 35.3362056, 139.2230952 35.3362122, 139.2230214 35.3362264, 139.2229302 35.336291, 139.2226164 35.3363336, 139.2223737 35.3364146, 139.222261 35.3364015, 139.2220813 35.3365437, 139.2220652 35.3365787, 139.2220625 35.3366181, 139.22208 35.3366575, 139.2221349 35.3367176, 139.2222168 35.3368194, 139.2222463 35.3369266, 139.2222624 35.3369911, 139.2222283 35.3371874)",,,,,,,
715825525,residential,False,False,27.512999999999998,"LINESTRING (139.2237335 35.3356313, 139.2237349 35.3355416, 139.223763 35.335489, 139.2238301 35.3354049)",,,,,,,
715825523,residential,False,False,10.86,"LINESTRING (139.2235672 35.3353567, 139.2236839 35.3353785)",,,,,,,
295112014,unclassified,False,False,207.665,"LINESTRING (139.2235672 35.3353567, 139.223358 35.3355536, 139.2223251 35.3362843, 139.2219502 35.3365537, 139.2218905 35.3366223)",,,,,,,
990459517,unclassified,False,True,24.766,"LINESTRING (139.2191782 35.3321624, 139.2193395 35.3319827)",1,,平塚松田線旧道,30,,,
990459517,unclassified,False,False,80.612,"LINESTRING (139.2191782 35.3321624, 139.2191183 35.3321959, 139.2190158 35.3321883, 139.2183225 35.3320522)",1,,平塚松田線旧道,30,,,
1033168015,residential,False,True,89.481,"LINESTRING (139.2191782 35.3321624, 139.2191938 35.332202, 139.2192301 35.3322261, 139.2195178 35.3322914, 139.2196771 35.3323667, 139.219771 35.3324498, 139.2198349 35.3325383, 139.2198639 35.332583, 139.2199338 35.3325522)",,,,,,,
33999827,secondary,False,True,2.073,"LINESTRING (139.2163771 35.3305029, 139.2163637 35.330518)",,709,中井羽根尾線,40,,,
1188263261,residential,False,True,69.23,"LINESTRING (139.2163771 35.3305029, 139.2158579 35.3300466)",,,,,,,
318372755,residential,False,True,21.924,"LINESTRING (139.2158579 35.3300466, 139.2156708 35.3301714)",,,,,,,
1188263261,residential,False,False,69.23,"LINESTRING (139.2158579 35.3300466, 139.2163771 35.3305029)",,,,,,,
