osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,width,tunnel
126740874,unclassified,False,True,30.671,"LINESTRING (140.3163076 35.7741863, 140.3162657 35.7742434, 140.3162603 35.7744083, 140.3162588 35.7744527)",,,,,,
648774489,trunk,True,False,61.663,"LINESTRING (140.3163076 35.7741863, 140.3164452 35.7743019, 140.3167828 35.7745849)",2,51,成田街道,50,,
359909407,tertiary,False,True,16.661,"LINESTRING (140.3220334 35.7788756, 140.321915 35.7789906)",2,,新参道,,,
648758966,trunk,True,False,132.446,"LINESTRING (140.3220334 35.7788756, 140.3230643 35.7797237)",2,51,成田街道,50,,
1021312587,tertiary,False,False,11.475,"LINESTRING (140.3220334 35.7788756, 140.3221349 35.7788134)",2,,,,,
1035049702,tertiary,True,False,7.428,"LINESTRING (140.3173768 35.776777, 140.317442 35.7767362)",,,京成成田駅東口,,,
126738776,unclassified,True,False,27.412,"LINESTRING (140.3167388 35.7763032, 140.3167608 35.776276, 140.3166481 35.7763129, 140.3166057 35.7763086, 140.3165157 35.7762742)",,,,,,
1017790801,tertiary,True,False,9.044,"LINESTRING (140.3167388 35.7763032, 140.3167308 35.7763462, 140.3167255 35.7763838)",,,京成成田駅東口,,,
"[793098512, 55682826]",tertiary,False,False,145.15,"LINESTRING (140.3149138 35.7772364, 140.3148528 35.7771355, 140.3148325 35.7771018, 140.3145179 35.7766113, 140.3144645 35.7765515, 140.3144166 35.7765028, 140.3143709 35.7764636, 140.3140451 35.776147)",2,,一本松通り,,,
162045631,tertiary,False,True,64.117,"LINESTRING (140.3149138 35.7772364, 140.3149476 35.777279, 140.31523 35.7776348, 140.3152986 35.7777212)",2,,,,,
"[401428828, 149180925, 793098511]","['unclassified', 'tertiary']",False,True,97.43999999999998,"LINESTRING (140.3149138 35.7772364, 140.3150031 35.7771933, 140.3150545 35.7771685, 140.3153452 35.7770184, 140.3154421 35.7769808, 140.3154952 35.7769685, 140.3155433 35.7769651, 140.3155952 35.7769627, 140.3156531 35.7769768, 140.3156893 35.7769877, 140.3157448 35.7770147, 140.3158659 35.7770796)",2,,電車道,,,
126741973,unclassified,True,False,107.911,"LINESTRING (140.3169684 35.7800253, 140.3170865 35.7800736, 140.3173515 35.7802029, 140.3177168 35.7804578, 140.3179481 35.7805753)",,,,,3,
126741440,residential,False,False,60.99000000000001,"LINESTRING (140.3130584 35.772914, 140.3131727 35.7731025, 140.3133002 35.7732405, 140.3133997 35.7733484, 140.3134272 35.7733702)",,,,,,
126743402,residential,False,True,122.238,"LINESTRING (140.3130584 35.772914, 140.3133776 35.7727965, 140.313855 35.7726289, 140.313993 35.772899, 140.3140663 35.77298)",,,,,,
126741631,residential,False,True,99.13799999999999,"LINESTRING (140.3151222 35.7729214, 140.3151045 35.7729295, 140.3147617 35.77324, 140.314532 35.7732464, 140.3144956 35.7732356, 140.3143827 35.7732008, 140.3142359 35.7731229)",,,,,,
648774488,trunk,True,False,50.788,"LINESTRING (140.3151222 35.7729214, 140.3153863 35.77322, 140.3154504 35.7732925)",3,51,成田街道,50,,
126741049,residential,False,True,41.386,"LINESTRING (140.3142359 35.7731229, 140.3141729 35.7731995, 140.3139811 35.7734324)",,,,,,
126741631,residential,False,False,99.138,"LINESTRING (140.3142359 35.7731229, 140.3143827 35.7732008, 140.3144956 35.7732356, 140.314532 35.7732464, 140.3147617 35.77324, 140.3151045 35.7729295, 140.3151222 35.7729214)",,,,,,
126743402,residential,False,False,22.204,"LINESTRING (140.3142359 35.7731229, 140.3141313 35.7730511, 140.3140663 35.77298)",,,,,,
126741440,residential,False,True,51.911,"LINESTRING (140.3138154 35.7737148, 140.3134272 35.7733702)",,,,,,
126740131,residential,False,True,52.010000000000005,"LINESTRING (140.3138154 35.7737148, 140.3138014 35.7737608, 140.3138074 35.7738044, 140.3138208 35.773837, 140.314018 35.7739482, 140.314174 35.7740235)",,,,,,
126741049,residential,False,False,35.278999999999996,"LINESTRING (140.3138154 35.7737148, 140.3138512 35.7736237, 140.3138899 35.7735277, 140.3139811 35.7734324)",,,,,,
126737119,unclassified,False,True,80.35099999999998,"LINESTRING (140.3162588 35.7744527, 140.3162912 35.7744964, 140.3163133 35.7745606, 140.3163193 35.7746395, 140.3162992 35.7746977, 140.3162516 35.7747423, 140.3161691 35.7748103, 140.316035 35.7748772, 140.3159519 35.7748892, 140.3158104 35.7748924)",,,,,,
126740131,residential,False,False,239.45900000000006,"LINESTRING (140.3162588 35.7744527, 140.3160786 35.7745483, 140.3159498 35.7745635, 140.3158372 35.7745722, 140.3157514 35.774681, 140.3156226 35.774681, 140.31551 35.7746528, 140.315408 35.7745701, 140.3154161 35.7744417, 140.3153329 35.7743394, 140.3152535 35.7742965, 140.3152203 35.7742785, 140.3151117 35.77424, 140.3150728 35.7742262, 140.315001 35.7742202, 140.3148418 35.7742371, 140.3146677 35.7742931, 140.3146376 35.7742994, 140.314588 35.7742951, 140.3145558 35.7742823, 140.314482 35.7742099, 140.3143902 35.7741348, 140.3142694 35.7740824, 140.314174 35.7740235)",,,,,,
126740874,unclassified,False,False,30.671,"LINESTRING (140.3162588 35.7744527, 140.3162603 35.7744083, 140.3162657 35.7742434, 140.3163076 35.7741863)",,,,,,
149180932,unclassified,False,True,46.98,"LINESTRING (140.3157594 35.7750404, 140.3153753 35.7753257)",,,,,,
149180932,unclassified,False,False,104.134,"LINESTRING (140.3157594 35.7750404, 140.3160829 35.7753074, 140.3161168 35.7753354, 140.3163283 35.7755105, 140.3165679 35.7757088)",,,,,,
795688488,unclassified,False,False,17.611,"LINESTRING (140.3157594 35.7750404, 140.3157988 35.774994, 140.3158104 35.7748924)",,,,,,
149180932,unclassified,False,False,46.98,"LINESTRING (140.3153753 35.7753257, 140.3157594 35.7750404)",,,,,,
149180932,unclassified,False,True,177.684,"LINESTRING (140.3153753 35.7753257, 140.3148995 35.7756756, 140.3149043 35.77575, 140.3149075 35.7757761, 140.3153386 35.7760559, 140.3157888 35.7756742)",,,,,,
365246086,unclassified,False,True,53.789,"LINESTRING (140.3153753 35.7753257, 140.3157383 35.7756317, 140.3157888 35.7756742)",,,,,,
126739689,unclassified,False,True,51.717999999999996,"LINESTRING (140.3169685 35.7753761, 140.3166924 35.7756049, 140.3165679 35.7757088)",,,,,,
126740854,unclassified,False,False,92.943,"LINESTRING (140.3169685 35.7753761, 140.3170544 35.7754441, 140.3172863 35.7756279, 140.3173165 35.7756642, 140.3173315 35.7757218, 140.3173233 35.7757599, 140.3173025 35.7758048, 140.3171189 35.7759553, 140.3170573 35.7760104)",,,,,,
126740854,unclassified,False,True,119.923,"LINESTRING (140.3169685 35.7753761, 140.3168859 35.7753098, 140.3164834 35.774987, 140.3164467 35.7749276, 140.316443 35.7748974, 140.3164447 35.774869, 140.3164611 35.7748279, 140.3164702 35.774821, 140.3167828 35.7745849)",,,,,,
126739689,unclassified,False,False,46.239,"LINESTRING (140.3162048 35.7760023, 140.3165679 35.7757088)",,,,,,
365246086,unclassified,False,True,41.24,"LINESTRING (140.3162048 35.7760023, 140.3165157 35.7762742)",,,,,,
365246086,unclassified,False,False,52.34,"LINESTRING (140.3162048 35.7760023, 140.316127 35.775941, 140.3160058 35.7758455, 140.3158834 35.7757488, 140.3158156 35.7756953, 140.3157888 35.7756742)",,,,,,
126737119,unclassified,False,False,88.537,"LINESTRING (140.3140451 35.776147, 140.3145572 35.7757997, 140.3146066 35.7757612, 140.3146317 35.7757417, 140.3146704 35.7757115, 140.3147837 35.7756233)",,,,,,
"[793098512, 55682826]",tertiary,False,True,145.15,"LINESTRING (140.3140451 35.776147, 140.3143709 35.7764636, 140.3144166 35.7765028, 140.3144645 35.7765515, 140.3145179 35.7766113, 140.3148325 35.7771018, 140.3148528 35.7771355, 140.3149138 35.7772364)",2,,一本松通り,,,
126743806,tertiary,False,True,94.18299999999999,"LINESTRING (140.3173559 35.7769597, 140.317728 35.7772331, 140.3179615 35.7774183, 140.3181077 35.7775467)",,,,,,
365246088,tertiary,True,False,21.192,"LINESTRING (140.3173559 35.7769597, 140.3173387 35.7768748, 140.3173453 35.7768243, 140.3173768 35.776777)",,,,,,
126743806,tertiary,False,False,94.18299999999999,"LINESTRING (140.3181077 35.7775467, 140.3179615 35.7774183, 140.317728 35.7772331, 140.3173559 35.7769597)",,,,,,
126743806,tertiary,False,True,43.425,"LINESTRING (140.3181077 35.7775467, 140.31812 35.7775678, 140.3181533 35.7776251, 140.3181754 35.7777018, 140.3181905 35.7777464, 140.3182016 35.7777866, 140.3182056 35.7778367, 140.318204 35.7779241)",,,,,,
149180934,residential,False,False,240.28199999999998,"LINESTRING (140.3181077 35.7775467, 140.31816 35.7775127, 140.318173 35.7775089, 140.3182106 35.7774774, 140.3184742 35.7772658, 140.3188166 35.7769815, 140.3188622 35.7769815, 140.3192981 35.7773399, 140.3194301 35.7774439, 140.3196441 35.7776103, 140.3196649 35.7776484, 140.3196649 35.7776935, 140.3196418 35.7777733, 140.3195896 35.7779536, 140.3195691 35.7780205)",,,,,,
126743806,tertiary,False,False,43.425,"LINESTRING (140.318204 35.7779241, 140.3182056 35.7778367, 140.3182016 35.7777866, 140.3181905 35.7777464, 140.3181754 35.7777018, 140.3181533 35.7776251, 140.31812 35.7775678, 140.3181077 35.7775467)",,,,,,
553075395,tertiary,False,True,124.02700000000002,"LINESTRING (140.318204 35.7779241, 140.3188945 35.7779371, 140.3190508 35.7779454, 140.3191367 35.7779517, 140.3192442 35.7779625, 140.3193918 35.7779833, 140.3195691 35.7780205)",2,,市役所通り,30,,
1019345445,tertiary,False,False,31.565,"LINESTRING (140.318204 35.7779241, 140.3180291 35.7779241, 140.3178541 35.7779243)",2,,市役所通り,30,,
1017790809,tertiary,False,True,8.667,"LINESTRING (140.3208498 35.7779146, 140.3209252 35.7778663)",2,,,,,
553075395,tertiary,False,False,76.81500000000001,"LINESTRING (140.3208498 35.7779146, 140.3206149 35.7780733, 140.3205673 35.7780934, 140.3205049 35.7781196, 140.3204419 35.7781353, 140.3203648 35.7781462, 140.320289 35.7781544, 140.3201985 35.77815, 140.3200902 35.7781318)",2,,市役所通り,30,,
"[648758965, 648761319]",trunk,True,False,151.084,"LINESTRING (140.3208498 35.7779146, 140.3209662 35.778014, 140.3213732 35.7783462, 140.3215134 35.7784606, 140.3218315 35.7787055, 140.3219323 35.7787905, 140.3220334 35.7788756)","['2', '3']",51,成田街道,50,,
126741901,tertiary,False,True,221.904,"LINESTRING (140.3174878 35.7779097, 140.3174967 35.7780035, 140.3174962 35.7781124, 140.3176086 35.7785443, 140.3179896 35.7798597)",,,電車道,,,
149180925,unclassified,False,False,71.42099999999999,"LINESTRING (140.3174878 35.7779097, 140.317477 35.7778745, 140.3174354 35.7778299, 140.3173455 35.7777615, 140.3169177 35.7774749)",,,電車道,,,
1017790793,tertiary,False,False,63.153999999999996,"LINESTRING (140.3174878 35.7779097, 140.3174494 35.7779041, 140.3173498 35.7778716, 140.3172847 35.7778462, 140.3172409 35.7778291, 140.3168533 35.7776728)",,,市役所通り,30,,
1019345445,tertiary,False,True,33.098,"LINESTRING (140.3174878 35.7779097, 140.3176003 35.7779181, 140.3178541 35.7779243)",2,,市役所通り,30,,
126741896,unclassified,False,False,36.07,"LINESTRING (140.3132163 35.7782028, 140.3132637 35.7785249)",,,,,,
126742198,unclassified,False,False,168.663,"LINESTRING (140.3132163 35.7782028, 140.313475 35.7781424, 140.3135083 35.7781523, 140.3135206 35.7781825, 140.313589 35.7786647, 140.3135803 35.7787051, 140.3133021 35.7793798)",,,,,5,
553075395,tertiary,False,False,48.611,"LINESTRING (140.3200902 35.7781318, 140.3195691 35.7780205)",2,,市役所通り,30,,
365246102,unclassified,False,True,53.17400000000001,"LINESTRING (140.3200902 35.7781318, 140.3200451 35.7782108, 140.3200214 35.7782506, 140.3198398 35.7785647)",,,,,,
553075395,tertiary,False,True,76.815,"LINESTRING (140.3200902 35.7781318, 140.3201985 35.77815, 140.320289 35.7781544, 140.3203648 35.7781462, 140.3204419 35.7781353, 140.3205049 35.7781196, 140.3205673 35.7780934, 140.3206149 35.7780733, 140.3208498 35.7779146)",2,,市役所通り,30,,
