osmid,bridge,tunnel,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed
596383833,,,2,151;256,中央通り,trunk,False,False,150.008,"LINESTRING (137.8247234 35.5173188, 137.8248199 35.5172704, 137.8260462 35.5166464, 137.8261292 35.5166042)",
862469978,,,,,,tertiary,False,True,81.265,"LINESTRING (137.8247234 35.5173188, 137.8247835 35.5173837, 137.825009 35.5176501, 137.8252384 35.5179174)",
118400596,,,,,,tertiary,False,True,52.035999999999994,"LINESTRING (137.827367 35.5157113, 137.8272829 35.515619, 137.8270797 35.5153629, 137.8270446 35.5153241)",
151551452,,,2,151;256,国道151号,trunk,False,False,132.491,"LINESTRING (137.827367 35.5157113, 137.8272574 35.5157852, 137.8263438 35.5164597, 137.8262821 35.5165109)",
118400593,,,2,,,tertiary,False,False,14.388,"LINESTRING (137.827426 35.5181803, 137.8272765 35.5182243)",40
681342098,,,2,,,tertiary,True,False,69.258,"LINESTRING (137.827426 35.5181803, 137.8273889 35.5181129, 137.8271665 35.5175946)",
596383833,,,2,151;256,中央通り,trunk,False,False,17.296,"LINESTRING (137.8261292 35.5166042, 137.8262821 35.5165109)",
118014755,,,2,,,tertiary,True,False,49.826,"LINESTRING (137.8261292 35.5166042, 137.8261898 35.5166732, 137.8264375 35.5169754)",
596383833,,,2,151;256,中央通り,trunk,False,True,150.00799999999998,"LINESTRING (137.8261292 35.5166042, 137.8260462 35.5166464, 137.8248199 35.5172704, 137.8247234 35.5173188)",
151797452,,,,,,unclassified,False,True,14.948,"LINESTRING (137.8270192 35.5176554, 137.8271665 35.5175946)",
118014755,,,2,,,tertiary,True,False,67.40899999999999,"LINESTRING (137.8270192 35.5176554, 137.8272454 35.5181564, 137.8272765 35.5182243)",
151797452,,,,,,unclassified,False,False,43.152,"LINESTRING (137.8270192 35.5176554, 137.8269616 35.517684, 137.8266478 35.5178979)",
118400593,,,2,,,tertiary,False,True,14.388,"LINESTRING (137.8272765 35.5182243, 137.827426 35.5181803)",40
118400593,,,2,,,tertiary,False,False,32.128,"LINESTRING (137.8272765 35.5182243, 137.8271673 35.5182602, 137.8269502 35.518338)",40
862469978,,,,,,tertiary,False,False,81.26500000000001,"LINESTRING (137.8252384 35.5179174, 137.825009 35.5176501, 137.8247835 35.5173837, 137.8247234 35.5173188)",
862469978,,,,,,tertiary,False,True,13.87,"LINESTRING (137.8252384 35.5179174, 137.8252833 35.5179567, 137.8253366 35.518013)",
118400594,,,,,,tertiary,False,False,156.26,"LINESTRING (137.8242981 35.5167534, 137.8242437 35.5167844, 137.8229472 35.517473, 137.822856 35.5175259)",
118400594,,,,,,tertiary,False,True,146.74499999999998,"LINESTRING (137.8242981 35.5167534, 137.8243587 35.5167266, 137.8256708 35.5160513)",
118400764,,,2,256,国道256号,trunk,False,False,57.435,"LINESTRING (137.8242981 35.5167534, 137.8242668 35.5167123, 137.8241289 35.5165312, 137.8239956 35.5163627, 137.8239576 35.5163176)",
118400764,,,2,256,国道256号,trunk,False,True,73.733,"LINESTRING (137.8242981 35.5167534, 137.824331 35.5167978, 137.8246639 35.5172483, 137.8247234 35.5173188)",
118400764,,,2,256,国道256号,trunk,False,False,7.11,"LINESTRING (137.8239576 35.5163176, 137.8239144 35.5162642)",
118400598,no,,,,,tertiary,True,False,146.677,"LINESTRING (137.8239576 35.5163176, 137.8240222 35.5162853, 137.825275 35.5156365, 137.8253256 35.5156104)",
118400764,,,2,256,国道256号,trunk,False,True,57.435,"LINESTRING (137.8239576 35.5163176, 137.8239956 35.5163627, 137.8241289 35.5165312, 137.8242668 35.5167123, 137.8242981 35.5167534)",
596383833,,,2,151;256,中央通り,trunk,False,True,17.296,"LINESTRING (137.8262821 35.5165109, 137.8261292 35.5166042)",
118401664,,,,,,unclassified,True,False,73.23,"LINESTRING (137.8262821 35.5165109, 137.8262367 35.5164187, 137.8258574 35.5159524)",
151551452,,,2,151;256,国道151号,trunk,False,True,132.49099999999999,"LINESTRING (137.8262821 35.5165109, 137.8263438 35.5164597, 137.8272574 35.5157852, 137.827367 35.5157113)",
151797452,,,,,,unclassified,False,False,14.948,"LINESTRING (137.8271665 35.5175946, 137.8270192 35.5176554)",
681342098,,,2,,,tertiary,True,False,60.431,"LINESTRING (137.8271665 35.5175946, 137.8267991 35.5171408)",
681342098,,,2,,,tertiary,True,False,37.194,"LINESTRING (137.8267991 35.5171408, 137.8267677 35.5170999, 137.8265812 35.5168572)",
118400583,no,,,,,tertiary,False,False,74.486,"LINESTRING (137.8208923 35.5186257, 137.8212953 35.5190855, 137.8213801 35.5191647)",
118400583,no,,,,,tertiary,False,True,56.455,"LINESTRING (137.8208923 35.5186257, 137.8206198 35.5182726, 137.8205591 35.5181965)",
118400594,,,,,,tertiary,False,True,92.023,"LINESTRING (137.8208923 35.5186257, 137.8209634 35.5185711, 137.8217267 35.5181545)",
118400583,no,,,,,tertiary,False,True,74.486,"LINESTRING (137.8213801 35.5191647, 137.8212953 35.5190855, 137.8208923 35.5186257)",
151797579,,,,21,飯田停車場線,primary,False,True,43.045,"LINESTRING (137.8213801 35.5191647, 137.821479 35.5190983, 137.8217578 35.5189296)",
746553332,no,,,,,tertiary,False,False,65.752,"LINESTRING (137.8189214 35.5175177, 137.8189871 35.5175703, 137.8190449 35.5176278, 137.8193294 35.517923, 137.8193802 35.5179755)",
746553332,no,,,,,tertiary,False,True,166.19700000000003,"LINESTRING (137.8189214 35.5175177, 137.818851 35.5174479, 137.8183754 35.5169757, 137.8182919 35.516892, 137.8182267 35.51682, 137.8181291 35.5166755, 137.8181085 35.5165874, 137.8180734 35.5164729, 137.8180067 35.5162557)",
882378290,no,no,2,8,飯田南木曽線,primary,False,False,81.718,"LINESTRING (137.8189214 35.5175177, 137.8189986 35.5174714, 137.8195913 35.5171532, 137.8196724 35.5171099)",
"[1184116722, 882378291]",no,,2,8,飯田南木曽線,primary,False,True,155.736,"LINESTRING (137.8189214 35.5175177, 137.8188518 35.5175553, 137.818291 35.5178477, 137.818228 35.5178779, 137.8178646 35.5180589, 137.8174512 35.5182444)",
134280873,,,,,,residential,False,False,75.063,"LINESTRING (137.8193802 35.5179755, 137.8200818 35.5176155)",
134280873,,,,,,residential,False,True,71.679,"LINESTRING (137.8193802 35.5179755, 137.8188887 35.5182208, 137.8186966 35.5183002)",
746553332,no,,,,,tertiary,False,False,126.395,"LINESTRING (137.8193802 35.5179755, 137.8194104 35.5179976, 137.8198721 35.5183023, 137.8199397 35.5183435, 137.8199896 35.5183741, 137.8201262 35.518457, 137.820171 35.5184675, 137.8202066 35.5184546, 137.8204493 35.5182397)",
746553332,no,,,,,tertiary,False,True,65.752,"LINESTRING (137.8193802 35.5179755, 137.8193294 35.517923, 137.8190449 35.5176278, 137.8189871 35.5175703, 137.8189214 35.5175177)",
118400764,,,2,256,国道256号,trunk,False,False,62.623000000000005,"LINESTRING (137.8230946 35.515297, 137.8230604 35.5152482, 137.8229109 35.5150351, 137.8227858 35.5148802, 137.822732 35.5148178)",
118400764,,,2,256,国道256号,trunk,False,True,68.059,"LINESTRING (137.8230946 35.515297, 137.8231241 35.5153369, 137.8235294 35.5157962)",
151797464,,,,,,tertiary,False,True,76.432,"LINESTRING (137.8230946 35.515297, 137.823012 35.5153403, 137.8223815 35.5156652)",
151797515,,,,,,tertiary,False,True,80.39999999999999,"LINESTRING (137.8230946 35.515297, 137.8231533 35.5152667, 137.8238595 35.5149294)",
151797381,,,,,,unclassified,False,True,63.013,"LINESTRING (137.8223815 35.5156652, 137.8223552 35.5156328, 137.8221777 35.5154191, 137.821975 35.5152055)",
151797464,,,,,,tertiary,False,False,76.432,"LINESTRING (137.8223815 35.5156652, 137.823012 35.5153403, 137.8230946 35.515297)",
151797464,,,,,,tertiary,False,True,83.09599999999999,"LINESTRING (137.8223815 35.5156652, 137.8216933 35.5160214, 137.8216083 35.5160681)",
118400593,,,2,,,tertiary,False,False,48.146,"LINESTRING (137.8259631 35.5187024, 137.8255347 35.5189591)",40
862469978,,,,,,tertiary,False,False,32.922,"LINESTRING (137.8259631 35.5187024, 137.8257506 35.5184621)",
118400593,,,2,,,tertiary,False,True,69.55799999999999,"LINESTRING (137.8259631 35.5187024, 137.826065 35.5186489, 137.8266586 35.5184388)",40
118400594,,,,,,tertiary,False,False,128.181,"LINESTRING (137.8270446 35.5153241, 137.8269747 35.5153563, 137.8258574 35.5159524)",
118400596,,,,,,tertiary,False,False,52.035999999999994,"LINESTRING (137.8270446 35.5153241, 137.8270797 35.5153629, 137.8272829 35.515619, 137.827367 35.5157113)",
118400596,,,,,,tertiary,False,True,56.09,"LINESTRING (137.8270446 35.5153241, 137.8270062 35.5152753, 137.8267516 35.5149499, 137.8267183 35.5148956)",
118400594,,,,,,tertiary,False,False,123.875,"LINESTRING (137.822856 35.5175259, 137.822774 35.5175622, 137.8225148 35.5177136, 137.8219759 35.5180167, 137.8217267 35.5181545)",
118400594,,,,,,tertiary,False,True,156.26,"LINESTRING (137.822856 35.5175259, 137.8229472 35.517473, 137.8242437 35.5167844, 137.8242981 35.5167534)",
1020445912,no,no,2,8,飯田南木曽線,primary,False,False,67.37,"LINESTRING (137.822856 35.5175259, 137.8228871 35.5175609, 137.8232269 35.5179508, 137.8232839 35.5180216)",
1020445912,no,no,2,8,飯田南木曽線,primary,False,True,57.80800000000001,"LINESTRING (137.822856 35.5175259, 137.822794 35.5174581, 137.8225273 35.5171479, 137.8224853 35.5171026)",
118400594,,,,,,tertiary,False,False,92.023,"LINESTRING (137.8217267 35.5181545, 137.8209634 35.5185711, 137.8208923 35.5186257)",
118400594,,,,,,tertiary,False,True,123.875,"LINESTRING (137.8217267 35.5181545, 137.8219759 35.5180167, 137.8225148 35.5177136, 137.822774 35.5175622, 137.822856 35.5175259)",
151797428,,,,,,unclassified,False,False,71.311,"LINESTRING (137.8217267 35.5181545, 137.8219165 35.5183529, 137.8219835 35.5184222, 137.8221576 35.5186152, 137.8222028 35.5186654)",
118400596,,,,,,tertiary,False,False,58.564,"LINESTRING (137.8255795 35.513432, 137.8256272 35.5134976, 137.8258588 35.5137827, 137.8259327 35.5138732)",
151551788,,,2,,,tertiary,False,False,51.949,"LINESTRING (137.8255795 35.513432, 137.8254655 35.5135014, 137.8251039 35.5136932)",
151551788,,,2,,,tertiary,False,True,51.949,"LINESTRING (137.8251039 35.5136932, 137.8254655 35.5135014, 137.8255795 35.513432)",
151797570,,,,,遠州街道,residential,False,False,233.248,"LINESTRING (137.8251039 35.5136932, 137.8250371 35.5136747, 137.8248723 35.5136415, 137.8247371 35.5136345, 137.8247155 35.5136334, 137.8245572 35.5136251, 137.8243614 35.5136063, 137.8241903 35.5135427, 137.8241979 35.5134981, 137.8244871 35.5134116, 137.824849 35.5132491, 137.8251292 35.5131194, 137.8254589 35.5129988, 137.8255388 35.51297, 137.8255769 35.5129435, 137.8255952 35.5129167)",
1018689346,,,2,,,tertiary,False,False,76.315,"LINESTRING (137.8251039 35.5136932, 137.8248769 35.5138033, 137.824373 35.5140353)",
1018689345,,,2,,,tertiary,False,True,67.716,"LINESTRING (137.8234974 35.5144525, 137.8241449 35.5141474)",
506712814,,,,,,residential,False,True,62.34,"LINESTRING (137.8234974 35.5144525, 137.8235323 35.5144983, 137.8236469 35.5146486, 137.8238292 35.5148893, 137.8238595 35.5149294)",
1018689345,,,2,,,tertiary,False,False,80.306,"LINESTRING (137.8234974 35.5144525, 137.8233458 35.5145247, 137.8228166 35.5147774, 137.822732 35.5148178)",
118400596,,,,,,tertiary,False,False,61.821,"LINESTRING (137.8263062 35.5143675, 137.8263485 35.5144355, 137.8266314 35.5147852, 137.8266739 35.5148355)",
118400596,,,,,,tertiary,False,True,64.529,"LINESTRING (137.8263062 35.5143675, 137.8262527 35.5142995, 137.8259834 35.5139403, 137.8259327 35.5138732)",
134280873,,,,,,residential,False,False,44.633,"LINESTRING (137.8263062 35.5143675, 137.8263704 35.5143363, 137.8267417 35.5141794)",
134280873,,,,,,residential,False,True,130.212,"LINESTRING (137.8263062 35.5143675, 137.8262249 35.5144022, 137.82533 35.514848, 137.82508 35.5149795)",
118400596,,,,,,tertiary,False,False,7.798,"LINESTRING (137.8266739 35.5148355, 137.8267183 35.5148956)",
118400596,,,,,,tertiary,False,True,61.821000000000005,"LINESTRING (137.8266739 35.5148355, 137.8266314 35.5147852, 137.8263485 35.5144355, 137.8263062 35.5143675)",
118400601,no,,,,,tertiary,True,False,129.64,"LINESTRING (137.8266739 35.5148355, 137.8265904 35.5148709, 137.825491 35.5154363, 137.825459 35.5154526)",
118400596,,,,,,tertiary,False,True,7.798,"LINESTRING (137.8267183 35.5148956, 137.8266739 35.5148355)",
118400596,,,,,,tertiary,False,False,56.09,"LINESTRING (137.8267183 35.5148956, 137.8267516 35.5149499, 137.8270062 35.5152753, 137.8270446 35.5153241)",
118400598,no,,,,,tertiary,True,False,48.807,"LINESTRING (137.8267183 35.5148956, 137.8267905 35.5148611, 137.8272038 35.5147052)",
134280873,,,,,,residential,False,True,56.564,"LINESTRING (137.8273784 35.5139009, 137.8268295 35.5141441)",
151797376,,,,,,unclassified,False,False,63.97500000000001,"LINESTRING (137.8273784 35.5139009, 137.8273481 35.5138527, 137.8271966 35.513598, 137.8270922 35.5134158, 137.8270729 35.5133821)",
134280873,,,,,,residential,False,True,20.847,"LINESTRING (137.82508 35.5149795, 137.8248891 35.5150844)",
118401664,,,,,,unclassified,True,False,63.291,"LINESTRING (137.82508 35.5149795, 137.8249012 35.5147332, 137.8247686 35.5145396, 137.8247276 35.514488)",
134280873,,,,,,residential,False,False,130.21200000000002,"LINESTRING (137.82508 35.5149795, 137.82533 35.514848, 137.8262249 35.5144022, 137.8263062 35.5143675)",
118400764,,,2,256,国道256号,trunk,False,False,68.059,"LINESTRING (137.8235294 35.5157962, 137.8231241 35.5153369, 137.8230946 35.515297)",
118400764,,,2,256,国道256号,trunk,False,True,62.628,"LINESTRING (137.8235294 35.5157962, 137.8235599 35.5158325, 137.8238615 35.5161998, 137.8239144 35.5162642)",
134280873,,,,,,residential,False,False,146.32100000000003,"LINESTRING (137.8235294 35.5157962, 137.8235793 35.5157683, 137.8248891 35.5150844)",
134280873,,,,,,residential,False,True,160.929,"LINESTRING (137.8235294 35.5157962, 137.8234652 35.5158296, 137.8221039 35.5165334, 137.8220298 35.5165738)",
1020445912,no,no,2,8,飯田南木曽線,primary,False,True,49.697,"LINESTRING (137.8220298 35.5165738, 137.8217218 35.5162038)",
134280873,,,,,,residential,False,False,160.929,"LINESTRING (137.8220298 35.5165738, 137.8221039 35.5165334, 137.8234652 35.5158296, 137.8235294 35.5157962)",
134280873,,,,,,residential,False,True,210.98800000000003,"LINESTRING (137.8220298 35.5165738, 137.8219763 35.5166019, 137.8211933 35.5170071, 137.8203464 35.5174791, 137.8201408 35.5175875, 137.8200818 35.5176155)",
1020445912,no,no,2,8,飯田南木曽線,primary,False,False,64.047,"LINESTRING (137.8220298 35.5165738, 137.8220658 35.5166139, 137.8223812 35.5169904, 137.8224347 35.517046)",
1020445912,no,no,2,8,飯田南木曽線,primary,False,True,7.784,"LINESTRING (137.8224853 35.5171026, 137.8224347 35.517046)",
118400598,no,,,,,tertiary,True,False,159.31799999999998,"LINESTRING (137.8224853 35.5171026, 137.8225554 35.5170606, 137.8233642 35.5166236, 137.8238866 35.5163542, 137.8239576 35.5163176)",
1020445912,no,no,2,8,飯田南木曽線,primary,False,False,57.80800000000001,"LINESTRING (137.8224853 35.5171026, 137.8225273 35.5171479, 137.822794 35.5174581, 137.822856 35.5175259)",
151797504,,,,,三州街道,tertiary,False,False,105.095,"LINESTRING (137.8203873 35.5149537, 137.8206136 35.5151379, 137.8211458 35.5155737, 137.8212054 35.5156244)",
151797504,,,,,三州街道,tertiary,False,True,219.379,"LINESTRING (137.8203873 35.5149537, 137.8200485 35.5146956, 137.8199456 35.514614, 137.8197825 35.514475, 137.8197247 35.5144239, 137.8196105 35.5143249, 137.8190623 35.5138315, 137.8187165 35.5135258)",
"[151797416, 506231290]",,,,,,residential,False,False,185.072,"LINESTRING (137.8203873 35.5149537, 137.8210059 35.5145566, 137.8211546 35.5144693, 137.8211817 35.5144376, 137.8211897 35.5143909, 137.8211751 35.5143651, 137.821161 35.5143431, 137.821142 35.514322, 137.8209957 35.5141583, 137.8209879 35.5141494, 137.8206309 35.5137482)",
151797504,,,,,三州街道,tertiary,False,False,61.356,"LINESTRING (137.8212054 35.5156244, 137.8215637 35.516015, 137.8216083 35.5160681)",
151797504,,,,,三州街道,tertiary,False,True,105.095,"LINESTRING (137.8212054 35.5156244, 137.8211458 35.5155737, 137.8206136 35.5151379, 137.8203873 35.5149537)",
506231291,,,,,,residential,False,False,84.028,"LINESTRING (137.8212054 35.5156244, 137.8212859 35.5155784, 137.8216265 35.5153677, 137.8217635 35.5152962, 137.8218473 35.5152537, 137.821975 35.5152055)",
1020445912,no,no,2,8,飯田南木曽線,primary,False,False,7.784,"LINESTRING (137.8224347 35.517046, 137.8224853 35.5171026)",
118400601,no,,,,,tertiary,True,False,211.99900000000002,"LINESTRING (137.8224347 35.517046, 137.8223549 35.5170895, 137.8215913 35.5175196, 137.8207401 35.5180019, 137.8206034 35.5180879, 137.82052 35.5181435)",
1020445912,no,no,2,8,飯田南木曽線,primary,False,True,64.047,"LINESTRING (137.8224347 35.517046, 137.8223812 35.5169904, 137.8220658 35.5166139, 137.8220298 35.5165738)",
118401666,,,,,,unclassified,True,False,8.981,"LINESTRING (137.8252691 35.515544, 137.8253256 35.5156104)",
118400601,no,,,,,tertiary,True,False,146.449,"LINESTRING (137.8252691 35.515544, 137.8252235 35.5155698, 137.8239788 35.51623, 137.8239144 35.5162642)",
118400601,no,,,,,tertiary,True,False,19.968,"LINESTRING (137.825459 35.5154526, 137.8252691 35.515544)",
118401664,,,,,,unclassified,True,False,62.81400000000001,"LINESTRING (137.825459 35.5154526, 137.8254261 35.5154067, 137.8252824 35.5152347, 137.82508 35.5149795)",
118400583,no,,,,,tertiary,False,True,35.031,"LINESTRING (137.8200818 35.5176155, 137.8198748 35.5173493)",
134280873,,,,,,residential,False,True,75.063,"LINESTRING (137.8200818 35.5176155, 137.8193802 35.5179755)",
118400583,no,,,,,tertiary,False,False,70.858,"LINESTRING (137.8200818 35.5176155, 137.820123 35.5176681, 137.8204703 35.5180796, 137.82052 35.5181435)",
134280873,,,,,,residential,False,False,210.98800000000003,"LINESTRING (137.8200818 35.5176155, 137.8201408 35.5175875, 137.8203464 35.5174791, 137.8211933 35.5170071, 137.8219763 35.5166019, 137.8220298 35.5165738)",
862469978,,,,,,tertiary,False,False,37.532,"LINESTRING (137.8255903 35.51828, 137.8253366 35.518013)",
862469978,,,,,,tertiary,False,True,24.91,"LINESTRING (137.8255903 35.51828, 137.8257506 35.5184621)",
151797466,,,,,,unclassified,True,False,151.34099999999998,"LINESTRING (137.8255903 35.51828, 137.825621 35.5182404, 137.8261259 35.5177738, 137.8262057 35.5177005, 137.8263895 35.5175229, 137.8266366 35.5172796, 137.8266779 35.5172473)",
862469978,,,,,,tertiary,False,True,37.532,"LINESTRING (137.8253366 35.518013, 137.8255903 35.51828)",
862469978,,,,,,tertiary,False,False,13.87,"LINESTRING (137.8253366 35.518013, 137.8252833 35.5179567, 137.8252384 35.5179174)",
1018689345,,,2,,,tertiary,False,False,24.116,"LINESTRING (137.824373 35.5140353, 137.8241449 35.5141474)",
1018689346,,,2,,,tertiary,False,True,76.315,"LINESTRING (137.824373 35.5140353, 137.8248769 35.5138033, 137.8251039 35.5136932)",
151797515,,,,,,tertiary,False,False,68.837,"LINESTRING (137.8245043 35.5146011, 137.8238595 35.5149294)",
151797515,,,,,,tertiary,False,True,23.804,"LINESTRING (137.8245043 35.5146011, 137.8247276 35.514488)",
118401666,,,,,,unclassified,True,False,64.047,"LINESTRING (137.8245043 35.5146011, 137.8245436 35.5146488, 137.8247071 35.5148476, 137.8248891 35.5150844)",
118400594,,,,,,tertiary,False,False,20.154,"LINESTRING (137.8258574 35.5159524, 137.8256708 35.5160513)",
118400594,,,,,,tertiary,False,True,128.181,"LINESTRING (137.8258574 35.5159524, 137.8269747 35.5153563, 137.8270446 35.5153241)",
118401664,,,,,,unclassified,True,False,57.120000000000005,"LINESTRING (137.8258574 35.5159524, 137.8256936 35.5157321, 137.8255551 35.5155741, 137.825517 35.5155203)",
1018689345,,,2,,,tertiary,False,False,67.716,"LINESTRING (137.8241449 35.5141474, 137.8234974 35.5144525)",
1018689345,,,2,,,tertiary,False,True,24.116,"LINESTRING (137.8241449 35.5141474, 137.824373 35.5140353)",
118401666,,,,,,unclassified,True,False,60.03,"LINESTRING (137.8241449 35.5141474, 137.8241809 35.5141943, 137.8243058 35.5143548, 137.824466 35.5145536, 137.8245043 35.5146011)",
118400598,no,,,,,tertiary,True,False,20.012,"LINESTRING (137.8253256 35.5156104, 137.825517 35.5155203)",
118401666,,,,,,unclassified,True,False,58.136,"LINESTRING (137.8253256 35.5156104, 137.8253658 35.5156608, 137.8255068 35.5158397, 137.8256708 35.5160513)",
118400594,,,,,,tertiary,False,True,20.154,"LINESTRING (137.8256708 35.5160513, 137.8258574 35.5159524)",
118400594,,,,,,tertiary,False,False,146.74499999999998,"LINESTRING (137.8256708 35.5160513, 137.8243587 35.5167266, 137.8242981 35.5167534)",
118401666,,,,,,unclassified,True,False,74.17,"LINESTRING (137.8256708 35.5160513, 137.8258963 35.5163263, 137.8260644 35.5165276, 137.8261292 35.5166042)",
134280873,,,,,,residential,False,False,20.847,"LINESTRING (137.8248891 35.5150844, 137.82508 35.5149795)",
118401666,,,,,,unclassified,True,False,61.605,"LINESTRING (137.8248891 35.5150844, 137.8250957 35.5153296, 137.8252346 35.5154992, 137.8252691 35.515544)",
134280873,,,,,,residential,False,True,146.32100000000003,"LINESTRING (137.8248891 35.5150844, 137.8235793 35.5157683, 137.8235294 35.5157962)",
118401664,,,,,,unclassified,True,False,9.177,"LINESTRING (137.825517 35.5155203, 137.825459 35.5154526)",
118400598,no,,,,,tertiary,True,False,129.02700000000002,"LINESTRING (137.825517 35.5155203, 137.8255459 35.5155054, 137.8266349 35.5149361, 137.8267183 35.5148956)",
151797381,,,,,,unclassified,False,False,63.013,"LINESTRING (137.821975 35.5152055, 137.8221777 35.5154191, 137.8223552 35.5156328, 137.8223815 35.5156652)",
506231291,,,,,,residential,False,True,84.028,"LINESTRING (137.821975 35.5152055, 137.8218473 35.5152537, 137.8217635 35.5152962, 137.8216265 35.5153677, 137.8212859 35.5155784, 137.8212054 35.5156244)",
855366523,,,2,,,tertiary,False,True,80.95,"LINESTRING (137.821975 35.5152055, 137.8223592 35.51501, 137.8226472 35.5148606, 137.822732 35.5148178)",
151797561,,,,,,residential,False,True,114.454,"LINESTRING (137.8226495 35.5128254, 137.8225748 35.5128592, 137.8222787 35.5129934, 137.821609 35.5132968, 137.8215446 35.513326)",
1193683634,,,2,256,国道256号,trunk,False,False,238.214,"LINESTRING (137.8169035 35.5128719, 137.8176794 35.5126293, 137.818246 35.5124437, 137.8185687 35.5123441, 137.8187081 35.5123125, 137.8188262 35.5122872, 137.8190025 35.5122672, 137.8192242 35.5122568, 137.8194021 35.5122548)",
151797412,,,,,遠州街道,residential,False,True,197.757,"LINESTRING (137.8255952 35.5129167, 137.825498 35.5129338, 137.8251815 35.5130234, 137.8249882 35.5130967, 137.8249499 35.5131046, 137.8249257 35.5130932, 137.8249348 35.5130671, 137.8251037 35.5129437, 137.8251895 35.5128454, 137.8252212 35.5127865, 137.8252657 35.5127039, 137.825291 35.5126521, 137.8254949 35.5122792, 137.8256013 35.5120705, 137.8256112 35.5120528)",
151797570,,,,,遠州街道,residential,False,True,233.24800000000002,"LINESTRING (137.8255952 35.5129167, 137.8255769 35.5129435, 137.8255388 35.51297, 137.8254589 35.5129988, 137.8251292 35.5131194, 137.824849 35.5132491, 137.8244871 35.5134116, 137.8241979 35.5134981, 137.8241903 35.5135427, 137.8243614 35.5136063, 137.8245572 35.5136251, 137.8247155 35.5136334, 137.8247371 35.5136345, 137.8248723 35.5136415, 137.8250371 35.5136747, 137.8251039 35.5136932)",
151797504,,,,,三州街道,tertiary,False,False,55.031,"LINESTRING (137.8182891 35.5131781, 137.8183372 35.5131957, 137.8184369 35.5132824, 137.8187165 35.5135258)",
"[151797563, 1213793301]",,,,,三州街道,unclassified,False,True,185.35499999999996,"LINESTRING (137.8182891 35.5131781, 137.8182697 35.5131448, 137.8180829 35.5129926, 137.8180763 35.5129066, 137.8180981 35.5128638, 137.8181893 35.5127229, 137.818758 35.5124954, 137.8190593 35.5124035, 137.8192675 35.5123467, 137.81939 35.5123166, 137.8193942 35.512295, 137.8194021 35.5122548)",
1026587397,,,,,三州街道,tertiary,False,True,136.946,"LINESTRING (137.8182891 35.5131781, 137.8180927 35.5132453, 137.816958 35.5135982, 137.8168782 35.5136227)",
"[1188553236, 118400764, 151797349]",yes,,2,256,国道256号,trunk,False,"[False, True]",162.434,"LINESTRING (137.8215446 35.513326, 137.8215129 35.5132856, 137.8212576 35.5129603, 137.8212032 35.5129104, 137.8210722 35.512812, 137.8203056 35.5124052, 137.820232 35.5123687)",
118400764,,,2,256,国道256号,trunk,False,True,197.65499999999997,"LINESTRING (137.8215446 35.513326, 137.8215809 35.5133721, 137.8218687 35.5137377, 137.8226748 35.5147456, 137.822732 35.5148178)",
151797478,,,,,,residential,False,False,95.096,"LINESTRING (137.8215446 35.513326, 137.8214852 35.5133533, 137.821081 35.5135391, 137.8209755 35.5135876, 137.8206309 35.5137482)",
