osmid,lanes,highway,oneway,reversed,length,geometry,ref,name,bridge
34588557,1,residential,False,False,178.154,"LINESTRING (135.5524446 35.4940944, 135.5524414 35.493932, 135.5524435 35.4936319, 135.5524491 35.4932822, 135.5524631 35.4930569, 135.552469 35.4929613, 135.5525069 35.4925563, 135.5525096 35.4924939)",,,
34588558,,secondary,False,True,38.43899999999999,"LINESTRING (135.5524446 35.4940944, 135.5521251 35.4941333, 135.552068 35.4941319, 135.5520257 35.4941209)",236,高浜港高浜停車場線,
161628949,2,tertiary,False,False,61.31400000000001,"LINESTRING (135.5524446 35.4940944, 135.5527206 35.4940626, 135.55309 35.4940198, 135.553109 35.4940061)",,,
34588557,1,residential,False,True,210.915,"LINESTRING (135.5522914 35.4909698, 135.5523419 35.4909826, 135.5526457 35.4910697, 135.5528771 35.4911366, 135.5528522 35.4912734, 135.552806 35.4914197, 135.5527818 35.4914961, 135.5527402 35.4916523, 135.5527058 35.4917424, 135.5527014 35.4917806, 135.5526692 35.491904, 135.5526625 35.4919586, 135.5525927 35.4922059, 135.5525404 35.4924067, 135.5525096 35.4924939)",,,
161629036,1,residential,False,True,74.166,"LINESTRING (135.5522914 35.4909698, 135.5521905 35.4909351, 135.5520811 35.4909073, 135.5519552 35.4908854, 135.5516011 35.4908486, 135.5514928 35.4908364)",,,
"[1262769757, 800428869, 800428870]",1,secondary,False,"[False, True]",39.113,"LINESTRING (135.5522914 35.4909698, 135.5523057 35.4909485, 135.5523728 35.490853, 135.5524691 35.4907586, 135.5525814 35.4907338)",237,畑若狭和田停車場線,yes
1197603293,,secondary,False,False,60.007,"LINESTRING (135.5522914 35.4909698, 135.5521905 35.4911758, 135.5520543 35.4914737)",237,畑若狭和田停車場線,
161628949,2,tertiary,False,True,61.31400000000001,"LINESTRING (135.553109 35.4940061, 135.55309 35.4940198, 135.5527206 35.4940626, 135.5524446 35.4940944)",,,
34588558,,secondary,False,False,38.439,"LINESTRING (135.5520257 35.4941209, 135.552068 35.4941319, 135.5521251 35.4941333, 135.5524446 35.4940944)",236,高浜港高浜停車場線,
34588558,,secondary,False,True,46.301,"LINESTRING (135.5520257 35.4941209, 135.5519984 35.4940934, 135.5518786 35.4938993, 135.5518012 35.4937481)",236,高浜港高浜停車場線,
34588558,,secondary,False,False,95.75999999999999,"LINESTRING (135.5512396 35.4930383, 135.5513906 35.4931472, 135.5514917 35.4932214, 135.5515373 35.4932672, 135.5515708 35.4933123, 135.5516458 35.4934533, 135.551762 35.4936715, 135.5518012 35.4937481)",236,高浜港高浜停車場線,
34588558,,secondary,False,True,99.399,"LINESTRING (135.5512396 35.4930383, 135.5512916 35.4929809, 135.5514656 35.4926778, 135.5516934 35.4922264)",236,高浜港高浜停車場線,
161629185,2,tertiary,False,False,244.34099999999998,"LINESTRING (135.5512396 35.4930383, 135.5507814 35.4927092, 135.5504651 35.4924777, 135.5503213 35.4924602, 135.5501186 35.4924372, 135.5500399 35.4924577, 135.549404 35.4925965, 135.5493461 35.4926046, 135.5492757 35.4926038, 135.5489358 35.4925456, 135.5488515 35.4925813)",,,
161629323,1,unclassified,False,False,152.887,"LINESTRING (135.5525814 35.4907338, 135.5527309 35.4907269, 135.5529873 35.490693, 135.5531654 35.4906608, 135.5534135 35.4906026, 135.5536902 35.4904999, 135.5541145 35.4903411, 135.554177 35.4903204)",,,
"[800428869, 1262769757, 800428870]",1,secondary,False,"[False, True]",39.113,"LINESTRING (135.5525814 35.4907338, 135.5524691 35.4907586, 135.5523728 35.490853, 135.5523057 35.4909485, 135.5522914 35.4909698)",237,畑若狭和田停車場線,yes
1262769757,1,secondary,False,True,106.329,"LINESTRING (135.5525814 35.4907338, 135.5526158 35.490616, 135.5526666 35.4904997, 135.5527315 35.4903643, 135.5527446 35.490322, 135.5527698 35.4902355, 135.5528093 35.4901203, 135.5528187 35.4900323, 135.5528247 35.4898921, 135.5528341 35.4898574, 135.5528526 35.4898276, 135.5528653 35.4898145)",237,畑若狭和田停車場線,
