osmid,highway,oneway,reversed,length,bridge,geometry,lanes,ref,name,maxspeed
"[127733656, 127733646]",residential,False,False,147.725,yes,"LINESTRING (138.915886 36.113387, 138.915821 36.113642, 138.915464 36.1146705)",,,,
127734001,unclassified,False,True,225.311,,"LINESTRING (138.912972 36.114442, 138.913485 36.114481, 138.914541 36.114577, 138.914735 36.114599, 138.915346 36.114656, 138.915464 36.1146705)",,,,
305807895,unclassified,False,False,89.577,,"LINESTRING (138.915464 36.1146705, 138.9153083 36.1154662)",,,,
127733630,unclassified,False,True,162.319,,"LINESTRING (138.915464 36.1146705, 138.915879 36.114708, 138.916088 36.114721, 138.916211 36.114731, 138.916247 36.114767, 138.916246 36.114829, 138.9162513 36.1152413, 138.9161816 36.1155691)",,,,
"[127733656, 127733646]",residential,False,True,147.725,yes,"LINESTRING (138.915464 36.1146705, 138.915821 36.113642, 138.915886 36.113387)",,,,
127734001,unclassified,False,False,225.31099999999998,,"LINESTRING (138.915464 36.1146705, 138.915346 36.114656, 138.914735 36.114599, 138.914541 36.114577, 138.913485 36.114481, 138.912972 36.114442)",,,,
127732903,trunk,False,False,120.323,,"LINESTRING (138.9122868 36.1150865, 138.9125308 36.1150731, 138.9127977 36.1150519, 138.9130382 36.1150443, 138.9132429 36.1150597, 138.9134215 36.1150957, 138.913599 36.1151636)",2,462,十石峠街道,
127733095,primary,False,True,61.396,,"LINESTRING (138.9122868 36.1150865, 138.9122329 36.1155103, 138.912183 36.1156298)",2,46,富岡神流線,
127732903,trunk,False,False,157.426,,"LINESTRING (138.913599 36.1151636, 138.9138979 36.1152439, 138.9141914 36.1153034, 138.9145129 36.1153518, 138.9153083 36.1154662)",2,462,十石峠街道,
127732903,trunk,False,True,120.323,,"LINESTRING (138.913599 36.1151636, 138.9134215 36.1150957, 138.9132429 36.1150597, 138.9130382 36.1150443, 138.9127977 36.1150519, 138.9125308 36.1150731, 138.9122868 36.1150865)",2,462,十石峠街道,
127733470,residential,False,True,200.50900000000001,,"LINESTRING (138.913599 36.1151636, 138.913602 36.115198, 138.913569 36.11532, 138.913565 36.11542, 138.913592 36.115508, 138.913652 36.115626, 138.913667 36.115702, 138.913652 36.115841, 138.913587 36.116086, 138.913577 36.11614, 138.913584 36.116159, 138.913684 36.116266, 138.913799 36.116372, 138.91381 36.116415, 138.913799 36.116487, 138.913717 36.116874)",,,,
127732903,trunk,False,False,79.276,,"LINESTRING (138.9153083 36.1154662, 138.9161816 36.1155691)",2,462,十石峠街道,
305807895,unclassified,False,True,89.577,,"LINESTRING (138.9153083 36.1154662, 138.915464 36.1146705)",,,,
127732903,trunk,False,True,157.426,,"LINESTRING (138.9153083 36.1154662, 138.9145129 36.1153518, 138.9141914 36.1153034, 138.9138979 36.1152439, 138.913599 36.1151636)",2,462,十石峠街道,
127732903,trunk,False,True,79.276,,"LINESTRING (138.9161816 36.1155691, 138.9153083 36.1154662)",2,462,十石峠街道,
127732903,trunk,False,False,308.48999999999995,,"LINESTRING (138.9161816 36.1155691, 138.9168065 36.1156515, 138.9174687 36.1157338, 138.9178118 36.115772, 138.918162 36.1158073, 138.9185055 36.1158569, 138.9189382 36.1159256, 138.9195657 36.116035)",2,462,十石峠街道,
127733630,unclassified,False,False,162.319,,"LINESTRING (138.9161816 36.1155691, 138.9162513 36.1152413, 138.916246 36.114829, 138.916247 36.114767, 138.916211 36.114731, 138.916088 36.114721, 138.915879 36.114708, 138.915464 36.1146705)",,,,
127733095,primary,False,False,61.396,,"LINESTRING (138.912183 36.1156298, 138.9122329 36.1155103, 138.9122868 36.1150865)",2,46,富岡神流線,
127732903,trunk,False,True,308.48999999999995,,"LINESTRING (138.9195657 36.116035, 138.9189382 36.1159256, 138.9185055 36.1158569, 138.918162 36.1158073, 138.9178118 36.115772, 138.9174687 36.1157338, 138.9168065 36.1156515, 138.9161816 36.1155691)",2,462,十石峠街道,
127734511,primary,False,True,46.458,,"LINESTRING (138.9195657 36.116035, 138.9195504 36.1162288, 138.9195583 36.1162701, 138.919568 36.1163023, 138.9195815 36.1163392, 138.9195996 36.1163736, 138.9196314 36.1164058, 138.9196671 36.1164188)",1,71,高崎神流秩父線,30
127733969,residential,False,True,520.5269999999999,,"LINESTRING (138.9196671 36.1164188, 138.9196257 36.116529, 138.9195859 36.1165714, 138.9195252 36.1166049, 138.9194859 36.1166459, 138.9194177 36.1167434, 138.919382 36.116816, 138.919363 36.116865, 138.919359 36.116942, 138.919359 36.116996, 138.919344 36.117046, 138.919324 36.117072, 138.919251 36.11712, 138.919098 36.117231, 138.919007 36.117322, 138.918949 36.117399, 138.918907 36.117486, 138.918858 36.117544, 138.918678 36.117704, 138.918333 36.118025, 138.918103 36.118231, 138.918012 36.118311, 138.917958 36.118342, 138.917901 36.118342, 138.917844 36.11833, 138.917779 36.118296, 138.917649 36.118204, 138.917473 36.118086, 138.917328 36.118006, 138.917217 36.117967, 138.917137 36.117959, 138.917056 36.117986, 138.916965 36.118044, 138.916766 36.118166, 138.916577 36.118301, 138.916432 36.118404, 138.91639 36.118419, 138.916318 36.118429, 138.916195 36.118415, 138.915928 36.118346, 138.915722 36.118293, 138.915565 36.118224)",,,,
