osmid,highway,est_width,oneway,reversed,length,geometry,ref,name,maxspeed,bridge
170342124,residential,3.0m〜5.5m,False,True,67.969,"LINESTRING (130.5393076 33.8011441, 130.5386196 33.8013604)",,,,
887884722,residential,3.0m〜5.5m,False,True,144.704,"LINESTRING (130.5393076 33.8011441, 130.5398358 33.8023692)",,,,
170347549,unclassified,3.0m〜5.5m,False,False,14.708,"LINESTRING (130.5452764 33.8012485, 130.5453947 33.801337)",,,,
547353744,unclassified,5.5m〜13.0m,False,True,67.982,"LINESTRING (130.5452764 33.8012485, 130.5451322 33.8013596, 130.5446996 33.8016269)",,,,
170342124,residential,3.0m〜5.5m,False,False,67.969,"LINESTRING (130.5386196 33.8013604, 130.5393076 33.8011441)",,,,
170347570,unclassified,3.0m〜5.5m,False,True,125.144,"LINESTRING (130.5386196 33.8013604, 130.5388559 33.8016942, 130.5388659 33.8019246, 130.5388558 33.8021295, 130.538787 33.8023647, 130.5387963 33.8024247)",,,,
547353744,unclassified,5.5m〜13.0m,False,False,67.982,"LINESTRING (130.5446996 33.8016269, 130.5451322 33.8013596, 130.5452764 33.8012485)",,,,
651880219,unclassified,,False,False,80.189,"LINESTRING (130.5446996 33.8016269, 130.5448497 33.8016958, 130.544908 33.8016693, 130.5453947 33.801337)",,,,
887884693,primary,,False,False,227.199,"LINESTRING (130.53662 33.8014737, 130.537287 33.801763, 130.5387963 33.8024247)",97,福間宗像玄海線,40,
496232636,residential,,False,False,378.927,"LINESTRING (130.5353961 33.8015984, 130.5361041 33.801719, 130.5363114 33.8017764, 130.5365228 33.8018591, 130.537381 33.8021461, 130.537533 33.8022196, 130.5376159 33.8022725, 130.5377029 33.8023436, 130.5378232 33.8024654, 130.5379144 33.8025882, 130.5380111 33.8027375, 130.5381161 33.8029178, 130.5382267 33.8031003, 130.5383317 33.803268, 130.5384049 33.8033828, 130.5384395 33.8034196, 130.5385423 33.8034341)",,,,
887884723,residential,3.0m〜5.5m,False,True,74.226,"LINESTRING (130.5421611 33.8018161, 130.5419398 33.8011744)",,,,
887884724,residential,3.0m〜5.5m,False,True,58.164,"LINESTRING (130.5421611 33.8018161, 130.5423537 33.8023141)",,,,
887884725,residential,3.0m〜5.5m,False,True,71.467,"LINESTRING (130.5421611 33.8018161, 130.5424512 33.8017529, 130.5426729 33.8017629, 130.542923 33.8017851)",,,,
170343797,unclassified,3.0m〜5.5m,False,True,15.443,"LINESTRING (130.543863 33.8023223, 130.5437973 33.8021946)",,,,
887884730,residential,3.0m〜5.5m,False,True,63.951,"LINESTRING (130.543863 33.8023223, 130.544408 33.8019678)",,,,
887884703,residential,,False,True,143.52,"LINESTRING (130.543863 33.8023223, 130.5436216 33.8024472, 130.5432588 33.8026178, 130.5431314 33.8026633, 130.5429562 33.8027178, 130.5426907 33.8027854, 130.5424486 33.8028324)",,,,
887884728,unclassified,3.0m〜5.5m,False,False,26.253,"LINESTRING (130.543863 33.8023223, 130.543878 33.8023623, 130.5438909 33.8023968, 130.5439333 33.8025509)",,,,
170348824,residential,3.0m〜5.5m,False,True,44.3,"LINESTRING (130.5434508 33.8020839, 130.5437111 33.8020335, 130.5437973 33.8021946)",,,,
496374801,residential,,False,True,107.55499999999999,"LINESTRING (130.5434508 33.8020839, 130.5433423 33.8021056, 130.543224 33.8021154, 130.5431188 33.8020865, 130.543059 33.8020841, 130.5429861 33.8021006, 130.5428739 33.8021672, 130.5423537 33.8023141)",,,,
887884726,residential,3.0m〜5.5m,False,False,72.507,"LINESTRING (130.5434508 33.8020839, 130.5434067 33.8019487, 130.5434042 33.8018404, 130.542923 33.8017851)",,,,
170343797,unclassified,3.0m〜5.5m,False,False,15.443,"LINESTRING (130.5437973 33.8021946, 130.543863 33.8023223)",,,,
170348824,residential,3.0m〜5.5m,False,False,44.3,"LINESTRING (130.5437973 33.8021946, 130.5437111 33.8020335, 130.5434508 33.8020839)",,,,
651880209,residential,5.5m〜13.0m,False,True,133.20499999999998,"LINESTRING (130.5437973 33.8021946, 130.5436435 33.8022867, 130.5435119 33.802362, 130.5434039 33.8024112, 130.5430416 33.8025622, 130.5424971 33.8026837)",,,,
887884727,residential,5.5m〜13.0m,False,False,60.254000000000005,"LINESTRING (130.5437973 33.8021946, 130.5441429 33.8019777, 130.5443138 33.8018639)",,,,
170345516,residential,3.0m〜5.5m,False,True,69.554,"LINESTRING (130.5398358 33.8023692, 130.5391403 33.8026085)",,,,
887884722,residential,3.0m〜5.5m,False,False,144.704,"LINESTRING (130.5398358 33.8023692, 130.5393076 33.8011441)",,,,
496374795,residential,,False,False,98.196,"LINESTRING (130.5398358 33.8023692, 130.5399699 33.8026951, 130.5400195 33.8027382, 130.5402588 33.8028674, 130.5402916 33.8029016, 130.5403502 33.8030937)",,,,
170344150,unclassified,3.0m〜5.5m,False,False,103.667,"LINESTRING (130.5387963 33.8024247, 130.5387442 33.8025623, 130.5385463 33.803333)",,,,
170347570,unclassified,3.0m〜5.5m,False,False,125.14399999999999,"LINESTRING (130.5387963 33.8024247, 130.538787 33.8023647, 130.5388558 33.8021295, 130.5388659 33.8019246, 130.5388559 33.8016942, 130.5386196 33.8013604)",,,,
887884693,primary,,False,True,227.199,"LINESTRING (130.5387963 33.8024247, 130.537287 33.801763, 130.53662 33.8014737)",97,福間宗像玄海線,40,
887884694,primary,,False,False,37.8,"LINESTRING (130.5387963 33.8024247, 130.5389734 33.8025146, 130.5391403 33.8026085)",97,福間宗像玄海線,40,
170344685,unclassified,3.0m〜5.5m,False,True,49.109,"LINESTRING (130.5448001 33.8024944, 130.5453315 33.8024863)",,,,
170346366,unclassified,3.0m〜5.5m,False,False,80.51,"LINESTRING (130.5448001 33.8024944, 130.5446288 33.8024994, 130.5442846 33.8025076, 130.5441432 33.8025178, 130.5439333 33.8025509)",,,,
170347724,residential,3.0m〜5.5m,False,True,251.16700000000003,"LINESTRING (130.5448001 33.8024944, 130.5447939 33.8025892, 130.544761 33.8027118, 130.5447571 33.8028127, 130.5448014 33.8030219, 130.5448506 33.8033041, 130.5448542 33.8034167, 130.5448461 33.8035053, 130.5448569 33.8038197, 130.5449804 33.8045388, 130.5449983 33.8046793, 130.5449645 33.8047278)",,,,
170348132,residential,3.0m〜5.5m,False,False,95.43099999999998,"LINESTRING (130.5448001 33.8024944, 130.544788 33.8023404, 130.5446907 33.8020141, 130.5446828 33.8019293, 130.544615 33.8018734, 130.5445559 33.8018747, 130.544408 33.8019678)",,,,
170344685,unclassified,3.0m〜5.5m,False,False,49.109,"LINESTRING (130.5453315 33.8024863, 130.5448001 33.8024944)",,,,
170348121,unclassified,3.0m〜5.5m,False,False,246.25799999999998,"LINESTRING (130.5453315 33.8024863, 130.5452777 33.8026709, 130.5451755 33.8030247, 130.5451727 33.8031637, 130.5452746 33.8044887, 130.5452999 33.8046817)",,,,
"[547353739, 887890516]",unclassified,3.0m〜5.5m,False,True,132.178,"LINESTRING (130.5453315 33.8024863, 130.5453757 33.8023166, 130.5454112 33.8021748, 130.545472 33.8020513, 130.5454785 33.8019436, 130.5454779 33.8014364, 130.545449 33.8013907, 130.5454391 33.8013809, 130.5453947 33.801337)",,,,
170342630,unclassified,3.0m〜5.5m,False,True,129.445,"LINESTRING (130.5439333 33.8025509, 130.5438909 33.8028273, 130.5438731 33.8029142, 130.543902 33.8031113, 130.5439315 33.8031927, 130.5439416 33.8032473, 130.5439402 33.8033164, 130.5439294 33.8033832, 130.5438705 33.8036295, 130.5438441 33.8036969)",,,,
170346366,unclassified,3.0m〜5.5m,False,True,80.50999999999999,"LINESTRING (130.5439333 33.8025509, 130.5441432 33.8025178, 130.5442846 33.8025076, 130.5446288 33.8024994, 130.5448001 33.8024944)",,,,
887884728,unclassified,3.0m〜5.5m,False,True,26.253,"LINESTRING (130.5439333 33.8025509, 130.5438909 33.8023968, 130.543878 33.8023623, 130.543863 33.8023223)",,,,
170345516,residential,3.0m〜5.5m,False,False,69.554,"LINESTRING (130.5391403 33.8026085, 130.5398358 33.8023692)",,,,
908088478,primary,,False,False,95.642,"LINESTRING (130.5391403 33.8026085, 130.5399921 33.8030972)",97,福間宗像玄海線,40,
887884694,primary,,False,True,37.8,"LINESTRING (130.5391403 33.8026085, 130.5389734 33.8025146, 130.5387963 33.8024247)",97,福間宗像玄海線,40,
496374797,residential,,False,False,38.781000000000006,"LINESTRING (130.5415858 33.80293, 130.5416045 33.8029746, 130.5417591 33.8032474)",,,,
887884701,primary,5.5m〜13.0m,False,False,54.256,"LINESTRING (130.5415858 33.80293, 130.5413429 33.8029844, 130.5411685 33.8030327, 130.5410316 33.8030872)",92,宗像篠栗線,50,
