osmid,ref,name,highway,oneway,reversed,length,lanes,geometry,bridge,maxspeed
133244176,28,米子停車場線,primary,False,False,96.98,,"LINESTRING (133.3356303 35.4236341, 133.3347222 35.4240957)",,
133244213,102,米子広瀬線,secondary,False,False,56.510999999999996,4,"LINESTRING (133.3356303 35.4236341, 133.3353892 35.423285, 133.3353142 35.4231964)",,
133244213,102,米子広瀬線,secondary,False,True,97.66300000000001,4,"LINESTRING (133.3356303 35.4236341, 133.3359659 35.4240355, 133.3362147 35.4243717)",,
26581150,9,国道9号,trunk,False,True,14.296,2,"LINESTRING (133.3321472 35.4314451, 133.3321919 35.4315684)",,
26581150,9,国道9号,trunk,False,False,143.065,2,"LINESTRING (133.3321472 35.4314451, 133.3320905 35.4311001, 133.3319934 35.4306933, 133.3318835 35.4304753, 133.3317036 35.4302269)",,
133258228,,,residential,False,False,118.69,,"LINESTRING (133.3321472 35.4314451, 133.3319511 35.4314818, 133.3317126 35.4313082, 133.3315494 35.4311543, 133.3313473 35.4309173, 133.3311871 35.430993)",,
"[385664641, 100825052, 26581150]",9,国道9号,trunk,False,False,50.421,2,"LINESTRING (133.3317036 35.4302269, 133.3316812 35.4301985, 133.3316028 35.4301103, 133.3313774 35.4298596)",yes,
26581150,9,国道9号,trunk,False,True,143.065,2,"LINESTRING (133.3317036 35.4302269, 133.3318835 35.4304753, 133.3319934 35.4306933, 133.3320905 35.4311001, 133.3321472 35.4314451)",,
133258074,,,residential,False,False,106.43,,"LINESTRING (133.3317036 35.4302269, 133.3320112 35.4300053, 133.3322119 35.4298944, 133.3326708 35.4296924)",,
100825052,9,国道9号,trunk,False,False,199.51,2,"LINESTRING (133.3304435 35.4287993, 133.3291806 35.4273295)",,
100825052,9,国道9号,trunk,False,True,84.158,2,"LINESTRING (133.3304435 35.4287993, 133.3309797 35.4294173)",,
1121016406,,,residential,False,True,83.366,,"LINESTRING (133.3304435 35.4287993, 133.3297469 35.4292891)",,
"[115502553, 26581151]",,,residential,False,"[False, True]",292.26599999999996,,"LINESTRING (133.3304435 35.4287993, 133.3317011 35.4279085, 133.3328549 35.4270538)",,
100825052,9,国道9号,trunk,False,True,199.51,2,"LINESTRING (133.3291806 35.4273295, 133.3304435 35.4287993)",,
100825052,9,国道9号,trunk,False,False,128.001,2,"LINESTRING (133.3291806 35.4273295, 133.3284671 35.4265499, 133.3283077 35.4264273)",,
133244176,28,米子停車場線,primary,False,True,57.242000000000004,,"LINESTRING (133.3291806 35.4273295, 133.3294319 35.4271381, 133.3296536 35.4269886)",,
693111823,47,米子境港線,primary,False,False,122.147,,"LINESTRING (133.3291806 35.4273295, 133.3289764 35.4274865, 133.3284584 35.4278632, 133.3281792 35.4280648)",,
1121016410,,,residential,False,True,86.268,,"LINESTRING (133.3266991 35.4284379, 133.326273 35.4277441)",,
