osmid,bridge,oneway,lanes,highway,reversed,length,geometry,ref,name,maxspeed
93688189,yes,True,1,motorway_link,False,171.249,"LINESTRING (135.599896 34.6784897, 135.5996755 34.6784495, 135.5995176 34.6784028, 135.5993812 34.6783388, 135.5992584 34.6782699, 135.5991509 34.6781901, 135.5990509 34.6780905, 135.5989527 34.6779559, 135.5988777 34.6778133, 135.5988152 34.6776736, 135.5987086 34.6774336)",,,
"[124707482, 982307156, 982307158]",yes,True,1,motorway_link,False,418.49599999999987,"LINESTRING (135.599896 34.6784897, 135.5996064 34.678473, 135.5993226 34.6784399, 135.5990975 34.6784038, 135.5987216 34.6783335, 135.598584 34.6783008, 135.5984672 34.6782577, 135.5983558 34.6781926, 135.5982687 34.6781145, 135.5981997 34.6780282, 135.5981467 34.6779389, 135.5981139 34.6778547, 135.5980974 34.6777602, 135.5981057 34.6776661, 135.5981307 34.6775785, 135.5981778 34.6775025, 135.5982491 34.6774429, 135.5983408 34.6774026, 135.5984583 34.6773754, 135.5985456 34.6773672, 135.5986371 34.6773727, 135.5987467 34.677403, 135.5988261 34.6774463, 135.5988884 34.6775136, 135.5989321 34.6775945, 135.5989585 34.6776952, 135.5989743 34.6778148, 135.5989865 34.677973, 135.5990035 34.6781937, 135.599016 34.6783449, 135.5990612 34.6784211, 135.5991404 34.6784724)",,,
93688170,yes,True,1,motorway_link,False,243.476,"LINESTRING (135.5985718 34.6787432, 135.6005331 34.678745, 135.6012344 34.6787392)",,,
"[982307157, 93688189]",yes,True,1,motorway_link,False,151.964,"LINESTRING (135.6015547 34.6785732, 135.6002099 34.6785013, 135.599896 34.6784897)",,,
"[93688192, 93688194]",yes,True,1,motorway_link,False,398.72,"LINESTRING (135.5972536 34.6764794, 135.5971585 34.6766497, 135.5970584 34.6767994, 135.5969388 34.6769554, 135.5968176 34.6771059, 135.5966884 34.6772484, 135.5965179 34.6774185, 135.5963265 34.6776031, 135.5961618 34.677749, 135.5959874 34.6778896, 135.5958103 34.6780141, 135.5956145 34.6781251, 135.5953991 34.6782225, 135.5951836 34.6783027, 135.5949707 34.6783648, 135.5947594 34.678407, 135.5945312 34.6784441, 135.5941788 34.6784891, 135.5939539 34.6785276)",,,
"[33429457, 93688170, 982712334]",yes,True,1,motorway_link,False,758.0799999999999,"LINESTRING (135.5972536 34.6764794, 135.5970989 34.6769283, 135.5968038 34.6777797, 135.5964045 34.6791259, 135.5963678 34.6792311, 135.5963243 34.6793137, 135.596266 34.6793865, 135.5961952 34.6794512, 135.5961167 34.679499, 135.5960351 34.679529, 135.59596 34.6795406, 135.5958722 34.6795438, 135.5957695 34.6795303, 135.5956739 34.6795008, 135.5955899 34.6794576, 135.5955251 34.6794054, 135.5954745 34.6793417, 135.5954403 34.6792768, 135.5954202 34.6792062, 135.5954182 34.6791282, 135.5954306 34.679055, 135.5954589 34.6789869, 135.595498 34.6789315, 135.595553 34.6788755, 135.5956315 34.678825, 135.5957154 34.6787894, 135.5958129 34.6787661, 135.5959151 34.6787558, 135.5960712 34.6787518, 135.5985718 34.6787432)",,,
"[93688172, 982372462, 53275999]",yes,True,1,motorway_link,False,1031.585,"LINESTRING (135.5964891 34.6812752, 135.5966202 34.6806247, 135.5973996 34.6779738, 135.5974364 34.6778628, 135.5974861 34.6777506, 135.5975544 34.6776491, 135.5976322 34.6775655, 135.597718 34.6774928, 135.5978057 34.6774353, 135.5979043 34.6773873, 135.5980012 34.6773524, 135.5981068 34.6773339, 135.5981986 34.6773319, 135.5982907 34.6773427, 135.5983927 34.677368, 135.5984842 34.6774079, 135.5985596 34.6774583, 135.5986262 34.6775255, 135.5986745 34.6776002, 135.5987083 34.6776931, 135.5987149 34.6777816, 135.5986985 34.677868, 135.5986643 34.6779618, 135.5986163 34.6780368, 135.5985466 34.6781107, 135.5984667 34.6781714, 135.5983486 34.6782301, 135.598227 34.6782747, 135.5980864 34.6783151, 135.5979485 34.6783374, 135.5977994 34.6783456, 135.5965388 34.6783427, 135.5961857 34.6783455, 135.5958322 34.6783532, 135.5954991 34.6783736, 135.5950742 34.6784098, 135.5939539 34.6785276)",,,
"[982391003, 93688174]",yes,True,1,motorway_link,False,379.97600000000006,"LINESTRING (135.5964891 34.6812752, 135.5967196 34.6806464, 135.5970414 34.6795645, 135.597095 34.6794148, 135.5971486 34.6793039, 135.597218 34.6792051, 135.5973028 34.6791168, 135.5973999 34.6790371, 135.5975036 34.6789647, 135.5976108 34.6789061, 135.5977552 34.678852, 135.5979019 34.6788116, 135.598072 34.6787796, 135.5982576 34.6787586, 135.5985718 34.6787432)",,,
137836415,,True,2,trunk,False,133.853,"LINESTRING (135.5950395 34.6789305, 135.5965031 34.6789104)",308,国道308号,60
147913490,,True,,unclassified,False,72.227,"LINESTRING (135.6008369 34.6821027, 135.6009467 34.6820515, 135.6014225 34.6817881, 135.6015113 34.6817756)",,,
