osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,geometry,bridge
91985470,tertiary,False,False,145.826,,,,,"LINESTRING (130.6308087 31.2511991, 130.6322076 31.2517373)",
611977428,trunk,False,False,43.704,2,226,国道226号,40,"LINESTRING (130.6308087 31.2511991, 130.6305906 31.2515451)",
611977428,trunk,False,True,93.10499999999999,2,226,国道226号,40,"LINESTRING (130.6308087 31.2511991, 130.6310262 31.2508693, 130.631257 31.2504552)",
441572646,residential,False,False,94.143,,,,,"LINESTRING (130.6342766 31.2483821, 130.6339857 31.2486936, 130.6337939 31.2489193, 130.6337011 31.2490686)",
193217859,unclassified,False,True,43.089,,,,,"LINESTRING (130.631436 31.2484099, 130.6318885 31.2484324)",
193217699,residential,False,True,94.975,,,,,"LINESTRING (130.631436 31.2484099, 130.631397 31.248553, 130.631318 31.248694, 130.6312414 31.2487987, 130.6311293 31.2489532, 130.6310452 31.249188)",
193216684,unclassified,False,False,85.144,,,,,"LINESTRING (130.6297009 31.2484865, 130.6295331 31.2488224, 130.6293451 31.2491892)",
193217651,residential,False,True,179.992,,,,,"LINESTRING (130.6297009 31.2484865, 130.6299019 31.2485351, 130.6301943 31.248628, 130.6301222 31.2489765, 130.6307134 31.2491441, 130.6310452 31.249188)",
193217822,unclassified,False,True,17.864,,,,,"LINESTRING (130.6337011 31.2490686, 130.6335327 31.2489973)",
193217822,unclassified,False,False,244.417,,,,,"LINESTRING (130.6337011 31.2490686, 130.6343498 31.2491951, 130.6348505 31.2493097, 130.6350583 31.2493595, 130.6352156 31.2493913, 130.635476 31.249523, 130.6360427 31.249885)",
441572646,residential,False,True,94.143,,,,,"LINESTRING (130.6337011 31.2490686, 130.6337939 31.2489193, 130.6339857 31.2486936, 130.6342766 31.2483821)",
193216623,unclassified,False,True,20.306,,,,,"LINESTRING (130.6293451 31.2491892, 130.6293341 31.2492618, 130.629294 31.2493657)",
193216684,unclassified,False,True,85.144,,,,,"LINESTRING (130.6293451 31.2491892, 130.6295331 31.2488224, 130.6297009 31.2484865)",
193217460,unclassified,False,False,147.891,,,,,"LINESTRING (130.6293451 31.2491892, 130.629823 31.24932, 130.6302421 31.2494101, 130.6304018 31.2494576, 130.630611 31.2495199, 130.6308416 31.2495061)",
193218065,unclassified,False,True,130.494,,,,,"LINESTRING (130.6293451 31.2491892, 130.6293266 31.2490792, 130.6289818 31.2489193, 130.6287153 31.2487976, 130.6284904 31.2486726, 130.6282398 31.2485657)",
193216623,unclassified,False,False,20.306,,,,,"LINESTRING (130.629294 31.2493657, 130.6293341 31.2492618, 130.6293451 31.2491892)",
"[193217961, 193217063]","['unclassified', 'residential']",False,True,253.224,,,,,"LINESTRING (130.629294 31.2493657, 130.6293603 31.2496332, 130.6292784 31.2498819, 130.6292398 31.2500131, 130.6291518 31.2501272, 130.6290734 31.2502298, 130.6289939 31.25042, 130.6288985 31.2506648, 130.6291453 31.2507661, 130.6295742 31.2509694, 130.6296943 31.2510264, 130.6298094 31.2510955)",
193217398,residential,False,False,34.271,,,,,"LINESTRING (130.6310452 31.249188, 130.6309816 31.2493865, 130.6308969 31.2494589)",
