osmid,highway,oneway,reversed,length,geometry,bridge,lanes,ref,name
534194768,unclassified,False,False,43.981,"LINESTRING (134.1829823 34.7433631, 134.1832088 34.7437121)",,,,
534194768,unclassified,False,True,33.739,"LINESTRING (134.1829823 34.7433631, 134.1828643 34.7431901, 134.1828458 34.7431629, 134.1828018 34.7430984)",,,,
534194768,unclassified,False,True,43.981,"LINESTRING (134.1832088 34.7437121, 134.1829823 34.7433631)",,,,
"[534194762, 534194763, 32804469]",unclassified,False,False,77.39899999999999,"LINESTRING (134.1832088 34.7437121, 134.1835202 34.7441041, 134.1836065 34.7441867, 134.1836153 34.7441951, 134.183625 34.7442076, 134.183697 34.7442469, 134.1837206 34.7442576)",yes,,,
32636675,unclassified,False,False,9.589,"LINESTRING (134.1833852 34.74462, 134.1834437 34.7445484)",,,,
1057504521,unclassified,False,True,73.217,"LINESTRING (134.1833852 34.74462, 134.1833103 34.7447527, 134.1832549 34.7449387, 134.1832458 34.7449867, 134.1831951 34.7452556)",,,,
553655973,tertiary,False,False,16.754,"LINESTRING (134.1841496 34.7437532, 134.1842477 34.7436259)",,,,
32636675,unclassified,False,True,68.59299999999999,"LINESTRING (134.1841496 34.7437532, 134.1839152 34.7440657, 134.1837206 34.7442576)",,,,
534194756,residential,False,False,126.959,"LINESTRING (134.1841496 34.7437532, 134.1843027 34.7439003, 134.1851744 34.7442011, 134.1853653 34.74427)",,,,
553655973,tertiary,False,True,49.733,"LINESTRING (134.1845547 34.7432584, 134.184493 34.7433086, 134.1844689 34.7433398, 134.1842477 34.7436259)",,,,
894515021,trunk,False,False,109.32100000000001,"LINESTRING (134.1845547 34.7432584, 134.1847882 34.7434714, 134.1849382 34.7435803, 134.1850914 34.7436629, 134.1854707 34.7438046, 134.185514 34.7438207)",,2,250,国道250号
"[534194760, 534194761, 894515021]",trunk,False,True,77.16499999999999,"LINESTRING (134.1845547 34.7432584, 134.1845213 34.7432302, 134.1844314 34.7431388, 134.1840038 34.7427326)",yes,2,250,国道250号
32636616,tertiary,False,True,112.888,"LINESTRING (134.1828018 34.7430984, 134.1829226 34.74305, 134.1837441 34.7426948, 134.1837688 34.7426841, 134.183848 34.7425844)",,,,
534194768,unclassified,False,False,33.739,"LINESTRING (134.1828018 34.7430984, 134.1828458 34.7431629, 134.1828643 34.7431901, 134.1829823 34.7433631)",,,,
32636675,unclassified,False,False,68.59299999999999,"LINESTRING (134.1837206 34.7442576, 134.1839152 34.7440657, 134.1841496 34.7437532)",,,,
32636675,unclassified,False,True,41.057,"LINESTRING (134.1837206 34.7442576, 134.1836503 34.7443308, 134.1835581 34.744428, 134.1834437 34.7445484)",,,,
69232496,unclassified,False,False,85.834,"LINESTRING (134.1837206 34.7442576, 134.1838012 34.7442857, 134.1846034 34.7445212)",,,,
