osmid,highway,oneway,reversed,length,geometry,ref,name,bridge,lanes,maxspeed
113967952,unclassified,False,True,10.198,"LINESTRING (136.5323299 35.3708978, 136.5324233 35.3708467)",,,,,
113966397,unclassified,False,False,108.596,"LINESTRING (136.5323299 35.3708978, 136.5321381 35.3709907, 136.5320134 35.3710125, 136.5318901 35.3710043, 136.531228 35.3708901, 136.5311824 35.3708822)",,,,,
113966723,unclassified,False,True,131.345,"LINESTRING (136.5323299 35.3708978, 136.532287 35.3709743, 136.5321717 35.3710847, 136.5319358 35.3712411, 136.5313607 35.3715756, 136.5312231 35.3716375)",,,,,
113966347,secondary,False,True,37.301,"LINESTRING (136.5250903 35.3733112, 136.5251139 35.3736461)",257,川合垂井線,,,
113966347,secondary,False,False,91.19500000000001,"LINESTRING (136.5250903 35.3733112, 136.5250812 35.3731388, 136.5250933 35.3724913)",257,川合垂井線,,,
113967392,unclassified,False,False,135.192,"LINESTRING (136.5250903 35.3733112, 136.5246463 35.3733644, 136.5244357 35.3734323, 136.5237214 35.3734982, 136.5236264 35.3734823)",,,,,
113967635,unclassified,False,True,136.966,"LINESTRING (136.5250903 35.3733112, 136.5253359 35.373268, 136.5256736 35.3732037, 136.526573 35.3730776)",,,,,
113965659,unclassified,False,False,38.455,"LINESTRING (136.5334361 35.3715243, 136.5335898 35.3716509, 136.5337191 35.3717813)",,,,,
"[113967385, 113965659, 113966055]",unclassified,False,"[False, True]",118.793,"LINESTRING (136.5334361 35.3715243, 136.5334001 35.3715025, 136.5324999 35.3709005, 136.5324233 35.3708467)",,,yes,,
493259066,unclassified,False,False,286.11,"LINESTRING (136.5334361 35.3715243, 136.5329508 35.3718983, 136.5328047 35.371988, 136.5324412 35.3721608, 136.5319651 35.3723773, 136.5317546 35.3724867, 136.5312745 35.3728093, 136.5311497 35.3728967, 136.5311269 35.3729405, 136.5311323 35.3729952, 136.5311685 35.3731078, 136.5311743 35.3731354)",,,,,
113966978,unclassified,False,True,43.155,"LINESTRING (136.5287355 35.3745255, 136.5286981 35.3749124)",,,,,
585784967,residential,False,False,38.81,"LINESTRING (136.5287355 35.3745255, 136.5291635 35.3745306)",,,,,
113966978,unclassified,False,False,180.717,"LINESTRING (136.5287355 35.3745255, 136.5287364 35.3741962, 136.5287485 35.3741428, 136.5294522 35.3737652, 136.5297024 35.3737048, 136.5297242 35.3738441, 136.5297625 35.3740432)",,,,,
113966347,secondary,False,False,14.238,"LINESTRING (136.5252726 35.3708336, 136.5252895 35.3707063)",257,川合垂井線,,,
113966347,secondary,False,True,21.767,"LINESTRING (136.5252726 35.3708336, 136.5252371 35.3710272)",257,川合垂井線,,,
113967139,unclassified,False,False,85.241,"LINESTRING (136.5252726 35.3708336, 136.5257858 35.3708606, 136.5262105 35.3708861)",,,,,
113967765,unclassified,False,True,48.91,"LINESTRING (136.5317584 35.3674035, 136.5322977 35.367395)",,,,,
113965910,tertiary,False,False,113.43,"LINESTRING (136.5317584 35.3674035, 136.5317556 35.3683138, 136.5317553 35.3684236)",,,,,
113966783,unclassified,False,False,35.437999999999995,"LINESTRING (136.5317584 35.3674035, 136.531698 35.3674012, 136.531368 35.3673886)",,,,,
113965824,unclassified,False,False,102.48,"LINESTRING (136.5273057 35.3750637, 136.5261765 35.3751044)",,,,,
113966243,unclassified,False,False,59.996,"LINESTRING (136.5273057 35.3750637, 136.5273407 35.3745249)",,,,,
113965867,unclassified,False,False,48.04,"LINESTRING (136.5251814 35.3749172, 136.5251878 35.3753492)",,,,,
113966240,unclassified,False,True,21.678,"LINESTRING (136.5251814 35.3749172, 136.5251692 35.3747225)",,,,,
113967545,unclassified,False,True,57.44800000000001,"LINESTRING (136.5251814 35.3749172, 136.5255435 35.3749102, 136.525728 35.3748609, 136.5258051 35.3748569)",,,,,
113966709,unclassified,False,False,28.398,"LINESTRING (136.5297625 35.3740432, 136.5295007 35.3741834)",,,,,
113966978,unclassified,False,True,180.717,"LINESTRING (136.5297625 35.3740432, 136.5297242 35.3738441, 136.5297024 35.3737048, 136.5294522 35.3737652, 136.5287485 35.3741428, 136.5287364 35.3741962, 136.5287355 35.3745255)",,,,,
113967014,unclassified,False,False,43.534,"LINESTRING (136.5297625 35.3740432, 136.5298319 35.3740289, 136.530232 35.3739614)",,,,,
113967343,secondary,False,False,16.302999999999997,"LINESTRING (136.527198 35.3715732, 136.5272491 35.3715785, 136.5272824 35.371582, 136.5273711 35.3716091)",234,垂井停車場線,,2,30
113967402,unclassified,False,False,46.305,"LINESTRING (136.527198 35.3715732, 136.5271923 35.3715271, 136.5271464 35.3711589)",,,,,
820274002,secondary,False,True,86.205,"LINESTRING (136.527198 35.3715732, 136.5269848 35.3715652, 136.5262476 35.3715768)",234,垂井停車場線,,2,30
113965984,unclassified,False,False,127.368,"LINESTRING (136.5257752 35.3667407, 136.5246736 35.3669158, 136.5244024 35.3669798)",,,,,
113966126,residential,False,True,222.672,"LINESTRING (136.5257752 35.3667407, 136.5259396 35.3674125, 136.5258997 35.3674414, 136.525261 35.367546, 136.5243641 35.3676754)",,,,,
113968026,unclassified,False,True,99.522,"LINESTRING (136.5257752 35.3667407, 136.5261804 35.3666738, 136.5263508 35.3666513, 136.5266676 35.3665649, 136.5268444 35.3665523)",,,,,
113965986,unclassified,False,False,43.311,"LINESTRING (136.5322953 35.3675952, 136.5322974 35.3679847)",,,,,
113966866,unclassified,False,True,120.045,"LINESTRING (136.5322953 35.3675952, 136.5336192 35.3675905)",,,,,
113966895,unclassified,False,False,22.262,"LINESTRING (136.5322953 35.3675952, 136.5322977 35.367395)",,,,,
113965685,residential,False,True,51.218,"LINESTRING (136.5244024 35.3669798, 136.523872 35.3671382)",,,,,
113965984,unclassified,False,True,127.368,"LINESTRING (136.5244024 35.3669798, 136.5246736 35.3669158, 136.5257752 35.3667407)",,,,,
113967823,unclassified,False,False,77.426,"LINESTRING (136.5244024 35.3669798, 136.5243912 35.3672228, 136.5243641 35.3676754)",,,,,
113966958,unclassified,False,False,36.185,"LINESTRING (136.5257777 35.375117, 136.5261765 35.3751044)",,,,,
113967461,unclassified,False,True,29.151,"LINESTRING (136.5257777 35.375117, 136.5257826 35.3749394, 136.5258051 35.3748569)",,,,,
113966781,tertiary,False,False,87.761,"LINESTRING (136.533077 35.3743565, 136.5339769 35.3746472)",,,,2,
113966781,tertiary,False,True,26.933,"LINESTRING (136.533077 35.3743565, 136.5327993 35.3742705)",,,,2,
113966347,secondary,False,False,4.642,"LINESTRING (136.5251063 35.3723808, 136.5251129 35.3723394)",257,川合垂井線,,,
113966347,secondary,False,True,12.343,"LINESTRING (136.5251063 35.3723808, 136.5250933 35.3724913)",257,川合垂井線,,,
113966170,unclassified,False,False,119.361,"LINESTRING (136.5251063 35.3723808, 136.5254264 35.3724262, 136.5259421 35.372506, 136.5264009 35.3725754)",,,,,
113965906,unclassified,False,True,51.663000000000004,"LINESTRING (136.5284003 35.3717974, 136.528435 35.37144, 136.5284356 35.3713339)",,,,,
113967343,secondary,False,False,100.614,"LINESTRING (136.5284003 35.3717974, 136.5287446 35.3718382, 136.5288373 35.3718492, 136.529277 35.3719022, 136.5294328 35.3719215, 136.529492 35.3719453)",234,垂井停車場線,,2,30
113967343,secondary,False,True,97.28,"LINESTRING (136.5284003 35.3717974, 136.5281529 35.3717649, 136.5275442 35.3716973, 136.527467 35.3716767, 136.5273711 35.3716091)",234,垂井停車場線,,2,30
113966434,unclassified,False,True,43.147,"LINESTRING (136.5261642 35.3754923, 136.5261765 35.3751044)",,,,,
113966715,unclassified,False,False,114.78300000000002,"LINESTRING (136.5308558 35.3717761, 136.5307247 35.3718716, 136.5300989 35.3722048, 136.5299059 35.3723158, 136.5298674 35.372338, 136.5298188 35.3723659)",,,,,30
113966723,unclassified,False,False,37.086,"LINESTRING (136.5308558 35.3717761, 136.5309352 35.3717671, 136.5309625 35.3717548, 136.5312231 35.3716375)",,,,,
113966870,unclassified,False,False,44.42,"LINESTRING (136.5308558 35.3717761, 136.5309459 35.3716577, 136.5310132 35.3715583, 136.5310611 35.371417)",,,,,30
113967015,unclassified,False,False,40.146,"LINESTRING (136.5239498 35.3732357, 136.5236264 35.3734823)",,,,,
113967015,unclassified,False,True,133.072,"LINESTRING (136.5239498 35.3732357, 136.5243866 35.3729164, 136.5250343 35.3725085, 136.5250933 35.3724913)",,,,,
