osmid,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref,name
123167097,tertiary,False,False,25.728,,,"LINESTRING (133.2040947 34.408879, 133.2039382 34.409071)",,
62102346,tertiary,False,False,108.816,2,40,"LINESTRING (133.2040947 34.408879, 133.2041847 34.4088607, 133.2042334 34.4088675, 133.2043448 34.4089157, 133.2046035 34.4090411, 133.2046308 34.4090543, 133.2047784 34.4091259, 133.2051288 34.4093099)",,
62102346,tertiary,False,True,27.822,2,40,"LINESTRING (133.2040947 34.408879, 133.2040271 34.4088961, 133.2039115 34.4089349, 133.2038068 34.408956)",,
706001188,unclassified,False,False,13.629,,,"LINESTRING (133.2040947 34.408879, 133.204069 34.408791, 133.2040468 34.4087647)",,
62102350,secondary,False,False,105.263,2,30,"LINESTRING (133.2022699 34.4107241, 133.2021942 34.410811, 133.2020645 34.4109706, 133.2018819 34.4111874, 133.2016285 34.4115089)",363,栗原長江線
123166706,tertiary,False,False,29.172,,,"LINESTRING (133.2022699 34.4107241, 133.2023801 34.4105841, 133.2024446 34.4105049)",,
216643644,trunk,False,True,42.012,2,40,"LINESTRING (133.2022699 34.4107241, 133.2025075 34.4109898, 133.2025431 34.4110273)",2,国道2号
1033108545,trunk,False,False,27.22,2,40,"LINESTRING (133.2022699 34.4107241, 133.2021436 34.410546, 133.2021216 34.4105121)",2,国道2号
403818538,tertiary_link,False,False,17.574,,,"LINESTRING (133.2038068 34.408956, 133.2039382 34.409071)",,
62102346,tertiary,False,False,27.822,2,40,"LINESTRING (133.2038068 34.408956, 133.2039115 34.4089349, 133.2040271 34.4088961, 133.2040947 34.408879)",,
62102346,tertiary,False,True,36.897,2,40,"LINESTRING (133.2038068 34.408956, 133.2037433 34.40892, 133.2034979 34.4087662, 133.2034849 34.4087572)",,
62102346,tertiary,False,False,73.991,2,40,"LINESTRING (133.2005766 34.4071876, 133.2006586 34.4072459, 133.2007539 34.4072973, 133.2012394 34.4075657)",,
62102347,tertiary,False,True,45.224000000000004,,,"LINESTRING (133.2005766 34.4071876, 133.2005161 34.4072436, 133.2004896 34.4072851, 133.2003288 34.4075371)",,
62102350,secondary,False,False,51.926,2,30,"LINESTRING (133.2016285 34.4115089, 133.2015772 34.4115638, 133.201301 34.4118897)",363,栗原長江線
62102350,secondary,False,True,105.263,2,30,"LINESTRING (133.2016285 34.4115089, 133.2018819 34.4111874, 133.2020645 34.4109706, 133.2021942 34.410811, 133.2022699 34.4107241)",363,栗原長江線
123167427,residential,False,True,160.317,,,"LINESTRING (133.2016285 34.4115089, 133.2015636 34.4113892, 133.2015515 34.4113561, 133.2014391 34.4110651, 133.2013704 34.4108289, 133.2017391 34.4106956, 133.2017742 34.4106062, 133.2021216 34.4105121)",,
62102347,tertiary,False,False,45.224000000000004,,,"LINESTRING (133.2003288 34.4075371, 133.2004896 34.4072851, 133.2005161 34.4072436, 133.2005766 34.4071876)",,
62102347,tertiary,False,True,56.647999999999996,,,"LINESTRING (133.2003288 34.4075371, 133.2000648 34.4079078, 133.2000149 34.4079758)",,
"[123166488, 123167099]",unclassified,False,True,121.24700000000001,,,"LINESTRING (133.2003288 34.4075371, 133.2005133 34.4076443, 133.2006786 34.4077787, 133.2007853 34.4078674, 133.200813 34.4079387, 133.2009348 34.4078407, 133.2011994 34.4076018, 133.2012394 34.4075657)",,築出小路
