osmid,highway,oneway,reversed,length,geometry,name,ref,bridge,lanes
"[109932932, 1130706670, 1130706671]",unclassified,False,False,282.094,"LINESTRING (139.988656 38.0493729, 139.9879828 38.0495192, 139.9878605 38.0495544, 139.9876285 38.0496491, 139.9874058 38.0497744, 139.9872504 38.0498228, 139.9872222 38.0498273, 139.9871212 38.0498435, 139.986994 38.049864, 139.9867792 38.0498973, 139.9866277 38.0499209, 139.9864071 38.0499231, 139.9861752 38.0499148, 139.9859701 38.0499187, 139.9857518 38.0499747, 139.9856032 38.050037)",,,yes,
109933186,unclassified,False,True,209.727,"LINESTRING (139.988656 38.0493729, 139.9889467 38.0492887, 139.9891627 38.0491861, 139.9893019 38.0490535, 139.9893946 38.0489482, 139.9894768 38.0488757, 139.9895717 38.0488126, 139.9897397 38.0487599, 139.9900057 38.0487326, 139.9902704 38.0487222, 139.9905027 38.04869, 139.9907469 38.048634)",,,,
109933242,tertiary,False,False,127.43100000000001,"LINESTRING (139.9919607 38.0424533, 139.9919604 38.0420203, 139.9918626 38.0414741, 139.9918896 38.0413141)",,,,
109934712,tertiary,False,True,158.60500000000002,"LINESTRING (139.9919607 38.0424533, 139.9919544 38.0428362, 139.9920464 38.043353, 139.9921194 38.0438714)",,,,
109934426,secondary,False,True,44.033,"LINESTRING (139.9926158 38.0438083, 139.9921194 38.0438714)",椿長井線,251,,
109932716,tertiary,False,False,67.841,"LINESTRING (139.9918196 38.0478442, 139.9918961 38.0480705, 139.9919188 38.0482164, 139.9919141 38.0484453)",,,,
"[109933752, 109934233, 109933293]",tertiary,False,True,443.45400000000006,"LINESTRING (139.9918196 38.0478442, 139.9918393 38.0475881, 139.9919122 38.0470474, 139.9919645 38.0466177, 139.9919984 38.0464909, 139.9919673 38.0460284, 139.9920175 38.0456123, 139.992134 38.0446563, 139.9921273 38.044441, 139.9921194 38.0438714)",,,,
109934258,residential,False,False,122.285,"LINESTRING (139.9918196 38.0478442, 139.9914987 38.0478094, 139.9904679 38.047576)",,,,
315753985,residential,False,False,23.856,"LINESTRING (139.9894606 38.0431811, 139.9891883 38.0431747)",,,,
109932357,residential,False,False,79.98599999999999,"LINESTRING (139.9894606 38.0431811, 139.989414 38.043035, 139.989043 38.0425471)",,,,
109932357,residential,False,True,48.663,"LINESTRING (139.9894606 38.0431811, 139.989478 38.043272, 139.9894606 38.0433796, 139.9891598 38.0433668)",,,,
109931883,primary,False,True,110.211,"LINESTRING (139.9904679 38.047576, 139.9902123 38.0466055)",長井飯豊線,10,,2
109931883,primary,False,False,116.924,"LINESTRING (139.9904679 38.047576, 139.9906445 38.0482765, 139.9907387 38.0486056)",長井飯豊線,10,,2
109934258,residential,False,True,122.285,"LINESTRING (139.9904679 38.047576, 139.9914987 38.0478094, 139.9918196 38.0478442)",,,,
"[109933306, 1130706660, 1130706661]",tertiary,False,True,398.59900000000005,"LINESTRING (139.9856032 38.050037, 139.9856899 38.0498775, 139.9857381 38.0497886, 139.9867652 38.0478985, 139.9869457 38.0476626, 139.987058 38.047518, 139.9878673 38.0470121)",置賜西部広域農道,,yes,
"[109932932, 1130706670, 1130706671]",unclassified,False,True,282.094,"LINESTRING (139.9856032 38.050037, 139.9857518 38.0499747, 139.9859701 38.0499187, 139.9861752 38.0499148, 139.9864071 38.0499231, 139.9866277 38.0499209, 139.9867792 38.0498973, 139.986994 38.049864, 139.9871212 38.0498435, 139.9872222 38.0498273, 139.9872504 38.0498228, 139.9874058 38.0497744, 139.9876285 38.0496491, 139.9878605 38.0495544, 139.9879828 38.0495192, 139.988656 38.0493729)",,,yes,
109934181,tertiary,False,False,103.406,"LINESTRING (139.9902668 38.0438519, 139.9890899 38.0437761)",,,,
109931883,primary,False,False,307.389,"LINESTRING (139.9902668 38.0438519, 139.9901695 38.0447774, 139.9901338 38.0452085, 139.9901084 38.0455707, 139.9901061 38.045996, 139.990145 38.0463071, 139.9902123 38.0466055)",長井飯豊線,10,,2
109934375,secondary,False,False,162.362,"LINESTRING (139.9902668 38.0438519, 139.9909332 38.0438743, 139.9918115 38.0438877, 139.9921194 38.0438714)",椿長井線,251,,
109932716,tertiary,False,True,12.939,"LINESTRING (139.9918972 38.0485609, 139.9919141 38.0484453)",,,,
109933925,residential,False,True,102.122,"LINESTRING (139.9918972 38.0485609, 139.9915938 38.0485664, 139.9913607 38.0485621, 139.9911047 38.0485505, 139.9908739 38.0485774, 139.9907387 38.0486056)",,,,
109934450,tertiary,False,False,171.75300000000001,"LINESTRING (139.9918972 38.0485609, 139.9918451 38.0490083, 139.9916545 38.0500933)",,,,
109932304,unclassified,False,False,44.431,"LINESTRING (139.9911471 38.0500968, 139.9916545 38.0500933)",,,,
109931883,primary,False,True,166.388,"LINESTRING (139.9911471 38.0500968, 139.9907511 38.0486489, 139.9907469 38.048634)",長井飯豊線,10,,2
109931883,primary,False,False,110.211,"LINESTRING (139.9902123 38.0466055, 139.9904679 38.047576)",長井飯豊線,10,,2
109931883,primary,False,True,307.389,"LINESTRING (139.9902123 38.0466055, 139.990145 38.0463071, 139.9901061 38.045996, 139.9901084 38.0455707, 139.9901338 38.0452085, 139.9901695 38.0447774, 139.9902668 38.0438519)",長井飯豊線,10,,2
109933493,tertiary,False,True,215.51599999999996,"LINESTRING (139.9902123 38.0466055, 139.989121 38.046786, 139.9889 38.046848, 139.9884229 38.0470462, 139.9882734 38.0470764, 139.9881166 38.0470724, 139.9878673 38.0470121)",,,,
109933493,tertiary,False,False,215.51600000000002,"LINESTRING (139.9878673 38.0470121, 139.9881166 38.0470724, 139.9882734 38.0470764, 139.9884229 38.0470462, 139.9889 38.046848, 139.989121 38.046786, 139.9902123 38.0466055)",,,,
"[109934736, 109932734]",unclassified,False,True,425.6649999999999,"LINESTRING (139.9878673 38.0470121, 139.9873085 38.0469277, 139.9870302 38.0468683, 139.9869522 38.0468329, 139.9868919 38.0467649, 139.9868713 38.0466804, 139.9867644 38.0458142, 139.986609 38.044899, 139.986581 38.044803, 139.986524 38.044713, 139.986453 38.044601, 139.986403 38.044449, 139.986374 38.044218, 139.986367 38.043812)",,,,
"[109933306, 1130706660, 1130706661]",tertiary,False,False,398.59900000000005,"LINESTRING (139.9878673 38.0470121, 139.987058 38.047518, 139.9869457 38.0476626, 139.9867652 38.0478985, 139.9857381 38.0497886, 139.9856899 38.0498775, 139.9856032 38.050037)",置賜西部広域農道,,yes,
1130706660,tertiary,False,True,384.331,"LINESTRING (139.9878673 38.0470121, 139.9881773 38.0468088, 139.9883431 38.0466144, 139.9884706 38.0463781, 139.988601 38.045913, 139.98883 38.044871, 139.9888712 38.0446933, 139.988987 38.044241, 139.9890899 38.0437761)",置賜西部広域農道,,,
315753986,tertiary,False,False,45.922,"LINESTRING (139.9891598 38.0433668, 139.9890899 38.0437761)",,,,
315753986,tertiary,False,True,21.506,"LINESTRING (139.9891598 38.0433668, 139.9891883 38.0431747)",,,,
109932357,residential,False,False,48.663000000000004,"LINESTRING (139.9891598 38.0433668, 139.9894606 38.0433796, 139.989478 38.043272, 139.9894606 38.0431811)",,,,
315753985,residential,False,True,23.856,"LINESTRING (139.9891883 38.0431747, 139.9894606 38.0431811)",,,,
315753986,tertiary,False,False,21.506,"LINESTRING (139.9891883 38.0431747, 139.9891598 38.0433668)",,,,
315753986,tertiary,False,True,70.985,"LINESTRING (139.9891883 38.0431747, 139.9891608 38.0429972, 139.989043 38.0425471)",,,,
109932716,tertiary,False,False,12.939,"LINESTRING (139.9919141 38.0484453, 139.9918972 38.0485609)",,,,
109932716,tertiary,False,True,67.84100000000001,"LINESTRING (139.9919141 38.0484453, 139.9919188 38.0482164, 139.9918961 38.0480705, 139.9918196 38.0478442)",,,,
109931883,primary,False,True,3.239,"LINESTRING (139.9907469 38.048634, 139.9907387 38.0486056)",長井飯豊線,10,,2
109931883,primary,False,False,166.388,"LINESTRING (139.9907469 38.048634, 139.9907511 38.0486489, 139.9911471 38.0500968)",長井飯豊線,10,,2
109933186,unclassified,False,False,209.72700000000003,"LINESTRING (139.9907469 38.048634, 139.9905027 38.04869, 139.9902704 38.0487222, 139.9900057 38.0487326, 139.9897397 38.0487599, 139.9895717 38.0488126, 139.9894768 38.0488757, 139.9893946 38.0489482, 139.9893019 38.0490535, 139.9891627 38.0491861, 139.9889467 38.0492887, 139.988656 38.0493729)",,,,
109931883,primary,False,False,3.239,"LINESTRING (139.9907387 38.0486056, 139.9907469 38.048634)",長井飯豊線,10,,2
109931883,primary,False,True,116.924,"LINESTRING (139.9907387 38.0486056, 139.9906445 38.0482765, 139.9904679 38.047576)",長井飯豊線,10,,2
109933925,residential,False,False,102.122,"LINESTRING (139.9907387 38.0486056, 139.9908739 38.0485774, 139.9911047 38.0485505, 139.9913607 38.0485621, 139.9915938 38.0485664, 139.9918972 38.0485609)",,,,
