osmid,ref,name,highway,oneway,reversed,length,lanes,geometry,tunnel
191675260,270,今石動上野本線,secondary,False,False,39.995,,"LINESTRING (136.8694757 36.6747916, 136.8692255 36.6750901)",
92674337,471,国道471号,trunk,False,False,63.694,2,"LINESTRING (136.8694757 36.6747916, 136.8696738 36.6745453, 136.8698322 36.6742961)",
191039996,42,小矢部福光線,primary,False,True,62.138000000000005,,"LINESTRING (136.8694757 36.6747916, 136.8700578 36.6749955, 136.8701169 36.6750093)",
191673331,471,国道471号,trunk,False,True,127.845,2,"LINESTRING (136.8694757 36.6747916, 136.8682212 36.6744096, 136.8681352 36.6743842)",
191040194,32;72,小矢部伏木港線,primary,False,True,169.193,2,"LINESTRING (136.8693651 36.6774852, 136.8675355 36.6778878)",
191673453,,,tertiary,False,False,67.13,,"LINESTRING (136.8693651 36.6774852, 136.8695491 36.6780706)",
191040194,32;72,小矢部伏木港線,primary,False,False,130.269,2,"LINESTRING (136.8693651 36.6774852, 136.8696344 36.6774304, 136.8701709 36.67732, 136.8707932 36.6772464)",
191675260,270,今石動上野本線,secondary,False,True,111.11999999999999,,"LINESTRING (136.8693651 36.6774852, 136.8691354 36.6766214, 136.869113 36.6765067)",
191673336,271,石動停車場線,secondary,False,True,48.098,,"LINESTRING (136.8652096 36.6730359, 136.8650143 36.6734391)",
92674351,,,tertiary,True,False,107.33000000000003,,"LINESTRING (136.8652096 36.6730359, 136.8652891 36.6730089, 136.8654053 36.6729893, 136.8654542 36.6729452, 136.8654726 36.6728691, 136.8654237 36.6728274, 136.8652861 36.6727612, 136.8651729 36.6727539, 136.8650904 36.6727784, 136.8650476 36.672825, 136.8650598 36.6728716, 136.8650996 36.6729084, 136.8651515 36.6729304, 136.8651699 36.6729623, 136.8652096 36.6730359)",
92674337,471,国道471号,trunk,False,True,156.625,2,"LINESTRING (136.8710716 36.6724227, 136.8710132 36.6724991, 136.8704488 36.6733196, 136.8702299 36.6736587)",
191673206,,,tertiary,False,False,59.305,,"LINESTRING (136.8710716 36.6724227, 136.8711502 36.6724527, 136.8716706 36.6726543)",
191673206,,,tertiary,False,True,141.922,,"LINESTRING (136.8710716 36.6724227, 136.8709311 36.6723706, 136.8696345 36.6718746)",
421308885,471,国道471号,trunk,True,False,29.592,1,"LINESTRING (136.8710716 36.6724227, 136.8711669 36.6723425, 136.8712731 36.6722126)",
92674330,,,tertiary,False,True,39.595,,"LINESTRING (136.8650143 36.6734391, 136.8648567 36.673772)",
191673331,471,国道471号,trunk,False,False,127.328,2,"LINESTRING (136.8650143 36.6734391, 136.866346 36.6738519)",
191673336,271,石動停車場線,secondary,False,False,48.098,,"LINESTRING (136.8650143 36.6734391, 136.8652096 36.6730359)",
191673332,471,国道471号,trunk,False,True,82.419,2,"LINESTRING (136.8650143 36.6734391, 136.8647494 36.6733447, 136.8645301 36.6732267, 136.8642503 36.6730323)",
92674330,,,tertiary,False,False,49.077,,"LINESTRING (136.8646132 36.6741678, 136.8648567 36.673772)",
92674357,32,小矢部伏木港線,primary,False,False,39.39,2,"LINESTRING (136.8646132 36.6741678, 136.8647938 36.6743167, 136.8648909 36.6744408)",
92674357,32,小矢部伏木港線,primary,False,True,97.043,2,"LINESTRING (136.8646132 36.6741678, 136.864192 36.6739469, 136.8637248 36.6736647)",
191673331,471,国道471号,trunk,False,True,76.14,2,"LINESTRING (136.8671461 36.6740908, 136.866346 36.6738519)",
197631309,,,residential,False,True,124.222,,"LINESTRING (136.8671461 36.6740908, 136.8671695 36.6752078)",
191673331,471,国道471号,trunk,False,False,94.051,2,"LINESTRING (136.8671461 36.6740908, 136.8680456 36.6743569, 136.8681352 36.6743842)",
92674357,32,小矢部伏木港線,primary,False,True,83.276,2,"LINESTRING (136.8666164 36.678071, 136.8663234 36.6773599)",
197630676,,,unclassified,False,True,25.853,,"LINESTRING (136.8666164 36.678071, 136.866369 36.6781922)",
191040194,32;72,小矢部伏木港線,primary,False,False,84.464,2,"LINESTRING (136.8666164 36.678071, 136.867282 36.6779341, 136.8675355 36.6778878)",
372063897,,小矢部伏木港線旧道,unclassified,False,True,164.965,1,"LINESTRING (136.8666164 36.678071, 136.866793 36.6783292, 136.8669877 36.6786092, 136.8671478 36.6788556, 136.867483 36.6793815)",
191673331,471,国道471号,trunk,False,False,127.845,2,"LINESTRING (136.8681352 36.6743842, 136.8682212 36.6744096, 136.8694757 36.6747916)",
191673331,471,国道471号,trunk,False,True,94.051,2,"LINESTRING (136.8681352 36.6743842, 136.8680456 36.6743569, 136.8671461 36.6740908)",
191673762,,,residential,False,False,102.657,,"LINESTRING (136.8681352 36.6743842, 136.8681085 36.6744383, 136.8675414 36.6751741)",
191673762,,,residential,False,True,65.77799999999999,,"LINESTRING (136.8681352 36.6743842, 136.8681517 36.674334, 136.8682671 36.6740643, 136.8683907 36.6738299)",
