osmid,highway,oneway,reversed,length,lanes,ref,name,geometry,bridge,width
180133387,residential,False,False,48.597,,,,"LINESTRING (140.3026512 42.6653298, 140.3032449 42.6653503)",,
180133299,residential,False,False,83.175,,,,"LINESTRING (140.3032449 42.6653503, 140.3032922 42.6646031)",,
180133387,residential,False,False,53.042,,,,"LINESTRING (140.3032449 42.6653503, 140.3038929 42.6653728)",,
180133387,residential,False,True,48.597,,,,"LINESTRING (140.3032449 42.6653503, 140.3026512 42.6653298)",,
180133326,residential,False,True,104.822,,,,"LINESTRING (140.3038929 42.6653728, 140.3039545 42.6644312)",,
180133387,residential,False,True,53.042,,,,"LINESTRING (140.3038929 42.6653728, 140.3032449 42.6653503)",,
180133387,residential,False,False,46.535,,,,"LINESTRING (140.3038929 42.6653728, 140.3042293 42.6653955, 140.3044559 42.6654297)",,
180133406,unclassified,False,False,61.095,,,,"LINESTRING (140.3044559 42.6654297, 140.3047907 42.6649385)",,
180133387,residential,False,True,46.535,,,,"LINESTRING (140.3044559 42.6654297, 140.3042293 42.6653955, 140.3038929 42.6653728)",,
180133406,unclassified,False,True,128.722,,,,"LINESTRING (140.3044559 42.6654297, 140.3042806 42.6659901, 140.3042046 42.6662753, 140.304243 42.6665659)",,
180133386,primary,False,True,44.413,2,9,寿都黒松内線,"LINESTRING (140.3104275 42.6656534, 140.3104576 42.6652546)",,
180133416,unclassified,False,False,159.004,,,,"LINESTRING (140.3104275 42.6656534, 140.3097657 42.665633, 140.309733 42.665546, 140.3096743 42.6653699, 140.3096878 42.6652703, 140.309726 42.6652525, 140.3104576 42.6652546)",,
180133386,primary,False,False,120.953,2,9,寿都黒松内線,"LINESTRING (140.3104275 42.6656534, 140.310365 42.6664817, 140.3103437 42.6667394)",,
431416289,tertiary,False,False,52.339,,,,"LINESTRING (140.3047705 42.6665564, 140.3054087 42.6665929)",,
431416289,tertiary,False,True,43.143,,,,"LINESTRING (140.3047705 42.6665564, 140.304243 42.6665659)",,
180133361,residential,False,True,182.847,,,,"LINESTRING (140.3047705 42.6665564, 140.3049192 42.6658528, 140.3049365 42.6657857, 140.3053195 42.6650867, 140.305363 42.664981)",,
431416289,tertiary,False,False,43.143,,,,"LINESTRING (140.304243 42.6665659, 140.3047705 42.6665564)",,
431416289,tertiary,False,True,45.97,,,,"LINESTRING (140.304243 42.6665659, 140.3036845 42.6666135)",,
180133406,unclassified,False,False,128.722,,,,"LINESTRING (140.304243 42.6665659, 140.3042046 42.6662753, 140.3042806 42.6659901, 140.3044559 42.6654297)",,
431416289,tertiary,False,False,6.201,,,,"LINESTRING (140.3054087 42.6665929, 140.3054842 42.6665982)",,
431416289,tertiary,False,True,52.339,,,,"LINESTRING (140.3054087 42.6665929, 140.3047705 42.6665564)",,
"[180133342, 180133367]",residential,False,True,225.086,,,,"LINESTRING (140.3054087 42.6665929, 140.3057036 42.6661747, 140.3057753 42.6660731, 140.3058732 42.6650134, 140.305363 42.664981)",,
431416289,tertiary,False,True,6.201,,,,"LINESTRING (140.3054842 42.6665982, 140.3054087 42.6665929)",,
180133403,unclassified,False,False,149.101,,,,"LINESTRING (140.3054842 42.6665982, 140.3050901 42.6670509, 140.3048838 42.6674207, 140.3048055 42.6677795, 140.3048017 42.6678197)",,
431416289,tertiary,False,False,80.17699999999999,,,,"LINESTRING (140.3054842 42.6665982, 140.3059889 42.6666337, 140.3064604 42.6666665)",,
431416289,tertiary,False,False,39.804,,,,"LINESTRING (140.3032028 42.6666653, 140.3036845 42.6666135)",,
431416289,tertiary,False,True,34.604,,,,"LINESTRING (140.3032028 42.6666653, 140.302784 42.6667102)",,
"[180133329, 431427753]",residential,False,"[False, True]",478.708,,,,"LINESTRING (140.3032028 42.6666653, 140.3032823 42.6670891, 140.3033581 42.6682342, 140.3035747 42.6685445, 140.3031658 42.6686739, 140.3029146 42.6683187, 140.3028933 42.6677943, 140.3027111 42.6673858, 140.3028632 42.6670774, 140.302784 42.6667102)",,
431416289,tertiary,False,False,34.604,,,,"LINESTRING (140.302784 42.6667102, 140.3032028 42.6666653)",,
"[431427753, 180133329]",residential,False,"[False, True]",478.7080000000001,,,,"LINESTRING (140.302784 42.6667102, 140.3028632 42.6670774, 140.3027111 42.6673858, 140.3028933 42.6677943, 140.3029146 42.6683187, 140.3031658 42.6686739, 140.3035747 42.6685445, 140.3033581 42.6682342, 140.3032823 42.6670891, 140.3032028 42.6666653)",,
431416289,tertiary,False,True,70.487,,,,"LINESTRING (140.302784 42.6667102, 140.3019287 42.6667896)",,
431416289,tertiary,False,False,70.487,,,,"LINESTRING (140.3019287 42.6667896, 140.302784 42.6667102)",,
180133346,unclassified,False,False,50.299,,,,"LINESTRING (140.3078892 42.6671542, 140.3079974 42.6675995)",,
180133347,secondary,False,False,215.428,2,266,大成黒松内停車場線,"LINESTRING (140.3064604 42.6666665, 140.3066293 42.6647331)",,
180133347,secondary,False,True,130.85000000000002,2,266,大成黒松内停車場線,"LINESTRING (140.3064604 42.6666665, 140.3064258 42.6672879, 140.3064488 42.6674425, 140.3065215 42.6676621, 140.3065855 42.6678289)",,
431416289,tertiary,False,True,80.17699999999999,,,,"LINESTRING (140.3064604 42.6666665, 140.3059889 42.6666337, 140.3054842 42.6665982)",,
"[201598780, 1005714789, 1005714790]",unclassified,False,True,72.06,,,"['町道 新区第1号線', '寺の沢1号橋']","LINESTRING (140.3064604 42.6666665, 140.3067159 42.6666811, 140.3067983 42.6666858, 140.3070336 42.6666993, 140.30734 42.6666978)",yes,4.0
180133386,primary,False,True,54.073,2,9,寿都黒松内線,"LINESTRING (140.3103037 42.6672248, 140.3103437 42.6667394)",,
180133391,tertiary,False,False,48.565,,,町道 公園線,"LINESTRING (140.3103037 42.6672248, 140.3097237 42.667319)",,
180133386,primary,False,False,146.365,2,9,寿都黒松内線,"LINESTRING (140.3103037 42.6672248, 140.3102791 42.6675227, 140.3101456 42.6682844, 140.3100777 42.6685292)",,
180133391,tertiary,False,False,33.009,,,町道 公園線,"LINESTRING (140.3097237 42.667319, 140.3093295 42.6673831)",,
180133391,tertiary,False,True,48.565,,,町道 公園線,"LINESTRING (140.3097237 42.667319, 140.3103037 42.6672248)",,
180133414,unclassified,False,True,57.11,,,,"LINESTRING (140.3097237 42.667319, 140.3097761 42.6677652, 140.3097408 42.6678256)",,
180133391,tertiary,False,False,111.541,,,町道 公園線,"LINESTRING (140.3093295 42.6673831, 140.3079974 42.6675995)",,
180133391,tertiary,False,True,33.009,,,町道 公園線,"LINESTRING (140.3093295 42.6673831, 140.3097237 42.667319)",,
180133418,unclassified,False,False,103.954,,,,"LINESTRING (140.3093295 42.6673831, 140.309116 42.6664615)",,
180133346,unclassified,False,False,84.865,,,,"LINESTRING (140.3079974 42.6675995, 140.3081793 42.6683509)",,
180133346,unclassified,False,True,50.299,,,,"LINESTRING (140.3079974 42.6675995, 140.3078892 42.6671542)",,
180133391,tertiary,False,False,36.03,,,町道 公園線,"LINESTRING (140.3079974 42.6675995, 140.3075671 42.6676694)",,
180133391,tertiary,False,True,111.541,,,町道 公園線,"LINESTRING (140.3079974 42.6675995, 140.3093295 42.6673831)",,
180133347,secondary,False,False,130.85,2,266,大成黒松内停車場線,"LINESTRING (140.3065855 42.6678289, 140.3065215 42.6676621, 140.3064488 42.6674425, 140.3064258 42.6672879, 140.3064604 42.6666665)",,
180133347,secondary,False,True,129.581,2,266,大成黒松内停車場線,"LINESTRING (140.3065855 42.6678289, 140.3066586 42.6680443, 140.3068039 42.6683376, 140.3070019 42.668719, 140.3071152 42.6689258)",,
"[1005714787, 1005714788, 180133391]",tertiary,False,True,62.891000000000005,,,"['清水橋', '町道 公園線']","LINESTRING (140.3065855 42.6678289, 140.3068666 42.6677832, 140.3070013 42.6677613, 140.3073366 42.6677069)",yes,16.5
180133403,unclassified,False,False,55.377,,,,"LINESTRING (140.3048017 42.6678197, 140.3047543 42.6683165)",,
180133364,unclassified,False,True,224.512,,,,"LINESTRING (140.3048017 42.6678197, 140.304586 42.6677727, 140.3037622 42.6678546, 140.3036845 42.6666135)",,
180133403,unclassified,False,True,149.101,,,,"LINESTRING (140.3048017 42.6678197, 140.3048055 42.6677795, 140.3048838 42.6674207, 140.3050901 42.6670509, 140.3054842 42.6665982)",,
180133245,unclassified,False,False,143.305,,,,"LINESTRING (140.3097408 42.6678256, 140.3096128 42.6678351, 140.3086933 42.6680714, 140.3083509 42.6682048, 140.3081793 42.6683509)",,
180133414,unclassified,False,False,57.11,,,,"LINESTRING (140.3097408 42.6678256, 140.3097761 42.6677652, 140.3097237 42.667319)",,
180133414,unclassified,False,True,85.12899999999999,,,,"LINESTRING (140.3097408 42.6678256, 140.3097026 42.6679569, 140.3096394 42.6685865)",,
180133403,unclassified,False,True,55.377,,,,"LINESTRING (140.3047543 42.6683165, 140.3048017 42.6678197)",,
180133245,unclassified,False,False,19.247,,,,"LINESTRING (140.3081793 42.6683509, 140.3080616 42.6685008)",,
180133346,unclassified,False,True,84.865,,,,"LINESTRING (140.3081793 42.6683509, 140.3079974 42.6675995)",,
180133245,unclassified,False,True,143.305,,,,"LINESTRING (140.3081793 42.6683509, 140.3083509 42.6682048, 140.3086933 42.6680714, 140.3096128 42.6678351, 140.3097408 42.6678256)",,
180133245,unclassified,False,True,19.247,,,,"LINESTRING (140.3080616 42.6685008, 140.3081793 42.6683509)",,
180133245,unclassified,False,False,59.25599999999999,,,,"LINESTRING (140.3080616 42.6685008, 140.3081383 42.6685653, 140.3082567 42.6685959, 140.3086517 42.6685524, 140.308735 42.6685514)",,
"[431416285, 1005714782, 1005714783]",unclassified,False,True,42.645,,,,"LINESTRING (140.3080616 42.6685008, 140.307822 42.6686307, 140.3077128 42.6686899, 140.3076418 42.6687284)",yes,
180133245,unclassified,False,True,36.398,,,,"LINESTRING (140.3100777 42.6685292, 140.3096394 42.6685865)",,
"[1005714784, 180133386, 1005714786]",primary,False,False,192.64999999999998,2,9,寿都黒松内線,"LINESTRING (140.3100777 42.6685292, 140.3100099 42.6687733, 140.3097582 42.6695968, 140.3095955 42.6699771, 140.3095427 42.6701005, 140.3094973 42.6702067)",yes,13.5
180133386,primary,False,True,146.365,2,9,寿都黒松内線,"LINESTRING (140.3100777 42.6685292, 140.3101456 42.6682844, 140.3102791 42.6675227, 140.3103037 42.6672248)",,
180133245,unclassified,False,False,74.25699999999999,,,,"LINESTRING (140.308735 42.6685514, 140.3089523 42.6685488, 140.3093985 42.6685912, 140.3096394 42.6685865)",,
180133245,unclassified,False,True,59.256,,,,"LINESTRING (140.308735 42.6685514, 140.3086517 42.6685524, 140.3082567 42.6685959, 140.3081383 42.6685653, 140.3080616 42.6685008)",,
180133327,unclassified,False,True,115.296,,,,"LINESTRING (140.308735 42.6685514, 140.3087093 42.668931, 140.3095986 42.6689929)",,
180133245,unclassified,False,False,36.398,,,,"LINESTRING (140.3096394 42.6685865, 140.3100777 42.6685292)",,
180133414,unclassified,False,True,45.313,,,,"LINESTRING (140.3096394 42.6685865, 140.3095986 42.6689929)",,
180133245,unclassified,False,True,74.257,,,,"LINESTRING (140.3096394 42.6685865, 140.3093985 42.6685912, 140.3089523 42.6685488, 140.308735 42.6685514)",,
180133414,unclassified,False,False,85.12899999999999,,,,"LINESTRING (140.3096394 42.6685865, 140.3097026 42.6679569, 140.3097408 42.6678256)",,
180133414,unclassified,False,False,45.313,,,,"LINESTRING (140.3095986 42.6689929, 140.3096394 42.6685865)",,
180133414,unclassified,False,True,63.6,,,,"LINESTRING (140.3095986 42.6689929, 140.3094547 42.669555)",,
180133327,unclassified,False,False,115.296,,,,"LINESTRING (140.3095986 42.6689929, 140.3087093 42.668931, 140.308735 42.6685514)",,
180133347,secondary,False,True,82.351,2,266,大成黒松内停車場線,"LINESTRING (140.3071152 42.6689258, 140.3074515 42.6696239)",,
180133347,secondary,False,False,129.58100000000002,2,266,大成黒松内停車場線,"LINESTRING (140.3071152 42.6689258, 140.3070019 42.668719, 140.3068039 42.6683376, 140.3066586 42.6680443, 140.3065855 42.6678289)",,
431416285,unclassified,False,False,48.439,,,,"LINESTRING (140.3071152 42.6689258, 140.3074218 42.6688274, 140.3076418 42.6687284)",,
180133414,unclassified,False,False,63.6,,,,"LINESTRING (140.3094547 42.669555, 140.3095986 42.6689929)",,
180133347,secondary,False,False,82.351,2,266,大成黒松内停車場線,"LINESTRING (140.3074515 42.6696239, 140.3071152 42.6689258)",,
1240081752,secondary,False,True,84.233,2,266,大成黒松内停車場線,"LINESTRING (140.3074515 42.6696239, 140.3064242 42.6696813)",,
431416284,secondary,False,True,57.427,2,523,美川黒松内線,"LINESTRING (140.3074515 42.6696239, 140.3075141 42.6697646, 140.307562 42.6698932, 140.3075763 42.6700228, 140.3075592 42.6701271)",,
1240081752,secondary,False,False,84.233,2,266,大成黒松内停車場線,"LINESTRING (140.3064242 42.6696813, 140.3074515 42.6696239)",,
180133399,tertiary,False,True,81.125,,,,"LINESTRING (140.3064242 42.6696813, 140.3064847 42.6701078, 140.3064929 42.6704085)",,
"[1240081752, 431427756]","['secondary', 'unclassified']",False,"[False, True]",237.372,2,266,大成黒松内停車場線,"LINESTRING (140.3064242 42.6696813, 140.3060787 42.6697038, 140.3059532 42.6712358, 140.306421 42.6712617)",,
180133353,unclassified,False,False,64.484,,,,"LINESTRING (140.3075592 42.6701271, 140.3083162 42.6702899)",,
431416284,secondary,False,False,57.427,2,523,美川黒松内線,"LINESTRING (140.3075592 42.6701271, 140.3075763 42.6700228, 140.307562 42.6698932, 140.3075141 42.6697646, 140.3074515 42.6696239)",,
431416284,secondary,False,True,49.42100000000001,2,523,美川黒松内線,"LINESTRING (140.3075592 42.6701271, 140.3075161 42.6702392, 140.307353 42.6704695, 140.3073143 42.6705316)",,
180133353,unclassified,False,False,10.172,,,,"LINESTRING (140.3083162 42.6702899, 140.3084356 42.6703156)",,
180133353,unclassified,False,True,64.484,,,,"LINESTRING (140.3083162 42.6702899, 140.3075592 42.6701271)",,
180133344,unclassified,False,False,121.214,,,,"LINESTRING (140.3083162 42.6702899, 140.3084184 42.6699744, 140.308239 42.6694829, 140.3085718 42.6694047)",,
180133259,unclassified,False,True,49.621,,,,"LINESTRING (140.3084356 42.6703156, 140.3082955 42.6707498)",,
180133353,unclassified,False,False,61.353,,,,"LINESTRING (140.3084356 42.6703156, 140.3091516 42.6704808)",,
180133353,unclassified,False,True,10.172,,,,"LINESTRING (140.3084356 42.6703156, 140.3083162 42.6702899)",,
180133353,unclassified,False,True,61.353,,,,"LINESTRING (140.3091516 42.6704808, 140.3084356 42.6703156)",,
180133255,unclassified,False,False,53.787,,,,"LINESTRING (140.3081057 42.6711602, 140.3079981 42.6716374)",,
180133366,tertiary,False,False,4.572,,,,"LINESTRING (140.3081057 42.6711602, 140.3081609 42.6711668)",,
180133366,tertiary,False,True,82.75,,,,"LINESTRING (140.3081057 42.6711602, 140.307105 42.6710486)",,
180133259,unclassified,False,False,47.656,,,,"LINESTRING (140.3081609 42.6711668, 140.3082955 42.6707498)",,
180133366,tertiary,False,False,57.833,,,,"LINESTRING (140.3081609 42.6711668, 140.3088039 42.6713836)",,
180133366,tertiary,False,True,4.572,,,,"LINESTRING (140.3081609 42.6711668, 140.3081057 42.6711602)",,
180133366,tertiary,False,True,57.833,,,,"LINESTRING (140.3088039 42.6713836, 140.3081609 42.6711668)",,
1005714784,primary,False,False,74.859,2,9,寿都黒松内線,"LINESTRING (140.3088039 42.6713836, 140.3084093 42.6719911)",,
1005714784,primary,False,True,142.617,2,9,寿都黒松内線,"LINESTRING (140.3088039 42.6713836, 140.3094973 42.6702067)",,
180133255,unclassified,False,True,22.204,,,,"LINESTRING (140.3078886 42.6721229, 140.307933 42.6719259)",,
180133418,unclassified,False,True,103.954,,,,"LINESTRING (140.309116 42.6664615, 140.3093295 42.6673831)",,
180133418,unclassified,False,False,191.399,,,,"LINESTRING (140.309116 42.6664615, 140.3090824 42.6661859, 140.3091396 42.6659722, 140.3093475 42.6656378, 140.3093834 42.6647791)",,
201598780,unclassified,False,False,147.62900000000002,,,町道 新区第1号線,"LINESTRING (140.309116 42.6664615, 140.3080881 42.6665792, 140.30734 42.6666978)",,
431416289,tertiary,False,False,45.97,,,,"LINESTRING (140.3036845 42.6666135, 140.304243 42.6665659)",,
431416289,tertiary,False,True,39.804,,,,"LINESTRING (140.3036845 42.6666135, 140.3032028 42.6666653)",,
180133364,unclassified,False,False,224.512,,,,"LINESTRING (140.3036845 42.6666135, 140.3037622 42.6678546, 140.304586 42.6677727, 140.3048017 42.6678197)",,
431416286,residential,False,False,44.833,,,,"LINESTRING (140.30734 42.6666978, 140.3074277 42.6670958)",,
"[201598780, 1005714789, 1005714790]",unclassified,False,False,72.06,,,"['町道 新区第1号線', '寺の沢1号橋']","LINESTRING (140.30734 42.6666978, 140.3070336 42.6666993, 140.3067983 42.6666858, 140.3067159 42.6666811, 140.3064604 42.6666665)",yes,4.0
201598780,unclassified,False,True,147.62900000000002,,,町道 新区第1号線,"LINESTRING (140.30734 42.6666978, 140.3080881 42.6665792, 140.309116 42.6664615)",,
180133386,primary,False,False,54.073,2,9,寿都黒松内線,"LINESTRING (140.3103437 42.6667394, 140.3103037 42.6672248)",,
180133386,primary,False,True,120.953,2,9,寿都黒松内線,"LINESTRING (140.3103437 42.6667394, 140.310365 42.6664817, 140.3104275 42.6656534)",,
180133399,tertiary,False,False,68.926,,,,"LINESTRING (140.3064369 42.671027, 140.3064929 42.6704085)",,
180133399,tertiary,False,True,26.13,,,,"LINESTRING (140.3064369 42.671027, 140.306421 42.6712617)",,
201598977,unclassified,False,False,54.648,,,,"LINESTRING (140.3064369 42.671027, 140.3071033 42.6710652)",,
180133366,tertiary,False,False,82.75,,,,"LINESTRING (140.307105 42.6710486, 140.3081057 42.6711602)",,
431416284,secondary,False,True,1.851,2,523,美川黒松内線,"LINESTRING (140.307105 42.6710486, 140.3071033 42.6710652)",,
431416284,secondary,False,False,60.391000000000005,2,523,美川黒松内線,"LINESTRING (140.307105 42.6710486, 140.3071298 42.6709114, 140.3072042 42.6707082, 140.3073143 42.6705316)",,
180133391,tertiary,False,False,19.302,,,町道 公園線,"LINESTRING (140.3075671 42.6676694, 140.3073366 42.6677069)",,
180133391,tertiary,False,True,36.03,,,町道 公園線,"LINESTRING (140.3075671 42.6676694, 140.3079974 42.6675995)",,
431416286,residential,False,True,64.792,,,,"LINESTRING (140.3075671 42.6676694, 140.3074277 42.6670958)",,
431416286,residential,False,False,64.792,,,,"LINESTRING (140.3074277 42.6670958, 140.3075671 42.6676694)",,
431416286,residential,False,True,44.833,,,,"LINESTRING (140.3074277 42.6670958, 140.30734 42.6666978)",,
431416287,residential,False,False,86.438,,,,"LINESTRING (140.3074277 42.6670958, 140.3071579 42.6671507, 140.3073366 42.6677069)",,
180133391,tertiary,False,True,19.302,,,町道 公園線,"LINESTRING (140.3073366 42.6677069, 140.3075671 42.6676694)",,
"[1005714787, 1005714788, 180133391]",tertiary,False,False,62.891000000000005,,,"['清水橋', '町道 公園線']","LINESTRING (140.3073366 42.6677069, 140.3070013 42.6677613, 140.3068666 42.6677832, 140.3065855 42.6678289)",yes,16.5
431416287,residential,False,True,86.438,,,,"LINESTRING (140.3073366 42.6677069, 140.3071579 42.6671507, 140.3074277 42.6670958)",,
180133259,unclassified,False,False,49.621,,,,"LINESTRING (140.3082955 42.6707498, 140.3084356 42.6703156)",,
180133259,unclassified,False,True,47.656,,,,"LINESTRING (140.3082955 42.6707498, 140.3081609 42.6711668)",,
431427751,residential,False,False,83.809,,,,"LINESTRING (140.3082955 42.6707498, 140.3073143 42.6705316)",,
431427751,residential,False,True,83.809,,,,"LINESTRING (140.3073143 42.6705316, 140.3082955 42.6707498)",,
431427752,residential,False,True,68.537,,,,"LINESTRING (140.3073143 42.6705316, 140.3064929 42.6704085)",,
431416284,secondary,False,False,49.42100000000001,2,523,美川黒松内線,"LINESTRING (140.3073143 42.6705316, 140.307353 42.6704695, 140.3075161 42.6702392, 140.3075592 42.6701271)",,
431416284,secondary,False,True,60.391000000000005,2,523,美川黒松内線,"LINESTRING (140.3073143 42.6705316, 140.3072042 42.6707082, 140.3071298 42.6709114, 140.307105 42.6710486)",,
180133399,tertiary,False,True,68.926,,,,"LINESTRING (140.3064929 42.6704085, 140.3064369 42.671027)",,
431427752,residential,False,False,68.537,,,,"LINESTRING (140.3064929 42.6704085, 140.3073143 42.6705316)",,
180133399,tertiary,False,False,81.125,,,,"LINESTRING (140.3064929 42.6704085, 140.3064847 42.6701078, 140.3064242 42.6696813)",,
180133399,tertiary,False,False,26.13,,,,"LINESTRING (140.306421 42.6712617, 140.3064369 42.671027)",,
"[1240081752, 431427756]","['unclassified', 'secondary']",False,"[False, True]",237.372,2,266,大成黒松内停車場線,"LINESTRING (140.306421 42.6712617, 140.3059532 42.6712358, 140.3060787 42.6697038, 140.3064242 42.6696813)",,
431416284,secondary,False,False,88.12299999999999,2,523,美川黒松内線,"LINESTRING (140.3069492 42.6723232, 140.3070146 42.6721623, 140.3070596 42.6719504, 140.3070813 42.6715406)",,
431416284,secondary,False,False,52.893,2,523,美川黒松内線,"LINESTRING (140.3070813 42.6715406, 140.3071033 42.6710652)",,
431416284,secondary,False,True,88.12299999999999,2,523,美川黒松内線,"LINESTRING (140.3070813 42.6715406, 140.3070596 42.6719504, 140.3070146 42.6721623, 140.3069492 42.6723232)",,
726590922,unclassified,False,False,76.138,,,,"LINESTRING (140.3070813 42.6715406, 140.3072482 42.6715363, 140.3074239 42.6715476, 140.307754 42.6715874, 140.3079981 42.6716374)",,
180133255,unclassified,False,False,32.518,,,,"LINESTRING (140.3079981 42.6716374, 140.307933 42.6719259)",,
180133255,unclassified,False,True,53.787,,,,"LINESTRING (140.3079981 42.6716374, 140.3081057 42.6711602)",,
726590922,unclassified,False,True,76.13799999999999,,,,"LINESTRING (140.3079981 42.6716374, 140.307754 42.6715874, 140.3074239 42.6715476, 140.3072482 42.6715363, 140.3070813 42.6715406)",,
180133255,unclassified,False,False,22.204,,,,"LINESTRING (140.307933 42.6719259, 140.3078886 42.6721229)",,
180133255,unclassified,False,True,32.518,,,,"LINESTRING (140.307933 42.6719259, 140.3079981 42.6716374)",,
726590936,unclassified,False,False,39.609,,,,"LINESTRING (140.307933 42.6719259, 140.3084093 42.6719911)",,
726590936,unclassified,False,True,39.609,,,,"LINESTRING (140.3084093 42.6719911, 140.307933 42.6719259)",,
1005714784,primary,False,True,74.859,2,9,寿都黒松内線,"LINESTRING (140.3084093 42.6719911, 140.3088039 42.6713836)",,
201598977,unclassified,False,True,54.648,,,,"LINESTRING (140.3071033 42.6710652, 140.3064369 42.671027)",,
431416284,secondary,False,False,1.851,2,523,美川黒松内線,"LINESTRING (140.3071033 42.6710652, 140.307105 42.6710486)",,
431416284,secondary,False,True,52.893,2,523,美川黒松内線,"LINESTRING (140.3071033 42.6710652, 140.3070813 42.6715406)",,
