osmid,highway,oneway,reversed,length,lanes,geometry,ref,name,bridge
196413832,tertiary,False,True,159.696,,"LINESTRING (134.3594711 34.0700355, 134.3577945 34.0704013)",,,
764371785,tertiary,False,False,167.138,2,"LINESTRING (134.3594711 34.0700355, 134.3596805 34.0695892, 134.3601437 34.0686395)",,,
24295826,trunk,False,True,44.39,2,"LINESTRING (134.3578621 34.068236, 134.3573804 34.068224)",192;318,国道192号,
24871110,primary,False,False,16.925,2,"LINESTRING (134.3578621 34.068236, 134.357881 34.0680846)",31,鴨島神山線,
24295826,trunk,False,False,115.576,2,"LINESTRING (134.3578621 34.068236, 134.3587945 34.0683798, 134.3590983 34.0684123)",192;318,国道192号,
196414825,unclassified,False,True,180.72500000000002,,"LINESTRING (134.3578621 34.068236, 134.3578027 34.0691317, 134.3577616 34.0696324, 134.357704 34.0698537)",,,
24295826,trunk,False,False,31.446,2,"LINESTRING (134.3601437 34.0686395, 134.3604653 34.0687344)",192;318,国道192号,
764371785,tertiary,False,False,58.905,2,"LINESTRING (134.3601437 34.0686395, 134.3603876 34.0681498)",,,
24295826,trunk,False,True,99.574,2,"LINESTRING (134.3601437 34.0686395, 134.359449 34.0684791, 134.3590983 34.0684123)",192;318,国道192号,
764371785,tertiary,False,True,167.138,2,"LINESTRING (134.3601437 34.0686395, 134.3596805 34.0695892, 134.3594711 34.0700355)",,,
24295826,trunk,False,False,46.313,2,"LINESTRING (134.3552635 34.0682066, 134.3557663 34.0682073)",192;318,国道192号,
24295826,trunk,False,True,96.883,2,"LINESTRING (134.3552635 34.0682066, 134.3542133 34.0682548)",192;318,国道192号,
24874116,secondary,False,True,116.513,2,"LINESTRING (134.3552635 34.0682066, 134.3554554 34.0692423)",155,鴨島停車場線,
57034851,tertiary,False,False,104.654,,"LINESTRING (134.3552635 34.0682066, 134.3550278 34.0672859)",,,
24295826,trunk,False,True,330.766,2,"LINESTRING (134.363903 34.069594, 134.3628009 34.0693261, 134.3610736 34.068894, 134.3604653 34.0687344)",192;318,国道192号,
