osmid,highway,oneway,reversed,length,geometry,ref,lanes,name,bridge,tunnel
"[122093016, 116080211]","['secondary', 'unclassified']",False,"[False, True]",175.935,"LINESTRING (136.9886213 34.9211952, 136.9887296 34.9211988, 136.9888329 34.9212207, 136.9889158 34.9212697, 136.9889644 34.9213383, 136.9889972 34.9214206, 136.989053 34.921849, 136.9890877 34.922157, 136.9889893 34.9225651)",300,2,高浜港停車場線,,
609593492,primary,False,False,17.223,"LINESTRING (136.9878845 34.9174, 136.9878452 34.9172485)",46,2,西尾知多線,,
609593492,primary,False,True,148.199,"LINESTRING (136.9878845 34.9174, 136.9878457 34.9187324)",46,2,西尾知多線,,
122093176,unclassified,False,False,112.00399999999999,"LINESTRING (136.9878845 34.9174, 136.9884836 34.9173756, 136.9890693 34.9171885)",,,,,
122091533,primary,False,False,112.092,"LINESTRING (136.9878452 34.9172485, 136.987048 34.9180159)",50,,名古屋碧南線,,
122091533,primary,False,True,63.951,"LINESTRING (136.9878452 34.9172485, 136.988359 34.916857)",50,,名古屋碧南線,,
609593492,primary,False,True,17.223,"LINESTRING (136.9878452 34.9172485, 136.9878845 34.9174)",46,2,西尾知多線,,
122091533,primary,False,True,88.996,"LINESTRING (136.9854965 34.9201227, 136.9858504 34.9193768)",50,,名古屋碧南線,,
525871972,residential,False,True,52.707,"LINESTRING (136.9854965 34.9201227, 136.9849455 34.9199793)",,,,,
572402443,residential,False,False,61.742,"LINESTRING (136.9854965 34.9201227, 136.9861437 34.9202861)",,,,,
122091533,primary,False,False,127.50399999999999,"LINESTRING (136.9854965 34.9201227, 136.9853465 34.920472, 136.9853061 34.9206348, 136.9852783 34.9208246, 136.9852665 34.9209827, 136.9852227 34.9211093, 136.9851402 34.9212192)",50,,名古屋碧南線,,
122091533,primary,False,False,38.215,"LINESTRING (136.9865439 34.9185509, 136.9862852 34.9188213)",50,,名古屋碧南線,,
122091533,primary,False,True,41.048,"LINESTRING (136.9865439 34.9185509, 136.9868281 34.9182646)",50,,名古屋碧南線,,
122092686,unclassified,False,False,104.771,"LINESTRING (136.9865439 34.9185509, 136.9864506 34.9189129, 136.9863251 34.9194758)",,,,,
122091533,primary,False,False,63.951,"LINESTRING (136.988359 34.916857, 136.9878452 34.9172485)",50,,名古屋碧南線,,
122091533,primary,False,True,49.713,"LINESTRING (136.988359 34.916857, 136.9887627 34.9165565)",50,,名古屋碧南線,,
122091867,unclassified,False,False,62.205,"LINESTRING (136.992307 34.917015, 136.992164 34.917562)",,,,,
122092113,unclassified,False,False,72.165,"LINESTRING (136.992307 34.917015, 136.9930914 34.9171016)",,,,,
122093390,unclassified,False,False,13.361,"LINESTRING (136.9890693 34.9171885, 136.9891181 34.9170752)",,,,,
122093105,unclassified,False,False,85.724,"LINESTRING (136.9890693 34.9171885, 136.9890121 34.9173198, 136.988919 34.917707, 136.9888678 34.9179401)",,,,,
122093176,unclassified,False,True,112.00399999999999,"LINESTRING (136.9890693 34.9171885, 136.9884836 34.9173756, 136.9878845 34.9174)",,,,,
122093318,unclassified,False,False,132.768,"LINESTRING (136.9890693 34.9171885, 136.9892582 34.91713, 136.990072 34.9170648, 136.990496 34.91715)",,,,,
122092162,unclassified,False,False,78.294,"LINESTRING (136.990496 34.91715, 136.9913353 34.9172988)",,,,,
122092296,unclassified,False,True,71.499,"LINESTRING (136.990496 34.91715, 136.9903287 34.9177782)",,,,,
122093318,unclassified,False,True,132.768,"LINESTRING (136.990496 34.91715, 136.990072 34.9170648, 136.9892582 34.91713, 136.9890693 34.9171885)",,,,,
122091961,unclassified,False,False,61.488,"LINESTRING (136.9930914 34.9171016, 136.993761 34.9171673)",,,,,
122092113,unclassified,False,True,72.165,"LINESTRING (136.9930914 34.9171016, 136.992307 34.917015)",,,,,
375625949,unclassified,False,True,70.178,"LINESTRING (136.9930914 34.9171016, 136.9929351 34.9174172, 136.9929089 34.9177069)",,,,,
122092162,unclassified,False,True,78.294,"LINESTRING (136.9913353 34.9172988, 136.990496 34.91715)",,,,,
122092270,tertiary,False,True,14.424,"LINESTRING (136.9913353 34.9172988, 136.9913112 34.917427)",,,,,
122091692,unclassified,False,False,79.192,"LINESTRING (136.9913112 34.917427, 136.992164 34.917562)",,,,,
122092270,tertiary,False,False,14.424,"LINESTRING (136.9913112 34.917427, 136.9913353 34.9172988)",,,,,
375625951,tertiary,False,True,27.017,"LINESTRING (136.9913112 34.917427, 136.9912498 34.9176647)",,,,,
122091692,unclassified,False,True,79.192,"LINESTRING (136.992164 34.917562, 136.9913112 34.917427)",,,,,
122091867,unclassified,False,True,62.205,"LINESTRING (136.992164 34.917562, 136.992307 34.917015)",,,,,
375625948,residential,False,False,69.803,"LINESTRING (136.992164 34.917562, 136.9929089 34.9177069)",,,,,
"[375625952, 375625947]",unclassified,False,True,55.588,"LINESTRING (136.992164 34.917562, 136.992144 34.917669, 136.9920503 34.91801, 136.992044 34.9180518)",,,,,
122092240,unclassified,False,True,60.996,"LINESTRING (136.992807 34.918045, 136.9934625 34.9181546)",,,,,
122092716,unclassified,False,False,38.818,"LINESTRING (136.992807 34.918045, 136.9928503 34.9178515, 136.9929089 34.9177069)",,,,,
"[375625946, 122092847]",unclassified,False,True,52.391,"LINESTRING (136.992807 34.918045, 136.9928281 34.9181223, 136.992852 34.91821, 136.992837 34.918347, 136.9927827 34.9185054)",,,,,
122093105,unclassified,False,True,6.394,"LINESTRING (136.9888554 34.9179967, 136.9888678 34.9179401)",,,,,
122091642,unclassified,False,False,228.115,"LINESTRING (136.9888554 34.9179967, 136.9888045 34.9183571, 136.9888575 34.9192453, 136.9889447 34.9195788, 136.9889618 34.9197992, 136.9887825 34.9199857)",,,,,
122093244,unclassified,False,True,133.152,"LINESTRING (136.9888554 34.9179967, 136.9882574 34.9183093, 136.988065 34.918715, 136.9878457 34.9187324)",,,,,
122091533,primary,False,False,34.158,"LINESTRING (136.987048 34.9180159, 136.9868281 34.9182646)",50,,名古屋碧南線,,
122091533,primary,False,True,112.092,"LINESTRING (136.987048 34.9180159, 136.9878452 34.9172485)",50,,名古屋碧南線,,
122092409,unclassified,False,False,17.586,"LINESTRING (136.987048 34.9180159, 136.9869657 34.9178927, 136.9869602 34.9178756)",,,,,
122092240,unclassified,False,False,60.996,"LINESTRING (136.9934625 34.9181546, 136.992807 34.918045)",,,,,
375625927,tertiary,False,False,113.112,"LINESTRING (136.9934625 34.9181546, 136.9935173 34.9179568, 136.993761 34.9171673)",295,,,,
375625927,tertiary,False,True,123.625,"LINESTRING (136.9934625 34.9181546, 136.9933457 34.9185902, 136.9931593 34.9192382)",295,,,,
122092288,tertiary,False,True,48.143,"LINESTRING (136.984396 34.918204, 136.984464 34.918349, 136.9845702 34.9186126)",,,,,
122091533,primary,False,False,41.048,"LINESTRING (136.9868281 34.9182646, 136.9865439 34.9185509)",50,,名古屋碧南線,,
122091533,primary,False,True,34.158,"LINESTRING (136.9868281 34.9182646, 136.987048 34.9180159)",50,,名古屋碧南線,,
122092745,unclassified,False,False,53.072,"LINESTRING (136.9868281 34.9182646, 136.986937 34.918474, 136.986951 34.918604, 136.986931 34.918722)",,,,,
122092288,tertiary,False,False,48.143,"LINESTRING (136.9845702 34.9186126, 136.984464 34.918349, 136.984396 34.918204)",,,,,
122092628,tertiary,False,True,46.845,"LINESTRING (136.9845702 34.9186126, 136.9845957 34.9188256, 136.9845829 34.9190326)",,,,,
122091924,unclassified,False,False,70.971,"LINESTRING (136.9900508 34.9188219, 136.9901702 34.9194526)",,,,,
122092296,unclassified,False,False,118.788,"LINESTRING (136.9900508 34.9188219, 136.9903287 34.9177782)",,,,,
122092419,unclassified,False,True,80.265,"LINESTRING (136.9900508 34.9188219, 136.9909143 34.9189624)",,,,,
572402431,residential,False,True,155.91,"LINESTRING (136.9900508 34.9188219, 136.9896611 34.9187411, 136.9895171 34.9193237, 136.9898698 34.9197044)",,,,,
122092148,unclassified,False,False,90.147,"LINESTRING (136.986931 34.918722, 136.9867769 34.9195228)",,,,,
122093024,unclassified,False,True,83.407,"LINESTRING (136.986931 34.918722, 136.9878457 34.9187324)",,,,,
122092745,unclassified,False,True,53.072,"LINESTRING (136.986931 34.918722, 136.986951 34.918604, 136.986937 34.918474, 136.9868281 34.9182646)",,,,,
122093024,unclassified,False,False,83.407,"LINESTRING (136.9878457 34.9187324, 136.986931 34.918722)",,,,,
609593492,primary,False,False,148.199,"LINESTRING (136.9878457 34.9187324, 136.9878845 34.9174)",46,2,西尾知多線,,
609593492,primary,False,True,16.436,"LINESTRING (136.9878457 34.9187324, 136.987843 34.9188802)",46,2,西尾知多線,,
122093244,unclassified,False,False,133.152,"LINESTRING (136.9878457 34.9187324, 136.988065 34.918715, 136.9882574 34.9183093, 136.9888554 34.9179967)",,,,,
122092826,unclassified,False,False,117.95400000000001,"LINESTRING (136.9927827 34.9185054, 136.992685 34.918855, 136.9924579 34.9188966, 136.9918485 34.9187881)",,,,,
"[375625946, 122092847]",unclassified,False,False,52.391,"LINESTRING (136.9927827 34.9185054, 136.992837 34.918347, 136.992852 34.91821, 136.9928281 34.9181223, 136.992807 34.918045)",,,,,
375633981,residential,False,True,81.23400000000001,"LINESTRING (136.9927827 34.9185054, 136.992474 34.9184561, 136.9923253 34.9185307, 136.9919313 34.9184647)",,,,,
122091817,unclassified,False,True,35.479,"LINESTRING (136.9918485 34.9187881, 136.991761 34.919099)",,,,,
122092889,unclassified,False,False,36.744,"LINESTRING (136.9918485 34.9187881, 136.9919313 34.9184647)",,,,,
122092826,unclassified,False,True,117.95400000000001,"LINESTRING (136.9918485 34.9187881, 136.9924579 34.9188966, 136.992685 34.918855, 136.9927827 34.9185054)",,,,,
122091533,primary,False,True,38.215,"LINESTRING (136.9862852 34.9188213, 136.9865439 34.9185509)",50,,名古屋碧南線,,
122091533,primary,False,False,73.708,"LINESTRING (136.9862852 34.9188213, 136.9860625 34.9190498, 136.9858504 34.9193768)",50,,名古屋碧南線,,
122092313,unclassified,False,True,101.93,"LINESTRING (136.9862852 34.9188213, 136.9862138 34.9184494, 136.9861602 34.917911)",,,,,
122092235,unclassified,False,True,78.679,"LINESTRING (136.9909143 34.9189624, 136.991761 34.919099)",,,,,
122092419,unclassified,False,False,80.265,"LINESTRING (136.9909143 34.9189624, 136.9900508 34.9188219)",,,,,
122092809,tertiary,False,False,118.947,"LINESTRING (136.9909143 34.9189624, 136.9911869 34.9179163)",,,,,
122093017,tertiary,False,True,101.308,"LINESTRING (136.9909143 34.9189624, 136.9906817 34.9198533)",,,,,
122092572,unclassified,False,True,133.456,"LINESTRING (136.9845829 34.9190326, 136.983125 34.9191396)",,,,,
122092428,tertiary,False,True,52.016,"LINESTRING (136.9845829 34.9190326, 136.9845265 34.9192707, 136.9844278 34.9194809)",,,,,
122092628,tertiary,False,False,46.845,"LINESTRING (136.9845829 34.9190326, 136.9845957 34.9188256, 136.9845702 34.9186126)",,,,,
122091817,unclassified,False,False,35.479,"LINESTRING (136.991761 34.919099, 136.9918485 34.9187881)",,,,,
122091915,unclassified,False,True,62.427,"LINESTRING (136.991761 34.919099, 136.9916079 34.9196462)",,,,,
122092235,unclassified,False,False,78.679,"LINESTRING (136.991761 34.919099, 136.9909143 34.9189624)",,,,,
122092318,unclassified,False,True,84.00999999999999,"LINESTRING (136.991761 34.919099, 136.9924539 34.9192583, 136.9925261 34.9194128)",,,,,
122092572,unclassified,False,False,133.456,"LINESTRING (136.983125 34.9191396, 136.9845829 34.9190326)",,,,,
122092600,unclassified,False,True,46.746,"LINESTRING (136.983125 34.9191396, 136.9831499 34.9195595)",,,,,
122092587,tertiary,False,False,60.910000000000004,"LINESTRING (136.9931593 34.9192382, 136.99265 34.919378, 136.9925261 34.9194128)",,,,,
375625927,tertiary,False,False,123.625,"LINESTRING (136.9931593 34.9192382, 136.9933457 34.9185902, 136.9934625 34.9181546)",295,,,,
375625927,tertiary,False,True,233.032,"LINESTRING (136.9931593 34.9192382, 136.9930882 34.91947, 136.9928736 34.9201245, 136.9927277 34.9206453, 136.9926782 34.9212886)",295,,,,
122092412,unclassified,False,False,37.309,"LINESTRING (136.9863251 34.9194758, 136.9862721 34.9198085)",,,,,
122092605,unclassified,False,False,41.523,"LINESTRING (136.9863251 34.9194758, 136.9867769 34.9195228)",,,,,
572402441,residential,False,True,44.659,"LINESTRING (136.9863251 34.9194758, 136.9858504 34.9193768)",,,,,
122092686,unclassified,False,True,104.771,"LINESTRING (136.9863251 34.9194758, 136.9864506 34.9189129, 136.9865439 34.9185509)",,,,,
122092318,unclassified,False,False,84.00999999999999,"LINESTRING (136.9925261 34.9194128, 136.9924539 34.9192583, 136.991761 34.919099)",,,,,
122092587,tertiary,False,True,60.910000000000004,"LINESTRING (136.9925261 34.9194128, 136.99265 34.919378, 136.9931593 34.9192382)",,,,,
122092624,tertiary,False,False,87.654,"LINESTRING (136.9925261 34.9194128, 136.991836 34.919584, 136.9916079 34.9196462)",,,,,
122091905,unclassified,False,False,116.84,"LINESTRING (136.9844278 34.9194809, 136.9831499 34.9195595)",,,,,
122092174,tertiary,False,True,149.652,"LINESTRING (136.9844278 34.9194809, 136.9841262 34.9200139, 136.9832068 34.9200955)",,,,,
122092428,tertiary,False,False,52.016,"LINESTRING (136.9844278 34.9194809, 136.9845265 34.9192707, 136.9845829 34.9190326)",,,,,
122092148,unclassified,False,True,90.147,"LINESTRING (136.9867769 34.9195228, 136.986931 34.918722)",,,,,
122092605,unclassified,False,True,41.523,"LINESTRING (136.9867769 34.9195228, 136.9863251 34.9194758)",,,,,
122093215,unclassified,False,False,21.846,"LINESTRING (136.9867769 34.9195228, 136.9869991 34.9195963)",,,,,
122091905,unclassified,False,True,116.84,"LINESTRING (136.9831499 34.9195595, 136.9844278 34.9194809)",,,,,
122092090,unclassified,False,True,59.826,"LINESTRING (136.9831499 34.9195595, 136.9832068 34.9200955)",,,,,
122092600,unclassified,False,False,46.746,"LINESTRING (136.9831499 34.9195595, 136.983125 34.9191396)",,,,,
122091736,unclassified,False,False,90.274,"LINESTRING (136.9916079 34.9196462, 136.991597 34.920458)",,,,,
122091915,unclassified,False,False,62.427,"LINESTRING (136.9916079 34.9196462, 136.991761 34.919099)",,,,,
122092987,tertiary,False,True,87.53,"LINESTRING (136.9916079 34.9196462, 136.9906817 34.9198533)",,,,,
122092624,tertiary,False,True,87.654,"LINESTRING (136.9916079 34.9196462, 136.991836 34.919584, 136.9925261 34.9194128)",,,,,
122092301,unclassified,False,True,82.83,"LINESTRING (136.9902848 34.9199717, 136.9894305 34.9202251)",,,,,
122092688,unclassified,False,False,38.508,"LINESTRING (136.9902848 34.9199717, 136.9906817 34.9198533)",,,,,
375633988,unclassified,False,True,58.659,"LINESTRING (136.9902848 34.9199717, 136.9901702 34.9194526)",,,,,
122092160,tertiary,False,False,68.737,"LINESTRING (136.9906817 34.9198533, 136.9906928 34.9204714)",,,,,
122092688,unclassified,False,True,38.508,"LINESTRING (136.9906817 34.9198533, 136.9902848 34.9199717)",,,,,
122092987,tertiary,False,False,87.53,"LINESTRING (136.9906817 34.9198533, 136.9916079 34.9196462)",,,,,
122093017,tertiary,False,False,101.308,"LINESTRING (136.9906817 34.9198533, 136.9909143 34.9189624)",,,,,
122092090,unclassified,False,False,59.826,"LINESTRING (136.9832068 34.9200955, 136.9831499 34.9195595)",,,,,
122092174,tertiary,False,False,149.652,"LINESTRING (136.9832068 34.9200955, 136.9841262 34.9200139, 136.9844278 34.9194809)",,,,,
122093316,tertiary,False,False,117.339,"LINESTRING (136.9832068 34.9200955, 136.9832318 34.9203993, 136.9832619 34.9205156, 136.983331 34.9205941, 136.983468 34.9206799, 136.983643 34.9207629, 136.983881 34.9208807)",,,,,
122092301,unclassified,False,False,82.83,"LINESTRING (136.9894305 34.9202251, 136.9902848 34.9199717)",,,,,
375633987,unclassified,False,True,7.585,"LINESTRING (136.9894305 34.9202251, 136.9893479 34.9202332)",,,,,
122092331,unclassified,False,True,92.208,"LINESTRING (136.9894305 34.9202251, 136.9894335 34.9206506, 136.9895458 34.9210437)",,,,,
122093371,unclassified,False,True,8.606,"LINESTRING (136.986181 34.920215, 136.9861437 34.9202861)",,,,,
525859316,residential,False,False,36.601,"LINESTRING (136.986181 34.920215, 136.9865273 34.9203815)",,,,,
"[122093371, 122092412]",unclassified,False,"[False, True]",45.982,"LINESTRING (136.986181 34.920215, 136.986253 34.919928, 136.9862721 34.9198085)",,,,,
122091822,tertiary,False,False,18.822,"LINESTRING (136.9906928 34.9204714, 136.9906867 34.9206406)",,,,,
122092160,tertiary,False,True,68.737,"LINESTRING (136.9906928 34.9204714, 136.9906817 34.9198533)",,,,,
122092542,unclassified,False,False,82.453,"LINESTRING (136.9906928 34.9204714, 136.991597 34.920458)",,,,,
122091736,unclassified,False,True,90.274,"LINESTRING (136.991597 34.920458, 136.9916079 34.9196462)",,,,,
122092542,unclassified,False,True,82.453,"LINESTRING (136.991597 34.920458, 136.9906928 34.9204714)",,,,,
122092570,unclassified,False,False,31.869,"LINESTRING (136.991597 34.920458, 136.9915979 34.9207446)",,,,,
609593492,primary,False,False,169.657,"LINESTRING (136.9879373 34.920404, 136.987843 34.9188802)",46,2,西尾知多線,,
609593492,primary,False,True,21.649,"LINESTRING (136.9879373 34.920404, 136.9879624 34.9205976)",46,2,西尾知多線,,
122093215,unclassified,False,True,127.89099999999999,"LINESTRING (136.9879373 34.920404, 136.98783 34.920315, 136.9875945 34.9199787, 136.9874961 34.9198689, 136.9873888 34.9197766, 136.9872829 34.9196902, 136.9869991 34.9195963)",,,,,
122091745,tertiary,False,False,85.411,"LINESTRING (136.9906867 34.9206406, 136.9907138 34.9214084)",,,,,
122091755,unclassified,False,False,113.266,"LINESTRING (136.9906867 34.9206406, 136.9895458 34.9210437)",,,,,
122091822,tertiary,False,True,18.822,"LINESTRING (136.9906867 34.9206406, 136.9906928 34.9204714)",,,,,
122093371,unclassified,False,True,30.897,"LINESTRING (136.985949 34.920593, 136.9857395 34.9208114)",,,,,
122093371,unclassified,False,False,38.546,"LINESTRING (136.985949 34.920593, 136.986072 34.920423, 136.9861437 34.9202861)",,,,,
525859314,residential,False,False,19.575,"LINESTRING (136.985949 34.920593, 136.9860914 34.9205994, 136.9861624 34.9205892)",,,,,
122092275,unclassified,False,False,35.808,"LINESTRING (136.983881 34.9208807, 136.9835529 34.9210577)",,,,,
122092654,tertiary,False,False,55.934,"LINESTRING (136.983881 34.9208807, 136.9844642 34.9210368)",,,,,
122093316,tertiary,False,True,117.339,"LINESTRING (136.983881 34.9208807, 136.983643 34.9207629, 136.983468 34.9206799, 136.983331 34.9205941, 136.9832619 34.9205156, 136.9832318 34.9203993, 136.9832068 34.9200955)",,,,,
122093401,unclassified,False,False,126.987,"LINESTRING (136.983881 34.9208807, 136.9841345 34.9205887, 136.9844803 34.9198582)",,,,,
122091755,unclassified,False,True,113.266,"LINESTRING (136.9895458 34.9210437, 136.9906867 34.9206406)",,,,,
375633994,unclassified,False,True,92.925,"LINESTRING (136.9895458 34.9210437, 136.9897135 34.921868)",,,,,
122092331,unclassified,False,False,92.208,"LINESTRING (136.9895458 34.9210437, 136.9894335 34.9206506, 136.9894305 34.9202251)",,,,,
122093371,unclassified,False,False,30.897,"LINESTRING (136.9857395 34.9208114, 136.985949 34.920593)",,,,,
122093371,unclassified,False,True,73.68700000000001,"LINESTRING (136.9857395 34.9208114, 136.9853865 34.9211486, 136.9852815 34.9212016, 136.9851402 34.9212192)",,,,,
525859312,residential,False,True,46.343,"LINESTRING (136.9857395 34.9208114, 136.9860182 34.9210313, 136.9861089 34.9210976)",,,,,
122092654,tertiary,False,True,64.885,"LINESTRING (136.9851402 34.9212192, 136.9844642 34.9210368)",,,,,
122091533,primary,False,False,112.637,"LINESTRING (136.9851402 34.9212192, 136.9849386 34.9213517, 136.9841042 34.9217685)",50,,名古屋碧南線,,
122091533,primary,False,True,127.504,"LINESTRING (136.9851402 34.9212192, 136.9852227 34.9211093, 136.9852665 34.9209827, 136.9852783 34.9208246, 136.9853061 34.9206348, 136.9853465 34.920472, 136.9854965 34.9201227)",50,,名古屋碧南線,,
122093117,tertiary,False,False,72.42500000000001,"LINESTRING (136.9851402 34.9212192, 136.9852535 34.9212793, 136.985335 34.9213747, 136.9855127 34.9217731)",,,,,
122093371,unclassified,False,False,73.68700000000001,"LINESTRING (136.9851402 34.9212192, 136.9852815 34.9212016, 136.9853865 34.9211486, 136.9857395 34.9208114)",,,,,
122091798,tertiary,False,False,76.974,"LINESTRING (136.993521 34.9213293, 136.9926782 34.9212886)",,,,,
122092010,tertiary,False,False,46.527,"LINESTRING (136.993521 34.9213293, 136.9940304 34.9213543)",,,,yes,
122093170,unclassified,False,True,118.70400000000001,"LINESTRING (136.993521 34.9213293, 136.9935313 34.9217026, 136.9935121 34.9220055, 136.993531 34.9222529, 136.9935031 34.922394)",,,,,
122092010,tertiary,False,True,46.527,"LINESTRING (136.9940304 34.9213543, 136.993521 34.9213293)",,,,yes,
122092464,residential,False,False,61.607,"LINESTRING (136.9940304 34.9213543, 136.994046 34.9219082)",,,,,
122092319,unclassified,False,False,133.436,"LINESTRING (136.9915999 34.9213919, 136.9915919 34.9225919)",,,,,
122092447,unclassified,False,True,80.809,"LINESTRING (136.9915999 34.9213919, 136.9907138 34.9214084)",,,,,
122092570,unclassified,False,True,71.977,"LINESTRING (136.9915999 34.9213919, 136.9915979 34.9207446)",,,,,
122092509,unclassified,False,False,99.026,"LINESTRING (136.9915999 34.9213919, 136.992419 34.921325, 136.9926782 34.9212886)",,,,,
122091745,tertiary,False,True,85.411,"LINESTRING (136.9907138 34.9214084, 136.9906867 34.9206406)",,,,,
122092447,unclassified,False,False,80.809,"LINESTRING (136.9907138 34.9214084, 136.9915999 34.9213919)",,,,,
122092975,tertiary,False,False,8.664,"LINESTRING (136.9907138 34.9214084, 136.9907156 34.9214863)",,,,,
122093117,tertiary,False,True,16.13,"LINESTRING (136.9855657 34.9219115, 136.9855127 34.9217731)",,,,,
122093358,unclassified,False,False,92.793,"LINESTRING (136.9855657 34.9219115, 136.9849146 34.9225529)",,,,,
122091648,unclassified,False,False,244.416,"LINESTRING (136.9855657 34.9219115, 136.9862143 34.9215968, 136.9865196 34.9213912, 136.9865705 34.9213569, 136.986769 34.9212939, 136.9870265 34.9212648, 136.9876289 34.9212319, 136.9880159 34.9211946)",,,,,
122091693,tertiary,False,False,121.34,"LINESTRING (136.9855657 34.9219115, 136.9856298 34.922039, 136.9859362 34.9225149, 136.986169 34.9228836)",,,,,
122091821,residential,False,True,50.259,"LINESTRING (136.994046 34.9219082, 136.9940571 34.9223601)",,,,,
122092464,residential,False,True,61.607,"LINESTRING (136.994046 34.9219082, 136.9940304 34.9213543)",,,,,
122091533,primary,False,False,6.317,"LINESTRING (136.9833231 34.9222079, 136.9832675 34.9222418)",50,,名古屋碧南線,,
122091533,primary,False,True,86.364,"LINESTRING (136.9833231 34.9222079, 136.9841042 34.9217685)",50,,名古屋碧南線,,
