osmid,lanes,highway,oneway,reversed,length,geometry,ref,name,bridge
52067567,2,tertiary,False,False,40.262,"LINESTRING (136.6091709 36.5230626, 136.6093281 36.5230548, 136.6096206 36.5230401)",,,
372855288,2,tertiary,False,False,102.049,"LINESTRING (136.6091709 36.5230626, 136.6089838 36.5230726, 136.6080335 36.5231445)",,,
709185385,2,tertiary,False,True,23.691000000000003,"LINESTRING (136.6091709 36.5230626, 136.609163 36.5229444, 136.6091556 36.5228499)",,,
709185385,2,tertiary,False,True,118.578,"LINESTRING (136.608779 36.5172125, 136.6091273 36.5161835)",,,
"[110917824, 41657106]",,unclassified,False,"[False, True]",178.617,"LINESTRING (136.608779 36.5172125, 136.6089207 36.5172001, 136.6099571 36.517145, 136.6100507 36.5171414, 136.6107714 36.5170874)",,,
604518501,,tertiary,False,True,55.705999999999996,"LINESTRING (136.608779 36.5172125, 136.6086342 36.5172235, 136.6081578 36.517254)",,,
709185385,2,tertiary,False,False,148.684,"LINESTRING (136.608779 36.5172125, 136.6087217 36.5173922, 136.608696 36.5175857, 136.6086787 36.5178941, 136.608731 36.5183773, 136.6087486 36.51854)",,,
117438579,,residential,False,False,45.373,"LINESTRING (136.6124943 36.5157412, 136.6129992 36.5156983)",,,
596961298,2,secondary,False,False,61.193,"LINESTRING (136.6124943 36.5157412, 136.6124391 36.5162334, 136.6124328 36.5162893)",179,石川県道179号野々市鶴来線,
107063402,,unclassified,False,False,25.353,"LINESTRING (136.6126207 36.520002, 136.6129013 36.5199683)",,,
596961298,2,secondary,False,True,35.721,"LINESTRING (136.6126207 36.520002, 136.6125598 36.5196845)",179,石川県道179号野々市鶴来線,
596961298,2,secondary,False,False,19.299,"LINESTRING (136.6126207 36.520002, 136.6126281 36.5200613, 136.6126483 36.5201741)",179,石川県道179号野々市鶴来線,
596961298,2,secondary,False,False,42.701,"LINESTRING (136.6132818 36.5224021, 136.6133246 36.5225205, 136.6134266 36.522768)",179,石川県道179号野々市鶴来線,
596961298,2,secondary,False,True,131.99,"LINESTRING (136.6132818 36.5224021, 136.613232 36.5222791, 136.6129261 36.5212504)",179,石川県道179号野々市鶴来線,
709185408,2,tertiary,False,False,93.69999999999999,"LINESTRING (136.6132818 36.5224021, 136.6134265 36.522374, 136.6136482 36.5223127, 136.6139004 36.5222548, 136.6142084 36.5221779, 136.6142865 36.5221624)",,,
709185408,2,tertiary,False,True,96.229,"LINESTRING (136.6132818 36.5224021, 136.6131677 36.5224278, 136.6123385 36.5226162, 136.6122456 36.5226377)",,,
76536932,,tertiary,False,False,111.16,"LINESTRING (136.6044007 36.5189434, 136.6044332 36.5185906, 136.6044967 36.5179467)",,,
76536932,,tertiary,False,True,170.128,"LINESTRING (136.6044007 36.5189434, 136.6043132 36.5197878, 136.604252 36.5204687)",,,
372856585,,tertiary,False,False,46.937,"LINESTRING (136.6044007 36.5189434, 136.6045201 36.5189422, 136.6049259 36.5189381)",,,
114273900,,unclassified,False,False,48.343,"LINESTRING (136.6081311 36.5185647, 136.60809 36.5181312)",,,
