osmid,highway,oneway,reversed,length,lanes,maxspeed,ref,name,geometry,bridge,est_width
115469811,unclassified,False,True,39.099,,,,,"LINESTRING (139.6694686 35.7141404, 139.669272 35.7144537)",,
223297352,unclassified,False,False,25.514,2,30,,,"LINESTRING (139.6694686 35.7141404, 139.669267 35.7139796)",,
223297352,unclassified,False,True,26.306,2,30,,,"LINESTRING (139.6694686 35.7141404, 139.669678 35.7143049)",,
105613894,secondary,False,True,9.059,4,40,420,中野通り,"LINESTRING (139.6662416 35.7142804, 139.6663088 35.7143409)",,
53446165,tertiary,False,True,39.503,2,,,新井天神通り,"LINESTRING (139.6662416 35.7142804, 139.6661362 35.7143811, 139.6659581 35.714551)",,
105613894,secondary,False,True,55.227,4,40,420,中野通り,"LINESTRING (139.6686816 35.7166027, 139.6689637 35.7170434)",,
105613894,secondary,False,False,68.522,4,40,420,中野通り,"LINESTRING (139.6686816 35.7166027, 139.6686348 35.7165303, 139.6685954 35.7164694, 139.6684939 35.7163344, 139.6682473 35.716101)",,
105735638,tertiary,False,False,55.741,,,,,"LINESTRING (139.6686816 35.7166027, 139.6687538 35.7165814, 139.6692619 35.7164315)",,
105735638,tertiary,False,True,93.19200000000001,,,,,"LINESTRING (139.6686816 35.7166027, 139.6685903 35.7166309, 139.6680256 35.7168056, 139.6679465 35.7168281, 139.667866 35.7168442, 139.6677791 35.7168578, 139.6677044 35.7168635)",,
49590477,tertiary,False,False,22.75,2,40,,,"LINESTRING (139.663554 35.7170973, 139.6638024 35.7170629)",,
49590478,unclassified,False,True,188.665,,,,平和公園通り,"LINESTRING (139.663554 35.7170973, 139.6635235 35.7168012, 139.6633799 35.7154065)",,
115469549,unclassified,True,False,54.932,,,,,"LINESTRING (139.6642714 35.7171366, 139.6642664 35.7176306)",,
145524131,unclassified,False,False,72.584,,,,,"LINESTRING (139.6642714 35.7171366, 139.6645739 35.7165318)",,
268469351,tertiary,False,False,9.23,2,40,,,"LINESTRING (139.6642714 35.7171366, 139.6643706 35.7171165)",,
268469351,tertiary,False,True,43.127,2,40,,,"LINESTRING (139.6642714 35.7171366, 139.6638024 35.7170629)",,
53446169,unclassified,True,False,61.543,,,,,"LINESTRING (139.6677044 35.7168635, 139.6677817 35.7174134)",,
268469351,tertiary,False,True,30.196,2,40,,,"LINESTRING (139.6677044 35.7168635, 139.6673702 35.7168744)",,
105735638,tertiary,False,False,93.19200000000001,,,,,"LINESTRING (139.6677044 35.7168635, 139.6677791 35.7168578, 139.667866 35.7168442, 139.6679465 35.7168281, 139.6680256 35.7168056, 139.6685903 35.7166309, 139.6686816 35.7166027)",,
49590478,unclassified,False,False,22.323,,,,平和公園通り,"LINESTRING (139.6632371 35.7138488, 139.6632555 35.714049)",,
155397628,residential,False,False,82.76700000000001,,,,,"LINESTRING (139.6632371 35.7138488, 139.6627682 35.7138509, 139.6623363 35.7138693, 139.6623222 35.7138742)",,
75950004,unclassified,True,False,19.86,,,,,"LINESTRING (139.6634909 35.7186596, 139.6632718 35.7186436)",,
49590480,unclassified,True,False,127.31,,,,平和公園通り,"LINESTRING (139.6634909 35.7186596, 139.6634382 35.7183806, 139.6634115 35.7181625, 139.6634138 35.7179061, 139.6634829 35.7175231)",,
53446274,residential,True,False,80.401,,,,,"LINESTRING (139.663522 35.7187823, 139.664412 35.7188085)",,
"[49590480, 66987457, 265037372]",unclassified,True,False,13.956999999999999,,,,"['平和公園通り', '新道橋']","LINESTRING (139.663522 35.7187823, 139.663516 35.7187667, 139.6634971 35.718675, 139.6634909 35.7186596)",yes,
105735641,residential,True,False,13.602,,,,,"LINESTRING (139.664412 35.7188085, 139.6643343 35.7189133)",,
53446274,residential,True,False,161.521,,,,,"LINESTRING (139.664412 35.7188085, 139.6644898 35.7188085, 139.6645716 35.7187922, 139.6646484 35.7187687, 139.6647401 35.7187286, 139.6648376 35.7186498, 139.6649116 35.7185512, 139.6649603 35.7184231, 139.664991 35.7182995, 139.6650074 35.7182716, 139.6650827 35.7181576, 139.6651859 35.7180694, 139.665486 35.7178692, 139.6655716 35.7178198)",,
193497506,residential,False,False,26.196,,,,,"LINESTRING (139.6594356 35.7159477, 139.6595345 35.7157677, 139.6595651 35.7157383)",,
94100579,unclassified,False,False,43.344,,,,上高田本通り,"LINESTRING (139.6690359 35.7151668, 139.6685989 35.7153282)",,
94100579,unclassified,False,True,43.982,,,,上高田本通り,"LINESTRING (139.6690359 35.7151668, 139.6694672 35.7149829)",,
49901676,unclassified,False,False,82.652,,,,,"LINESTRING (139.6674737 35.715386, 139.6673988 35.7154637, 139.6672589 35.7155397, 139.6672313 35.7155798, 139.6671563 35.7159619, 139.667155 35.716037)",,
94100579,unclassified,False,True,60.369,,,,上高田本通り,"LINESTRING (139.6674737 35.715386, 139.6675391 35.7153482, 139.667615 35.7153044, 139.6681101 35.7153149)",,
105613894,secondary,False,False,83.57300000000001,4,40,420,中野通り,"LINESTRING (139.6674737 35.715386, 139.6671989 35.7151527, 139.6668409 35.7148375)",,
105613894,secondary,False,True,105.847,4,40,420,中野通り,"LINESTRING (139.6674737 35.715386, 139.6675435 35.7154556, 139.6676468 35.7155586, 139.6682473 35.716101)",,
94100579,unclassified,False,False,44.155,,,,上高田本通り,"LINESTRING (139.6685989 35.7153282, 139.6681101 35.7153149)",,
94100579,unclassified,False,True,43.344,,,,上高田本通り,"LINESTRING (139.6685989 35.7153282, 139.6690359 35.7151668)",,
115470053,unclassified,True,False,42.519,,,,,"LINESTRING (139.6685989 35.7153282, 139.6687973 35.715675)",,3.0m〜5.5m
75950026,residential,True,False,72.63300000000001,,,,,"LINESTRING (139.6608928 35.7170913, 139.6607855 35.7169998, 139.6606112 35.7169062, 139.6603236 35.7168219, 139.6602692 35.7167988, 139.6602101 35.7167643)",,
