osmid,highway,oneway,reversed,length,geometry,lanes,name,maxspeed,tunnel,ref
113448246,residential,False,False,44.489,"LINESTRING (139.6242242 36.0004147, 139.6237839 36.0002325)",,,,,
113448246,residential,False,True,16.201,"LINESTRING (139.6242242 36.0004147, 139.6243467 36.0003079)",,,,,
452044007,residential,False,True,99.656,"LINESTRING (139.6242242 36.0004147, 139.6236273 36.0011697)",,,,,
113448228,unclassified,False,False,25.683,"LINESTRING (139.6245673 35.9972395, 139.6243731 35.9970702)",,,,,
1128188863,residential,False,False,26.121,"LINESTRING (139.6245673 35.9972395, 139.6246929 35.9970277)",,,,,
113448228,unclassified,False,True,61.861000000000004,"LINESTRING (139.6245673 35.9972395, 139.6247371 35.9974574, 139.6248694 35.9977363)",,,,,
113446790,residential,False,True,21.994,"LINESTRING (139.625442 35.9966596, 139.6253246 35.9968331)",,,,,
"[113446824, 113447244]",residential,False,False,79.945,"LINESTRING (139.625442 35.9966596, 139.6256998 35.9967738, 139.6257774 35.9966632, 139.6259933 35.9963553)",,,,,
113446824,residential,False,True,62.205,"LINESTRING (139.625442 35.9966596, 139.6252373 35.9965689, 139.6248356 35.9963908)",,,,,
113446704,residential,False,False,32.194,"LINESTRING (139.6265748 35.9975878, 139.6262637 35.9974447)",,,,,
113446704,residential,False,True,18.774,"LINESTRING (139.6265748 35.9975878, 139.6267595 35.9976664)",,,,,
113449834,residential,False,True,35.884,"LINESTRING (139.6265748 35.9975878, 139.6267877 35.9973149)",,,,,
113446589,unclassified,False,True,48.152,"LINESTRING (139.6199073 36.0036033, 139.6201455 36.0032155)",,,,,
113446620,unclassified,False,False,33.3,"LINESTRING (139.6199073 36.0036033, 139.620231 36.0037486)",,,,,
113449949,unclassified,False,True,10.43,"LINESTRING (139.6199073 36.0036033, 139.6198055 36.0035584)",,,,,
113447661,tertiary,False,False,57.47800000000001,"LINESTRING (139.6214669 36.0022838, 139.621263 36.002104, 139.6212051 36.0020656, 139.6210021 36.001931)",2,,,,
"[113448188, 113447182]",tertiary,False,False,77.12,"LINESTRING (139.6214669 36.0022838, 139.62178 36.0024911, 139.6221783 36.0026652)",2,,,,
113449577,tertiary,False,False,124.889,"LINESTRING (139.6214669 36.0022838, 139.62164 36.0019931, 139.6216988 36.001899, 139.6220864 36.0012787)",,柴　小貝戸線,,,
113446704,residential,False,False,73.256,"LINESTRING (139.6274667 35.997993, 139.6267595 35.9976664)",,,,,
113447535,residential,False,False,48.466,"LINESTRING (139.6274667 35.997993, 139.6271961 35.9983699)",,,,,
113447535,residential,False,True,32.093,"LINESTRING (139.6274667 35.997993, 139.6277081 35.9977805)",,,,,
113446613,tertiary,False,False,15.763,"LINESTRING (139.6197606 35.9978449, 139.6198437 35.9977201)",2,中央駅通線,,,
113447924,unclassified,False,False,44.252,"LINESTRING (139.6197606 35.9978449, 139.6201743 35.9980602)",,,,,
113446613,tertiary,False,True,92.777,"LINESTRING (139.6197606 35.9978449, 139.6197032 35.9979226, 139.6192313 35.998561)",2,中央駅通線,,,
113447535,residential,False,True,48.466,"LINESTRING (139.6271961 35.9983699, 139.6274667 35.997993)",,,,,
113449647,unclassified,False,False,55.34700000000001,"LINESTRING (139.6271961 35.9983699, 139.6270402 35.9983194, 139.6268322 35.9983089, 139.6265933 35.9983098)",,,,,
113449647,unclassified,False,True,50.413000000000004,"LINESTRING (139.6271961 35.9983699, 139.6273054 35.9984564, 139.6273801 35.9985045, 139.6274154 35.9985272, 139.6276178 35.9985827, 139.6276682 35.9985965)",,,,,
113449450,residential,False,False,47.783,"LINESTRING (139.6204104 36.0011583, 139.6208969 36.0013308)",,,,,
113449450,residential,False,True,47.483,"LINESTRING (139.6204104 36.0011583, 139.619927 36.0009868)",,,,,
