osmid,highway,oneway,reversed,length,lanes,ref,name,bridge,geometry,maxspeed,est_width
120504653,unclassified,False,True,9.91,,,,,"LINESTRING (131.2453758 33.9519463, 131.245414 33.9520296)",,
"[359302592, 189476372, 189476374]",trunk,True,False,78.591,3,190,国道190号,yes,"LINESTRING (131.2453758 33.9519463, 131.2455458 33.9518339, 131.2458802 33.9516157, 131.2459931 33.9515398, 131.2460441 33.9515079)",,
120502033,unclassified,True,False,52.616,,,,,"LINESTRING (131.244062 33.9536558, 131.2439434 33.9536146, 131.2436699 33.9535325, 131.2435665 33.9534412)",,
343115093,tertiary,True,False,92.751,,,平和通り（シンボルロード）,,"LINESTRING (131.244062 33.9536558, 131.2438879 33.9539952, 131.2437535 33.9542806, 131.2436823 33.9544281)",,
755592112,tertiary,True,False,13.44,,,,,"LINESTRING (131.2446991 33.952265, 131.2446474 33.952378)",,
225764492,trunk_link,True,False,31.707,,,,,"LINESTRING (131.2446991 33.952265, 131.2446662 33.9522417, 131.2446205 33.9522263, 131.2445635 33.9522155, 131.2445075 33.9522126, 131.2444431 33.9522124, 131.2443716 33.9522207)",,
710853760,trunk,True,False,47.694,3,190,国道190号,,"LINESTRING (131.2446991 33.952265, 131.2448778 33.9522085, 131.2450332 33.9521398, 131.24516 33.9520737)",,
"[120501032, 120504731]",unclassified,False,False,89.232,,,,,"LINESTRING (131.2453492 33.9518289, 131.2452665 33.9516887, 131.2451788 33.951492, 131.2450252 33.9511618, 131.2449893 33.9510846)",,
224639166,trunk_link,True,False,77.84700000000001,,,,,"LINESTRING (131.2453492 33.9518289, 131.2451205 33.9519779, 131.2448478 33.9521227, 131.2448054 33.952149, 131.2447708 33.9521773, 131.2447423 33.9522081, 131.2446991 33.952265)",,
359302598,trunk,True,False,100.754,3,190,国道190号,,"LINESTRING (131.2453492 33.9518289, 131.245134 33.9518875, 131.2449273 33.9520005, 131.244814 33.9520582, 131.2446988 33.9521128, 131.2445801 33.9521596, 131.2444842 33.9521906, 131.2443716 33.9522207)",,
359302592,trunk,True,False,24.431,3,190,国道190号,,"LINESTRING (131.24516 33.9520737, 131.2453758 33.9519463)",,
120508652,tertiary,False,False,10.059,,,,,"LINESTRING (131.2494467 33.9493259, 131.2495089 33.9494002)",,
120508652,tertiary,False,True,9.682,,,,,"LINESTRING (131.2494467 33.9493259, 131.2493868 33.9492544)",,
