osmid,oneway,lanes,ref,name,highway,access,reversed,length,maxspeed,geometry,bridge
885505238,True,3,15,第一京浜,trunk,yes,False,13.793,,"LINESTRING (139.7441781 35.6452173, 139.7442922 35.6452997)",
176663527,True,2,301,白山祝田田町線,primary,,False,225.036,50,"LINESTRING (139.7441781 35.6452173, 139.7442014 35.6454018, 139.7442433 35.6457543, 139.7442694 35.6459589, 139.7443018 35.6462186, 139.7444086 35.6470592, 139.744429 35.6472308)",
265345998,True,3,15,第一京浜,trunk,yes,False,78.855,50,"LINESTRING (139.7446455 35.645517, 139.7453369 35.6459497)",
993380117,False,,,,unclassified,,True,13.45,,"LINESTRING (139.7409267 35.640175, 139.7407889 35.6402207)",
993380118,True,3,15,第一京浜,trunk,yes,False,30.362000000000002,,"LINESTRING (139.7409267 35.640175, 139.7408941 35.6401074, 139.7407954 35.6399237)",
993380117,False,,,,unclassified,,False,13.45,,"LINESTRING (139.7407889 35.6402207, 139.7409267 35.640175)",
993380116,True,3,15,第一京浜,trunk,yes,False,30.499000000000002,,"LINESTRING (139.7407889 35.6402207, 139.7408347 35.6403033, 139.7409075 35.6404772)",
1056765436,False,,,,unclassified,,False,61.163,20,"LINESTRING (139.7407889 35.6402207, 139.7407052 35.6402414, 139.7406124 35.6402515, 139.7401174 35.6402731)",
95225958,False,2,,,tertiary,,True,8.238,,"LINESTRING (139.7399256 35.6464828, 139.7399994 35.6464393)",
95225958,False,2,,,tertiary,,False,102.923,,"LINESTRING (139.7399256 35.6464828, 139.739858 35.6465194, 139.7389532 35.6469647)",
265346005,True,2,1,桜田通り,trunk,yes,False,40.211999999999996,,"LINESTRING (139.7399256 35.6464828, 139.7399988 35.6465844, 139.7401448 35.6467975)",
160704720,True,,,,residential,,False,91.67099999999999,,"LINESTRING (139.7394399 35.6456576, 139.7395091 35.6456172, 139.73993 35.6454048, 139.7396561 35.6451314)",
280300628,True,2,1,桜田通り,trunk,yes,False,32.844,,"LINESTRING (139.7394399 35.6456576, 139.7393963 35.645623, 139.7393472 35.6455914, 139.7391494 35.6454811)",
75534035,False,,,,tertiary,,False,7.182,,"LINESTRING (139.7387321 35.6452628, 139.7386858 35.6453153)",
280300628,True,2,1,桜田通り,trunk,yes,False,36.83,,"LINESTRING (139.7387321 35.6452628, 139.7385851 35.6451783, 139.7383954 35.6450762)",
120481712,False,,,,residential,,True,41.861999999999995,,"LINESTRING (139.7363184 35.647406, 139.7362218 35.6474285, 139.7359403 35.6474684, 139.7358642 35.6474782)",
"[176743562, 885505246]",True,"['2', '3']",301,白山祝田田町線,primary,,False,135.992,50,"LINESTRING (139.7445028 35.6469191, 139.7444486 35.6465122, 139.7443409 35.6457032)",
4853665,True,1,,,trunk_link,yes,False,38.818,,"LINESTRING (139.7443409 35.6457032, 139.7444151 35.6455759, 139.7444339 35.6455552, 139.7444647 35.6455362, 139.7444905 35.645526, 139.744519 35.6455189, 139.744551 35.6455142, 139.7445831 35.6455121, 139.7446455 35.645517)",
265345999,True,3,301,白山祝田田町線,primary,,False,45.089,50,"LINESTRING (139.7443409 35.6457032, 139.7443167 35.6455269, 139.7443048 35.6454401, 139.7442922 35.6452997)",
258834798,False,,415,伊皿子坂,secondary,,False,20.11,40,"LINESTRING (139.7386239 35.6399993, 139.7385991 35.6400424, 139.7385902 35.6400578, 139.738515 35.6401567)",
258834798,False,,415,伊皿子坂,secondary,,True,86.02000000000001,40,"LINESTRING (139.7386239 35.6399993, 139.7386448 35.6399414, 139.7386528 35.6398772, 139.7386114 35.639633, 139.7385993 35.6395359, 139.7385502 35.6392339)",
24413503,False,,,二本榎通り,tertiary,,False,100.522,40,"LINESTRING (139.7378552 35.6409376, 139.7377789 35.6408536, 139.7376217 35.6406805, 139.737452 35.640471, 139.7373943 35.6404128, 139.737383 35.6404014, 139.737224 35.6402974, 139.7371489 35.6402482)",
59340211,False,,415,魚籃坂,secondary,,False,78.381,,"LINESTRING (139.7378552 35.6409376, 139.7378159 35.6409971, 139.7377371 35.6411165, 139.7376172 35.6413077, 139.7374658 35.6415673)",
258834798,False,,415,伊皿子坂,secondary,,True,63.808,40,"LINESTRING (139.7378552 35.6409376, 139.7379172 35.6408702, 139.7382463 35.64046)",
280300633,False,2,,聖坂,tertiary,,True,88.316,30,"LINESTRING (139.7378552 35.6409376, 139.7379282 35.6410215, 139.7381663 35.6412949, 139.7383024 35.6414513, 139.7383159 35.6414696, 139.7384068 35.6415928)",
59340211,False,,415,魚籃坂,secondary,,False,186.615,,"LINESTRING (139.7374658 35.6415673, 139.7374026 35.6416886, 139.7371556 35.6421665, 139.7370278 35.642426, 139.7368073 35.6428769, 139.7366921 35.6431232)",
59340211,False,,415,魚籃坂,secondary,,True,78.381,,"LINESTRING (139.7374658 35.6415673, 139.7376172 35.6413077, 139.7377371 35.6411165, 139.7378159 35.6409971, 139.7378552 35.6409376)",
160703992,False,,,,residential,,False,62.694,,"LINESTRING (139.7374658 35.6415673, 139.7375343 35.6415968, 139.7379442 35.6417736, 139.7380723 35.6418404)",
1033208678,False,,415,魚籃坂,secondary,,False,9.117,,"LINESTRING (139.7363679 35.6439, 139.7363316 35.6439765)",
