osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,bridge,tunnel
1161397941,206,中尊寺通り,secondary,False,True,74.895,"LINESTRING (141.1170261 38.9902542, 141.1170902 38.9909259)",,,
109407091,,,unclassified,False,False,267.86400000000003,"LINESTRING (141.1170261 38.9902542, 141.1170872 38.9902319, 141.1173205 38.9897071, 141.1174777 38.9893881, 141.1175364 38.9893623, 141.1178128 38.9890749, 141.1178967 38.989057, 141.118204 38.9890543, 141.118447 38.9892173, 141.1187489 38.9894106, 141.1189743 38.9894799)",,,
1161397941,206,中尊寺通り,secondary,False,False,200.31099999999998,"LINESTRING (141.1170261 38.9902542, 141.1169637 38.9899493, 141.1169432 38.9898738, 141.116906 38.9896331, 141.1167927 38.9884633)",,,
68014496,31,平泉厳美渓線,primary,False,False,94.882,"LINESTRING (141.1167549 38.9881088, 141.1156587 38.9880628)",,,
1161397941,206,中尊寺通り,secondary,False,True,39.554,"LINESTRING (141.1167549 38.9881088, 141.1167927 38.9884633)",,,
109408265,,,tertiary,False,True,99.13600000000001,"LINESTRING (141.1167549 38.9881088, 141.1167468 38.9879552, 141.1167249 38.9877858, 141.1166838 38.9876102, 141.1166422 38.9874773, 141.1165641 38.9872324)",,,
931883500,303,平泉停車場線,secondary,True,False,90.48499999999999,"LINESTRING (141.1167549 38.9881088, 141.1167991 38.9881497, 141.1168612 38.9881811, 141.1169882 38.9881806, 141.1171389 38.9881772, 141.1171814 38.9881435, 141.1171911 38.9881071, 141.1171784 38.9880734, 141.1171379 38.9880436, 141.1169879 38.9880449, 141.1168726 38.9880488, 141.1168085 38.9880558, 141.1167549 38.9881088)",,,
1161397941,206,中尊寺通り,secondary,False,False,39.554,"LINESTRING (141.1167927 38.9884633, 141.1167549 38.9881088)",,,
109407296,,,unclassified,False,True,108.405,"LINESTRING (141.1167927 38.9884633, 141.1164324 38.9884873, 141.11554 38.9884707)",,,
1161397941,206,中尊寺通り,secondary,False,True,200.31099999999998,"LINESTRING (141.1167927 38.9884633, 141.116906 38.9896331, 141.1169432 38.9898738, 141.1169637 38.9899493, 141.1170261 38.9902542)",,,
68014496,31,平泉厳美渓線,primary,False,True,94.882,"LINESTRING (141.1156587 38.9880628, 141.1167549 38.9881088)",,,
479272145,300,三日町瀬原線,secondary,False,False,46.502,"LINESTRING (141.1156587 38.9880628, 141.11554 38.9884707)",2,,
610530232,300,三日町瀬原線,secondary,False,True,73.883,"LINESTRING (141.1156587 38.9880628, 141.1158454 38.9874144)",2,,
610530233,31,平泉厳美渓線,primary,False,False,89.272,"LINESTRING (141.1156587 38.9880628, 141.1146269 38.988026)",2,,
109408877,,,unclassified,False,True,49.099,"LINESTRING (141.1149411 38.9904585, 141.1143893 38.9903535)",,,
479272145,300,三日町瀬原線,secondary,False,True,113.701,"LINESTRING (141.1149411 38.9904585, 141.1152235 38.9894598)",2,,
109407454,,,residential,False,True,10.199,"LINESTRING (141.1163377 38.9821956, 141.1162209 38.9822086)",,,
"[479272144, 532483329, 889224308]",300,三日町瀬原線,secondary,False,False,348.964,"LINESTRING (141.1163377 38.9821956, 141.1163861 38.9831188, 141.1164082 38.9838925, 141.1163911 38.9843204, 141.1163512 38.9848639, 141.1163143 38.9852433, 141.1163027 38.9853303)",2,yes,
610530233,31,平泉厳美渓線,primary,False,True,89.272,"LINESTRING (141.1146269 38.988026, 141.1156587 38.9880628)",2,,
