osmid,highway,oneway,reversed,length,maxspeed,geometry,lanes,ref,name,bridge
182799640,tertiary,False,False,61.074,,"LINESTRING (133.9488524 34.4903968, 133.9488431 34.490946)",,,,
182799640,tertiary,False,True,45.116,,"LINESTRING (133.9488524 34.4903968, 133.9488593 34.4899911)",,,,
182800160,unclassified,False,True,129.608,,"LINESTRING (133.9488524 34.4903968, 133.9487935 34.4903957, 133.9474386 34.4903704)",,,,
182799152,unclassified,False,False,48.163,,"LINESTRING (133.9463371 34.4904801, 133.9462533 34.4909077)",,,,
182799152,unclassified,False,True,45.28,,"LINESTRING (133.9463371 34.4904801, 133.9464159 34.4900781)",,,,
182799700,unclassified,False,False,100.513,,"LINESTRING (133.9463371 34.4904801, 133.9474333 34.4905078)",,,,
182799696,unclassified,False,False,46.27,,"LINESTRING (133.9474333 34.4905078, 133.9474171 34.4909237)",,,,
182799696,unclassified,False,True,15.286,,"LINESTRING (133.9474333 34.4905078, 133.9474386 34.4903704)",,,,
182799700,unclassified,False,True,100.513,,"LINESTRING (133.9474333 34.4905078, 133.9463371 34.4904801)",,,,
182799524,unclassified,False,False,82.687,,"LINESTRING (133.9420442 34.49054, 133.9419096 34.4912753)",,,,
182799921,unclassified,False,False,41.821,,"LINESTRING (133.9420442 34.49054, 133.9424927 34.4906093)",,,,
182799524,unclassified,False,True,34.594,,"LINESTRING (133.9420442 34.49054, 133.9420504 34.4905105, 133.9421068 34.4902332)",,,,
182799921,unclassified,False,True,121.44300000000001,,"LINESTRING (133.9420442 34.49054, 133.9416042 34.4904702, 133.9415255 34.4904578, 133.9414529 34.4904389, 133.9411644 34.4903441, 133.9410025 34.4903148, 133.9409433 34.4903087, 133.9408969 34.4903364, 133.9408316 34.4904266)",,,,
182799921,unclassified,False,False,41.054,,"LINESTRING (133.9424927 34.4906093, 133.9429318 34.4906823)",,,,
182799921,unclassified,False,True,41.821,,"LINESTRING (133.9424927 34.4906093, 133.9420442 34.49054)",,,,
383093218,residential,False,False,81.364,,"LINESTRING (133.9424927 34.4906093, 133.9423406 34.4913302)",,,,
"[182799921, 182799247]",unclassified,False,"[False, True]",132.847,,"LINESTRING (133.9443598 34.4908854, 133.9443158 34.4908743, 133.9430013 34.4906939, 133.9429318 34.4906823)",,,,
"[182798867, 182799142, 182799247]",unclassified,False,True,16.477,,"LINESTRING (133.9443598 34.4908854, 133.9443971 34.490891, 133.9444783 34.4908949, 133.9445388 34.4908963)",,,,yes
182800142,residential,False,False,109.417,,"LINESTRING (133.9443598 34.4908854, 133.9443659 34.4908543, 133.9445461 34.4901945, 133.9446654 34.4899364)",,,,
182800142,residential,False,True,151.688,,"LINESTRING (133.9443598 34.4908854, 133.9443536 34.4909269, 133.9442666 34.491576, 133.9441049 34.4922319)",,,,
182799142,unclassified,False,True,46.649,,"LINESTRING (133.9445388 34.4908963, 133.9450478 34.4908963)",,,,
"[182798867, 182799142, 182799247]",unclassified,False,False,16.477,,"LINESTRING (133.9445388 34.4908963, 133.9444783 34.4908949, 133.9443971 34.490891, 133.9443598 34.4908854)",,,,yes
182800631,unclassified,False,True,169.005,,"LINESTRING (133.9445388 34.4908963, 133.9445448 34.4908565, 133.944557 34.490808, 133.944699 34.490258, 133.944959 34.4898215, 133.9450018 34.4897165, 133.9450235 34.4894462)",,,,
182801358,unclassified,False,False,182.266,,"LINESTRING (133.9445388 34.4908963, 133.944532 34.490937, 133.9444344 34.491558, 133.9442587 34.4924423, 133.9442481 34.4925176)",,,,
182799152,unclassified,False,True,48.163,,"LINESTRING (133.9462533 34.4909077, 133.9463371 34.4904801)",,,,
182799152,unclassified,False,False,68.309,,"LINESTRING (133.9462533 34.4909077, 133.9461623 34.4914245, 133.9461422 34.4915151)",,,,
182799392,unclassified,False,False,58.788000000000004,,"LINESTRING (133.9462533 34.4909077, 133.9456966 34.4908978, 133.945612 34.4908963)",,,,
182799613,unclassified,False,True,106.67599999999999,,"LINESTRING (133.9462533 34.4909077, 133.9464216 34.49091, 133.9474171 34.4909237)",,,,
182799640,tertiary,False,False,57.282,,"LINESTRING (133.9488431 34.490946, 133.9488344 34.4914611)",,,,
182799640,tertiary,False,True,61.074,,"LINESTRING (133.9488431 34.490946, 133.9488524 34.4903968)",,,,
182798773,unclassified,False,False,130.714,,"LINESTRING (133.9488431 34.490946, 133.9487758 34.4909449, 133.9474171 34.4909237)",,,,
182799357,unclassified,False,True,87.343,,"LINESTRING (133.9488431 34.490946, 133.9489242 34.4909471, 133.9496988 34.490959, 133.9497921 34.4909366)",,,,
182799696,unclassified,False,True,46.27,,"LINESTRING (133.9474171 34.4909237, 133.9474333 34.4905078)",,,,
182798773,unclassified,False,True,130.714,,"LINESTRING (133.9474171 34.4909237, 133.9487758 34.4909449, 133.9488431 34.490946)",,,,
182799613,unclassified,False,False,106.67599999999999,,"LINESTRING (133.9474171 34.4909237, 133.9464216 34.49091, 133.9462533 34.4909077)",,,,
182799696,unclassified,False,False,57.349999999999994,,"LINESTRING (133.9474171 34.4909237, 133.9474043 34.4912545, 133.9473971 34.4914392)",,,,
182799516,unclassified,False,True,132.809,,"LINESTRING (133.9406365 34.49075, 133.9412252 34.4916036, 133.9414196 34.4917432)",,,,
182799921,unclassified,False,False,41.089,,"LINESTRING (133.9406365 34.49075, 133.9406892 34.4907201, 133.9407347 34.4905988, 133.9408316 34.4904266)",,,,
182799696,unclassified,False,False,16.443,,"LINESTRING (133.9473971 34.4914392, 133.9473914 34.491587)",,,,
182799394,unclassified,False,False,131.748,,"LINESTRING (133.9473971 34.4914392, 133.9487567 34.4914599, 133.9488344 34.4914611)",,,,
182799696,unclassified,False,True,57.349999999999994,,"LINESTRING (133.9473971 34.4914392, 133.9474043 34.4912545, 133.9474171 34.4909237)",,,,
182799640,tertiary,False,False,55.125,,"LINESTRING (133.9488344 34.4914611, 133.9488261 34.4919568)",,,,
182799640,tertiary,False,True,57.282,,"LINESTRING (133.9488344 34.4914611, 133.9488431 34.490946)",,,,
182799394,unclassified,False,True,131.748,,"LINESTRING (133.9488344 34.4914611, 133.9487567 34.4914599, 133.9473971 34.4914392)",,,,
182798980,unclassified,False,True,114.766,,"LINESTRING (133.9473914 34.491587, 133.9461422 34.4915151)",,,,
182798981,unclassified,False,False,38.402,,"LINESTRING (133.9473914 34.491587, 133.9473789 34.4919322)",,,,
182799696,unclassified,False,True,16.443,,"LINESTRING (133.9473914 34.491587, 133.9473971 34.4914392)",,,,
182799516,unclassified,False,False,132.809,,"LINESTRING (133.9414196 34.4917432, 133.9412252 34.4916036, 133.9406365 34.49075)",,,,
182799516,unclassified,False,True,37.025999999999996,,"LINESTRING (133.9414196 34.4917432, 133.9415169 34.4917674, 133.9418063 34.4918396)",,,,
"[182799201, 182799659]",unclassified,False,True,20.048000000000002,,"LINESTRING (133.9414196 34.4917432, 133.9414516 34.4918488, 133.9414899 34.4919129)",,,,yes
182798981,unclassified,False,True,38.402,,"LINESTRING (133.9473789 34.4919322, 133.9473914 34.491587)",,,,
182799022,unclassified,False,False,51.117,,"LINESTRING (133.9473789 34.4919322, 133.9473587 34.4923916)",,,,
182800212,unclassified,False,True,132.66,,"LINESTRING (133.9473789 34.4919322, 133.9487384 34.4919553, 133.9488261 34.4919568)",,,,
182799640,tertiary,False,False,57.405,,"LINESTRING (133.9488261 34.4919568, 133.9488173 34.492473)",,,,
182799640,tertiary,False,True,55.125,,"LINESTRING (133.9488261 34.4919568, 133.9488344 34.4914611)",,,,
182799578,unclassified,False,True,89.262,,"LINESTRING (133.9488261 34.4919568, 133.9489041 34.4919577, 133.9496899 34.4919665, 133.9497997 34.4919598)",,,,
182800212,unclassified,False,False,132.66,,"LINESTRING (133.9488261 34.4919568, 133.9487384 34.4919553, 133.9473789 34.4919322)",,,,
134874631,trunk,False,True,25.375,,"LINESTRING (133.9408422 34.4922503, 133.9409979 34.492439)",2,430,国道430号,
182799022,unclassified,False,True,51.117,,"LINESTRING (133.9473587 34.4923916, 133.9473789 34.4919322)",,,,
182799993,unclassified,False,True,83.096,,"LINESTRING (133.9473587 34.4923916, 133.9464538 34.4923446)",,,,
182799047,unclassified,False,False,73.321,,"LINESTRING (133.9473587 34.4923916, 133.9473374 34.4929872, 133.9473351 34.4930507)",,,,
182800161,unclassified,False,True,133.982,,"LINESTRING (133.9473587 34.4923916, 133.9487194 34.4924675, 133.9488173 34.492473)",,,,
182800026,tertiary,False,False,32.881,,"LINESTRING (133.9425609 34.4926394, 133.9424537 34.4929216)",,,,
182798735,unclassified,False,False,106.257,,"LINESTRING (133.9425609 34.4926394, 133.942621 34.4926535, 133.9436761 34.4929008)",,,,
182798735,unclassified,False,True,52.357,,"LINESTRING (133.9425609 34.4926394, 133.9420954 34.4925371, 133.9420084 34.4925545)",,,,
182800026,tertiary,False,True,52.586,,"LINESTRING (133.9425609 34.4926394, 133.942693 34.4922032, 133.9427005 34.4921807)",,,,
182799640,tertiary,False,True,57.405,,"LINESTRING (133.9488173 34.492473, 133.9488261 34.4919568)",,,,
182799640,tertiary,False,False,71.406,,"LINESTRING (133.9488173 34.492473, 133.9488079 34.4930385, 133.9488065 34.4931151)",,,,
182800161,unclassified,False,False,133.982,,"LINESTRING (133.9488173 34.492473, 133.9487194 34.4924675, 133.9473587 34.4923916)",,,,
182798879,tertiary,False,False,15.95,,"LINESTRING (133.9418853 34.4924531, 133.9420084 34.4925545)",,,,
182799287,unclassified,False,False,70.533,,"LINESTRING (133.9418853 34.4924531, 133.9416304 34.4921682, 133.9415018 34.4919345, 133.9414899 34.4919129)",,,,
182799855,tertiary,False,False,81.348,,"LINESTRING (133.9418853 34.4924531, 133.9411336 34.4924383, 133.9409979 34.492439)",,,,
182798879,tertiary,False,True,57.721,,"LINESTRING (133.9424537 34.4929216, 133.9420084 34.4925545)",,,,
182799000,tertiary,False,False,48.975,,"LINESTRING (133.9424537 34.4929216, 133.9423291 34.4933499)",,,,
182800026,tertiary,False,True,32.881,,"LINESTRING (133.9424537 34.4929216, 133.9425609 34.4926394)",,,,
182799017,residential,False,True,55.277,,"LINESTRING (133.9494635 34.4931995, 133.9490072 34.4933722, 133.9489162 34.4934084)",,,,
182799531,residential,False,False,66.464,,"LINESTRING (133.9494635 34.4931995, 133.950026 34.4929899, 133.950128 34.4929609)",,,,
182799663,residential,False,True,60.003,,"LINESTRING (133.9494635 34.4931995, 133.9497073 34.493632, 133.9497393 34.4936889)",,,,
182799000,tertiary,False,True,48.975,,"LINESTRING (133.9423291 34.4933499, 133.9424537 34.4929216)",,,,
135028908,trunk,False,False,103.255,,"LINESTRING (133.9423291 34.4933499, 133.9424768 34.4933798, 133.9426769 34.4934025, 133.9434486 34.4934332)",4,30;430,国道30号,
135028908,trunk,False,True,39.678,,"LINESTRING (133.9423291 34.4933499, 133.9421172 34.4932844, 133.9419324 34.4932082)",4,30;430,国道30号,
182801407,unclassified,False,True,57.209,,"LINESTRING (133.9423291 34.4933499, 133.942309 34.4934189, 133.9423156 34.4938624)",,,,
182799128,unclassified,False,False,20.221,,"LINESTRING (133.9406427 34.493574, 133.9408211 34.493467)",,,,
135028908,trunk,False,True,17.194,,"LINESTRING (133.9453122 34.4935087, 133.9451248 34.4935014)",4,30;430,国道30号,
135028908,trunk,False,False,92.978,,"LINESTRING (133.9453122 34.4935087, 133.9453578 34.4935105, 133.9463256 34.4935482)",4,30;430,国道30号,
182799329,unclassified,False,True,55.293,,"LINESTRING (133.9453122 34.4935087, 133.9453077 34.4935722, 133.9452767 34.4940051)",,,,
135028908,trunk,False,True,24.407,,"LINESTRING (133.9483784 34.4936354, 133.9481124 34.4936247)",4,30;430,国道30号,
135028908,trunk,False,False,57.922,,"LINESTRING (133.9483784 34.4936354, 133.9488113 34.4936526, 133.9490097 34.4936602)",4,30;430,国道30号,
182801217,residential,False,False,39.556,,"LINESTRING (133.9483784 34.4936354, 133.9483911 34.4937065, 133.9483986 34.4937484, 133.9485117 34.4939712)",,,,
182798899,unclassified,False,False,53.787,,"LINESTRING (133.9423156 34.4938624, 133.9429019 34.4938844)",,,,
182801407,unclassified,False,False,57.209,,"LINESTRING (133.9423156 34.4938624, 133.942309 34.4934189, 133.9423291 34.4933499)",,,,
182801550,unclassified,False,True,136.85,,"LINESTRING (133.9423156 34.4938624, 133.942321 34.4939675, 133.9424781 34.4942456, 133.9425475 34.4943565, 133.9426167 34.4944245, 133.9431376 34.4948511)",,,,
182798899,unclassified,False,False,49.896,,"LINESTRING (133.9429019 34.4938844, 133.9434458 34.4939044)",,,,
182798899,unclassified,False,True,53.787,,"LINESTRING (133.9429019 34.4938844, 133.9423156 34.4938624)",,,,
182801400,unclassified,False,False,73.889,,"LINESTRING (133.9429019 34.4938844, 133.9429377 34.4939841, 133.9430676 34.4941929, 133.9433395 34.4944295)",,,,
182798899,unclassified,False,True,49.896,,"LINESTRING (133.9434458 34.4939044, 133.9429019 34.4938844)",,,,
182800632,unclassified,False,False,37.311,,"LINESTRING (133.9434458 34.4939044, 133.9437195 34.4941528)",,,,
182798899,unclassified,False,False,74.001,,"LINESTRING (133.9434458 34.4939044, 133.9435273 34.4939055, 133.9442527 34.4939291)",,,,
182800870,unclassified,False,True,52.396,,"LINESTRING (133.9434458 34.4939044, 133.9434489 34.4934973, 133.9434486 34.4934332)",,,,
182798899,unclassified,False,True,74.001,,"LINESTRING (133.9442527 34.4939291, 133.9435273 34.4939055, 133.9434458 34.4939044)",,,,
182800819,unclassified,False,False,61.214999999999996,,"LINESTRING (133.9442527 34.4939291, 133.9439717 34.4935191, 133.9439237 34.49345)",,,,
182800819,unclassified,False,True,30.069000000000003,,"LINESTRING (133.9442527 34.4939291, 133.9443439 34.4940435, 133.9444429 34.4941492)",,,,
182799669,unclassified,False,True,74.688,,"LINESTRING (133.9444628 34.4939708, 133.9452767 34.4940051)",,,,
182800319,unclassified,False,True,101.562,,"LINESTRING (133.9444628 34.4939708, 133.9446212 34.4941323, 133.9452088 34.4946456)",,,,
182801192,unclassified,False,False,65.691,,"LINESTRING (133.9444628 34.4939708, 133.9442653 34.4937364, 133.9441598 34.493577, 133.9441258 34.4935253, 133.9441083 34.4934619)",,,,
182799398,unclassified,False,True,56.194,,"LINESTRING (133.9452767 34.4940051, 133.9452478 34.4945099)",,,,
182799669,unclassified,False,False,74.688,,"LINESTRING (133.9452767 34.4940051, 133.9444628 34.4939708)",,,,
182799669,unclassified,False,True,45.943,,"LINESTRING (133.9452767 34.4940051, 133.9457775 34.4940238)",,,,
182799329,unclassified,False,False,55.293,,"LINESTRING (133.9452767 34.4940051, 133.9453077 34.4935722, 133.9453122 34.4935087)",,,,
182798767,unclassified,False,False,125.741,,"LINESTRING (133.9462822 34.4940427, 133.9461838 34.4951706)",,,,
182799669,unclassified,False,False,46.301,,"LINESTRING (133.9462822 34.4940427, 133.9457775 34.4940238)",,,,
182799669,unclassified,False,True,85.545,,"LINESTRING (133.9462822 34.4940427, 133.9472141 34.4940868)",,,,
182798988,unclassified,False,False,55.129999999999995,,"LINESTRING (133.9462822 34.4940427, 133.9463196 34.493616, 133.9463256 34.4935482)",,,,
182799669,unclassified,False,False,85.545,,"LINESTRING (133.9472141 34.4940868, 133.9462822 34.4940427)",,,,
182801283,unclassified,False,False,55.43599999999999,,"LINESTRING (133.9472141 34.4940868, 133.9472235 34.4940325, 133.9472676 34.4936823, 133.9472711 34.4936576, 133.9472805 34.4935913)",,,,
182801336,unclassified,False,True,155.55200000000002,,"LINESTRING (133.9472141 34.4940868, 133.9472057 34.4941347, 133.9467673 34.4945288, 133.9466002 34.4948352, 133.946273 34.4951028, 133.9461838 34.4951706)",,,,
182798780,unclassified,False,True,46.47,,"LINESTRING (133.9437195 34.4941528, 133.9433395 34.4944295)",,,,
182800632,unclassified,False,False,44.953,,"LINESTRING (133.9437195 34.4941528, 133.9440652 34.4944396)",,,,
182800632,unclassified,False,True,37.311,,"LINESTRING (133.9437195 34.4941528, 133.9434458 34.4939044)",,,,
182800819,unclassified,False,True,89.741,,"LINESTRING (133.9444429 34.4941492, 133.9451218 34.4947308)",,,,
383093220,residential,False,True,47.338,,"LINESTRING (133.9444429 34.4941492, 133.9440652 34.4944396)",,,,
182800819,unclassified,False,False,30.069000000000003,,"LINESTRING (133.9444429 34.4941492, 133.9443439 34.4940435, 133.9442527 34.4939291)",,,,
182798909,unclassified,False,False,43.828,,"LINESTRING (133.9500733 34.4944021, 133.9505515 34.4944068)",,,,
182799480,residential,False,False,85.007,,"LINESTRING (133.9500733 34.4944021, 133.9497759 34.4937671, 133.9497393 34.4936889)",,,,
182800224,unclassified,False,True,63.027,,"LINESTRING (133.9500733 34.4944021, 133.9496722 34.4944096, 133.9494078 34.4945006)",,,,
182799623,unclassified,False,True,64.426,,"LINESTRING (133.9494078 34.4945006, 133.949153 34.4939606)",,,,
182799946,unclassified,False,True,95.13,,"LINESTRING (133.9494078 34.4945006, 133.949721 34.4946261, 133.9498064 34.494683, 133.9502349 34.4950051)",,,,
182800224,unclassified,False,False,63.027,,"LINESTRING (133.9494078 34.4945006, 133.9496722 34.4944096, 133.9500733 34.4944021)",,,,
182801217,residential,False,True,55.191,,"LINESTRING (133.9494078 34.4945006, 133.9493781 34.4945247, 133.9488837 34.494704, 133.9488758 34.4946885)",,,,
182798780,unclassified,False,False,46.47,,"LINESTRING (133.9433395 34.4944295, 133.9437195 34.4941528)",,,,
182799552,unclassified,False,False,19.678,,"LINESTRING (133.9433395 34.4944295, 133.9434861 34.4945588)",,,,
182801400,unclassified,False,True,73.889,,"LINESTRING (133.9433395 34.4944295, 133.9430676 34.4941929, 133.9429377 34.4939841, 133.9429019 34.4938844)",,,,
182799519,unclassified,False,True,45.568,,"LINESTRING (133.9434861 34.4945588, 133.9431376 34.4948511)",,,,
182799552,unclassified,False,False,26.515,,"LINESTRING (133.9434861 34.4945588, 133.9436907 34.4947274)",,,,
182799552,unclassified,False,True,19.678,,"LINESTRING (133.9434861 34.4945588, 133.9433395 34.4944295)",,,,
182799641,unclassified,False,True,64.132,,"LINESTRING (133.9452088 34.4946456, 133.9457006 34.4950559)",,,,
182799398,unclassified,False,False,15.776,,"LINESTRING (133.9452088 34.4946456, 133.9452437 34.4945808, 133.9452478 34.4945099)",,,,
182800319,unclassified,False,False,101.562,,"LINESTRING (133.9452088 34.4946456, 133.9446212 34.4941323, 133.9444628 34.4939708)",,,,
182798983,unclassified,False,False,45.879,,"LINESTRING (133.9451218 34.4947308, 133.9447657 34.4950208)",,,,
182799342,unclassified,False,True,103.154,,"LINESTRING (133.9451218 34.4947308, 133.9459112 34.4953921)",,,,
182800819,unclassified,False,False,89.741,,"LINESTRING (133.9451218 34.4947308, 133.9444429 34.4941492)",,,,
182798774,unclassified,False,True,51.746,,"LINESTRING (133.9431376 34.4948511, 133.9435275 34.4951877)",,,,
182799519,unclassified,False,False,45.568,,"LINESTRING (133.9431376 34.4948511, 133.9434861 34.4945588)",,,,
182801550,unclassified,False,False,136.85,,"LINESTRING (133.9431376 34.4948511, 133.9426167 34.4944245, 133.9425475 34.4943565, 133.9424781 34.4942456, 133.942321 34.4939675, 133.9423156 34.4938624)",,,,
182798782,unclassified,False,False,28.934,,"LINESTRING (133.9502349 34.4950051, 133.9505505 34.4950122)",,,,
182798922,unclassified,False,True,39.906,,"LINESTRING (133.9502349 34.4950051, 133.9505515 34.4952515)",,,,
182799946,unclassified,False,False,95.13,,"LINESTRING (133.9502349 34.4950051, 133.9498064 34.494683, 133.949721 34.4946261, 133.9494078 34.4945006)",,,,
182798983,unclassified,False,False,46.589,,"LINESTRING (133.9447657 34.4950208, 133.9444041 34.4953153)",,,,
182798983,unclassified,False,True,45.879,,"LINESTRING (133.9447657 34.4950208, 133.9451218 34.4947308)",,,,
182799508,unclassified,False,True,102.64,,"LINESTRING (133.9447657 34.4950208, 133.9455508 34.4956791)",,,,
182800632,unclassified,False,True,91.093,,"LINESTRING (133.9447657 34.4950208, 133.9440652 34.4944396)",,,,
182798767,unclassified,False,True,125.741,,"LINESTRING (133.9461838 34.4951706, 133.9462822 34.4940427)",,,,
182800339,unclassified,False,True,22.544,,"LINESTRING (133.9461838 34.4951706, 133.9460046 34.4953095)",,,,
182801336,unclassified,False,False,155.552,,"LINESTRING (133.9461838 34.4951706, 133.946273 34.4951028, 133.9466002 34.4948352, 133.9467673 34.4945288, 133.9472057 34.4941347, 133.9472141 34.4940868)",,,,
182798774,unclassified,False,False,51.746,,"LINESTRING (133.9435275 34.4951877, 133.9431376 34.4948511)",,,,
182799254,unclassified,False,False,38.21,,"LINESTRING (133.9435275 34.4951877, 133.943427 34.4955212)",,,,
182800795,unclassified,False,False,66.568,,"LINESTRING (133.9435275 34.4951877, 133.9440409 34.4956112)",,,,
182798922,unclassified,False,False,39.906,,"LINESTRING (133.9505515 34.4952515, 133.9502349 34.4950051)",,,,
182799121,unclassified,False,True,26.609,,"LINESTRING (133.9505515 34.4952515, 133.9505505 34.4950122)",,,,
182799874,unclassified,False,True,22.683,,"LINESTRING (133.9505515 34.4952515, 133.9507273 34.4953951)",,,,
182799641,unclassified,False,False,39.64,,"LINESTRING (133.9460046 34.4953095, 133.9457006 34.4950559)",,,,
182800339,unclassified,False,False,22.544,,"LINESTRING (133.9460046 34.4953095, 133.9461838 34.4951706)",,,,
182800339,unclassified,False,True,12.555,,"LINESTRING (133.9460046 34.4953095, 133.9459586 34.4953502, 133.9459112 34.4953921)",,,,
182798983,unclassified,False,False,46.803,,"LINESTRING (133.9444041 34.4953153, 133.9440409 34.4956112)",,,,
182798983,unclassified,False,True,46.589,,"LINESTRING (133.9444041 34.4953153, 133.9447657 34.4950208)",,,,
182799552,unclassified,False,True,92.455,,"LINESTRING (133.9444041 34.4953153, 133.9436907 34.4947274)",,,,
182799552,unclassified,False,False,91.024,,"LINESTRING (133.9444041 34.4953153, 133.9450603 34.495865, 133.9451039 34.495896)",,,,
182801727,unclassified,False,True,58.028,,"LINESTRING (133.942014 34.495428, 133.9421046 34.4954692, 133.9421854 34.4955176, 133.9423564 34.4956188, 133.9425432 34.4957135)",,,,
182799342,unclassified,False,False,103.154,,"LINESTRING (133.9459112 34.4953921, 133.9451218 34.4947308)",,,,
182800339,unclassified,False,True,20.325,,"LINESTRING (133.9459112 34.4953921, 133.9457517 34.4955191)",,,,
182800339,unclassified,False,False,12.555,,"LINESTRING (133.9459112 34.4953921, 133.9459586 34.4953502, 133.9460046 34.4953095)",,,,
182798870,unclassified,False,False,19.568,,"LINESTRING (133.943427 34.4955212, 133.9433732 34.4956915)",,,,
182799254,unclassified,False,True,38.21,,"LINESTRING (133.943427 34.4955212, 133.9435275 34.4951877)",,,,
182801727,unclassified,False,False,89.14099999999999,,"LINESTRING (133.943427 34.4955212, 133.9433787 34.4955403, 133.9433099 34.4956171, 133.9428379 34.4957606, 133.9426895 34.4957359, 133.9425432 34.4957135)",,,,
477987175,residential,False,True,149.471,,"LINESTRING (133.943427 34.4955212, 133.9432504 34.4954306, 133.9431096 34.4954394, 133.9429245 34.4953609, 133.9428213 34.4953189, 133.9427582 34.4952637, 133.9426362 34.4951907, 133.9424645 34.495288, 133.9420126 34.4950979)",,,,
182799508,unclassified,False,False,102.64,,"LINESTRING (133.9455508 34.4956791, 133.9447657 34.4950208)",,,,
182800339,unclassified,False,False,25.603,,"LINESTRING (133.9455508 34.4956791, 133.9457517 34.4955191)",,,,
182799975,unclassified,False,False,47.528999999999996,,"LINESTRING (133.9455508 34.4956791, 133.9452997 34.4958013, 133.9451039 34.495896)",,,,
182801727,unclassified,False,False,58.028000000000006,,"LINESTRING (133.9425432 34.4957135, 133.9423564 34.4956188, 133.9421854 34.4955176, 133.9421046 34.4954692, 133.942014 34.495428)",,,,
182801727,unclassified,False,True,89.14099999999999,,"LINESTRING (133.9425432 34.4957135, 133.9426895 34.4957359, 133.9428379 34.4957606, 133.9433099 34.4956171, 133.9433787 34.4955403, 133.943427 34.4955212)",,,,
477987177,residential,False,True,63.946,,"LINESTRING (133.9425432 34.4957135, 133.9425644 34.4959164, 133.9425577 34.4960667, 133.9425081 34.496196, 133.9424893 34.49628)",,,,
182798983,unclassified,False,False,46.978,,"LINESTRING (133.9440409 34.4956112, 133.9436762 34.4959081)",,,,
182798983,unclassified,False,True,46.803,,"LINESTRING (133.9440409 34.4956112, 133.9444041 34.4953153)",,,,
182800795,unclassified,False,False,78.976,,"LINESTRING (133.9440409 34.4956112, 133.9446503 34.4961134)",,,,
182800795,unclassified,False,True,66.568,,"LINESTRING (133.9440409 34.4956112, 133.9435275 34.4951877)",,,,
182798870,unclassified,False,True,19.568,,"LINESTRING (133.9433732 34.4956915, 133.943427 34.4955212)",,,,
182799210,unclassified,False,True,36.758,,"LINESTRING (133.9433732 34.4956915, 133.9436762 34.4959081)",,,,
182801464,unclassified,False,False,38.853,,"LINESTRING (133.9433732 34.4956915, 133.9432475 34.4960252)",,,,
182799404,unclassified,False,False,41.16,,"LINESTRING (133.950881 34.4957297, 133.9513301 34.495734)",,,,
182799874,unclassified,False,False,41.739999999999995,,"LINESTRING (133.950881 34.4957297, 133.9508387 34.495486, 133.9507273 34.4953951)",,,,
182801464,unclassified,False,True,38.853,,"LINESTRING (133.9432475 34.4960252, 133.9433732 34.4956915)",,,,
182801464,unclassified,False,False,35.534000000000006,,"LINESTRING (133.9432475 34.4960252, 133.943257 34.4961008, 133.9433033 34.4961828, 133.9434376 34.4962886)",,,,
182799552,unclassified,False,True,91.024,,"LINESTRING (133.9451039 34.495896, 133.9450603 34.495865, 133.9444041 34.4953153)",,,,
182799975,unclassified,False,False,44.933,,"LINESTRING (133.9451039 34.495896, 133.9449204 34.4959875, 133.9446803 34.4960994)",,,,
182799975,unclassified,False,True,47.528999999999996,,"LINESTRING (133.9451039 34.495896, 133.9452997 34.4958013, 133.9455508 34.4956791)",,,,
477987188,residential,False,True,110.72300000000001,,"LINESTRING (133.9451039 34.495896, 133.9454076 34.4959197, 133.9455739 34.4959119, 133.9456476 34.4959175, 133.9456597 34.4959462, 133.9453928 34.4964126)",,,,
182798983,unclassified,False,True,46.978,,"LINESTRING (133.9436762 34.4959081, 133.9440409 34.4956112)",,,,
182799210,unclassified,False,False,36.758,,"LINESTRING (133.9436762 34.4959081, 133.9433732 34.4956915)",,,,
182799210,unclassified,False,True,66.40899999999999,,"LINESTRING (133.9436762 34.4959081, 133.9438118 34.4960125, 133.944218 34.4963046)",,,,
182799975,unclassified,False,False,38.751,,"LINESTRING (133.9446503 34.4961134, 133.9442785 34.4962794)",,,,
182799975,unclassified,False,True,3.159,,"LINESTRING (133.9446503 34.4961134, 133.9446803 34.4960994)",,,,
182800795,unclassified,False,True,78.976,,"LINESTRING (133.9446503 34.4961134, 133.9440409 34.4956112)",,,,
182799024,unclassified,False,False,6.212,,"LINESTRING (133.9442785 34.4962794, 133.944218 34.4963046)",,,,
182799975,unclassified,False,True,38.751,,"LINESTRING (133.9442785 34.4962794, 133.9446503 34.4961134)",,,,
182798406,unclassified,False,True,74.20299999999999,,"LINESTRING (133.9434376 34.4962886, 133.943672 34.496482, 133.943719 34.496498, 133.9437557 34.4965034, 133.9438032 34.496498, 133.9441008 34.4963592)",,,,
182801464,unclassified,False,True,35.534,,"LINESTRING (133.9434376 34.4962886, 133.9433033 34.4961828, 133.943257 34.4961008, 133.9432475 34.4960252)",,,,
182798406,unclassified,False,False,12.338,,"LINESTRING (133.944218 34.4963046, 133.9441008 34.4963592)",,,,
182799024,unclassified,False,True,6.212,,"LINESTRING (133.944218 34.4963046, 133.9442785 34.4962794)",,,,
182799210,unclassified,False,False,66.40899999999999,,"LINESTRING (133.944218 34.4963046, 133.9438118 34.4960125, 133.9436762 34.4959081)",,,,
