osmid,highway,oneway,reversed,length,ref,geometry,name,bridge,maxspeed
162371611,residential,False,False,61.39,,"LINESTRING (136.2288898 36.2142906, 136.2295616 36.2141856)",,,
162371611,residential,False,True,57.944,,"LINESTRING (136.2288898 36.2142906, 136.2282605 36.2144079)",,,
423307875,primary,False,False,73.53,9,"LINESTRING (136.2288898 36.2142906, 136.2287102 36.2136454)",,,
423307875,primary,False,True,86.783,9,"LINESTRING (136.2288898 36.2142906, 136.2290251 36.2148369, 136.22907 36.2150573)",,,
162368591,primary,False,True,35.348,9,"LINESTRING (136.2287102 36.2136454, 136.2290751 36.2135255)",芦原丸岡線,,
423307875,primary,False,True,73.53,9,"LINESTRING (136.2287102 36.2136454, 136.2288898 36.2142906)",,,
162371001,tertiary,False,True,50.41,,"LINESTRING (136.2287102 36.2136454, 136.228357 36.213782, 136.2282033 36.213841)",,,
"[423308220, 423308222]",residential,False,False,71.176,,"LINESTRING (136.2287102 36.2136454, 136.2286286 36.2134092, 136.2284928 36.2130298)",,,
162370599,tertiary,False,True,86.45500000000001,,"LINESTRING (136.2282036 36.2120878, 136.2280939 36.2121074, 136.2277996 36.2121599, 136.2272571 36.2122324)",,,
162372678,tertiary,False,True,51.281000000000006,,"LINESTRING (136.2282036 36.2120878, 136.2281153 36.2118546, 136.2279966 36.2116595)",,,
"[423308225, 423308217, 423308229]",tertiary_link,False,False,117.44,,"LINESTRING (136.2282036 36.2120878, 136.2282642 36.2120682, 136.2284478 36.212009, 136.2287286 36.2118672, 136.2289009 36.2118069, 136.2292794 36.2117073, 136.2293248 36.2116982, 136.2294061 36.2116894)",,,
423308226,residential,False,True,46.325,,"LINESTRING (136.2282036 36.2120878, 136.2282357 36.212193, 136.2283272 36.2124923)",,,
162368591,primary,False,False,98.38499999999999,9,"LINESTRING (136.2294061 36.2116894, 136.2293705 36.2119151, 136.2292675 36.2125671)",芦原丸岡線,,
162369397,tertiary,False,False,47.781,,"LINESTRING (136.2294061 36.2116894, 136.2295103 36.211822, 136.2296911 36.2120524)",,,
162375687,primary,False,False,51.465,9,"LINESTRING (136.2294061 36.2116894, 136.2294285 36.2116011, 136.2294747 36.2114181, 136.22957 36.2112488)",,,
