osmid,name,highway,oneway,reversed,length,ref,bridge,geometry,maxspeed
24259732,森川町１５号線,tertiary,False,False,65.459,,,"LINESTRING (140.5783384 42.1052939, 140.578632 42.104747)",
"[663448378, 558975158]",森停車場線,secondary,False,False,29.918,794,yes,"LINESTRING (140.5783384 42.1052939, 140.5782555 42.1054686, 140.578218 42.1055477)",
"[663448384, 663448385, 506585966]",森停車場線,secondary,False,True,199.595,794,yes,"LINESTRING (140.5783384 42.1052939, 140.5781036 42.1052257, 140.5779403 42.1051782, 140.5775074 42.1050187, 140.5769771 42.1047767, 140.576876 42.1047207, 140.5766951 42.1046131, 140.5763174 42.1043395)",
663449696,森砂原線,secondary,False,True,57.379000000000005,1028,,"LINESTRING (140.5783384 42.1052939, 140.5787253 42.1054086, 140.578983 42.1054877)",
24259732,森川町１５号線,tertiary,False,True,83.795,,,"LINESTRING (140.5805261 42.1015091, 140.5800972 42.1021922)",
238029276,森川町１号線,tertiary,False,True,121.18100000000001,,,"LINESTRING (140.5805261 42.1015091, 140.580707 42.1015841, 140.5807903 42.1016448, 140.5808308 42.1017253, 140.5808642 42.101925, 140.5808888 42.1022075, 140.5808998 42.1024139, 140.580901 42.1024865)",40
252487465,森川町１５号線,tertiary,False,True,100.112,,,"LINESTRING (140.5805261 42.1015091, 140.5802604 42.1014088, 140.5801699 42.1013565, 140.5801034 42.1013092, 140.5800511 42.1012609, 140.5800138 42.1012146, 140.5799644 42.1011318, 140.5798538 42.1008233)",40
252608280,御幸町８号線,residential,False,False,43.631,,,"LINESTRING (140.577238 42.1065248, 140.5775414 42.1068462)",
663448379,森停車場線,secondary,False,False,64.072,794,,"LINESTRING (140.577238 42.1065248, 140.5771721 42.1065586, 140.5765876 42.1068397)",
663448379,森停車場線,secondary,False,True,67.414,794,,"LINESTRING (140.577238 42.1065248, 140.5775595 42.1063586, 140.5776174 42.1063226, 140.5777352 42.1062467, 140.5778674 42.1061416)",
238029277,本町３号線,unclassified,False,False,121.07900000000001,,,"LINESTRING (140.5728594 42.1084651, 140.5727498 42.1082964, 140.5723576 42.1077922, 140.5723103 42.1077398, 140.5720597 42.1075632)",
285733727,霞台森停車場線,secondary,False,False,133.80800000000002,606,,"LINESTRING (140.5728594 42.1084651, 140.5725201 42.108527, 140.57227 42.1085707, 140.5719866 42.1086202, 140.5712797 42.1087381)",
663448379,森停車場線,secondary,False,True,29.388,794,,"LINESTRING (140.5728594 42.1084651, 140.5731114 42.1084202, 140.5732022 42.1083947)",
238029298,御幸町１０号線,unclassified,False,True,56.325,,,"LINESTRING (140.5778674 42.1061416, 140.5782328 42.1065695)",
663448379,森停車場線,secondary,False,False,67.414,794,,"LINESTRING (140.5778674 42.1061416, 140.5777352 42.1062467, 140.5776174 42.1063226, 140.5775595 42.1063586, 140.577238 42.1065248)",
663448379,森停車場線,secondary,False,True,51.161,794,,"LINESTRING (140.5778674 42.1061416, 140.5779662 42.1060407, 140.5781036 42.1058549, 140.5781678 42.105741)",
285733727,霞台森停車場線,secondary,False,True,133.80800000000002,606,,"LINESTRING (140.5712797 42.1087381, 140.5719866 42.1086202, 140.57227 42.1085707, 140.5725201 42.108527, 140.5728594 42.1084651)",
238029276,森川町１号線,tertiary,False,False,57.447,,,"LINESTRING (140.5826274 42.1055364, 140.5821497 42.1051605)",40
252487461,常盤町１号線,tertiary,False,False,125.13499999999999,,,"LINESTRING (140.5826274 42.1055364, 140.5819598 42.105776, 140.5812574 42.1060194)",30
252487461,常盤町１号線,tertiary,False,True,98.759,,,"LINESTRING (140.5801722 42.1063944, 140.5812574 42.1060194)",30
558985879,御幸町２号線,tertiary,False,False,40.818,,,"LINESTRING (140.5801722 42.1063944, 140.5797294 42.1065582)",30
663449696,森砂原線,secondary,False,True,56.944,1028,,"LINESTRING (140.5801722 42.1063944, 140.5805138 42.1068394)",
663449696,森砂原線,secondary,False,False,43.675,1028,,"LINESTRING (140.5801722 42.1063944, 140.5799532 42.1061696, 140.579862 42.1060761)",
26727988,森川町１号線,residential,False,True,76.595,,,"LINESTRING (140.5825278 42.1065971, 140.5825185 42.1072859)",
559004792,新川町３号線,unclassified,False,False,68.056,,,"LINESTRING (140.5825278 42.1065971, 140.581776 42.1068491)",
238029276,森川町１号線,tertiary,False,True,57.447,,,"LINESTRING (140.5821497 42.1051605, 140.5826274 42.1055364)",40
238029276,森川町１号線,tertiary,False,False,323.4360000000001,,,"LINESTRING (140.5821497 42.1051605, 140.581995 42.105048, 140.5818604 42.1049356, 140.5817736 42.1048564, 140.5816893 42.1047728, 140.581631 42.104684, 140.5815837 42.1045921, 140.581551 42.1044813, 140.5815483 42.104281, 140.5814805 42.10372, 140.5814413 42.1035076, 140.5813726 42.1033397, 140.5813421 42.1032853, 140.5811624 42.1030292, 140.5810947 42.1029278, 140.5810458 42.1028595, 140.5809973 42.1027625, 140.5809413 42.1026354, 140.580901 42.1024865)",40
238029300,森川町５号線,unclassified,False,True,107.04599999999999,,,"LINESTRING (140.5821497 42.1051605, 140.5817749 42.1052852, 140.5811203 42.1055145, 140.5809755 42.1055699)",
558993906,御幸町１号線,unclassified,False,False,61.259,,,"LINESTRING (140.5759705 42.1083436, 140.5766609 42.1081407)",30
558993906,御幸町１号線,unclassified,False,True,48.29,,,"LINESTRING (140.5759705 42.1083436, 140.5754263 42.1085036)",30
604473428,御幸町４号線,unclassified,False,True,50.086,,,"LINESTRING (140.5759705 42.1083436, 140.5757188 42.1079337)",30
559004792,新川町３号線,unclassified,False,True,91.149,,,"LINESTRING (140.580781 42.1072055, 140.581776 42.1068491)",
663449696,森砂原線,secondary,False,False,46.293,1028,,"LINESTRING (140.580781 42.1072055, 140.5805138 42.1068394)",
663448373,御幸町１号線,unclassified,False,True,46.075,,,"LINESTRING (140.580781 42.1072055, 140.580432 42.1073176, 140.5802574 42.1073441)",30
36823564,御幸町４号線,unclassified,False,False,63.485,,,"LINESTRING (140.5754552 42.1073973, 140.5757188 42.1079337)",30
663448379,森停車場線,secondary,False,True,61.525,794,,"LINESTRING (140.5754552 42.1073973, 140.5760842 42.1071)",
663448379,森停車場線,secondary,False,False,122.358,794,,"LINESTRING (140.5754552 42.1073973, 140.5752955 42.1074783, 140.5745732 42.1077989, 140.5741994 42.1079822)",
26727988,森川町１号線,residential,False,False,76.595,,,"LINESTRING (140.5825185 42.1072859, 140.5825278 42.1065971)",
238029260,森川町２号線,unclassified,False,False,126.08800000000001,,,"LINESTRING (140.5785359 42.1022244, 140.5789052 42.102594, 140.5791219 42.1028028, 140.5792762 42.1028843, 140.5794435 42.102978, 140.5795782 42.1030334)",
"[238029281, 663448386, 663448387]",清澄町２号線,residential,False,True,300.957,,yes,"LINESTRING (140.5785359 42.1022244, 140.5781708 42.102389, 140.5779965 42.1025485, 140.5778945 42.102642, 140.5775259 42.1029794, 140.5773895 42.1031458, 140.5770222 42.1035854, 140.5763174 42.1043395)",
24259732,森川町１５号線,tertiary,False,False,102.876,,,"LINESTRING (140.5795782 42.1030334, 140.5798822 42.1025308, 140.5800972 42.1021922)",
24259732,森川町１５号線,tertiary,False,True,205.939,,,"LINESTRING (140.5795782 42.1030334, 140.5792262 42.1036437, 140.5790043 42.1040385, 140.5789386 42.104158, 140.578632 42.104747)",
238029260,森川町２号線,unclassified,False,True,126.088,,,"LINESTRING (140.5795782 42.1030334, 140.5794435 42.102978, 140.5792762 42.1028843, 140.5791219 42.1028028, 140.5789052 42.102594, 140.5785359 42.1022244)",
238029263,御幸町１号線,unclassified,False,False,53.87,,,"LINESTRING (140.5708062 42.1030798, 140.5711379 42.1034971)",
238029263,御幸町１号線,unclassified,False,False,54.45,,,"LINESTRING (140.5711379 42.1034971, 140.5714752 42.103918)",
238029263,御幸町１号線,unclassified,False,True,53.87,,,"LINESTRING (140.5711379 42.1034971, 140.5708062 42.1030798)",
238029278,清澄町３号線,unclassified,False,False,77.339,,,"LINESTRING (140.5728724 42.1037831, 140.5722758 42.1032466)",
238029278,清澄町３号線,unclassified,False,True,120.32,,,"LINESTRING (140.5728724 42.1037831, 140.5730843 42.1039748, 140.5733206 42.1041875, 140.5737995 42.1046184)",
238029286,清澄町５号線,unclassified,False,False,169.421,,,"LINESTRING (140.5728724 42.1037831, 140.573271 42.1035461, 140.5745033 42.1028574)",
238029286,清澄町５号線,unclassified,False,True,107.494,,,"LINESTRING (140.5728724 42.1037831, 140.5721927 42.1040512, 140.5717219 42.1042369)",
238029263,御幸町１号線,unclassified,False,False,40.886,,,"LINESTRING (140.5714752 42.103918, 140.5717219 42.1042369)",
238029263,御幸町１号線,unclassified,False,True,54.45,,,"LINESTRING (140.5714752 42.103918, 140.5711379 42.1034971)",
238029263,御幸町１号線,unclassified,False,True,40.886,,,"LINESTRING (140.5717219 42.1042369, 140.5714752 42.103918)",
238029263,御幸町１号線,unclassified,False,False,15.059,,,"LINESTRING (140.5717219 42.1042369, 140.5717608 42.1042907, 140.5718011 42.1043588)",
238029286,清澄町５号線,unclassified,False,False,107.494,,,"LINESTRING (140.5717219 42.1042369, 140.5721927 42.1040512, 140.5728724 42.1037831)",
238029308,御幸町５号線,unclassified,False,False,102.659,,,"LINESTRING (140.5718011 42.1043588, 140.5707351 42.1048351)",
238029263,御幸町１号線,unclassified,False,False,58.923,,,"LINESTRING (140.5718011 42.1043588, 140.5719988 42.1046004, 140.5721639 42.1048152)",
238029263,御幸町１号線,unclassified,False,True,15.059,,,"LINESTRING (140.5718011 42.1043588, 140.5717608 42.1042907, 140.5717219 42.1042369)",
24259732,森川町１５号線,tertiary,False,True,65.459,,,"LINESTRING (140.578632 42.104747, 140.5783384 42.1052939)",
238029301,森川町８号線,residential,False,True,60.167,,,"LINESTRING (140.578632 42.104747, 140.57928 42.1049953)",
24259732,森川町１５号線,tertiary,False,False,205.939,,,"LINESTRING (140.578632 42.104747, 140.5789386 42.104158, 140.5790043 42.1040385, 140.5792262 42.1036437, 140.5795782 42.1030334)",
238029263,御幸町１号線,unclassified,False,False,50.097,,,"LINESTRING (140.5721639 42.1048152, 140.5724637 42.105207)",
238029310,御幸町４号線,unclassified,False,False,101.967,,,"LINESTRING (140.5721639 42.1048152, 140.5711017 42.1052841)",
238029263,御幸町１号線,unclassified,False,True,58.923,,,"LINESTRING (140.5721639 42.1048152, 140.5719988 42.1046004, 140.5718011 42.1043588)",
238029278,清澄町３号線,unclassified,False,True,68.011,,,"LINESTRING (140.5737995 42.1046184, 140.574333 42.1050847)",
238029278,清澄町３号線,unclassified,False,False,120.32,,,"LINESTRING (140.5737995 42.1046184, 140.5733206 42.1041875, 140.5730843 42.1039748, 140.5728724 42.1037831)",
238029285,御幸町１２号線,unclassified,False,False,128.20499999999998,,,"LINESTRING (140.5737995 42.1046184, 140.573456 42.1047809, 140.5730293 42.1049567, 140.5724637 42.105207)",
238029308,御幸町５号線,unclassified,False,True,102.659,,,"LINESTRING (140.5707351 42.1048351, 140.5718011 42.1043588)",
238029315,御幸町１１号線,unclassified,False,False,58.372,,,"LINESTRING (140.5707351 42.1048351, 140.5711017 42.1052841)",
238029301,森川町８号線,residential,False,False,60.167,,,"LINESTRING (140.57928 42.1049953, 140.578632 42.104747)",
238029268,森川町７号線,residential,False,False,60.107,,,"LINESTRING (140.57928 42.1049953, 140.579125 42.1052103, 140.578983 42.1054877)",
238029301,森川町８号線,residential,False,True,79.663,,,"LINESTRING (140.57928 42.1049953, 140.579503 42.1051387, 140.5798256 42.1053076, 140.5800378 42.1054382)",
