osmid,oneway,lanes,highway,reversed,length,geometry,ref,name,maxspeed,bridge,tunnel
426802882,True,1,motorway_link,False,412.75,"LINESTRING (138.3908928 35.8343743, 138.3900893 35.8350528, 138.3892667 35.8356269, 138.3890153 35.8357132, 138.3887532 35.8357546, 138.3885112 35.8357496, 138.3883041 35.8357065, 138.3881272 35.8356297, 138.3880177 35.8355508, 138.3879384 35.8354849, 138.3878767 35.8353892, 138.3878405 35.8353033, 138.3878244 35.8352196, 138.3878298 35.835125, 138.3878499 35.8350152, 138.387913 35.8349021, 138.3879541 35.8348108)",,,,,
613397174,True,3,motorway,False,477.11500000000007,"LINESTRING (138.3908928 35.8343743, 138.3904103 35.8348868, 138.3902012 35.8350769, 138.390007 35.8352416, 138.3896921 35.8354855, 138.389426 35.835675, 138.3891316 35.8358688, 138.3886814 35.8361453, 138.3884657 35.8362742, 138.388225 35.8364104, 138.3877213 35.8366934, 138.3873466 35.8369048, 138.3869095 35.8371586)",E20,中央自動車道,80,,
167507309,False,,tertiary,True,21.032,"LINESTRING (138.3957194 35.8352353, 138.3959514 35.8352553)",,,,,
167513472,False,,primary,True,34.934,"LINESTRING (138.3957194 35.8352353, 138.3953342 35.8352009)",32,長坂高根線,,,
"[1020009505, 1020009506, 1020009515]",False,,primary,False,299.2709999999999,"LINESTRING (138.3957194 35.8352353, 138.3958509 35.8358457, 138.3958777 35.8359544, 138.3959099 35.8360501, 138.3959528 35.8361675, 138.3959796 35.8362675, 138.3960065 35.8363849, 138.3960745 35.8366845, 138.3961841 35.8370952, 138.3962496 35.8372794, 138.396385 35.8376256, 138.396416 35.8377012, 138.3964341 35.8377626, 138.3964706 35.8378529)",28,北杜八ヶ岳公園線,,yes,
1020009515,False,,primary,True,226.65800000000002,"LINESTRING (138.3957194 35.8352353, 138.3956682 35.8347198, 138.3956629 35.8337825, 138.39566 35.8331986)",28,北杜八ヶ岳公園線,,,
"[100945015, 167505535]",True,1,motorway_link,False,266.836,"LINESTRING (138.3879541 35.8348108, 138.3880741 35.8347349, 138.3881537 35.8346844, 138.3883035 35.8346029, 138.3884672 35.8345236, 138.3889989 35.834289, 138.3893041 35.8341661, 138.3895283 35.8340878, 138.3896753 35.8339997, 138.3898521 35.8338386, 138.389928 35.8337042, 138.3900458 35.8334448, 138.3900468 35.8333043)",,,,,
"[24254010, 167505780, 167500549]",True,1,motorway_link,False,470.643,"LINESTRING (138.3878427 35.8347446, 138.3877656 35.8348146, 138.3877225 35.8348633, 138.387687 35.8349183, 138.3876578 35.8349732, 138.3876346 35.8350295, 138.3876177 35.835082, 138.3876054 35.8351444, 138.3876054 35.8352007, 138.3876161 35.8353106, 138.3876408 35.8354043, 138.3876778 35.835478, 138.387724 35.8355518, 138.3878073 35.8356467, 138.388428 35.8361529, 138.3887701 35.836433, 138.3888416 35.8364912, 138.3888922 35.8365599, 138.3889659 35.8367072, 138.3889806 35.8368286, 138.3889732 35.8368823, 138.3889413 35.8369539, 138.3887818 35.8371131, 138.3886247 35.8371868, 138.3885314 35.8372067, 138.3883522 35.8372146, 138.3882638 35.8372007, 138.3881902 35.8371689, 138.3880969 35.8371012, 138.3880281 35.8370116, 138.3880085 35.8369639, 138.3879863 35.836857, 138.3880404 35.8367212, 138.3881336 35.8366023, 138.388302 35.8364674)",,,,,yes
80964368,True,1,motorway_link,False,320.65299999999996,"LINESTRING (138.3878427 35.8347446, 138.3877182 35.8348463, 138.387627 35.8349333, 138.3875412 35.8350464, 138.3874875 35.8351377, 138.3874768 35.8352377, 138.3874768 35.8353552, 138.387509 35.8354639, 138.3875626 35.83559, 138.3876431 35.8357031, 138.3877236 35.8358292, 138.3877665 35.8359075, 138.387804 35.8360119, 138.3878309 35.8361206, 138.3878523 35.836238, 138.3878362 35.8363554, 138.3877933 35.8364511, 138.3877021 35.8365772, 138.3875479 35.8366842, 138.3869095 35.8371586)",,,,,
167513472,False,,primary,True,22.68,"LINESTRING (138.3900468 35.8333043, 138.3898149 35.8332252)",32,長坂高根線,,,
167513472,False,,primary,False,110.499,"LINESTRING (138.3900468 35.8333043, 138.3904022 35.8334327, 138.3905917 35.8335124, 138.3908246 35.8336351, 138.391106 35.8337975)",32,長坂高根線,,,
"[426802881, 1067765403]",True,1,motorway_link,False,264.43800000000005,"LINESTRING (138.3900468 35.8333043, 138.389961 35.8334103, 138.3898883 35.8335799, 138.3898053 35.833704, 138.3897283 35.8338133, 138.389656 35.8338875, 138.3895766 35.8339578, 138.3894971 35.8340086, 138.3884255 35.8344537, 138.3881413 35.8345806, 138.3879896 35.8346489, 138.3879101 35.8346958, 138.3878427 35.8347446)",,,,,
167512093,False,,unclassified,False,228.274,"LINESTRING (138.3941786 35.8349646, 138.3941443 35.8350273, 138.3941309 35.8350795, 138.3942652 35.8368471, 138.3942616 35.8369274, 138.3942372 35.8370046)",,,,,
167513472,False,,primary,False,108.376,"LINESTRING (138.3941786 35.8349646, 138.3942814 35.8350107, 138.3943709 35.835045, 138.3944544 35.8350715, 138.394533 35.835093, 138.3946197 35.8351133, 138.3947398 35.835134, 138.3953342 35.8352009)",32,長坂高根線,,,
167513472,False,,primary,True,126.467,"LINESTRING (138.3941786 35.8349646, 138.3940315 35.8348893, 138.3932013 35.8344645, 138.3931148 35.8344274, 138.3930041 35.8343919, 138.392975 35.8343851)",32,長坂高根線,,,
167513472,False,,primary,False,22.68,"LINESTRING (138.3898149 35.8332252, 138.3900468 35.8333043)",32,長坂高根線,,,
"[167501538, 167504926]",False,,unclassified,True,112.19900000000003,"LINESTRING (138.3898149 35.8332252, 138.389788 35.83327, 138.389775 35.833311, 138.389692 35.833487, 138.38958 35.833631, 138.389542 35.833681, 138.389459 35.833749, 138.389431 35.833764, 138.389401 35.833779, 138.389283 35.83382, 138.3891561 35.8340412)",,,,,
167513472,False,,primary,True,61.229,"LINESTRING (138.3898149 35.8332252, 138.3894617 35.8330926, 138.3891991 35.8329929)",32,長坂高根線,,,
167511839,False,,unclassified,True,27.097,"LINESTRING (138.3878661 35.8334884, 138.3880749 35.8336637)",,,,,
167511839,False,,unclassified,False,27.097,"LINESTRING (138.3880749 35.8336637, 138.3878661 35.8334884)",,,,,
167510601,False,,unclassified,True,86.94800000000001,"LINESTRING (138.3880749 35.8336637, 138.3879878 35.8340998, 138.3880076 35.8342285, 138.3879761 35.8344374)",,,,,
167511679,False,,unclassified,False,96.62800000000001,"LINESTRING (138.3880749 35.8336637, 138.3882286 35.8336673, 138.388472 35.833649, 138.388561 35.833672, 138.388658 35.83373, 138.388738 35.833826, 138.3888639 35.8340617)",,,,,
167513472,False,,primary,False,45.005,"LINESTRING (138.391106 35.8337975, 138.391218 35.833881, 138.3914889 35.8340569)",32,長坂高根線,,,
167513472,False,,primary,True,110.499,"LINESTRING (138.391106 35.8337975, 138.3908246 35.8336351, 138.3905917 35.8335124, 138.3904022 35.8334327, 138.3900468 35.8333043)",32,長坂高根線,,,
167509031,False,,unclassified,True,90.28,"LINESTRING (138.3888639 35.8340617, 138.3879761 35.8344374)",,,,,
167510558,False,,unclassified,False,26.44,"LINESTRING (138.3888639 35.8340617, 138.3891561 35.8340412)",,,,,
167511679,False,,unclassified,True,96.628,"LINESTRING (138.3888639 35.8340617, 138.388738 35.833826, 138.388658 35.83373, 138.388561 35.833672, 138.388472 35.833649, 138.3882286 35.8336673, 138.3880749 35.8336637)",,,,,
167510558,False,,unclassified,True,26.44,"LINESTRING (138.3891561 35.8340412, 138.3888639 35.8340617)",,,,,
"[167501538, 167504926]",False,,unclassified,False,112.199,"LINESTRING (138.3891561 35.8340412, 138.389283 35.83382, 138.389401 35.833779, 138.389431 35.833764, 138.389459 35.833749, 138.389542 35.833681, 138.38958 35.833631, 138.389692 35.833487, 138.389775 35.833311, 138.389788 35.83327, 138.3898149 35.8332252)",,,,,
"[167505009, 167509178, 167507044]",False,,unclassified,True,96.12,"LINESTRING (138.3891561 35.8340412, 138.3891405 35.8341175, 138.3891585 35.8343226, 138.3891414 35.8349039)",,,,,yes
167513472,False,,primary,False,67.15899999999999,"LINESTRING (138.3914889 35.8340569, 138.391756 35.8341862, 138.3919244 35.8342404, 138.3920655 35.8342792, 138.3921653 35.8343021)",32,長坂高根線,,,
167513472,False,,primary,True,45.005,"LINESTRING (138.3914889 35.8340569, 138.391218 35.833881, 138.391106 35.8337975)",32,長坂高根線,,,
1125638801,False,,tertiary,True,125.294,"LINESTRING (138.3914889 35.8340569, 138.3911618 35.8344554, 138.3910586 35.8346172, 138.3909435 35.8347677, 138.3908155 35.8349051, 138.3907255 35.8349962)",,,,,
167506026,False,,residential,False,57.813,"LINESTRING (138.3921653 35.8343021, 138.3921624 35.8340513, 138.3921597 35.8337822)",,,,,
"[167512734, 167510375]",False,,unclassified,False,347.42199999999997,"LINESTRING (138.3921653 35.8343021, 138.3921232 35.8350071, 138.3921687 35.835301, 138.392247 35.8355597, 138.3923453 35.8358768, 138.3925186 35.836229, 138.3928261 35.8367871, 138.392942 35.837084, 138.3929228 35.8373107)",,,,,
