osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,access,bridge,width
254280162,tertiary,False,False,66.898,"LINESTRING (139.9834839 35.7015701, 139.9835756 35.7021671)",,,,,,,
254280162,tertiary,False,True,124.87899999999999,"LINESTRING (139.9834839 35.7015701, 139.9834492 35.7013043, 139.9834515 35.7012648, 139.9834689 35.7012222, 139.9835938 35.7011089, 139.9837575 35.7009874, 139.9838095 35.7009576, 139.983861 35.7009418, 139.9842763 35.7008804)",,,,,,,
254280160,tertiary,False,False,20.299999999999997,"LINESTRING (139.9849287 35.70081, 139.9848573 35.7007317, 139.9847949 35.7006633)",,,,,,,
254280160,tertiary,False,True,107.10900000000001,"LINESTRING (139.9849287 35.70081, 139.985273 35.7011056, 139.9853401 35.7011351, 139.9854197 35.7011359, 139.9859439 35.7010768)",,,,,,,
581857669,tertiary,True,False,163.849,"LINESTRING (139.9849287 35.70081, 139.9848581 35.7008674, 139.98481 35.7009139, 139.9847911 35.7009738, 139.984818 35.7011819, 139.9848337 35.7012202, 139.9848601 35.7012479, 139.9848979 35.7012607, 139.9849388 35.7012636, 139.9851645 35.7012397, 139.9851776 35.7012386, 139.9853751 35.701222, 139.9854351 35.7012184, 139.9856374 35.7012276, 139.9857257 35.7012331, 139.9858115 35.7012284, 139.9858735 35.7012165, 139.9859185 35.7011717, 139.9859439 35.7010768)",,,,,,,
27532599,tertiary,False,True,31.406,"LINESTRING (139.9859439 35.7010768, 139.9859671 35.700988, 139.986016 35.7008005)",,,,,,,
254280160,tertiary,False,False,107.10900000000001,"LINESTRING (139.9859439 35.7010768, 139.9854197 35.7011359, 139.9853401 35.7011351, 139.985273 35.7011056, 139.9849287 35.70081)",,,,,,,
386356070,primary,False,False,74.539,"LINESTRING (139.9859841 35.6987877, 139.9858686 35.6983089, 139.9858533 35.6982452, 139.9858222 35.6981304)",2,39,船橋停車場線,,,,
386356070,primary,False,True,73.774,"LINESTRING (139.9859841 35.6987877, 139.9861036 35.6992834, 139.986123 35.6993637, 139.9861411 35.6994388)",2,39,船橋停車場線,,,,
655127689,residential,False,True,23.578,"LINESTRING (139.9859841 35.6987877, 139.9858983 35.6988021, 139.9857281 35.6988294)",,,,,,,
332746281,tertiary,False,False,42.087,"LINESTRING (139.9855526 35.6970493, 139.985465 35.697072, 139.9851086 35.6971644)",,,,,,,
386356069,primary,False,False,45.403000000000006,"LINESTRING (139.9855526 35.6970493, 139.9854975 35.6968659, 139.9854607 35.6967593, 139.9854153 35.6966569)",2,39,船橋停車場線,,,,
386356069,primary,False,True,30.247,"LINESTRING (139.9855526 35.6970493, 139.9856131 35.69729, 139.9856208 35.6973156)",2,39,船橋停車場線,,,,
442686494,trunk,False,True,64.436,"LINESTRING (139.9847975 35.6956261, 139.98416 35.6958864)",2,14,千葉街道,40,yes,,
386356069,primary,False,True,69.892,"LINESTRING (139.9847975 35.6956261, 139.9848392 35.6956915, 139.9848808 35.6957568, 139.9851533 35.6961843)",2,39,船橋停車場線,,,,
92989016,residential,False,False,15.255,"LINESTRING (139.9833133 35.6999244, 139.9833478 35.7000587)",,,,,,,
55674140,tertiary,False,True,111.40799999999999,"LINESTRING (139.9858222 35.6981304, 139.9856766 35.698166, 139.9851805 35.6982872, 139.9851029 35.6983062, 139.984801 35.6983799, 139.9846408 35.6984191)",,,,,,,
386017265,tertiary,False,False,114.19500000000001,"LINESTRING (139.9858222 35.6981304, 139.9859629 35.6980948, 139.9869508 35.6978447, 139.9870295 35.6978248)",,,,,,,
386356069,primary,False,False,92.40899999999999,"LINESTRING (139.9858222 35.6981304, 139.9857953 35.6980209, 139.9856651 35.6974925, 139.9856208 35.6973156)",2,39,船橋停車場線,,,,
386356070,primary,False,True,74.539,"LINESTRING (139.9858222 35.6981304, 139.9858533 35.6982452, 139.9858686 35.6983089, 139.9859841 35.6987877)",2,39,船橋停車場線,,,,
183346403,tertiary,False,False,29.478,"LINESTRING (139.9899617 35.697064, 139.9902726 35.6969832)",,,,,,,
200878746,residential,False,True,51.365,"LINESTRING (139.9899617 35.697064, 139.9901428 35.6975019)",,,,,,,
183346403,tertiary,False,True,68.736,"LINESTRING (139.9899617 35.697064, 139.9896315 35.6971498, 139.9893296 35.6972282, 139.9892367 35.6972523)",,,,,,,
270126250,tertiary,False,True,87.91999999999999,"LINESTRING (139.9923239 35.696469, 139.9923354 35.6965858, 139.9923883 35.6967633, 139.9924487 35.6969561, 139.9925449 35.6972374)",,,宮本古和釜町線,,,,
