osmid,lanes,highway,oneway,reversed,length,geometry,ref,name,maxspeed,bridge,est_width
33777784,4,tertiary,False,False,57.970000000000006,"LINESTRING (135.873133 35.0067731, 135.8730593 35.006668, 135.8730285 35.0066263, 135.8730098 35.0066009, 135.8728067 35.0063255)",,,,,
121503980,2,tertiary,False,True,129.291,"LINESTRING (135.873133 35.0067731, 135.8732239 35.0069025, 135.8737783 35.0076888, 135.8738427 35.0077801)",,,,,
650219229,2,primary,True,False,56.681,"LINESTRING (135.873133 35.0067731, 135.873331 35.0067237, 135.8736727 35.0065303)",18,湖岸道路,,,
"[474746914, 656319630]","['4', '5']",primary,False,False,135.796,"LINESTRING (135.873133 35.0067731, 135.8729557 35.0068663, 135.8725401 35.0070883, 135.8722879 35.0072194, 135.8719844 35.0073596, 135.8718641 35.0074133)",18,湖岸道路,,,
33777784,4,tertiary,False,True,84.78200000000001,"LINESTRING (135.8723499 35.0056612, 135.8724024 35.0057357, 135.8724239 35.0057661, 135.8726004 35.0060303, 135.8728067 35.0063255)",,,,,
653176527,4,tertiary,False,False,54.434000000000005,"LINESTRING (135.8723499 35.0056612, 135.8723211 35.0056203, 135.8723 35.0055904, 135.8722158 35.0054806, 135.8721431 35.0053773, 135.8720747 35.0052743, 135.8720526 35.0052368)",,,,,
653176528,4,tertiary,False,False,50.415,"LINESTRING (135.8717953 35.0047463, 135.871726 35.0046105, 135.8716118 35.0043674, 135.8715918 35.0043247)",,,,,
653176528,4,tertiary,False,True,59.379,"LINESTRING (135.8717953 35.0047463, 135.8719922 35.0051346, 135.8720159 35.0051747, 135.8720526 35.0052368)",,,,,
"[656499650, 656499653, 760652478]",,unclassified,True,False,273.37,"LINESTRING (135.8717953 35.0047463, 135.871718 35.0047719, 135.8709948 35.0050109, 135.8708348 35.0050638, 135.8703773 35.0052151, 135.8703287 35.0052311, 135.8701509 35.0052899, 135.8695413 35.0054948, 135.8690801 35.0056428, 135.8690113 35.0056649)",,京町通（旧東海道）,20,yes,
653176528,4,tertiary,False,True,50.415,"LINESTRING (135.8715918 35.0043247, 135.8716118 35.0043674, 135.871726 35.0046105, 135.8717953 35.0047463)",,,,,
653176529,4,secondary,False,False,69.158,"LINESTRING (135.8715918 35.0043247, 135.8715247 35.00418, 135.8715041 35.0041303, 135.8714819 35.0040788, 135.871439 35.0039591, 135.8714021 35.0038278, 135.8713798 35.0037289)",103,大津停車場本宮線,,,
"[656499636, 39027150]","['2', '3']",secondary,False,True,96.691,"LINESTRING (135.8715918 35.0043247, 135.8714512 35.0043363, 135.8713163 35.0043474, 135.8710514 35.004376, 135.870924 35.0043936, 135.8708219 35.0044072, 135.8707452 35.00442, 135.870607 35.0044521, 135.8705475 35.0044689)",103,大津停車場本宮線,,,
121500723,4,secondary,False,True,68.682,"LINESTRING (135.8711782 35.0021356, 135.8711866 35.0022506, 135.8712224 35.0025069, 135.8712507 35.0027503)",103,大津停車場本宮線,,,
121503202,1,secondary_link,True,False,158.91099999999997,"LINESTRING (135.8711782 35.0021356, 135.8713049 35.0021081, 135.871444 35.0020699, 135.8725103 35.0018073, 135.8726438 35.0017674, 135.8728285 35.0016833)",103,大津停車場本宮線,,,
121513752,3,primary,False,False,188.729,"LINESTRING (135.8711782 35.0021356, 135.8711606 35.0018947, 135.8711533 35.0017928, 135.8710826 35.0012466, 135.8710641 35.0010645, 135.8710656 35.0009528, 135.8710849 35.0008524, 135.8711028 35.0007717, 135.8711316 35.0006849, 135.8711671 35.000622, 135.8712265 35.0005469, 135.8712845 35.0004853)",56,大津インター線,,,
653176527,4,tertiary,False,True,54.434,"LINESTRING (135.8720526 35.0052368, 135.8720747 35.0052743, 135.8721431 35.0053773, 135.8722158 35.0054806, 135.8723 35.0055904, 135.8723211 35.0056203, 135.8723499 35.0056612)",,,,,
653176528,4,tertiary,False,False,59.379,"LINESTRING (135.8720526 35.0052368, 135.8720159 35.0051747, 135.8719922 35.0051346, 135.8717953 35.0047463)",,,,,
656319599,,unclassified,True,False,224.68600000000004,"LINESTRING (135.8720526 35.0052368, 135.8719775 35.005268, 135.871702 35.0053826, 135.871681 35.0053913, 135.8711169 35.0056357, 135.870459 35.0059226, 135.8698657 35.0061717)",,中町通,,,
59544400,,unclassified,True,False,122.09599999999999,"LINESTRING (135.8645248 35.0083177, 135.8645014 35.0082817, 135.8642641 35.0077214, 135.8640637 35.0072872)",,,,,
121503545,,unclassified,False,True,54.13499999999999,"LINESTRING (135.8645248 35.0083177, 135.8645497 35.0083443, 135.8645953 35.0084827, 135.8646478 35.0087448, 135.8646649 35.0087869)",,,,,
361084540,,unclassified,False,False,44.936,"LINESTRING (135.8640637 35.0072872, 135.864434 35.007164, 135.8645208 35.0071351)",,京町通（旧東海道）,,,
61794771,2,tertiary,False,False,137.83999999999997,"LINESTRING (135.8697593 35.0069951, 135.8697899 35.0070328, 135.8698189 35.0070684, 135.8701326 35.0074684, 135.8703078 35.0076852, 135.8704849 35.0079177, 135.8705038 35.0079419, 135.8705786 35.0080373)",,,,,
61794771,2,tertiary,False,True,77.148,"LINESTRING (135.8697593 35.0069951, 135.8697307 35.0069545, 135.8697076 35.0069218, 135.8696587 35.0068465, 135.8696037 35.0067465, 135.8694347 35.0064395, 135.8694191 35.0064123, 135.8693946 35.0063694)",,,,,
"[656319596, 61794772, 656319597]",,unclassified,True,False,56.08,"LINESTRING (135.8697593 35.0069951, 135.8698004 35.0069745, 135.8701408 35.0068037, 135.8702192 35.0067607, 135.8702694 35.0067332, 135.8702807 35.006727)",,浜通,,yes,
61794772,,unclassified,True,False,10.426,"LINESTRING (135.8678528 35.00798, 135.8679498 35.0079302)",,浜通,,,
"[656319675, 656319623]","['2', '3']",tertiary,True,False,141.444,"LINESTRING (135.8678528 35.00798, 135.8679122 35.0080583, 135.8680433 35.0082531, 135.8682673 35.0085508, 135.8684859 35.0088452, 135.8685493 35.0089294, 135.8685673 35.0089533, 135.8686545 35.0090692)",,中央大通り,,,
61794768,,unclassified,True,False,107.956,"LINESTRING (135.8690113 35.0056649, 135.8689422 35.005688, 135.8679139 35.0060318)",,京町通（旧東海道）,30,,
61794771,2,tertiary,False,False,85.799,"LINESTRING (135.8690113 35.0056649, 135.8690296 35.0057082, 135.8690418 35.005737, 135.8693542 35.0062989, 135.8693757 35.0063365, 135.8693946 35.0063694)",,,,,
61794771,2,tertiary,False,True,77.899,"LINESTRING (135.8690113 35.0056649, 135.8689894 35.0056165, 135.8687684 35.0051281, 135.8687141 35.005008)",,,,,
361084540,,unclassified,False,True,44.936,"LINESTRING (135.8645208 35.0071351, 135.864434 35.007164, 135.8640637 35.0072872)",,京町通（旧東海道）,,,
387914375,,primary,False,False,127.484,"LINESTRING (135.8645208 35.0071351, 135.8645641 35.0072238, 135.8645732 35.0072425, 135.8647489 35.0076445, 135.8648629 35.0079153, 135.8649419 35.0081045, 135.864965 35.0081672, 135.86498 35.0082177)",7,大津停車場線,,,
387914375,,primary,False,True,86.664,"LINESTRING (135.8645208 35.0071351, 135.8644657 35.0070349, 135.8644451 35.0069975, 135.8642208 35.0066183, 135.8641786 35.0065419, 135.8641166 35.0064296)",7,大津停車場線,,,
61794769,2,tertiary,False,False,61.865,"LINESTRING (135.8693172 35.003611, 135.8688881 35.0036178, 135.8686381 35.0036218)",,,,,
61794769,2,tertiary,False,True,64.315,"LINESTRING (135.8693172 35.003611, 135.8693389 35.0036096, 135.8693857 35.0036065, 135.8695225 35.0035966, 135.869784 35.0035918, 135.8699308 35.0035997, 135.8700213 35.00361)",,,,,
437224457,,residential,False,False,50.722,"LINESTRING (135.8693172 35.003611, 135.8693152 35.0035753, 135.869313 35.0035367, 135.8692735 35.0031563)",,,,,
61794769,2,tertiary,False,True,18.849,"LINESTRING (135.8677567 35.0036357, 135.8678238 35.0036344, 135.8679636 35.003632)",,,,,
61794770,2,secondary,False,False,120.65799999999999,"LINESTRING (135.8677567 35.0036357, 135.86776 35.0037445, 135.8677552 35.0040264, 135.8677598 35.0043045, 135.8677651 35.0043483, 135.867769 35.0043809, 135.8677864 35.0044701, 135.8678079 35.0045512, 135.8678616 35.0047114)",103,大津停車場本宮線,,,
121500940,2,secondary,False,True,52.262,"LINESTRING (135.8677567 35.0036357, 135.8675958 35.0036221, 135.8671946 35.0035452)",103,大津停車場本宮線,,,
1046424956,,unclassified,True,False,7.518,"LINESTRING (135.8647641 35.0037999, 135.8647201 35.0037427)",,,,,
"[656756928, 121503625, 199311828, 121503550]","['2', '3']",tertiary,True,False,202.05,"LINESTRING (135.8647641 35.0037999, 135.8647944 35.0038786, 135.8648208 35.0039468, 135.8649107 35.004067, 135.8652195 35.0044735, 135.8657743 35.0052449, 135.8658694 35.0053707)",,中央大通り,,yes,
"[656319610, 260061571]","['2', '3']",tertiary,False,False,111.86000000000001,"LINESTRING (135.8647641 35.0037999, 135.8645775 35.0038193, 135.8641069 35.0038684, 135.8635457 35.0039263)",,,,,
"[656319611, 121500940]","['2', '3']",secondary,False,False,160.659,"LINESTRING (135.8647641 35.0037999, 135.8648397 35.0037698, 135.8649281 35.0037347, 135.8649977 35.0037004, 135.8652049 35.0036048, 135.8652873 35.0035796, 135.8653839 35.0035642, 135.8663612 35.0034806, 135.8664547 35.0034774)",103,大津停車場本宮線,,,
199311818,,primary,False,False,87.81099999999999,"LINESTRING (135.8635457 35.0039263, 135.863586 35.0041924, 135.8636691 35.0047095)",7,大津停車場線,,,
"[656319610, 260061571]","['2', '3']",tertiary,False,True,111.86000000000001,"LINESTRING (135.8635457 35.0039263, 135.8641069 35.0038684, 135.8645775 35.0038193, 135.8647641 35.0037999)",,,,,
199311818,,primary,False,True,69.158,"LINESTRING (135.8641166 35.0064296, 135.8640594 35.0063111, 135.8640334 35.0062572, 135.8639791 35.0061402, 135.8639462 35.00606, 135.8639151 35.0059701, 135.8638846 35.0058391)",7,大津停車場線,,,
199311836,2,tertiary,False,True,38.301,"LINESTRING (135.8641166 35.0064296, 135.8642264 35.0063967, 135.8645115 35.0063112)",,,,,
387914375,,primary,False,False,86.664,"LINESTRING (135.8641166 35.0064296, 135.8641786 35.0065419, 135.8642208 35.0066183, 135.8644451 35.0069975, 135.8644657 35.0070349, 135.8645208 35.0071351)",7,大津停車場線,,,
59544397,,unclassified,True,False,42.923,"LINESTRING (135.86498 35.0082177, 135.8649321 35.0082283, 135.8645248 35.0083177)",,中町通,,,
387914375,,primary,False,False,58.297999999999995,"LINESTRING (135.86498 35.0082177, 135.8649903 35.0082716, 135.8649983 35.0083141, 135.8650282 35.0085002, 135.8650412 35.0086167, 135.8650505 35.0087385)",7,大津停車場線,,,
387914375,,primary,False,True,127.484,"LINESTRING (135.86498 35.0082177, 135.864965 35.0081672, 135.8649419 35.0081045, 135.8648629 35.0079153, 135.8647489 35.0076445, 135.8645732 35.0072425, 135.8645641 35.0072238, 135.8645208 35.0071351)",7,大津停車場線,,,
59544397,,unclassified,True,False,95.738,"LINESTRING (135.8673056 35.007258, 135.8672305 35.0072912, 135.8667411 35.0075078, 135.8663752 35.0076585)",,中町通,,,
656319675,2,tertiary,True,False,94.494,"LINESTRING (135.8673056 35.007258, 135.8673587 35.0073281, 135.8677925 35.0079004, 135.8678528 35.00798)",,中央大通り,,,
656319675,2,tertiary,True,False,108.32900000000001,"LINESTRING (135.8666775 35.0064307, 135.8667509 35.0065255, 135.8672328 35.0071619, 135.8672591 35.0071966, 135.8673056 35.007258)",,中央大通り,,,
"[760652476, 760652477]",,unclassified,True,False,91.245,"LINESTRING (135.8666775 35.0064307, 135.8665994 35.0064541, 135.8663241 35.0065469, 135.865746 35.0067326)",,京町通（旧東海道）,30,,
572208725,4,tertiary,False,True,13.521,"LINESTRING (135.8661797 35.0057763, 135.8663192 35.0057347)",,,,,
656319675,2,tertiary,True,False,85.738,"LINESTRING (135.8661797 35.0057763, 135.8662984 35.0059291, 135.8666293 35.0063686, 135.8666775 35.0064307)",,中央大通り,,,
"[199311836, 656756893]","['2', '4']",tertiary,False,False,75.732,"LINESTRING (135.8661797 35.0057763, 135.8660929 35.0058031, 135.8660113 35.0058283, 135.8655652 35.0059659, 135.8654016 35.0060164)",,,,,
39027150,2,secondary,False,False,64.13,"LINESTRING (135.8680524 35.0052051, 135.8685708 35.0050489, 135.8687141 35.005008)",103,大津停車場本宮線,,,
61794770,2,secondary,False,True,57.59,"LINESTRING (135.8680524 35.0052051, 135.8679903 35.0050543, 135.8679018 35.004827, 135.8678616 35.0047114)",103,大津停車場本宮線,,,
121500941,2,tertiary,False,False,45.829,"LINESTRING (135.8680524 35.0052051, 135.8679688 35.0052305, 135.8675837 35.005355)",,,,,
39027150,2,secondary,False,False,177.422,"LINESTRING (135.8687141 35.005008, 135.8689571 35.0049388, 135.8705475 35.0044689)",103,大津停車場本宮線,,,
39027150,2,secondary,False,True,64.13,"LINESTRING (135.8687141 35.005008, 135.8685708 35.0050489, 135.8680524 35.0052051)",103,大津停車場本宮線,,,
61794771,2,tertiary,False,False,77.89899999999999,"LINESTRING (135.8687141 35.005008, 135.8687684 35.0051281, 135.8689894 35.0056165, 135.8690113 35.0056649)",,,,,
59544397,,unclassified,True,False,101.156,"LINESTRING (135.8693946 35.0063694, 135.8693545 35.0063862, 135.8684065 35.0067848)",,中町通,,,
