osmid,oneway,lanes,highway,reversed,length,ref,name,geometry,bridge
28171776,True,2,tertiary,False,113.711,,,"LINESTRING (134.6824654 34.8120252, 134.6829105 34.8129803)",
119459837,True,1,trunk_link,False,14.359,,,"LINESTRING (134.6824654 34.8120252, 134.6826118 34.811978)",
119033200,False,,tertiary,False,89.101,,,"LINESTRING (134.6894257 34.8146753, 134.6885259 34.8149857)",
119033390,False,,tertiary,False,63.85,,,"LINESTRING (134.6894257 34.8146753, 134.6893401 34.8141054)",
878947235,False,,secondary,True,125.178,401,中島姫路停車場線,"LINESTRING (134.6894257 34.8146753, 134.6907098 34.8142805)",
32081972,True,,secondary,False,51.933,401,中島姫路停車場線,"LINESTRING (134.6894257 34.8146753, 134.6894509 34.8148704, 134.6895614 34.8151256)",
119459214,True,2,trunk_link,False,68.481,,,"LINESTRING (134.6826118 34.811978, 134.6833119 34.8117569)",
89690941,True,2,tertiary,False,44.848,,,"LINESTRING (134.6826118 34.811978, 134.682582 34.8119103, 134.6824587 34.8115948)",
119033405,False,,unclassified,False,21.882,,,"LINESTRING (134.6887929 34.8110637, 134.6889161 34.8112325)",
119033520,False,,unclassified,False,74.094,,,"LINESTRING (134.6887929 34.8110637, 134.6880372 34.8113067)",
119033273,False,,unclassified,False,110.451,,,"LINESTRING (134.6857173 34.8109713, 134.6861257 34.8119063)",
119033219,False,,unclassified,True,47.969,,,"LINESTRING (134.6894054 34.8110753, 134.6889161 34.8112325)",
119033224,False,,unclassified,False,92.952,,,"LINESTRING (134.6894054 34.8110753, 134.6899341 34.8117897)",
119033219,False,,unclassified,False,47.969,,,"LINESTRING (134.6889161 34.8112325, 134.6894054 34.8110753)",
119033405,False,,unclassified,False,93.08,,,"LINESTRING (134.6889161 34.8112325, 134.6894247 34.811958)",
119033405,False,,unclassified,True,21.882,,,"LINESTRING (134.6889161 34.8112325, 134.6887929 34.8110637)",
119033401,False,,unclassified,True,98.847,,,"LINESTRING (134.6880372 34.8113067, 134.6870245 34.8116212)",
119033417,False,,tertiary,True,112.161,,,"LINESTRING (134.6880372 34.8113067, 134.688485 34.812246)",
119033520,False,,unclassified,True,74.094,,,"LINESTRING (134.6880372 34.8113067, 134.6887929 34.8110637)",
119033177,False,,unclassified,True,106.102,,,"LINESTRING (134.6850377 34.8112104, 134.6854377 34.8121063)",
119459214,True,2,trunk_link,False,67.501,,,"LINESTRING (134.6850377 34.8112104, 134.6857173 34.8109713)",
119033280,False,,unclassified,False,114.335,,,"LINESTRING (134.6870245 34.8116212, 134.6874635 34.8125842)",
119033401,False,,unclassified,False,98.847,,,"LINESTRING (134.6870245 34.8116212, 134.6880372 34.8113067)",
119033224,False,,unclassified,True,92.952,,,"LINESTRING (134.6899341 34.8117897, 134.6894054 34.8110753)",
119033444,False,,unclassified,True,48.098,,,"LINESTRING (134.6899341 34.8117897, 134.6902058 34.8121603)",
119033587,False,,unclassified,True,50.13,,,"LINESTRING (134.6899341 34.8117897, 134.6894247 34.811958)",
119033178,False,,unclassified,True,101.689,,,"LINESTRING (134.6833119 34.8117569, 134.683728 34.8126052)",
119459214,True,2,trunk_link,False,168.87,,,"LINESTRING (134.6833119 34.8117569, 134.6834135 34.8117247, 134.6850377 34.8112104)",
119033220,False,,tertiary,True,66.631,,,"LINESTRING (134.6861257 34.8119063, 134.6854377 34.8121063)",
119033273,False,,unclassified,True,110.451,,,"LINESTRING (134.6861257 34.8119063, 134.6857173 34.8109713)",
119033399,False,,unclassified,True,116.643,,,"LINESTRING (134.6861257 34.8119063, 134.6865727 34.812889)",
119033208,False,,unclassified,True,58.04,,,"LINESTRING (134.6894247 34.811958, 134.6897491 34.8124069)",
119033405,False,,unclassified,True,93.08,,,"LINESTRING (134.6894247 34.811958, 134.6889161 34.8112325)",
119033587,False,,unclassified,False,50.13,,,"LINESTRING (134.6894247 34.811958, 134.6899341 34.8117897)",
119033587,False,,unclassified,True,91.572,,,"LINESTRING (134.6894247 34.811958, 134.688485 34.812246)",
119033177,False,,unclassified,False,106.102,,,"LINESTRING (134.6854377 34.8121063, 134.6850377 34.8112104)",
119033220,False,,tertiary,False,66.631,,,"LINESTRING (134.6854377 34.8121063, 134.6861257 34.8119063)",
119033442,False,,unclassified,True,118.376,,,"LINESTRING (134.6854377 34.8121063, 134.6858933 34.813103)",
119033490,False,,unclassified,False,165.651,,,"LINESTRING (134.6854377 34.8121063, 134.683728 34.8126052)",
119033182,False,,unclassified,False,100.554,,,"LINESTRING (134.688485 34.812246, 134.6874635 34.8125842)",
