osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,bridge,tunnel
118000041,unclassified,False,True,133.10399999999998,"LINESTRING (130.2935297 32.6572663, 130.293639 32.657248, 130.2937542 32.6572504, 130.2938277 32.6572695, 130.2939552 32.6573339, 130.2940929 32.6573798, 130.2948978 32.6575178)",,,,,
118000500,trunk,False,False,52.480999999999995,"LINESTRING (130.2935297 32.6572663, 130.2934702 32.6572108, 130.2934294 32.6571727, 130.2931482 32.6569205)",2,251,国道251号,,
118000500,trunk,False,True,102.081,"LINESTRING (130.2935297 32.6572663, 130.2936334 32.6573997, 130.2938806 32.6577177, 130.2939959 32.6579189, 130.2940586 32.6580648)",2,251,国道251号,,
118001141,unclassified,False,False,78.235,"LINESTRING (130.2938126 32.6560103, 130.2939865 32.6560127, 130.2942225 32.6560579, 130.294641 32.6560308)",,,,,
"[118001141, 1124600766, 1124600765]",unclassified,False,True,25.875999999999998,"LINESTRING (130.2938126 32.6560103, 130.2937902 32.6560116, 130.2936016 32.656022, 130.2935368 32.6560256)",,,,yes,
620289692,residential,False,True,81.039,"LINESTRING (130.2938126 32.6560103, 130.293729 32.6559478, 130.2936854 32.6558976, 130.2936773 32.6558225, 130.2936934 32.6557395, 130.2938393 32.6554927, 130.2938866 32.6553613)",,,,,
117998424,unclassified,False,False,158.706,"LINESTRING (130.3007488 32.6587049, 130.3007495 32.6587996, 130.3007886 32.6593627, 130.3007961 32.6596796, 130.3008047 32.6598022, 130.3008344 32.6598676, 130.3009146 32.6599382, 130.3010015 32.6600192, 130.3010098 32.6600706)",,,,,
118000880,residential,False,True,42.365,"LINESTRING (130.3007488 32.6587049, 130.3004265 32.6587045, 130.3002974 32.65869)",,,,,
118002391,unclassified,False,True,24.365,"LINESTRING (130.3007488 32.6587049, 130.3009544 32.6586947, 130.3010068 32.6586827)",,,,,
118003154,unclassified,False,False,18.405,"LINESTRING (130.2932923 32.6568079, 130.2931482 32.6569205)",,,,,
118002343,unclassified,False,True,110.351,"LINESTRING (130.2932923 32.6568079, 130.2932757 32.6566157, 130.2932328 32.6565366, 130.2932006 32.656426, 130.2931523 32.6563266, 130.293097 32.6561389, 130.2930747 32.6558414)",,,,,
118002737,unclassified,False,True,113.757,"LINESTRING (130.2932923 32.6568079, 130.2935032 32.6569098, 130.294098 32.657032, 130.2942064 32.6570763, 130.2942774 32.6571508, 130.2944007 32.6571717)",,,,,
117998988,unclassified,False,False,47.064,"LINESTRING (130.2930956 32.6581352, 130.2935775 32.6582558)",,,,,
118000279,unclassified,False,True,100.891,"LINESTRING (130.2930956 32.6581352, 130.2933959 32.6572638)",,,,,
118000826,unclassified,False,False,55.114,"LINESTRING (130.2930956 32.6581352, 130.2929352 32.6586121)",,,,,
118003847,unclassified,False,True,55.236000000000004,"LINESTRING (130.2930956 32.6581352, 130.2928795 32.6580808, 130.2925303 32.6579929)",,,,,
118000041,unclassified,False,True,4.168,"LINESTRING (130.2948978 32.6575178, 130.2949391 32.6575318)",,,,,
118001570,unclassified,False,False,51.071,"LINESTRING (130.2948978 32.6575178, 130.2950917 32.6570885)",,,,,
118000041,unclassified,False,False,133.10399999999998,"LINESTRING (130.2948978 32.6575178, 130.2940929 32.6573798, 130.2939552 32.6573339, 130.2938277 32.6572695, 130.2937542 32.6572504, 130.293639 32.657248, 130.2935297 32.6572663)",,,,,
117999832,unclassified,False,True,39.508,"LINESTRING (130.2925264 32.6598082, 130.2924031 32.660148)",,,,,
118000272,unclassified,False,True,44.72,"LINESTRING (130.2925264 32.6598082, 130.2926593 32.6594219)",,,,,
118001063,unclassified,False,True,43.76,"LINESTRING (130.2925264 32.6598082, 130.2929729 32.6599247)",,,,,
118000590,unclassified,False,True,58.507,"LINESTRING (130.2934915 32.6557847, 130.2935547 32.6556435, 130.293668 32.6554623, 130.2937304 32.6553001)",,,,,
118002383,unclassified,False,True,27.233999999999998,"LINESTRING (130.2934915 32.6557847, 130.2935065 32.6559339, 130.2935368 32.6560256)",,,,,
118001320,unclassified,False,False,144.521,"LINESTRING (130.2937468 32.6561194, 130.2939397 32.6562012, 130.2942359 32.6563966, 130.2943016 32.6564641, 130.2943271 32.6565637, 130.2943352 32.6567715, 130.2944007 32.6571717)",,,,,
"[118001320, 1124600767, 1124600768]",unclassified,False,True,22.255,"LINESTRING (130.2937468 32.6561194, 130.2937186 32.6561068, 130.2936757 32.6560876, 130.2935368 32.6560256)",,,,yes,
620289690,residential,False,False,61.696,"LINESTRING (130.2937468 32.6561194, 130.293727 32.65626, 130.2937143 32.6564542, 130.2936217 32.6566586)",,,,,
117998582,unclassified,False,False,170.951,"LINESTRING (130.3014069 32.6621618, 130.3012962 32.6620285, 130.3010604 32.6617964, 130.300866 32.6615283, 130.3009008 32.6613875, 130.3008713 32.6607766)",,,,,
117998582,unclassified,False,True,125.712,"LINESTRING (130.3014069 32.6621618, 130.3014148 32.6623698, 130.3014068 32.6625309, 130.3013877 32.6626164, 130.3013807 32.6626477, 130.301255 32.6628967, 130.3011913 32.6629565, 130.3009541 32.6630789, 130.3008977 32.6631109)",,,,,
620590050,unclassified,False,False,72.338,"LINESTRING (130.3014069 32.6621618, 130.3015289 32.6620284, 130.3016227 32.6618297, 130.3016844 32.6616265, 130.3017166 32.6615745)",,,,,
118000880,residential,False,True,46.966,"LINESTRING (130.3002974 32.65869, 130.2997961 32.6587066)",,,,,
118000880,residential,False,False,42.365,"LINESTRING (130.3002974 32.65869, 130.3004265 32.6587045, 130.3007488 32.6587049)",,,,,
653971853,residential,False,True,99.24700000000001,"LINESTRING (130.3002974 32.65869, 130.3002643 32.6585292, 130.3002463 32.6583835, 130.3002159 32.6578012)",,,,,
