osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,tunnel,bridge
69054890,2,169,国道169号,trunk,False,False,48.4,"LINESTRING (135.7915833 34.5057958, 135.7921115 34.5057947)",,
168583979,,,,unclassified,False,False,178.66499999999996,"LINESTRING (135.7915833 34.5057958, 135.7913764 34.5057835, 135.790909 34.5057845, 135.7908005 34.5057685, 135.7900961 34.5057623, 135.789962 34.5057676, 135.7899 34.5057718, 135.7897572 34.5057854, 135.7896383 34.5057993)",,
725027869,2,24;165;166;169,国道24号,trunk,False,True,43.57899999999999,"LINESTRING (135.7915833 34.5057958, 135.7915646 34.5061534, 135.7915708 34.506187)",,
240333421,,158,大和八木停車場線,secondary,False,True,73.59,"LINESTRING (135.7915982 34.5096977, 135.7916185 34.5103593)",,
1187770067,2,24,国道24号,trunk,False,True,46.09,"LINESTRING (135.7915982 34.5096977, 135.7921012 34.5096954)",,
67503132,2,24,国道24号,trunk,False,False,106.936,"LINESTRING (135.7915982 34.5096977, 135.7915886 34.5093746, 135.7915636 34.5092535, 135.7915539 34.5087379)",,
67503135,2,206,豊浦大和八木停車場線,secondary,False,False,4.484,"LINESTRING (135.7936488 34.5097158, 135.7936506 34.5096755)",,
725022445,2,24,国道24号,trunk,False,True,132.132,"LINESTRING (135.7936488 34.5097158, 135.7936251 34.5107784, 135.7936358 34.5109036)",,
1187770067,2,24,国道24号,trunk,False,False,141.822,"LINESTRING (135.7936488 34.5097158, 135.7933262 34.5097116, 135.7921012 34.5096954)",,
1187770067,2,24,国道24号,trunk,False,False,46.09,"LINESTRING (135.7921012 34.5096954, 135.7915982 34.5096977)",,
446939684,,,,residential,False,False,52.574,"LINESTRING (135.7921012 34.5096954, 135.7921006 34.5096345, 135.792097 34.5092226)",,
1187770067,2,24,国道24号,trunk,False,True,141.822,"LINESTRING (135.7921012 34.5096954, 135.7933262 34.5097116, 135.7936488 34.5097158)",,
168584129,,,,tertiary,False,True,58.569,"LINESTRING (135.7915539 34.5087379, 135.7909148 34.508729)",,
600706832,2,165;166;169,国道165号,trunk,False,True,50.827,"LINESTRING (135.7915539 34.5087379, 135.7921086 34.5087356)",,
67503132,2,24,国道24号,trunk,False,True,106.936,"LINESTRING (135.7915539 34.5087379, 135.7915636 34.5092535, 135.7915886 34.5093746, 135.7915982 34.5096977)",,
"[67503136, 240333426, 67503131]",2,24;165;166;169,国道24号,trunk,False,False,99.162,"LINESTRING (135.7915539 34.5087379, 135.7915548 34.5084519, 135.7915482 34.5082994, 135.7915375 34.5078463)",yes,
59963984,2,,,tertiary,True,False,54.293000000000006,"LINESTRING (135.7916387 34.5108987, 135.7917395 34.5109322, 135.7922166 34.5109986)",,
240333421,,158,大和八木停車場線,secondary,False,False,60.007999999999996,"LINESTRING (135.7916387 34.5108987, 135.7916362 34.5107971, 135.7916185 34.5103593)",,
425400425,,,横大路,unclassified,False,False,62.259,"LINESTRING (135.7916387 34.5108987, 135.79157 34.5108983, 135.7914231 34.5108973, 135.7909593 34.5109045)",,
725022445,2,24,国道24号,trunk,False,False,132.132,"LINESTRING (135.7936358 34.5109036, 135.7936251 34.5107784, 135.7936488 34.5097158)",,
725022445,2,24,国道24号,trunk,False,True,124.707,"LINESTRING (135.7936358 34.5109036, 135.7936374 34.5110672, 135.7936324 34.5120251)",,
1150857337,2,,,tertiary,True,False,68.572,"LINESTRING (135.7936358 34.5109036, 135.7935148 34.5108777, 135.7928917 34.5108928)",,
600706832,2,165;166;169,国道165号,trunk,False,False,35.589,"LINESTRING (135.7936361 34.5087256, 135.7932477 34.5087246)",,
600706832,2,165;166;169,国道165号,trunk,False,True,74.76,"LINESTRING (135.7936361 34.5087256, 135.794452 34.508725)",,
67503135,2,206,豊浦大和八木停車場線,secondary,False,True,105.66199999999999,"LINESTRING (135.7936361 34.5087256, 135.7936587 34.5093788, 135.7936545 34.5095622, 135.7936506 34.5096755)",,
59963984,2,,,tertiary,True,False,34.413,"LINESTRING (135.7928964 34.510999, 135.7932718 34.5109895)",,
1150857336,,,,tertiary_link,False,False,11.817,"LINESTRING (135.7928964 34.510999, 135.7928917 34.5108928)",,
168583419,,,,tertiary,True,False,136.833,"LINESTRING (135.7928964 34.510999, 135.7928483 34.5110966, 135.7928579 34.5122218)",,
725022445,2,24,国道24号,trunk,False,True,5.583,"LINESTRING (135.7936401 34.5131996, 135.7936456 34.5132496)",,
402557973,,,,tertiary,False,True,195.303,"LINESTRING (135.7936401 34.5131996, 135.7937371 34.513184, 135.7940228 34.513138, 135.794291 34.5131241, 135.7944342 34.5131114, 135.795107 34.5130425, 135.7957529 34.5129761)",,
725022445,2,24,国道24号,trunk,False,False,62.566,"LINESTRING (135.7936401 34.5131996, 135.7936306 34.512977, 135.7936268 34.5127516, 135.7936248 34.5126371)",,
168583920,,,,unclassified,False,False,101.878,"LINESTRING (135.7896148 34.5055101, 135.788503 34.5055126)",,
620772188,,273,大和郡山田原本橿原自転車道線,unclassified,False,False,32.695,"LINESTRING (135.7896148 34.5055101, 135.78964 34.5055524, 135.7896383 34.5057993)",,
168583979,,,,unclassified,False,True,178.665,"LINESTRING (135.7896383 34.5057993, 135.7897572 34.5057854, 135.7899 34.5057718, 135.789962 34.5057676, 135.7900961 34.5057623, 135.7908005 34.5057685, 135.790909 34.5057845, 135.7913764 34.5057835, 135.7915833 34.5057958)",,
620772188,,273,大和郡山田原本橿原自転車道線,unclassified,False,False,44.293000000000006,"LINESTRING (135.7896383 34.5057993, 135.7896397 34.5058438, 135.7896443 34.5061976)",,
620772188,,273,大和郡山田原本橿原自転車道線,unclassified,False,True,32.695,"LINESTRING (135.7896383 34.5057993, 135.78964 34.5055524, 135.7896148 34.5055101)",,
620772188,,273,大和郡山田原本橿原自転車道線,unclassified,False,False,32.102,"LINESTRING (135.7896443 34.5061976, 135.7896237 34.5064858)",,
620772188,,273,大和郡山田原本橿原自転車道線,unclassified,False,True,44.293000000000006,"LINESTRING (135.7896443 34.5061976, 135.7896397 34.5058438, 135.7896383 34.5057993)",,
