osmid,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,name,bridge
129139413,unclassified,30,False,True,34.518,"LINESTRING (135.761742 34.6044014, 135.7621036 34.6043132)",,,,
129139012,unclassified,,False,True,160.79700000000003,"LINESTRING (135.761742 34.6044014, 135.7615037 34.6042531, 135.760294 34.603583)",,,,
184663439,secondary,50,False,False,40.906000000000006,"LINESTRING (135.761742 34.6044014, 135.7615517 34.6044787, 135.7614865 34.6045173, 135.7614406 34.6045637, 135.7614027 34.6046233)",2,109,天理斑鳩線,
1090636280,secondary,,False,True,106.429,"LINESTRING (135.761742 34.6044014, 135.7619861 34.6045186, 135.7622454 34.604664, 135.7626794 34.6049637)",2,109,天理斑鳩線,
1036780811,secondary,,False,True,49.999,"LINESTRING (135.760294 34.603583, 135.7602856 34.6040326)",2,108,大和郡山広陵線,
129139012,unclassified,,False,False,160.79700000000003,"LINESTRING (135.760294 34.603583, 135.7615037 34.6042531, 135.761742 34.6044014)",,,,
682420955,residential,,False,True,57.859,"LINESTRING (135.753748 34.6036969, 135.7537981 34.6042156)",,,,
"[682420955, 682420956]",residential,,False,"[False, True]",144.914,"LINESTRING (135.753748 34.6036969, 135.7537282 34.6034484, 135.7537496 34.6034163, 135.7540821 34.6034091, 135.754147 34.604151)",,,,
1132762938,residential,,False,True,66.616,"LINESTRING (135.753748 34.6036969, 135.7535934 34.6036616, 135.753027 34.6036337)",,,,
1132762940,residential,,False,True,88.337,"LINESTRING (135.7539973 34.602769, 135.7530323 34.6027835)",,,,
129139111,residential,,False,False,121.399,"LINESTRING (135.7539973 34.602769, 135.7540035 34.6030631, 135.7530346 34.603077)",,,,
129138579,residential,,False,True,186.39300000000003,"LINESTRING (135.7566627 34.6029525, 135.7569013 34.602991, 135.7573865 34.6030182, 135.7575383 34.6030487, 135.7576615 34.6030721, 135.7577385 34.6030835, 135.7578132 34.6031026, 135.7578256 34.6033229, 135.757839 34.6034218, 135.7578472 34.6037084, 135.7579336 34.6037293, 135.7579264 34.6037623)",,,,
129139007,unclassified,,False,False,68.102,"LINESTRING (135.7566627 34.6029525, 135.7565739 34.6031406, 135.7563936 34.6035235)",,,,
129138992,unclassified,,False,True,32.636,"LINESTRING (135.7530323 34.6027835, 135.7530346 34.603077)",,,,
1132762940,residential,,False,False,88.337,"LINESTRING (135.7530323 34.6027835, 135.7539973 34.602769)",,,,
129138986,residential,,False,False,61.906,"LINESTRING (135.7530346 34.603077, 135.753027 34.6036337)",,,,
129138992,unclassified,,False,False,32.636,"LINESTRING (135.7530346 34.603077, 135.7530323 34.6027835)",,,,
129139111,residential,,False,True,121.399,"LINESTRING (135.7530346 34.603077, 135.7540035 34.6030631, 135.7539973 34.602769)",,,,
129138986,residential,,False,False,62.57,"LINESTRING (135.753027 34.6036337, 135.7530253 34.6041964)",,,,
129138986,residential,,False,True,61.906,"LINESTRING (135.753027 34.6036337, 135.7530346 34.603077)",,,,
1132762938,residential,,False,False,66.616,"LINESTRING (135.753027 34.6036337, 135.7535934 34.6036616, 135.753748 34.6036969)",,,,
1235415831,residential,,False,False,37.864,"LINESTRING (135.7549511 34.6032592, 135.7553538 34.6031812)",,,,
129138588,unclassified,,False,False,44.342000000000006,"LINESTRING (135.7549511 34.6032592, 135.7548987 34.6033542, 135.7548776 34.60341, 135.7549294 34.6035502, 135.754961 34.6036358)",,,,
129139007,unclassified,,False,True,68.102,"LINESTRING (135.7563936 34.6035235, 135.7565739 34.6031406, 135.7566627 34.6029525)",,,,
129139102,unclassified,,False,False,56.552,"LINESTRING (135.7563936 34.6035235, 135.7563463 34.6036508, 135.7562347 34.6038853, 135.7561838 34.6040016)",,,,
