osmid,highway,oneway,reversed,length,geometry,lanes,name,width,ref,tunnel,bridge,est_width
169489048,residential,False,False,55.845,"LINESTRING (130.3967727 33.5918488, 130.3967164 33.5919226, 130.3965702 33.5923191)",,,,,,,
"[730198311, 730198312, 730198313, 210342327, 728058745, 728058747]",tertiary,True,False,110.915,"LINESTRING (130.3967727 33.5918488, 130.3968854 33.5918974, 130.3969927 33.591946, 130.3971174 33.5920074, 130.3972717 33.5920818, 130.3974379 33.5921394, 130.3975379 33.5921661, 130.3976539 33.5921929, 130.3977276 33.5922102, 130.3978667 33.5922389)","['4', '3', '5']",昭和通り,"['12.5', '7.5', '10']",,,,
258878958,trunk,False,False,19.093,"LINESTRING (130.4025346 33.5885962, 130.4027189 33.5886731)",4,国体道路,10,202,,,
56131478,unclassified,False,False,28.058,"LINESTRING (130.4025346 33.5885962, 130.4026027 33.5885456, 130.4026389 33.5885235, 130.4027765 33.588445)",,,,,,,
258878958,trunk,False,True,131.752,"LINESTRING (130.4025346 33.5885962, 130.402505 33.5885826, 130.4022046 33.5884449, 130.4018629 33.5882876, 130.4014695 33.5880781, 130.4013147 33.5879887)",4,国体道路,10,202,,,
175154937,tertiary,False,False,17.115,"LINESTRING (130.3988213 33.5913537, 130.3990008 33.5913902)",4,明治通り,10,,,,
374632640,tertiary,False,True,52.245,"LINESTRING (130.3988213 33.5913537, 130.3982749 33.5912371)",4,明治通り,10,,,,
42762533,secondary,True,False,106.416,"LINESTRING (130.3988213 33.5913537, 130.3987524 33.5915213, 130.3984914 33.5921601, 130.3984142 33.5922432)",3,渡辺通り,7.5,602,,,
208041264,trunk,False,False,30.09,"LINESTRING (130.3974557 33.5864615, 130.3977628 33.5865497)",4,国体道路,10,202,,,
208041264,trunk,False,True,58.161,"LINESTRING (130.3974557 33.5864615, 130.3970226 33.5863015, 130.3968876 33.5862396)",4,国体道路,10,202,,,
520146155,tertiary,False,True,63.956999999999994,"LINESTRING (130.3974557 33.5864615, 130.3974229 33.5865376, 130.3972666 33.5869387, 130.3972398 33.5870078)",2,天神西通り,5,,,,
68756870,tertiary,False,False,17.174,"LINESTRING (130.3995872 33.5896385, 130.3997651 33.589682)",2,きらめき通り,5,,,,
"[32008537, 366459037]",secondary,True,False,204.04800000000003,"LINESTRING (130.3995872 33.5896385, 130.3994745 33.5898044, 130.3993946 33.5899245, 130.3992642 33.5902299, 130.399243 33.5902768, 130.3991983 33.5903847, 130.3990775 33.5906751, 130.3990659 33.5907047, 130.398912 33.5911173, 130.3988213 33.5913537)",3,渡辺通り,,602,,,
"[792121892, 792121893, 792115910, 792115911]",tertiary,False,True,66.875,"LINESTRING (130.3995872 33.5896385, 130.3994288 33.5896032, 130.3993987 33.5895958, 130.3989695 33.5894943, 130.3988921 33.589476)",2,きらめき通り,5,,building_passage,,
179128982,trunk,False,False,17.282,"LINESTRING (130.4011593 33.5879027, 130.4013147 33.5879887)",4,国体道路,10,202,,,
32008537,secondary,True,False,152.296,"LINESTRING (130.4011593 33.5879027, 130.4010663 33.5880155, 130.4008373 33.5882642, 130.4002644 33.5889004, 130.4001758 33.5890001)",3,渡辺通り,,602,,,
503961113,trunk,False,True,41.68,"LINESTRING (130.4011593 33.5879027, 130.4009898 33.587815, 130.4007762 33.5877061)",4,国体道路,10,202,,,
"[96533041, 46697765, 33111382]",tertiary,False,False,86.28399999999999,"LINESTRING (130.4033979 33.5923372, 130.4033321 33.5923253, 130.403141 33.5922902, 130.4028803 33.5922467, 130.4024898 33.592165)",4,明治通り,9.2,,,yes,
46679219,secondary,False,False,149.67199999999997,"LINESTRING (130.4033979 33.5923372, 130.4034486 33.592256, 130.4038762 33.5913794, 130.404015 33.5910936)",,東光寺竹下春吉線,,553,,,
"[178778538, 33111381, 28302398]",tertiary,False,True,125.39900000000002,"LINESTRING (130.4033979 33.5923372, 130.4035037 33.592376, 130.4036475 33.5924378, 130.403731 33.5924763, 130.4038529 33.5925466, 130.4044242 33.5928954, 130.4044537 33.5929153, 130.4045208 33.5929607)",4,明治通り,9.2,,,yes,
46699043,tertiary,False,False,14.539,"LINESTRING (130.404875 33.593289, 130.4049767 33.5933886)",4,明治通り,9.2,,,,
140551482,unclassified,False,False,81.546,"LINESTRING (130.404875 33.593289, 130.4042191 33.5937782)",,,,,,,
28302398,tertiary,False,False,49.184000000000005,"LINESTRING (130.404875 33.593289, 130.4048119 33.5932272, 130.4045807 33.5930012, 130.4045208 33.5929607)",4,明治通り,9.2,,,,
33111547,tertiary,False,True,130.563,"LINESTRING (130.4022961 33.5895946, 130.400939 33.5892773)",2,エル通り,5,,,,
33111548,tertiary,False,False,146.019,"LINESTRING (130.4022961 33.5895946, 130.4022523 33.5897421, 130.4019173 33.590783, 130.4018912 33.5908637)",4,市役所通り,10,,,,
"[217018834, 217018820]",tertiary,False,True,155.74,"LINESTRING (130.4022961 33.5895946, 130.4023803 33.589614, 130.4025329 33.5896503, 130.4030339 33.5897722, 130.4031287 33.5897898, 130.4032013 33.5897896, 130.40331 33.5897377, 130.4034257 33.5896615, 130.4037077 33.5894454, 130.4037746 33.5893982)",2,,5,,,yes,
520149464,tertiary,False,False,110.94700000000002,"LINESTRING (130.4022961 33.5895946, 130.4023227 33.5895018, 130.4024168 33.5891733, 130.4024658 33.5890368, 130.4026004 33.5888058, 130.4026287 33.5887737, 130.4027189 33.5886731)",4,市役所通り,10,,,,
33111548,tertiary,False,True,146.019,"LINESTRING (130.4018912 33.5908637, 130.4019173 33.590783, 130.4022523 33.5897421, 130.4022961 33.5895946)",4,市役所通り,10,,,,
33111549,tertiary,False,False,52.454,"LINESTRING (130.4018912 33.5908637, 130.4017758 33.5908362, 130.4013467 33.5907341)",2,福博であい通り,,,,,
68756861,tertiary,False,False,124.496,"LINESTRING (130.4018912 33.5908637, 130.4018396 33.5909892, 130.4017127 33.591295, 130.4015051 33.5917953, 130.4014525 33.591922)",4,市役所通り,10,,,,
32008467,tertiary,False,False,59.078,"LINESTRING (130.3982774 33.5893343, 130.3988921 33.589476)",2,きらめき通り,5,,,,
179084431,unclassified,False,False,82.512,"LINESTRING (130.3982774 33.5893343, 130.3983038 33.5892583, 130.3984265 33.5889206, 130.3985477 33.5886274)",,警固公園通り,,,,,
179084431,unclassified,False,True,74.935,"LINESTRING (130.3982774 33.5893343, 130.3981935 33.5895943, 130.3981638 33.5897215, 130.398099 33.5899164, 130.3980673 33.5899843)",,警固公園通り,,,,,
208041264,trunk,False,True,41.528,"LINESTRING (130.3992089 33.5870159, 130.3988029 33.5868575)",4,国体道路,10,202,,,
520145812,trunk,False,False,99.591,"LINESTRING (130.3992089 33.5870159, 130.4001851 33.5873912)",4,国体道路,10,202,,,
179084431,unclassified,False,True,57.327999999999996,"LINESTRING (130.3992089 33.5870159, 130.3991713 33.5870808, 130.3991584 33.5871031, 130.3989571 33.5874868)",,警固公園通り,,,,,
520145811,unclassified,False,False,47.717,"LINESTRING (130.3992089 33.5870159, 130.3992699 33.5869534, 130.3992871 33.5869357, 130.3994637 33.586645)",,今泉公園通り,,,,,
208041264,trunk,False,False,41.528,"LINESTRING (130.3988029 33.5868575, 130.3992089 33.5870159)",4,国体道路,10,202,,,
208041264,trunk,False,True,102.244,"LINESTRING (130.3988029 33.5868575, 130.3977628 33.5865497)",4,国体道路,10,202,,,
41234686,unclassified,False,False,48.509,"LINESTRING (130.3988029 33.5868575, 130.3988417 33.5867842, 130.3990325 33.5864655)",,今泉公園西通り,,,,,
68756874,unclassified,False,True,72.007,"LINESTRING (130.3980115 33.5878321, 130.39875 33.5880343)",,マロニエ通り,,,,,
41234695,unclassified,False,False,64.533,"LINESTRING (130.3980115 33.5878321, 130.3980192 33.5878127, 130.3982199 33.5873092, 130.398231 33.5872813)",,,,,,,
