osmid,ref,name,highway,oneway,reversed,length,geometry,tunnel
117947507,157,道源寺上市線,secondary,False,False,118.394,"LINESTRING (137.357147 36.6943635, 137.3573569 36.6945973, 137.3573944 36.6946551, 137.3574225 36.6947199, 137.3574333 36.6948205, 137.3574931 36.6953603)",
117947207,152,大岩神明町線,secondary,False,True,51.176,"LINESTRING (137.3673214 36.6952744, 137.3672243 36.695728)",
127742830,,,unclassified,False,True,167.449,"LINESTRING (137.3673214 36.6952744, 137.3663497 36.6952535, 137.3654478 36.6953229)",
117947507,157,道源寺上市線,secondary,False,False,28.271,"LINESTRING (137.3574931 36.6953603, 137.3575071 36.6956143)",
117947507,157,道源寺上市線,secondary,False,True,118.394,"LINESTRING (137.3574931 36.6953603, 137.3574333 36.6948205, 137.3574225 36.6947199, 137.3573944 36.6946551, 137.3573569 36.6945973, 137.357147 36.6943635)",
127742957,,,unclassified,False,False,261.125,"LINESTRING (137.3574931 36.6953603, 137.3575341 36.6953177, 137.3579101 36.6952236, 137.3582233 36.6951646, 137.3603557 36.694971)",
117947507,157,道源寺上市線,secondary,False,True,68.725,"LINESTRING (137.3575581 36.696231, 137.3575071 36.6956143)",
127739704,,,unclassified,False,False,180.21,"LINESTRING (137.3575581 36.696231, 137.35955 36.6965062)",
117947507,157,道源寺上市線,secondary,False,False,112.035,"LINESTRING (137.3575581 36.696231, 137.357522 36.6966479, 137.3575047 36.696724, 137.3574761 36.6967812, 137.3572537 36.6971951)",
117947207,152,大岩神明町線,secondary,False,False,53.095,"LINESTRING (137.3671235 36.6961986, 137.3672243 36.695728)",
117947207,152,大岩神明町線,secondary,False,True,80.06,"LINESTRING (137.3671235 36.6961986, 137.3669679 36.6969077)",
117947507,157,道源寺上市線,secondary,False,False,32.534,"LINESTRING (137.3572537 36.6971951, 137.3572782 36.6972368, 137.3575043 36.6974038)",
117947507,157,道源寺上市線,secondary,False,True,112.035,"LINESTRING (137.3572537 36.6971951, 137.3574761 36.6967812, 137.3575047 36.696724, 137.357522 36.6966479, 137.3575581 36.696231)",
127739679,,,unclassified,False,True,137.448,"LINESTRING (137.3572537 36.6971951, 137.3571048 36.6971131, 137.3569065 36.6968929, 137.3568758 36.6968596, 137.356605 36.6965332, 137.3562995 36.6962346)",
117947207,152,大岩神明町線,secondary,False,False,60.832,"LINESTRING (137.3668497 36.6974465, 137.3669679 36.6969077)",
117947207,152,大岩神明町線,secondary,False,True,94.463,"LINESTRING (137.3668497 36.6974465, 137.3666573 36.6982819)",
127742858,,,unclassified,False,False,149.626,"LINESTRING (137.3668497 36.6974465, 137.3664948 36.6972626, 137.3652493 36.6971347)",
117947507,157,道源寺上市線,secondary,False,False,49.712,"LINESTRING (137.3578892 36.6980235, 137.3580789 36.6984439)",
117947507,157,道源寺上市線,secondary,False,True,77.632,"LINESTRING (137.3578892 36.6980235, 137.3577576 36.6977545, 137.3576617 36.6975745, 137.3575506 36.697438, 137.3575043 36.6974038)",
127739626,,,unclassified,False,False,52.539,"LINESTRING (137.3578892 36.6980235, 137.3581591 36.6978942, 137.358336 36.6977255)",
117947507,157,道源寺上市線,secondary,False,False,30.267,"LINESTRING (137.3580789 36.6984439, 137.3582032 36.6986972)",
117947507,157,道源寺上市線,secondary,False,True,49.712,"LINESTRING (137.3580789 36.6984439, 137.3578892 36.6980235)",
871454627,,,unclassified,False,True,42.011,"LINESTRING (137.3580789 36.6984439, 137.3585206 36.6983123)",
871454627,,,unclassified,False,False,155.86599999999999,"LINESTRING (137.3580789 36.6984439, 137.3575183 36.6986027, 137.3573444 36.6986492, 137.3571995 36.698655, 137.3567769 36.6986628, 137.3564677 36.6986473, 137.3563761 36.6986355)",
117947207,152,大岩神明町線,secondary,False,False,93.132,"LINESTRING (137.3664211 36.6992928, 137.3666137 36.6984696)",
127738601,,,tertiary,False,True,47.888,"LINESTRING (137.3664211 36.6992928, 137.3658849 36.6993182)",
117947207,152,大岩神明町線,secondary,False,True,213.068,"LINESTRING (137.3664211 36.6992928, 137.3661783 36.7004361, 137.3660345 36.7010887, 137.3660117 36.7011806)",
117947482,157,道源寺上市線,secondary,False,False,43.45,"LINESTRING (137.3612561 36.6995135, 137.3612919 36.6999032)",
117947504,157,道源寺上市線,secondary,False,False,163.64,"LINESTRING (137.3612561 36.6995135, 137.3594236 36.6995972)",
127738134,,,tertiary,False,False,120.8,"LINESTRING (137.3612561 36.6995135, 137.3611647 36.6984296)",
127738601,,,tertiary,False,False,114.872,"LINESTRING (137.3612561 36.6995135, 137.3625431 36.6994643)",
117947504,157,道源寺上市線,secondary,False,True,68.028,"LINESTRING (137.3586618 36.699632, 137.3594236 36.6995972)",
117947507,157,道源寺上市線,secondary,False,True,92.986,"LINESTRING (137.3586618 36.699632, 137.35828 36.6988538)",
127737871,,,unclassified,False,True,17.007,"LINESTRING (137.3586618 36.699632, 137.3587278 36.6997755)",
117947070,,,tertiary,False,False,143.47199999999998,"LINESTRING (137.3586618 36.699632, 137.3572904 36.6997009, 137.3570566 36.6997213)",
977750092,,,tertiary,False,True,135.122,"LINESTRING (137.3570566 36.6997213, 137.3563761 36.6986355)",
117947070,,,tertiary,False,True,143.47199999999998,"LINESTRING (137.3570566 36.6997213, 137.3572904 36.6997009, 137.3586618 36.699632)",
117947323,3,富山立山魚津線,primary,False,True,138.584,"LINESTRING (137.3570566 36.6997213, 137.3573155 36.7001369, 137.357472 36.7004023, 137.3575874 36.7006672, 137.3576386 36.7008707)",
117947482,157,道源寺上市線,secondary,False,True,43.45,"LINESTRING (137.3612919 36.6999032, 137.3612561 36.6995135)",
127737431,,,unclassified,False,True,211.283,"LINESTRING (137.3612919 36.6999032, 137.3589581 36.7002335)",
437261349,,,unclassified,False,True,118.509,"LINESTRING (137.3612919 36.6999032, 137.3626077 36.6997519)",
