osmid,name,highway,oneway,reversed,length,lanes,ref,geometry,bridge,maxspeed
38939785,寿司屋通り,tertiary,False,False,35.03,,,"LINESTRING (140.9991587 43.1942318, 140.9987474 43.1941352)",,
38939785,寿司屋通り,tertiary,False,True,61.503,,,"LINESTRING (140.9991587 43.1942318, 140.9998896 43.1943801)",,
151600214,,unclassified,True,False,51.91,,,"LINESTRING (140.9991587 43.1942318, 140.9994144 43.1938038)",,
38939785,寿司屋通り,tertiary,False,False,9.116,,,"LINESTRING (140.9983138 43.1940334, 140.9982059 43.1940103)",,
38939785,寿司屋通り,tertiary,False,True,36.928,,,"LINESTRING (140.9983138 43.1940334, 140.9987474 43.1941352)",,
38939785,寿司屋通り,tertiary,False,True,67.716,,,"LINESTRING (140.9968305 43.1936978, 140.9976282 43.1938785)",,
151599402,,tertiary,False,False,96.691,,,"LINESTRING (140.9968305 43.1936978, 140.9956766 43.1934777)",,
257877183,国道5号,trunk,False,False,41.527,4,5,"LINESTRING (140.9968305 43.1936978, 140.9970583 43.1933633)",,
257877183,国道5号,trunk,False,True,76.185,4,5,"LINESTRING (140.9968305 43.1936978, 140.9964576 43.1943267)",,
38964673,,unclassified,True,False,90.977,,,"LINESTRING (140.997871 43.1947852, 140.9983138 43.1940334)",,
38964702,,unclassified,False,False,58.546,,,"LINESTRING (140.997871 43.1947852, 140.9972086 43.1945754)",,
151599561,,unclassified,False,True,71.569,,,"LINESTRING (140.997871 43.1947852, 140.9986035 43.1950157, 140.9986807 43.1950417)",,
38964702,,unclassified,False,False,66.866,,,"LINESTRING (140.9972086 43.1945754, 140.9964576 43.1943267)",,
38964702,,unclassified,False,True,58.546,,,"LINESTRING (140.9972086 43.1945754, 140.997871 43.1947852)",,
38964708,静屋通り,unclassified,False,True,84.629,,,"LINESTRING (140.9972086 43.1945754, 140.9976282 43.1938785)",,
38964702,,unclassified,False,True,66.866,,,"LINESTRING (140.9964576 43.1943267, 140.9972086 43.1945754)",,
257877183,国道5号,trunk,False,False,76.185,4,5,"LINESTRING (140.9964576 43.1943267, 140.9968305 43.1936978)",,
257877183,国道5号,trunk,False,True,91.191,4,5,"LINESTRING (140.9964576 43.1943267, 140.996011 43.1950794)",,
257877182,,unclassified,False,False,153.568,,,"LINESTRING (140.9964576 43.1943267, 140.9957595 43.1940943, 140.9952958 43.1948431)",,
38939785,寿司屋通り,tertiary,False,False,67.716,,,"LINESTRING (140.9976282 43.1938785, 140.9968305 43.1936978)",,
38939785,寿司屋通り,tertiary,False,True,49.071,,,"LINESTRING (140.9976282 43.1938785, 140.9982059 43.1940103)",,
38964708,静屋通り,unclassified,False,False,84.629,,,"LINESTRING (140.9976282 43.1938785, 140.9972086 43.1945754)",,
131883011,天神南小樽停車場線,secondary,False,False,63.653,,697,"LINESTRING (140.996011 43.1950794, 140.9952958 43.1948431)",,
257877183,国道5号,trunk,False,False,91.191,4,5,"LINESTRING (140.996011 43.1950794, 140.9964576 43.1943267)",,
657021700,天神南小樽停車場線,secondary,False,True,64.324,,697,"LINESTRING (140.9945876 43.1946258, 140.993866 43.1943852)",,
151607382,,tertiary,False,False,147.12,,,"LINESTRING (140.9945876 43.1946258, 140.9950305 43.1938683, 140.9952993 43.1934087)",,
"[657021700, 106903677]","['天神南小樽停車場線', '富岡跨線橋']",secondary,False,"[False, True]",62.294,,697,"LINESTRING (140.9945876 43.1946258, 140.9948291 43.1946958, 140.9952958 43.1948431)",yes,
68578314,,tertiary,False,False,47.634,,,"LINESTRING (141.0007005 43.1916517, 141.0006027 43.1916201, 141.000295 43.1915208, 141.0001632 43.1914783)",,
68578314,,tertiary,False,True,39.79,,,"LINESTRING (140.9985034 43.1909467, 140.9986593 43.1909971, 140.9989521 43.1910917)",,
151599384,,tertiary,False,False,70.432,,,"LINESTRING (140.9985034 43.1909467, 140.9983657 43.1909024, 140.9977085 43.1906911)",,
257877183,国道5号,trunk,False,False,86.406,4,5,"LINESTRING (140.9985034 43.1909467, 140.9985842 43.1908124, 140.9989316 43.1902351)",,
257877183,国道5号,trunk,False,True,91.714,4,5,"LINESTRING (140.9985034 43.1909467, 140.9984169 43.1910975, 140.9982457 43.1913962, 140.9980671 43.1917077)",,
151599402,,tertiary,False,True,51.503,,,"LINESTRING (140.9916837 43.1927025, 140.9922995 43.1928164)",,
151605588,地獄坂,unclassified,False,True,55.186,,,"LINESTRING (140.9916837 43.1927025, 140.9910257 43.1925753)",,
657021700,天神南小樽停車場線,secondary,False,True,128.409,,697,"LINESTRING (140.9916837 43.1927025, 140.9910539 43.1916429)",,
657021700,天神南小樽停車場線,secondary,False,False,130.439,,697,"LINESTRING (140.9916837 43.1927025, 140.9917532 43.1928249, 140.9922825 43.1937913)",,
657021700,天神南小樽停車場線,secondary,False,False,47.322,,697,"LINESTRING (140.9901199 43.189998, 140.9903432 43.1903912)",,
657021700,天神南小樽停車場線,secondary,False,True,12.287,,697,"LINESTRING (140.9901199 43.189998, 140.9900626 43.1898957)",,
"[820884349, 151608285, 820884350]",紅葉橋,tertiary,False,False,185.02900000000002,2,,"LINESTRING (140.9901199 43.189998, 140.9908392 43.1897828, 140.9910372 43.1897236, 140.9911997 43.189675, 140.9914099 43.1896594, 140.9916036 43.1896762, 140.9922695 43.1898533)",yes,
151604612,,tertiary,False,False,121.22,,,"LINESTRING (140.9926683 43.1940027, 140.9932997 43.1930145)",,
657021700,天神南小樽停車場線,secondary,False,False,105.999,,697,"LINESTRING (140.9926683 43.1940027, 140.993866 43.1943852)",,
151606117,,unclassified,False,False,112.024,,,"LINESTRING (140.9926683 43.1940027, 140.9926793 43.1940899, 140.9922011 43.1949057, 140.9921835 43.1949358)",,
657021700,天神南小樽停車場線,secondary,False,True,40.371,,697,"LINESTRING (140.9926683 43.1940027, 140.9925754 43.1939722, 140.9924581 43.1939349, 140.9923585 43.1938795, 140.9922825 43.1937913)",,
657021700,天神南小樽停車場線,secondary,False,False,12.287,,697,"LINESTRING (140.9900626 43.1898957, 140.9901199 43.189998)",,
657021700,天神南小樽停車場線,secondary,False,True,47.192,,697,"LINESTRING (140.9900626 43.1898957, 140.9898425 43.1895028)",,
151604560,,unclassified,False,False,29.707,,,"LINESTRING (140.9909273 43.19142, 140.9912394 43.19128)",,
657021700,天神南小樽停車場線,secondary,False,False,26.826,,697,"LINESTRING (140.9909273 43.19142, 140.9910539 43.1916429)",,
657021700,天神南小樽停車場線,secondary,False,True,50.945,,697,"LINESTRING (140.9909273 43.19142, 140.9906826 43.190998)",,
657021700,天神南小樽停車場線,secondary,False,False,40.576,,697,"LINESTRING (140.9891116 43.1881986, 140.9893009 43.1885364)",,
657021700,天神南小樽停車場線,secondary,False,True,17.355,,697,"LINESTRING (140.9891116 43.1881986, 140.9890307 43.1880541)",,
657021700,天神南小樽停車場線,secondary,False,False,37.226,,697,"LINESTRING (140.9893009 43.1885364, 140.9894746 43.1888463)",,
657021700,天神南小樽停車場線,secondary,False,True,40.576,,697,"LINESTRING (140.9893009 43.1885364, 140.9891116 43.1881986)",,
151600030,,tertiary,False,False,90.424,,,"LINESTRING (140.9996602 43.1862503, 140.9994539 43.1865346, 140.9993668 43.1866374, 140.9992887 43.1867486, 140.999142 43.1869699)",,
"[151605584, 151601409]",,unclassified,False,"[False, True]",120.194,,,"LINESTRING (140.9954043 43.1863794, 140.9962591 43.1864559, 140.996533 43.1864771, 140.9967111 43.1864871, 140.9968777 43.1864975)",,
151604445,,unclassified,False,False,45.512,,,"LINESTRING (140.9968777 43.1864975, 140.9972066 43.1865383, 140.9973677 43.1865948, 140.9974118 43.1866103)",,
"[151605584, 151601409]",,unclassified,False,"[False, True]",120.194,,,"LINESTRING (140.9968777 43.1864975, 140.9967111 43.1864871, 140.996533 43.1864771, 140.9962591 43.1864559, 140.9954043 43.1863794)",,
151599642,,tertiary,False,True,27.781,,,"LINESTRING (140.9979405 43.1863752, 140.9976455 43.1865023)",,
151600325,,unclassified,False,True,118.959,,,"LINESTRING (140.9979405 43.1863752, 140.9982722 43.1866201, 140.9983839 43.1866826, 140.9985879 43.1867577, 140.999142 43.1869699)",,
151599642,,tertiary,False,False,27.781,,,"LINESTRING (140.9976455 43.1865023, 140.9979405 43.1863752)",,
151601547,,unclassified,False,True,22.433,,,"LINESTRING (140.9976455 43.1865023, 140.9974118 43.1866103)",,
151600836,,tertiary,False,False,50.486999999999995,,,"LINESTRING (140.9976455 43.1865023, 140.9976456 43.1866885, 140.9976198 43.1867852, 140.9975206 43.1869383)",,
151601547,,unclassified,False,False,22.433,,,"LINESTRING (140.9974118 43.1866103, 140.9976455 43.1865023)",,
"[151600585, 151602639]",,unclassified,False,True,76.59100000000001,,,"LINESTRING (140.9974118 43.1866103, 140.9972032 43.1868375, 140.9969138 43.1871953)",,
151604445,,unclassified,False,True,45.512,,,"LINESTRING (140.9974118 43.1866103, 140.9973677 43.1865948, 140.9972066 43.1865383, 140.9968777 43.1864975)",,
151600030,,tertiary,False,False,39.191,,,"LINESTRING (140.999142 43.1869699, 140.9989511 43.1872937)",,
151600030,,tertiary,False,True,90.424,,,"LINESTRING (140.999142 43.1869699, 140.9992887 43.1867486, 140.9993668 43.1866374, 140.9994539 43.1865346, 140.9996602 43.1862503)",,
151600325,,unclassified,False,False,118.959,,,"LINESTRING (140.999142 43.1869699, 140.9985879 43.1867577, 140.9983839 43.1866826, 140.9982722 43.1866201, 140.9979405 43.1863752)",,
151600389,,unclassified,False,True,133.606,,,"LINESTRING (140.999142 43.1869699, 141.0001163 43.1873869, 141.0005454 43.1875987)",,
151602089,,unclassified,False,True,42.172,,,"LINESTRING (140.9979906 43.1871008, 140.9975206 43.1869383)",,
151604679,,unclassified,False,True,45.51,,,"LINESTRING (140.9979906 43.1871008, 140.9977734 43.1874782)",,
561925088,,unclassified,False,False,38.447,,,"LINESTRING (140.9979906 43.1871008, 140.9984231 43.1872426)",,
151599331,,unclassified,False,True,33.682,,,"LINESTRING (140.9969138 43.1871953, 140.997294 43.1873174)",,
"[151600585, 151602639]",,unclassified,False,False,76.59100000000001,,,"LINESTRING (140.9969138 43.1871953, 140.9972032 43.1868375, 140.9974118 43.1866103)",,
"[151600803, 151601639]",,unclassified,False,False,96.786,,,"LINESTRING (140.9969138 43.1871953, 140.9965352 43.1875632, 140.9963527 43.1879515)",,
151601736,,unclassified,False,True,37.87,,,"LINESTRING (140.9977734 43.1874782, 140.9981994 43.1876179)",,
151601837,,unclassified,False,False,94.953,,,"LINESTRING (140.9977734 43.1874782, 140.9973026 43.1882601)",,
151603612,,unclassified,False,True,42.783,,,"LINESTRING (140.9977734 43.1874782, 140.997294 43.1873174)",,
151604679,,unclassified,False,False,45.51,,,"LINESTRING (140.9977734 43.1874782, 140.9979906 43.1871008)",,
657021700,天神南小樽停車場線,secondary,False,False,64.337,,697,"LINESTRING (140.9885698 43.1872316, 140.98887 43.1877672)",,
151600030,,tertiary,False,False,45.511,,,"LINESTRING (140.9988878 43.187395, 140.9986651 43.1877707)",,
151600030,,tertiary,False,True,12.378,,,"LINESTRING (140.9988878 43.187395, 140.9989511 43.1872937)",,
561925088,,unclassified,False,True,41.311,,,"LINESTRING (140.9988878 43.187395, 140.9984231 43.1872426)",,
151599331,,unclassified,False,False,33.682,,,"LINESTRING (140.997294 43.1873174, 140.9969138 43.1871953)",,
151600836,,tertiary,False,False,95.068,,,"LINESTRING (140.997294 43.1873174, 140.9968368 43.1881047)",,
151600836,,tertiary,False,True,45.983,,,"LINESTRING (140.997294 43.1873174, 140.9975206 43.1869383)",,
151603612,,unclassified,False,False,42.783,,,"LINESTRING (140.997294 43.1873174, 140.9977734 43.1874782)",,
151599688,,unclassified,False,False,29.52,,,"LINESTRING (140.9995793 43.1875708, 140.9998937 43.1877047)",,
151599688,,unclassified,False,True,29.05,,,"LINESTRING (140.9995793 43.1875708, 140.9992727 43.1874356)",,
