osmid,lanes,highway,oneway,reversed,length,geometry,bridge,ref,name,maxspeed
62172969,2,tertiary,False,False,152.66,"LINESTRING (130.4036993 33.3227021, 130.4037639 33.3227594, 130.4038445 33.3228137, 130.4041864 33.3230093, 130.4043889 33.3231494, 130.4048862 33.3235058, 130.4049726 33.3235665)",,,,
"[176503010, 176503684, 176503658]",,tertiary,False,True,91.13,"LINESTRING (130.4036993 33.3227021, 130.4035132 33.322709, 130.4032788 33.3226866, 130.4030584 33.3226375, 130.4027415 33.3225591)",yes,,,
176504065,,unclassified,False,True,140.441,"LINESTRING (130.4036993 33.3227021, 130.4037237 33.3225958, 130.4037492 33.3225566, 130.4037948 33.3225084, 130.4038386 33.3224616, 130.4038685 33.3223414, 130.4038887 33.3222249, 130.4039022 33.3221496, 130.4039812 33.3220187, 130.4040099 33.3219736, 130.4041369 33.3218611, 130.404229 33.3217796, 130.4043071 33.3217082, 130.4043968 33.3216256)",,,,
176503114,,residential,False,True,65.422,"LINESTRING (130.3982752 33.3253822, 130.3982023 33.3254021, 130.3975872 33.3252986)",,,,
176502336,,unclassified,False,True,147.457,"LINESTRING (130.3970362 33.3166091, 130.3970476 33.3167382, 130.3970703 33.3168208, 130.3971222 33.3169944, 130.3971365 33.3170661, 130.3971657 33.3172125, 130.3971757 33.3173405, 130.3971781 33.3174379, 130.3971462 33.3175765, 130.3971239 33.3176294, 130.397053 33.3177301, 130.3969363 33.3178719)",,,,
"[176503569, 952576229, 952576230]",,residential,False,True,226.084,"LINESTRING (130.3970362 33.3166091, 130.3969163 33.316616, 130.3968584 33.3166279, 130.3968061 33.3166463, 130.3967406 33.3166731, 130.3965864 33.3167774, 130.3964042 33.3168671, 130.3963058 33.3168912, 130.396122 33.3169094, 130.3947292 33.3166532)",yes,,,
"[176503569, 952576229, 952576230]",,residential,False,False,226.08399999999997,"LINESTRING (130.3947292 33.3166532, 130.396122 33.3169094, 130.3963058 33.3168912, 130.3964042 33.3168671, 130.3965864 33.3167774, 130.3967406 33.3166731, 130.3968061 33.3166463, 130.3968584 33.3166279, 130.3969163 33.316616, 130.3970362 33.3166091)",yes,,,
819314455,,residential,False,True,33.582,"LINESTRING (130.3977049 33.3173314, 130.3980592 33.317391)",,,,
176502219,2,secondary,False,True,109.738,"LINESTRING (130.3977049 33.3173314, 130.3975963 33.3180189, 130.3975503 33.3183098)",,335,神埼北茂安線,
136460716,2,secondary,False,True,96.74799999999999,"LINESTRING (130.4017325 33.317621, 130.4015938 33.3181247, 130.4014776 33.3184643)",,335,神埼北茂安線,
"[176502468, 176503558]",,residential,False,False,243.266,"LINESTRING (130.4017325 33.317621, 130.4027242 33.3177242, 130.4039194 33.3178682, 130.4043237 33.3179306)",,,,
176503492,,unclassified,False,False,73.583,"LINESTRING (130.4043237 33.3179306, 130.4049062 33.3174823)",,,,
"[176502468, 176503558]",,residential,False,True,243.26599999999996,"LINESTRING (130.4043237 33.3179306, 130.4039194 33.3178682, 130.4027242 33.3177242, 130.4017325 33.317621)",,,,
176503682,,unclassified,False,False,180.17800000000003,"LINESTRING (130.4043237 33.3179306, 130.4038151 33.3183257, 130.4034596 33.3186003, 130.4032393 33.3187822, 130.4029616 33.319079)",,,,
176503747,,residential,False,False,61.73,"LINESTRING (130.4043237 33.3179306, 130.4046197 33.317979, 130.4049817 33.3179597)",,,,
176502336,,unclassified,False,False,147.45700000000002,"LINESTRING (130.3969363 33.3178719, 130.397053 33.3177301, 130.3971239 33.3176294, 130.3971462 33.3175765, 130.3971781 33.3174379, 130.3971757 33.3173405, 130.3971657 33.3172125, 130.3971365 33.3170661, 130.3971222 33.3169944, 130.3970703 33.3168208, 130.3970476 33.3167382, 130.3970362 33.3166091)",,,,
176502336,,unclassified,False,True,148.933,"LINESTRING (130.3969363 33.3178719, 130.3969011 33.3179336, 130.3968475 33.3180589, 130.3966937 33.318533, 130.396482 33.3191551)",,,,
819754253,,residential,False,True,51.889,"LINESTRING (130.3969363 33.3178719, 130.3968814 33.3178701, 130.3966467 33.3179619, 130.3965434 33.3179815, 130.3964864 33.317986, 130.3964058 33.317978)",,,,
136460716,2,secondary,False,False,96.74799999999999,"LINESTRING (130.4014776 33.3184643, 130.4015938 33.3181247, 130.4017325 33.317621)",,335,神埼北茂安線,
"[176502602, 1265067716, 136460716]",2,secondary,False,"[False, True]",97.603,"LINESTRING (130.4014776 33.3184643, 130.4012823 33.3189289, 130.4011522 33.3192327, 130.4011276 33.3192919)",yes,335,神埼北茂安線,
