osmid,lanes,ref,name,highway,oneway,reversed,length,bridge,geometry,est_width
"[708192770, 708192771, 112856484, 112855806, 112857662]",2,191,国道191号,trunk,False,True,354.32599999999996,yes,"LINESTRING (131.1805712 34.3687116, 131.1802288 34.3687653, 131.1794046 34.3688888, 131.1793737 34.3688934, 131.1788443 34.3689616, 131.177859 34.3691006, 131.1776382 34.3691318, 131.1769304 34.3692286, 131.1767659 34.3692472)",
"[112857912, 112856910]",,,,unclassified,False,False,148.307,,"LINESTRING (131.1805712 34.3687116, 131.1807119 34.3689681, 131.1808338 34.3691904, 131.1807637 34.3699965)",
112856275,,,,unclassified,False,True,60.421,,"LINESTRING (131.186731 34.3723795, 131.1862674 34.3727653)",
112857394,,,,unclassified,False,False,161.057,,"LINESTRING (131.177632 34.3700418, 131.1793865 34.3700155)",
"[112857379, 112856965]",,,,unclassified,False,True,239.648,,"LINESTRING (131.177632 34.3700418, 131.1776649 34.3697772, 131.177756 34.3690435, 131.1778217 34.3688063, 131.1778796 34.3684817, 131.177896 34.368311, 131.177995 34.368007, 131.1780029 34.367913)",
112856293,,,,unclassified,False,True,63.832,,"LINESTRING (131.1780029 34.367913, 131.1773079 34.3679338)",
"[112857379, 112856965]",,,,unclassified,False,False,239.648,,"LINESTRING (131.1780029 34.367913, 131.177995 34.368007, 131.177896 34.368311, 131.1778796 34.3684817, 131.1778217 34.3688063, 131.177756 34.3690435, 131.1776649 34.3697772, 131.177632 34.3700418)",
112857094,,56,仙崎港線,primary,False,False,49.831,,"LINESTRING (131.1817287 34.3721627, 131.1816917 34.3726098)",5.5m〜13.0m
112857094,,56,仙崎港線,primary,False,True,44.42,,"LINESTRING (131.1817287 34.3721627, 131.1817896 34.3717664)",5.5m〜13.0m
112857598,,,,unclassified,False,False,101.677,,"LINESTRING (131.1817287 34.3721627, 131.1828241 34.3722994)",
112855947,,,,unclassified,False,True,62.088,,"LINESTRING (131.1863894 34.3742645, 131.1868714 34.3746563)",
112856428,,,,tertiary,False,False,67.597,,"LINESTRING (131.1863894 34.3742645, 131.1858576 34.3746851)",
112856428,,,,tertiary,False,True,110.812,,"LINESTRING (131.1863894 34.3742645, 131.1872358 34.3735538)",
112856619,,,,unclassified,False,False,64.522,,"LINESTRING (131.1863894 34.3742645, 131.1859004 34.3738476)",
112856619,,,,unclassified,False,True,64.522,,"LINESTRING (131.1859004 34.3738476, 131.1863894 34.3742645)",
112858151,,,,unclassified,False,False,109.662,,"LINESTRING (131.1859004 34.3738476, 131.1867473 34.3731519)",
112856674,,,,unclassified,False,False,76.556,,"LINESTRING (131.1859004 34.3738476, 131.1855819 34.373575, 131.1852086 34.3735429)",
112856625,,,,unclassified,False,False,112.794,,"LINESTRING (131.1827001 34.3733086, 131.1828241 34.3722994)",
112857454,,,,unclassified,False,True,139.994,,"LINESTRING (131.1827001 34.3733086, 131.1828168 34.3733631, 131.1829585 34.3734183, 131.1830925 34.3732889, 131.1832394 34.3731426, 131.1833509 34.3730668, 131.1834632 34.3730113, 131.1835909 34.3729702, 131.1836821 34.3729636, 131.1838211 34.3729723, 131.1839617 34.3730257)",
112857830,,,,unclassified,False,False,121.06700000000001,,"LINESTRING (131.1827001 34.3733086, 131.1825927 34.3732578, 131.18226 34.373032, 131.1816917 34.3726098)",
112856949,,,,unclassified,False,False,55.491,,"LINESTRING (131.1814708 34.3741883, 131.182072 34.3742414)",
112857094,,56,仙崎港線,primary,False,False,107.457,,"LINESTRING (131.1814708 34.3741883, 131.1813532 34.3751498)",5.5m〜13.0m
112857094,,56,仙崎港線,primary,False,True,38.371,,"LINESTRING (131.1814708 34.3741883, 131.181512 34.3738449)",5.5m〜13.0m
112858203,,,,unclassified,False,True,107.73,,"LINESTRING (131.1814708 34.3741883, 131.1803053 34.3740731)",
112857094,,56,仙崎港線,primary,False,True,49.831,,"LINESTRING (131.1816917 34.3726098, 131.1817287 34.3721627)",5.5m〜13.0m
112857094,,56,仙崎港線,primary,False,False,33.836,,"LINESTRING (131.1816917 34.3726098, 131.1816824 34.3726826, 131.1816762 34.3727843, 131.1816684 34.3729134)",5.5m〜13.0m
112857830,,,,unclassified,False,True,121.06700000000001,,"LINESTRING (131.1816917 34.3726098, 131.18226 34.373032, 131.1825927 34.3732578, 131.1827001 34.3733086)",
112858053,,,,unclassified,False,False,140.386,,"LINESTRING (131.1787867 34.3739309, 131.1788642 34.3739269, 131.1793931 34.3739761, 131.1803053 34.3740731)",
"[112857188, 672469375]",,,,"['residential', 'unclassified']",False,True,125.941,,"LINESTRING (131.1787867 34.3739309, 131.1788419 34.3739602, 131.1788681 34.3739729, 131.1789645 34.3739875, 131.1790586 34.3740009, 131.1791619 34.374027, 131.1792267 34.374048, 131.1793039 34.3740862, 131.179327 34.3741079, 131.179354 34.3741416, 131.1793771 34.3741804, 131.1793879 34.3742205, 131.17938 34.3744224, 131.1793475 34.3747384)",
112855924,,,,unclassified,False,False,126.236,,"LINESTRING (131.1804397 34.3731339, 131.181512 34.3738449)",
112856270,,,,unclassified,False,False,105.16,,"LINESTRING (131.1804397 34.3731339, 131.1803053 34.3740731)",
112855781,,,,unclassified,False,True,67.996,,"LINESTRING (131.1804397 34.3731339, 131.1804641 34.372919, 131.1805092 34.3725251)",
112856428,,,,tertiary,False,True,67.597,,"LINESTRING (131.1858576 34.3746851, 131.1863894 34.3742645)",
112857577,,,,tertiary,False,False,8.929,,"LINESTRING (131.1858576 34.3746851, 131.1857689 34.3746521)",
112856528,,,,unclassified,False,True,81.591,,"LINESTRING (131.1782529 34.374732, 131.1773639 34.3747365)",
112858261,,,,unclassified,False,False,100.461,,"LINESTRING (131.1782529 34.374732, 131.1793475 34.3747384)",
"[112856336, 112856330]",,,,"['unclassified', 'residential']",False,True,149.55,,"LINESTRING (131.1782529 34.374732, 131.178243 34.3746743, 131.1781124 34.3743151, 131.1779558 34.3740548, 131.1777888 34.3737971, 131.1775586 34.3735288)",
112857094,,56,仙崎港線,primary,False,True,107.457,,"LINESTRING (131.1813532 34.3751498, 131.1814708 34.3741883)",5.5m〜13.0m
112858087,,56,仙崎港線,primary,False,False,100.313,,"LINESTRING (131.1813532 34.3751498, 131.1824367 34.3752686)",5.5m〜13.0m
112857880,,,,residential,False,False,29.012,,"LINESTRING (131.1771032 34.3737924, 131.1769181 34.3735809)",
112858225,,,,residential,False,False,51.049,,"LINESTRING (131.1771032 34.3737924, 131.1775586 34.3735288)",
"[112856162, 112856171]",,,,"['residential', 'unclassified']",False,True,108.551,,"LINESTRING (131.1771032 34.3737924, 131.1771894 34.3739559, 131.1773388 34.3744095, 131.1773545 34.3745285, 131.1773639 34.3747365)",
112857356,,,,residential,False,True,53.659,,"LINESTRING (131.1775586 34.3735288, 131.1772212 34.3731347)",
112858225,,,,residential,False,True,51.049,,"LINESTRING (131.1775586 34.3735288, 131.1771032 34.3737924)",
"[112856336, 112856330]",,,,"['residential', 'unclassified']",False,False,149.54999999999998,,"LINESTRING (131.1775586 34.3735288, 131.1777888 34.3737971, 131.1779558 34.3740548, 131.1781124 34.3743151, 131.178243 34.3746743, 131.1782529 34.374732)",
112856008,,,,tertiary,False,True,29.687,,"LINESTRING (131.1832571 34.3750641, 131.1832097 34.3753282)",
112856208,,,,tertiary,False,True,85.938,,"LINESTRING (131.1832571 34.3750641, 131.1825491 34.3745583)",
112856275,,,,unclassified,False,False,60.421,,"LINESTRING (131.1862674 34.3727653, 131.186731 34.3723795)",
112857836,,,,unclassified,False,False,61.546,,"LINESTRING (131.1862674 34.3727653, 131.1867473 34.3731519)",
112856349,,,,unclassified,False,True,92.338,,"LINESTRING (131.1862674 34.3727653, 131.1860688 34.3726028, 131.1853466 34.3725381)",
112857017,,,,tertiary,False,False,177.837,,"LINESTRING (131.1819817 34.3702071, 131.1839087 34.3703743)",
112857094,,56,仙崎港線,primary,False,False,60.785,,"LINESTRING (131.1819817 34.3702071, 131.1819469 34.370753)",5.5m〜13.0m
112857094,,56,仙崎港線,primary,False,True,132.459,,"LINESTRING (131.1819817 34.3702071, 131.1821061 34.3690203)",5.5m〜13.0m
112857699,,,,unclassified,False,True,113.92999999999999,,"LINESTRING (131.1819817 34.3702071, 131.1816462 34.3701422, 131.1807554 34.3700572)",
112857356,,,,residential,False,False,53.659,,"LINESTRING (131.1772212 34.3731347, 131.1775586 34.3735288)",
112857056,,,,unclassified,False,False,119.182,,"LINESTRING (131.1840561 34.3724187, 131.1853466 34.3725381)",
112857454,,,,unclassified,False,False,68.049,,"LINESTRING (131.1840561 34.3724187, 131.1839617 34.3730257)",
112856537,,,,unclassified,False,True,113.856,,"LINESTRING (131.1840561 34.3724187, 131.1830008 34.372321, 131.1828241 34.3722994)",
112857259,,,,unclassified,False,False,53.986999999999995,,"LINESTRING (131.1868934 34.3706736, 131.1867594 34.3706597, 131.186309 34.3706184)",
112856168,,,,tertiary,False,True,43.4,,"LINESTRING (131.18187 34.3740999, 131.181512 34.3738449)",
112856602,,,,tertiary,False,False,24.316,,"LINESTRING (131.18187 34.3740999, 131.182072 34.3742414)",
112857802,,,,unclassified,False,False,103.78200000000001,,"LINESTRING (131.18187 34.3740999, 131.182066 34.3739154, 131.1821936 34.3735495, 131.18224 34.3732447)",
112856088,,,,unclassified,False,False,54.516,,"LINESTRING (131.1872892 34.3743078, 131.1868714 34.3746563)",
112857017,,,,tertiary,False,False,10.614,,"LINESTRING (131.1843236 34.3703864, 131.1844343 34.3703588)",
708196539,2,191,国道191号,trunk,True,False,28.701,,"LINESTRING (131.1843236 34.3703864, 131.1845463 34.3705676)",
112857017,,,,tertiary,False,True,38.165,,"LINESTRING (131.1843236 34.3703864, 131.1841739 34.3703913, 131.1839562 34.3703784, 131.1839087 34.3703743)",
112856405,,,,unclassified,False,False,46.785,,"LINESTRING (131.182072 34.3742414, 131.1825792 34.3742836)",
112856602,,,,tertiary,False,True,24.316,,"LINESTRING (131.182072 34.3742414, 131.18187 34.3740999)",
112856949,,,,unclassified,False,True,55.491,,"LINESTRING (131.182072 34.3742414, 131.1814708 34.3741883)",
112857264,,,,tertiary,False,False,56.205,,"LINESTRING (131.182072 34.3742414, 131.1825491 34.3745583)",
112856323,,,,tertiary,False,False,132.857,,"LINESTRING (131.1853466 34.3725381, 131.1854879 34.371349)",
112857056,,,,unclassified,False,True,119.182,,"LINESTRING (131.1853466 34.3725381, 131.1840561 34.3724187)",
112857838,,,,tertiary,False,True,112.444,,"LINESTRING (131.1853466 34.3725381, 131.1852086 34.3735429)",
112856349,,,,unclassified,False,False,92.338,,"LINESTRING (131.1853466 34.3725381, 131.1860688 34.3726028, 131.1862674 34.3727653)",
112856503,,,,unclassified,False,True,79.653,,"LINESTRING (131.1824367 34.3752686, 131.1825491 34.3745583)",
112858087,,56,仙崎港線,primary,False,False,71.251,,"LINESTRING (131.1824367 34.3752686, 131.1832097 34.3753282)",5.5m〜13.0m
112858087,,56,仙崎港線,primary,False,True,100.313,,"LINESTRING (131.1824367 34.3752686, 131.1813532 34.3751498)",5.5m〜13.0m
112856362,,,,unclassified,False,True,116.729,,"LINESTRING (131.1801559 34.3751156, 131.1803053 34.3740731)",
112856288,,,,unclassified,False,False,85.40100000000001,,"LINESTRING (131.1801559 34.3751156, 131.1798023 34.3749784, 131.1793475 34.3747384)",
112856293,,,,unclassified,False,False,63.832,,"LINESTRING (131.1773079 34.3679338, 131.1780029 34.367913)",
112857454,,,,unclassified,False,True,68.049,,"LINESTRING (131.1839617 34.3730257, 131.1840561 34.3724187)",
112857454,,,,unclassified,False,False,139.994,,"LINESTRING (131.1839617 34.3730257, 131.1838211 34.3729723, 131.1836821 34.3729636, 131.1835909 34.3729702, 131.1834632 34.3730113, 131.1833509 34.3730668, 131.1832394 34.3731426, 131.1830925 34.3732889, 131.1829585 34.3734183, 131.1828168 34.3733631, 131.1827001 34.3733086)",
778147016,,,,residential,False,False,175.811,,"LINESTRING (131.1839617 34.3730257, 131.1841541 34.3731664, 131.1843123 34.3732594, 131.1844035 34.373379, 131.1849936 34.3743287)",
112856405,,,,unclassified,False,True,46.785,,"LINESTRING (131.1825792 34.3742836, 131.182072 34.3742414)",
112856699,,,,unclassified,False,False,30.67,,"LINESTRING (131.1825792 34.3742836, 131.1825491 34.3745583)",
112856469,,,,unclassified,False,True,130.034,,"LINESTRING (131.1825792 34.3742836, 131.1826345 34.373797, 131.1826402 34.373699, 131.1825214 34.3734973, 131.182503 34.3734186, 131.18224 34.3732447)",
112856008,,,,tertiary,False,False,29.687,,"LINESTRING (131.1832097 34.3753282, 131.1832571 34.3750641)",
112858087,,56,仙崎港線,primary,False,True,71.251,,"LINESTRING (131.1832097 34.3753282, 131.1824367 34.3752686)",5.5m〜13.0m
112856323,,,,tertiary,False,False,10.709,,"LINESTRING (131.1854879 34.371349, 131.1855319 34.3712598)",
112856323,,,,tertiary,False,True,132.857,,"LINESTRING (131.1854879 34.371349, 131.1853466 34.3725381)",
708196539,2,191,国道191号,trunk,True,False,161.7,,"LINESTRING (131.1854879 34.371349, 131.186731 34.3723795)",
112856208,,,,tertiary,False,False,85.938,,"LINESTRING (131.1825491 34.3745583, 131.1832571 34.3750641)",
112856503,,,,unclassified,False,False,79.653,,"LINESTRING (131.1825491 34.3745583, 131.1824367 34.3752686)",
112856699,,,,unclassified,False,True,30.67,,"LINESTRING (131.1825491 34.3745583, 131.1825792 34.3742836)",
112857264,,,,tertiary,False,True,56.205,,"LINESTRING (131.1825491 34.3745583, 131.182072 34.3742414)",
112856625,,,,unclassified,False,True,112.794,,"LINESTRING (131.1828241 34.3722994, 131.1827001 34.3733086)",
112857598,,,,unclassified,False,True,101.677,,"LINESTRING (131.1828241 34.3722994, 131.1817287 34.3721627)",
112856537,,,,unclassified,False,False,113.856,,"LINESTRING (131.1828241 34.3722994, 131.1830008 34.372321, 131.1840561 34.3724187)",
112857913,,,,unclassified,False,True,112.359,,"LINESTRING (131.1828241 34.3722994, 131.1823591 34.3720076, 131.1817896 34.3717664)",
112855924,,,,unclassified,False,True,126.236,,"LINESTRING (131.181512 34.3738449, 131.1804397 34.3731339)",
112856168,,,,tertiary,False,False,43.4,,"LINESTRING (131.181512 34.3738449, 131.18187 34.3740999)",
112857094,,56,仙崎港線,primary,False,False,38.371,,"LINESTRING (131.181512 34.3738449, 131.1814708 34.3741883)",5.5m〜13.0m
112857094,,56,仙崎港線,primary,False,True,104.568,,"LINESTRING (131.181512 34.3738449, 131.1816684 34.3729134)",5.5m〜13.0m
112856959,,,,unclassified,False,False,92.497,,"LINESTRING (131.1855565 34.3705493, 131.1856727 34.369723)",
112857259,,,,unclassified,False,True,69.491,,"LINESTRING (131.1855565 34.3705493, 131.186309 34.3706184)",
112856697,,,,unclassified,False,False,86.116,,"LINESTRING (131.1855565 34.3705493, 131.1847662 34.3704852, 131.1847169 34.3704856, 131.1846676 34.3704908, 131.1846286 34.3705096)",
112857935,,,,unclassified,False,False,73.271,,"LINESTRING (131.1855565 34.3705493, 131.1854724 34.3710982, 131.1854617 34.3712035)",
112857880,,,,residential,False,True,29.012,,"LINESTRING (131.1769181 34.3735809, 131.1771032 34.3737924)",
112855947,,,,unclassified,False,False,62.088,,"LINESTRING (131.1868714 34.3746563, 131.1863894 34.3742645)",
112856088,,,,unclassified,False,False,55.622,,"LINESTRING (131.1868714 34.3746563, 131.1864371 34.3750052)",
112856088,,,,unclassified,False,True,54.516,,"LINESTRING (131.1868714 34.3746563, 131.1872892 34.3743078)",
112856528,,,,unclassified,False,False,81.591,,"LINESTRING (131.1773639 34.3747365, 131.1782529 34.374732)",
"[112856162, 112856171]",,,,"['unclassified', 'residential']",False,False,108.55099999999999,,"LINESTRING (131.1773639 34.3747365, 131.1773545 34.3745285, 131.1773388 34.3744095, 131.1771894 34.3739559, 131.1771032 34.3737924)",
112856270,,,,unclassified,False,True,105.16,,"LINESTRING (131.1803053 34.3740731, 131.1804397 34.3731339)",
112856362,,,,unclassified,False,False,116.729,,"LINESTRING (131.1803053 34.3740731, 131.1801559 34.3751156)",
112858203,,,,unclassified,False,False,107.73,,"LINESTRING (131.1803053 34.3740731, 131.1814708 34.3741883)",
112858053,,,,unclassified,False,True,140.38600000000002,,"LINESTRING (131.1803053 34.3740731, 131.1793931 34.3739761, 131.1788642 34.3739269, 131.1787867 34.3739309)",
112856697,,,,unclassified,False,True,9.932,,"LINESTRING (131.1845463 34.3705676, 131.1846286 34.3705096)",
708196539,2,191,国道191号,trunk,True,False,122.548,,"LINESTRING (131.1845463 34.3705676, 131.1854879 34.371349)",
112857094,,56,仙崎港線,primary,False,False,44.42,,"LINESTRING (131.1817896 34.3717664, 131.1817287 34.3721627)",5.5m〜13.0m
112857094,,56,仙崎港線,primary,False,True,67.374,,"LINESTRING (131.1817896 34.3717664, 131.1819093 34.3711686)",5.5m〜13.0m
112857913,,,,unclassified,False,False,112.359,,"LINESTRING (131.1817896 34.3717664, 131.1823591 34.3720076, 131.1828241 34.3722994)",
112857094,,56,仙崎港線,primary,False,False,23.526,,"LINESTRING (131.1821191 34.368809, 131.1821061 34.3690203)",5.5m〜13.0m
708196539,2,191,国道191号,trunk,True,False,27.292,,"LINESTRING (131.1821191 34.368809, 131.182363 34.3689494)",
112855806,2,191,国道191号,trunk,False,True,144.179,,"LINESTRING (131.1821191 34.368809, 131.1818151 34.3687222, 131.1816907 34.3687014, 131.1815333 34.3686853, 131.1813642 34.3686776, 131.1811263 34.3686803, 131.1805712 34.3687116)",
112857094,,56,仙崎港線,primary,False,False,104.568,,"LINESTRING (131.1816684 34.3729134, 131.181512 34.3738449)",5.5m〜13.0m
112857094,,56,仙崎港線,primary,False,True,33.836,,"LINESTRING (131.1816684 34.3729134, 131.1816762 34.3727843, 131.1816824 34.3726826, 131.1816917 34.3726098)",5.5m〜13.0m
112858202,,,,unclassified,False,False,65.342,,"LINESTRING (131.1816684 34.3729134, 131.1818652 34.3729646, 131.18224 34.3732447)",
112857838,,,,tertiary,False,False,112.444,,"LINESTRING (131.1852086 34.3735429, 131.1853466 34.3725381)",
112856674,,,,unclassified,False,True,76.556,,"LINESTRING (131.1852086 34.3735429, 131.1855819 34.373575, 131.1859004 34.3738476)",
112857577,,,,tertiary,False,True,148.351,,"LINESTRING (131.1852086 34.3735429, 131.1851413 34.3740597, 131.1851467 34.3741464, 131.185192 34.3742037, 131.1856843 34.3746218, 131.1857689 34.3746521)",
112856469,,,,unclassified,False,False,130.034,,"LINESTRING (131.18224 34.3732447, 131.182503 34.3734186, 131.1825214 34.3734973, 131.1826402 34.373699, 131.1826345 34.373797, 131.1825792 34.3742836)",
112857802,,,,unclassified,False,True,103.782,,"LINESTRING (131.18224 34.3732447, 131.1821936 34.3735495, 131.182066 34.3739154, 131.18187 34.3740999)",
112858202,,,,unclassified,False,True,65.342,,"LINESTRING (131.18224 34.3732447, 131.1818652 34.3729646, 131.1816684 34.3729134)",
112856428,,,,tertiary,False,False,110.812,,"LINESTRING (131.1872358 34.3735538, 131.1863894 34.3742645)",
112857468,,,,unclassified,False,True,63.302,,"LINESTRING (131.1872358 34.3735538, 131.1867473 34.3731519)",
112857094,,56,仙崎港線,primary,False,False,67.374,,"LINESTRING (131.1819093 34.3711686, 131.1817896 34.3717664)",5.5m〜13.0m
112857094,,56,仙崎港線,primary,False,True,46.341,,"LINESTRING (131.1819093 34.3711686, 131.1819469 34.370753)",5.5m〜13.0m
112857292,,,,tertiary,False,True,113.561,,"LINESTRING (131.1819093 34.3711686, 131.1806744 34.3711048)",
112856088,,,,unclassified,False,True,55.622,,"LINESTRING (131.1864371 34.3750052, 131.1868714 34.3746563)",
112857468,,,,unclassified,False,False,63.302,,"LINESTRING (131.1867473 34.3731519, 131.1872358 34.3735538)",
112857836,,,,unclassified,False,True,61.546,,"LINESTRING (131.1867473 34.3731519, 131.1862674 34.3727653)",
112858151,,,,unclassified,False,True,109.662,,"LINESTRING (131.1867473 34.3731519, 131.1859004 34.3738476)",
112857577,,,,tertiary,False,True,8.929,,"LINESTRING (131.1857689 34.3746521, 131.1858576 34.3746851)",
517547260,,,,unclassified,True,False,77.50200000000001,,"LINESTRING (131.1857689 34.3746521, 131.1856858 34.3746649, 131.1856239 34.3747123, 131.1856022 34.3747796, 131.1856274 34.3748462, 131.1856917 34.3748913, 131.1857753 34.3749011, 131.1858524 34.3748726, 131.1858991 34.3748146, 131.185901 34.3747449, 131.1858576 34.3746851)",
112857577,,,,tertiary,False,False,148.351,,"LINESTRING (131.1857689 34.3746521, 131.1856843 34.3746218, 131.185192 34.3742037, 131.1851467 34.3741464, 131.1851413 34.3740597, 131.1852086 34.3735429)",
778147016,,,,residential,False,True,175.81099999999998,,"LINESTRING (131.1849936 34.3743287, 131.1844035 34.373379, 131.1843123 34.3732594, 131.1841541 34.3731664, 131.1839617 34.3730257)",
112857394,,,,unclassified,False,True,161.057,,"LINESTRING (131.1793865 34.3700155, 131.177632 34.3700418)",
112857394,,,,unclassified,False,False,126.51500000000001,,"LINESTRING (131.1793865 34.3700155, 131.1797033 34.370004, 131.1803131 34.3699819, 131.1807637 34.3699965)",
778147017,,,,residential,False,False,84.03,,"LINESTRING (131.1793865 34.3700155, 131.1794173 34.3699197, 131.17942 34.3698257, 131.1792859 34.3697703, 131.179259 34.3696818, 131.1791732 34.3695711, 131.1789854 34.3694205)",
778147017,,,,residential,False,True,84.03,,"LINESTRING (131.1789854 34.3694205, 131.1791732 34.3695711, 131.179259 34.3696818, 131.1792859 34.3697703, 131.17942 34.3698257, 131.1794173 34.3699197, 131.1793865 34.3700155)",
112856547,,,,unclassified,False,False,44.34,,"LINESTRING (131.1807042 34.3707068, 131.1806744 34.3711048)",
112856547,,,,unclassified,False,True,72.385,,"LINESTRING (131.1807042 34.3707068, 131.1807554 34.3700572)",
778160919,,,,residential,False,False,114.477,,"LINESTRING (131.1807042 34.3707068, 131.1812653 34.3707312, 131.1813914 34.3707179, 131.1816945 34.3707223, 131.1819469 34.370753)",
112857094,,56,仙崎港線,primary,False,False,46.341,,"LINESTRING (131.1819469 34.370753, 131.1819093 34.3711686)",5.5m〜13.0m
112857094,,56,仙崎港線,primary,False,True,60.785,,"LINESTRING (131.1819469 34.370753, 131.1819817 34.3702071)",5.5m〜13.0m
778160919,,,,residential,False,True,114.477,,"LINESTRING (131.1819469 34.370753, 131.1816945 34.3707223, 131.1813914 34.3707179, 131.1812653 34.3707312, 131.1807042 34.3707068)",
778160920,,,,residential,False,False,54.533,,"LINESTRING (131.1805092 34.3725251, 131.1811017 34.372562)",
112855781,,,,unclassified,False,False,67.996,,"LINESTRING (131.1805092 34.3725251, 131.1804641 34.372919, 131.1804397 34.3731339)",
112855781,,,,unclassified,False,True,158.702,,"LINESTRING (131.1805092 34.3725251, 131.1806119 34.3717392, 131.180636 34.3715945, 131.1806744 34.3711048)",
778160920,,,,residential,False,True,54.533,,"LINESTRING (131.1811017 34.372562, 131.1805092 34.3725251)",
112856959,,,,unclassified,False,True,92.497,,"LINESTRING (131.1856727 34.369723, 131.1855565 34.3705493)",
"[778167856, 778167857]",,,,residential,False,False,107.809,yes,"LINESTRING (131.1856727 34.369723, 131.1856202 34.369723, 131.185175 34.3697239, 131.1849551 34.3696951, 131.1847029 34.3696486, 131.1847083 34.369487)",
"[778167856, 778167857]",,,,residential,False,True,107.80900000000001,yes,"LINESTRING (131.1847083 34.369487, 131.1847029 34.3696486, 131.1849551 34.3696951, 131.185175 34.3697239, 131.1856202 34.369723, 131.1856727 34.369723)",
112856323,,,,tertiary,False,True,10.709,,"LINESTRING (131.1855319 34.3712598, 131.1854879 34.371349)",
1261404722,2,191,国道191号,trunk,True,False,8.983,,"LINESTRING (131.1855319 34.3712598, 131.1854617 34.3712035)",
1261404725,,,,unclassified,False,False,129.52800000000002,,"LINESTRING (131.1855319 34.3712598, 131.1855856 34.3711965, 131.185617 34.371178, 131.1856394 34.3711755, 131.1860293 34.3712359, 131.1860607 34.3710078, 131.1860861 34.3709782, 131.1862325 34.3709228, 131.186309 34.3706184)",
112857935,,,,unclassified,False,True,73.271,,"LINESTRING (131.1854617 34.3712035, 131.1854724 34.3710982, 131.1855565 34.3705493)",
1261404722,2,191,国道191号,trunk,True,False,108.628,,"LINESTRING (131.1854617 34.3712035, 131.1849285 34.3707615, 131.1846286 34.3705096)",
112856697,,,,unclassified,False,False,9.932,,"LINESTRING (131.1846286 34.3705096, 131.1845463 34.3705676)",
1261404722,2,191,国道191号,trunk,True,False,24.478,,"LINESTRING (131.1846286 34.3705096, 131.1844343 34.3703588)",
112856697,,,,unclassified,False,True,86.116,,"LINESTRING (131.1846286 34.3705096, 131.1846676 34.3704908, 131.1847169 34.3704856, 131.1847662 34.3704852, 131.1855565 34.3705493)",
112857017,,,,tertiary,False,True,10.614,,"LINESTRING (131.1844343 34.3703588, 131.1843236 34.3703864)",
1261404722,2,191,国道191号,trunk,True,False,277.357,,"LINESTRING (131.1844343 34.3703588, 131.1831993 34.3693427, 131.1829574 34.3691599, 131.1827972 34.3690565, 131.1826253 34.3689639, 131.1824636 34.3688966, 131.1821191 34.368809)",
708196539,2,191,国道191号,trunk,True,False,32.219,,"LINESTRING (131.184076 34.370181, 131.1843236 34.3703864)",
