osmid,highway,oneway,reversed,length,lanes,maxspeed,geometry,bridge,ref,name
184700440,residential,False,False,123.287,,,"LINESTRING (130.2211255 33.2740636, 130.2224199 33.2743048)",,,
895191083,tertiary,False,False,179.759,2,50,"LINESTRING (130.2211255 33.2740636, 130.2220855 33.2754669)",,,
895191083,tertiary,False,True,127.00399999999999,2,50,"LINESTRING (130.2211255 33.2740636, 130.2205324 33.2734288, 130.2204402 33.2733389, 130.2202685 33.2732308, 130.2202284 33.2732118)",,,
895191083,tertiary,False,True,39.466,2,50,"LINESTRING (130.2192129 33.2728132, 130.218824 33.2726709)",,,
895191083,tertiary,False,False,83.71600000000001,2,50,"LINESTRING (130.2192129 33.2728132, 130.2194461 33.2728971, 130.2198011 33.2730304, 130.2200334 33.2731232)",,,
"[949125314, 184699820]",residential,False,False,97.40700000000001,,,"LINESTRING (130.2192129 33.2728132, 130.2191562 33.272892, 130.2190672 33.2731876, 130.2189086 33.2736481)",yes,,
949124052,secondary,False,False,30.675,,50,"LINESTRING (130.2148537 33.2771486, 130.2151747 33.2772125)",,212,川上牛津線; 西部広域農道
949124054,residential,False,False,6.357,,,"LINESTRING (130.2148537 33.2771486, 130.2148131 33.2771946)",,,
949124054,residential,False,True,7.475,,,"LINESTRING (130.2148537 33.2771486, 130.214856 33.2770814)",,,
949124052,secondary,False,True,30.675,,50,"LINESTRING (130.2151747 33.2772125, 130.2148537 33.2771486)",,212,川上牛津線; 西部広域農道
184706161,trunk,False,False,127.50699999999999,2,,"LINESTRING (130.2151747 33.2772125, 130.2156777 33.2765826, 130.2159391 33.2762604)",,203,国道203号
184706161,trunk,False,True,122.132,2,,"LINESTRING (130.2151747 33.2772125, 130.2148465 33.2776328, 130.2148012 33.2776891, 130.2146355 33.277895, 130.2144482 33.2781276)",,203,国道203号
949124052,secondary,False,False,147.338,,50,"LINESTRING (130.2151747 33.2772125, 130.2159343 33.2773692, 130.2164022 33.2774523, 130.216719 33.2775099)",,212,川上牛津線; 西部広域農道
949124052,secondary,False,True,36.013,,50,"LINESTRING (130.2213136 33.2782634, 130.220933 33.278203)",,212,川上牛津線; 西部広域農道
190698133,unclassified,False,False,84.978,,,"LINESTRING (130.2213136 33.2782634, 130.221332 33.2781837, 130.2215314 33.2775213)",,,
172241063,residential,False,False,17.232,,20,"LINESTRING (130.211919 33.2704437, 130.2119427 33.2705974)",,,
"[949124030, 172241063]",residential,False,True,311.085,,20,"LINESTRING (130.211919 33.2704437, 130.2124471 33.2704907, 130.2138421 33.2708316, 130.2141503 33.270946, 130.2141666 33.2709056, 130.2140889 33.270836, 130.2137992 33.2703763, 130.2140238 33.2703102)",yes,,
184700897,unclassified,False,False,52.839999999999996,,,"LINESTRING (130.211919 33.2704437, 130.2119039 33.2703182, 130.2118827 33.2702552, 130.2118345 33.2701722, 130.2118102 33.2700706, 130.2118239 33.2699836)",,,
83805289,tertiary,False,True,43.52,2,50,"LINESTRING (130.2140238 33.2703102, 130.2138765 33.2699387)",,,
83805289,tertiary,False,False,118.87200000000001,2,50,"LINESTRING (130.2140238 33.2703102, 130.2141584 33.2705984, 130.2142792 33.2707407, 130.2144364 33.2708563, 130.2148604 33.2710625)",,,
"[949124030, 172241063]",residential,False,False,311.08500000000004,,20,"LINESTRING (130.2140238 33.2703102, 130.2137992 33.2703763, 130.2140889 33.270836, 130.2141666 33.2709056, 130.2141503 33.270946, 130.2138421 33.2708316, 130.2124471 33.2704907, 130.211919 33.2704437)",yes,,
184706161,trunk,False,False,108.156,2,,"LINESTRING (130.218824 33.2726709, 130.219477 33.2718659)",,203,国道203号
895191083,tertiary,False,False,39.466,2,50,"LINESTRING (130.218824 33.2726709, 130.2192129 33.2728132)",,,
83805289,tertiary,False,True,181.871,2,50,"LINESTRING (130.218824 33.2726709, 130.2183653 33.2725089, 130.2180681 33.2724039, 130.2170219 33.2720344)",,,
184706161,trunk,False,True,191.196,2,,"LINESTRING (130.218824 33.2726709, 130.2180888 33.2735854, 130.2176784 33.2740989)",,203,国道203号
949124729,unclassified,False,False,15.605,,,"LINESTRING (130.2170219 33.2720344, 130.2169659 33.2721667)",yes,,
83805289,tertiary,False,False,181.871,2,50,"LINESTRING (130.2170219 33.2720344, 130.2180681 33.2724039, 130.2183653 33.2725089, 130.218824 33.2726709)",,,
83805289,tertiary,False,True,228.219,2,50,"LINESTRING (130.2170219 33.2720344, 130.2157089 33.2714679, 130.2150774 33.2711636, 130.2148604 33.2710625)",,,
"[949125378, 184700653, 184700455]",unclassified,False,True,163.398,,,"LINESTRING (130.2170219 33.2720344, 130.2170245 33.2719652, 130.2171121 33.2716504, 130.2171707 33.2714617, 130.2171908 33.2714023, 130.2172136 33.2713709, 130.2173666 33.2705978)",yes,,
184706161,trunk,False,True,72.7,2,,"LINESTRING (130.2215032 33.2693264, 130.2210745 33.2698732)",,203,国道203号
184700760,unclassified,False,False,67.137,,,"LINESTRING (130.2215032 33.2693264, 130.2215754 33.2693442, 130.2222075 33.2694591)",,,
184700760,unclassified,False,True,67.137,,,"LINESTRING (130.2222075 33.2694591, 130.2215754 33.2693442, 130.2215032 33.2693264)",,,
184701189,residential,False,False,60.206,,,"LINESTRING (130.2222075 33.2694591, 130.2221211 33.2698535, 130.2221717 33.2698953, 130.2222579 33.2699323)",,,
184701189,residential,False,False,113.001,,,"LINESTRING (130.2222579 33.2699323, 130.2221904 33.2701975, 130.2222026 33.2702507, 130.2221525 33.2704945, 130.2220388 33.2706546, 130.2219499 33.270901)",,,
184701189,residential,False,True,60.206,,,"LINESTRING (130.2222579 33.2699323, 130.2221717 33.2698953, 130.2221211 33.2698535, 130.2222075 33.2694591)",,,
184700897,unclassified,False,True,52.839999999999996,,,"LINESTRING (130.2118239 33.2699836, 130.2118102 33.2700706, 130.2118345 33.2701722, 130.2118827 33.2702552, 130.2119039 33.2703182, 130.211919 33.2704437)",,,
184700487,residential,False,False,180.674,,,"LINESTRING (130.21551 33.270101, 130.2173738 33.2705612)",,,
184700455,unclassified,False,False,21.85,,,"LINESTRING (130.2174414 33.270373, 130.2173738 33.2705612)",,,
184700495,residential,False,False,93.949,,,"LINESTRING (130.2174414 33.270373, 130.2184308 33.2705449)",,,
184700455,unclassified,False,False,4.124,,,"LINESTRING (130.2173738 33.2705612, 130.2173666 33.2705978)",,,
184700455,unclassified,False,True,21.85,,,"LINESTRING (130.2173738 33.2705612, 130.2174414 33.270373)",,,
184700487,residential,False,True,180.674,,,"LINESTRING (130.2173738 33.2705612, 130.21551 33.270101)",,,
184699844,residential,False,False,59.04,,,"LINESTRING (130.219669 33.27076, 130.220289 33.2708749)",,,
"[949124732, 949124731, 184699844]",residential,False,True,117.57200000000002,,,"LINESTRING (130.219669 33.27076, 130.2185968 33.2705737, 130.2184809 33.2705536, 130.2184308 33.2705449)",yes,,
184699844,residential,False,True,59.04,,,"LINESTRING (130.220289 33.2708749, 130.219669 33.27076)",,,
184706161,trunk,False,False,133.189,2,,"LINESTRING (130.220289 33.2708749, 130.2210745 33.2698732)",,203,国道203号
184706161,trunk,False,True,133.576,2,,"LINESTRING (130.220289 33.2708749, 130.2200619 33.2711588, 130.219477 33.2718659)",,203,国道203号
184701189,residential,False,False,34.007,,,"LINESTRING (130.2219499 33.270901, 130.2218419 33.2711932)",,,
184701189,residential,False,True,113.001,,,"LINESTRING (130.2219499 33.270901, 130.2220388 33.2706546, 130.2221525 33.2704945, 130.2222026 33.2702507, 130.2221904 33.2701975, 130.2222579 33.2699323)",,,
949124738,residential,False,True,109.015,,,"LINESTRING (130.2219499 33.270901, 130.2211122 33.2707665, 130.2210506 33.2710287)",,,
83805289,tertiary,False,False,228.219,2,50,"LINESTRING (130.2148604 33.2710625, 130.2150774 33.2711636, 130.2157089 33.2714679, 130.2170219 33.2720344)",,,
83805289,tertiary,False,True,118.87199999999999,2,50,"LINESTRING (130.2148604 33.2710625, 130.2144364 33.2708563, 130.2142792 33.2707407, 130.2141584 33.2705984, 130.2140238 33.2703102)",,,
184700790,unclassified,False,False,2.755,,,"LINESTRING (130.2218419 33.2711932, 130.2218361 33.2712175)",,,
184701189,residential,False,True,34.007,,,"LINESTRING (130.2218419 33.2711932, 130.2219499 33.270901)",,,
949124739,residential,False,False,75.806,,,"LINESTRING (130.2218419 33.2711932, 130.2210506 33.2710287)",,,
