osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,tunnel,width
548262079,4,253,可真上山陽線,secondary,False,False,205.503,"LINESTRING (134.0211649 34.7529741, 134.0197425 34.7515424)",,,,
548262079,4,253,可真上山陽線,secondary,False,True,119.873,"LINESTRING (134.0211649 34.7529741, 134.0219569 34.7538336)",,,,
196881128,,,,unclassified,False,True,108.138,"LINESTRING (134.0211649 34.7529741, 134.0209873 34.7532444, 134.020555 34.753807)",,,,
196884319,,,,residential,False,False,106.22300000000001,"LINESTRING (134.0211649 34.7529741, 134.0212503 34.7528151, 134.0212882 34.7525058, 134.0216749 34.7521586)",,,,
561537685,,,,tertiary,False,False,42.008,"LINESTRING (134.02048 34.7561095, 134.0201326 34.756357)",,,,
91546126,,,,tertiary,False,False,104.61999999999999,"LINESTRING (134.02048 34.7561095, 134.0203989 34.7560013, 134.0197126 34.7554145)",,,,
91546126,,,,tertiary,False,True,120.848,"LINESTRING (134.02048 34.7561095, 134.0205717 34.7562268, 134.0213692 34.7569111)",,,,
180524596,,,,unclassified,False,True,115.158,"LINESTRING (134.02048 34.7561095, 134.0206525 34.7560727, 134.0215181 34.7555389)",,,,
808613499,2,27,岡山吉井線,primary,False,False,83.756,"LINESTRING (134.0180294 34.7528143, 134.0187096 34.7523093)",,,,
808613499,2,27,岡山吉井線,primary,False,True,132.211,"LINESTRING (134.0180294 34.7528143, 134.0170123 34.7536601)",,,,
91546126,,,,tertiary,False,True,100.134,"LINESTRING (134.0180294 34.7528143, 134.0181321 34.7529835, 134.018409 34.7536576)",,,,
"[432714240, 453495529, 1214440127]",2,250,山口山陽線,secondary,False,False,45.856,"LINESTRING (134.0180294 34.7528143, 134.0180016 34.7527133, 134.0178754 34.7524706, 134.0178539 34.7524293)",yes,,,
180524596,,,,unclassified,False,False,17.624,"LINESTRING (134.0219952 34.7551978, 134.0218521 34.7553041)",,,,
552242834,,,,residential,False,True,34.771,"LINESTRING (134.0219952 34.7551978, 134.0217768 34.7549417)",,,,
180524596,,,,unclassified,False,True,58.169000000000004,"LINESTRING (134.0219952 34.7551978, 134.0222126 34.7549248, 134.0223684 34.7547752)",,,,
552242839,,,,residential,False,True,32.878,"LINESTRING (134.0213692 34.7569111, 134.0216392 34.7567156)",,,,
91546126,,,,tertiary,False,False,120.848,"LINESTRING (134.0213692 34.7569111, 134.0205717 34.7562268, 134.02048 34.7561095)",,,,
91546126,,,,tertiary,False,True,98.875,"LINESTRING (134.0213692 34.7569111, 134.021691 34.7571977, 134.0220724 34.7574328, 134.0221803 34.7574937)",,,,
196882151,,,,residential,False,True,7.997,"LINESTRING (134.0205024 34.7509223, 134.0205585 34.7509775)",,,,
464458979,2,37,西大寺山陽線,primary,True,False,97.99300000000001,"LINESTRING (134.0205024 34.7509223, 134.019865 34.7514164, 134.0197425 34.7515424)",,50,,
432714241,,,,tertiary,False,True,64.805,"LINESTRING (134.0171543 34.7511813, 134.0172875 34.7514705, 134.0174312 34.7517173)",,,,
196882868,,,,residential,False,True,21.637,"LINESTRING (134.0144892 34.7514678, 134.0144963 34.7516623)",,,,
196879979,,,,residential,False,True,36.593,"LINESTRING (134.0144892 34.7514678, 134.0146919 34.7512225, 134.0147107 34.7511938)",,,,
196884905,,,,residential,False,False,48.188,"LINESTRING (134.0241201 34.7514934, 134.0240551 34.7514044, 134.0240219 34.7513038, 134.0240623 34.7511807, 134.0239498 34.7511486)",,,,
432714241,,,,tertiary,False,True,88.087,"LINESTRING (134.0174312 34.7517173, 134.0178539 34.7524293)",,,,
196884544,,,,residential,False,False,167.20499999999998,"LINESTRING (134.0174312 34.7517173, 134.0173743 34.7517226, 134.0169399 34.7519314, 134.0165813 34.7521442, 134.0159716 34.7526036)",,,,
432714241,,,,tertiary,False,False,64.805,"LINESTRING (134.0174312 34.7517173, 134.0172875 34.7514705, 134.0171543 34.7511813)",,,,
196880893,,,,residential,False,False,52.004999999999995,"LINESTRING (134.0213167 34.7517975, 134.0214689 34.7519191, 134.0216749 34.7521586)",,,,
"[196881643, 196882308, 222082683]",,,,unclassified,False,True,217.189,"LINESTRING (134.0213167 34.7517975, 134.0206167 34.752254, 134.0204419 34.7523624, 134.0194481 34.7530049)",,,yes,
196882151,,,,residential,False,False,114.509,"LINESTRING (134.0213167 34.7517975, 134.0209057 34.7513499, 134.0205585 34.7509775)",,,,
196880893,,,,residential,False,True,52.004999999999995,"LINESTRING (134.0216749 34.7521586, 134.0214689 34.7519191, 134.0213167 34.7517975)",,,,
"[196883481, 196880793]",,,,residential,False,False,233.42700000000002,"LINESTRING (134.0216749 34.7521586, 134.0221095 34.752656, 134.0226037 34.7531611, 134.0229709 34.7535788, 134.0232159 34.7538322)",,,,
196884319,,,,residential,False,True,106.223,"LINESTRING (134.0216749 34.7521586, 134.0212882 34.7525058, 134.0212503 34.7528151, 134.0211649 34.7529741)",,,,
553171580,,,,residential,False,True,277.421,"LINESTRING (134.0216749 34.7521586, 134.0218641 34.7519931, 134.023487 34.7508526, 134.0236702 34.7509666, 134.0238869 34.751204, 134.0239144 34.7512199)",,,,
196884544,,,,residential,False,False,57.849000000000004,"LINESTRING (134.0159716 34.7526036, 134.015537 34.752897, 134.0154814 34.7529329)",,,,
196884544,,,,residential,False,True,167.20499999999998,"LINESTRING (134.0159716 34.7526036, 134.0165813 34.7521442, 134.0169399 34.7519314, 134.0173743 34.7517226, 134.0174312 34.7517173)",,,,
604649567,,,,residential,False,False,100.36099999999999,"LINESTRING (134.0159716 34.7526036, 134.0163956 34.7530744, 134.0165335 34.7532748, 134.0166087 34.7533356)",,,,
604649567,,,,residential,False,True,130.702,"LINESTRING (134.0159716 34.7526036, 134.0157378 34.7523218, 134.0154412 34.7520264, 134.0151199 34.7516602)",,,,
196882308,,,,unclassified,False,True,119.497,"LINESTRING (134.0194481 34.7530049, 134.018409 34.7536576)",,,,
196884667,,,,unclassified,False,True,102.639,"LINESTRING (134.0194481 34.7530049, 134.0187096 34.7523093)",,,,
"[222082683, 196882308, 196881643]",,,,unclassified,False,False,217.189,"LINESTRING (134.0194481 34.7530049, 134.0204419 34.7523624, 134.0206167 34.752254, 134.0213167 34.7517975)",,,yes,
196884667,,,,unclassified,False,False,138.17000000000002,"LINESTRING (134.0194481 34.7530049, 134.0200801 34.7535905, 134.0203444 34.7536473, 134.020555 34.753807)",,,,
808613499,2,27,岡山吉井線,primary,False,False,132.211,"LINESTRING (134.0170123 34.7536601, 134.0180294 34.7528143)",,,,
196879824,,,,unclassified,False,False,110.905,"LINESTRING (134.0170123 34.7536601, 134.017187 34.753838, 134.0176247 34.7542255, 134.0175465 34.7544569)",,,,
808613499,2,27,岡山吉井線,primary,False,True,161.4,"LINESTRING (134.0170123 34.7536601, 134.0158935 34.7545593, 134.0157634 34.7546858)",,,,
196882308,,,,unclassified,False,False,119.497,"LINESTRING (134.018409 34.7536576, 134.0194481 34.7530049)",,,,
91546126,,,,tertiary,False,False,100.134,"LINESTRING (134.018409 34.7536576, 134.0181321 34.7529835, 134.0180294 34.7528143)",,,,
91546126,,,,tertiary,False,True,113.21000000000001,"LINESTRING (134.018409 34.7536576, 134.0186139 34.7541501, 134.0187554 34.7544492, 134.0188752 34.754596)",,,,
196882179,,,,residential,False,True,23.511,"LINESTRING (134.014353 34.753757, 134.014162 34.7538987)",,,,
"[196884544, 196881091]",,,,residential,False,True,138.05,"LINESTRING (134.014353 34.753757, 134.015063 34.753224, 134.015162 34.753139, 134.0154814 34.7529329)",,,,
"[196882434, 196882868]",,,,residential,False,False,159.258,"LINESTRING (134.014353 34.753757, 134.014616 34.753342, 134.014647 34.753224, 134.014548 34.752993, 134.0145687 34.752692, 134.014547 34.7524679, 134.0145295 34.7523969)",,,,
196881128,,,,unclassified,False,False,108.138,"LINESTRING (134.020555 34.753807, 134.0209873 34.7532444, 134.0211649 34.7529741)",,,,
196884667,,,,unclassified,False,False,89.849,"LINESTRING (134.020555 34.753807, 134.020606 34.753896, 134.02073 34.754066, 134.0207595 34.7542721, 134.0210089 34.7544966)",,,,
196884667,,,,unclassified,False,True,138.17000000000002,"LINESTRING (134.020555 34.753807, 134.0203444 34.7536473, 134.0200801 34.7535905, 134.0194481 34.7530049)",,,,
222082691,,,,unclassified,False,True,176.212,"LINESTRING (134.020555 34.753807, 134.0203755 34.753869, 134.0189079 34.7546279)",,,,
196882179,,,,residential,False,False,82.74199999999999,"LINESTRING (134.0135027 34.7544078, 134.013601 34.754315, 134.014162 34.7538987)",,,,
222082685,2,,,tertiary,False,False,146.505,"LINESTRING (134.0135027 34.7544078, 134.0142549 34.7545012, 134.0150925 34.7545787)",,,,10m
196879824,,,,unclassified,False,False,96.927,"LINESTRING (134.0175465 34.7544569, 134.0182615 34.7551009)",,,,
196879824,,,,unclassified,False,True,110.905,"LINESTRING (134.0175465 34.7544569, 134.0176247 34.7542255, 134.017187 34.753838, 134.0170123 34.7536601)",,,,
566840529,,,,unclassified,False,False,109.13499999999999,"LINESTRING (134.0175465 34.7544569, 134.017502 34.7544831, 134.017439 34.7546251, 134.017347 34.7547489, 134.0171836 34.7548975, 134.0170443 34.7551491, 134.01694 34.7552885)",,,,
91546126,,,,tertiary,False,False,4.638,"LINESTRING (134.0189079 34.7546279, 134.0188752 34.754596)",,,,
91546126,,,,tertiary,False,True,106.575,"LINESTRING (134.0189079 34.7546279, 134.0196585 34.7553616)",,,,
222082691,,,,unclassified,False,False,176.212,"LINESTRING (134.0189079 34.7546279, 134.0203755 34.753869, 134.020555 34.753807)",,,,
222082689,,,,residential,False,True,18.923,"LINESTRING (134.0211284 34.7546356, 134.0210089 34.7544966)",,,,
552242832,,,,residential,False,False,4.902,"LINESTRING (134.0211284 34.7546356, 134.0210857 34.7546623)",,,,
552242832,,,,residential,False,True,25.221,"LINESTRING (134.0211284 34.7546356, 134.0213457 34.7544957)",,,,
180524596,,,,unclassified,False,True,17.624,"LINESTRING (134.0218521 34.7553041, 134.0219952 34.7551978)",,,,
196884286,,,,residential,False,False,42.81,"LINESTRING (134.0218521 34.7553041, 134.0221535 34.7555989)",,,,
