osmid,highway,oneway,reversed,length,geometry,ref,name,lanes
62227598,tertiary,False,True,68.868,"LINESTRING (135.3778581 33.7268955, 135.3783306 33.7264168)",,,
62227598,tertiary,False,False,132.501,"LINESTRING (135.3778581 33.7268955, 135.377484 33.7272193, 135.3774124 33.7272845, 135.3773585 33.7273208, 135.377057 33.7275235, 135.3769478 33.7275969, 135.3768054 33.7277005)",,,
299018581,unclassified,False,True,108.574,"LINESTRING (135.3778581 33.7268955, 135.3779289 33.7269775, 135.3785451 33.7276873)",,,
129184690,unclassified,False,True,43.458,"LINESTRING (135.379942 33.7287313, 135.3798669 33.7291171)",,,
299028537,unclassified,False,False,8.005,"LINESTRING (135.379942 33.7287313, 135.3800217 33.7287032)",,,
299028537,unclassified,False,True,27.952,"LINESTRING (135.379942 33.7287313, 135.3796442 33.7287743)",,,
299018579,unclassified,False,True,30.528,"LINESTRING (135.3778434 33.7289327, 135.3775149 33.7289598)",,,
299028540,unclassified,False,False,86.492,"LINESTRING (135.3778434 33.7289327, 135.37877 33.728827)",,,
62227604,residential,False,False,91.81800000000001,"LINESTRING (135.3778434 33.7289327, 135.3778853 33.7292772, 135.3779613 33.7297525)",,,
62227591,primary,False,False,87.20400000000001,"LINESTRING (135.3795286 33.7323943, 135.3798561 33.7322557, 135.3802769 33.7320859, 135.3803772 33.732053)",29,田辺龍神線,
129184431,unclassified,False,False,91.075,"LINESTRING (135.3795286 33.7323943, 135.379445 33.73181, 135.379382 33.7315854)",,,
62227598,tertiary,False,True,15.477,"LINESTRING (135.3726162 33.729895, 135.3727661 33.7298331)",,,
62227608,unclassified,False,True,86.88600000000001,"LINESTRING (135.3726162 33.729895, 135.3726013 33.7303506, 135.3725946 33.7305614, 135.3725839 33.7306758)",,,
307317026,unclassified,False,False,26.635,"LINESTRING (135.3779103 33.7302659, 135.3776243 33.7302942)",,,
62227604,residential,False,False,53.629,"LINESTRING (135.3779103 33.7302659, 135.3779436 33.7306423, 135.3779528 33.7307469)",,,
62227604,residential,False,True,40.0,"LINESTRING (135.3779103 33.7302659, 135.3780267 33.7302539, 135.3779861 33.7299939)",,,
299028537,unclassified,False,False,27.952,"LINESTRING (135.3796442 33.7287743, 135.379942 33.7287313)",,,
129186017,unclassified,False,True,83.131,"LINESTRING (135.3796442 33.7287743, 135.3796075 33.7285834, 135.3795995 33.7285415, 135.3795673 33.7283315, 135.3795469 33.7281914, 135.3795272 33.7280332)",,,
299028537,unclassified,False,True,80.821,"LINESTRING (135.3796442 33.7287743, 135.3790329 33.7288625, 135.3787831 33.7288985)",,,
299028541,unclassified,False,False,48.71,"LINESTRING (135.3796442 33.7287743, 135.379689 33.7290454, 135.3797995 33.7290895, 135.3798669 33.7291171)",,,
62227596,unclassified,False,True,65.467,"LINESTRING (135.3785981 33.7278042, 135.3786916 33.7283878)",,,
299018581,unclassified,False,False,13.892,"LINESTRING (135.3785981 33.7278042, 135.3785451 33.7276873)",,,
129183382,unclassified,False,False,63.276999999999994,"LINESTRING (135.3785981 33.7278042, 135.3786797 33.7278034, 135.3791598 33.7277008, 135.3792622 33.7276752)",,,
