osmid,highway,oneway,reversed,length,geometry,name,ref,bridge
174717022,unclassified,False,True,11.6,"LINESTRING (143.2004816 42.9224244, 143.2003401 42.9224123)",,,
174717022,unclassified,False,False,63.275000000000006,"LINESTRING (143.2004816 42.9224244, 143.2006564 42.9224373, 143.2011559 42.9224741, 143.2012551 42.9224786)",,,
545507467,tertiary,True,False,129.80700000000002,"LINESTRING (143.2004816 42.9224244, 143.2005058 42.9222491, 143.2006093 42.9214171, 143.2006286 42.921262)",西3条通,,
24275158,tertiary,False,True,10.762,"LINESTRING (143.2007942 42.9200946, 143.2006626 42.9200857)",,,
24275158,tertiary,False,False,63.829,"LINESTRING (143.2007942 42.9200946, 143.2009392 42.9201044, 143.2015745 42.9201493)",,,
545507467,tertiary,True,False,40.629,"LINESTRING (143.2007942 42.9200946, 143.200807 42.9199675, 143.2008308 42.9197302)",西3条通,,
24275158,tertiary,False,True,65.155,"LINESTRING (143.20237 42.9202124, 143.2022269 42.9202011, 143.2015745 42.9201493)",,,
490598611,primary,False,True,129.15200000000002,"LINESTRING (143.20237 42.9202124, 143.2023566 42.9203115, 143.2022267 42.9212696, 143.2022119 42.9213681)",帯広停車場線,26,
24275335,unclassified,False,False,10.039,"LINESTRING (143.2007079 42.9197231, 143.2008308 42.9197302)",,,
24275335,unclassified,False,True,58.869,"LINESTRING (143.2007079 42.9197231, 143.1999885 42.9196707)",,,
545507470,tertiary,True,False,40.49,"LINESTRING (143.2007079 42.9197231, 143.2006809 42.9199562, 143.2006626 42.9200857)",西3条通,,
24275335,unclassified,False,True,10.039,"LINESTRING (143.2008308 42.9197302, 143.2007079 42.9197231)",,,
24275335,unclassified,False,False,60.225,"LINESTRING (143.199252 42.9196212, 143.1999885 42.9196707)",,,
24275341,tertiary,False,False,29.698,"LINESTRING (143.199252 42.9196212, 143.199228 42.9198877)",,,
177469622,unclassified,False,True,151.363,"LINESTRING (143.199252 42.9196212, 143.1990065 42.9197139, 143.1981607 42.920199, 143.1980623 42.9202719, 143.198034 42.9203253, 143.1980099 42.920537)",,,
24275341,tertiary,False,True,43.306,"LINESTRING (143.1991278 42.9206132, 143.1991722 42.9202251)",,,
177469512,unclassified,False,False,60.359,"LINESTRING (143.1991278 42.9206132, 143.1998653 42.9206678)",,,
177469512,unclassified,False,True,91.422,"LINESTRING (143.1991278 42.9206132, 143.1980099 42.920537)",,,
24275341,tertiary,False,False,59.699,"LINESTRING (143.1991278 42.9206132, 143.199074 42.9210583, 143.1990632 42.921148)",,,
719319459,secondary,False,True,11.429,"LINESTRING (143.2003352 42.9235805, 143.2001956 42.9235698)",八千代帯広線,216,
545507467,tertiary,True,False,129.10399999999998,"LINESTRING (143.2003352 42.9235805, 143.2003561 42.9234178, 143.2004621 42.9225788, 143.2004816 42.9224244)",西3条通,,
719319459,secondary,False,False,63.244,"LINESTRING (143.2003352 42.9235805, 143.2004927 42.9235918, 143.2008199 42.9236154, 143.2011082 42.9236361)",八千代帯広線,216,
161954079,tertiary,False,False,62.837999999999994,"LINESTRING (143.2019076 42.9236909, 143.2020423 42.9237008, 143.2026755 42.9237472)",,,
490598611,primary,False,False,129.732,"LINESTRING (143.2019076 42.9236909, 143.2019189 42.9235797, 143.2020429 42.9226413, 143.2020576 42.9225294)",帯広停車場線,26,
490598611,primary,False,True,129.578,"LINESTRING (143.2019076 42.9236909, 143.2018923 42.9238036, 143.2017632 42.9247538, 143.20175 42.9248505)",帯広停車場線,26,
719319459,secondary,False,True,65.375,"LINESTRING (143.2019076 42.9236909, 143.2017675 42.9236814, 143.2011082 42.9236361)",八千代帯広線,216,
177469654,tertiary,False,True,128.83,"LINESTRING (143.1971741 42.9233504, 143.1971612 42.9234504, 143.1970392 42.9244003, 143.1970259 42.9245039)",,,
177469655,unclassified,False,True,127.55199999999999,"LINESTRING (143.1971741 42.9233504, 143.1970181 42.9233399, 143.1963812 42.9232943, 143.1957807 42.923249, 143.1956153 42.9232368)",,,
719319458,secondary,False,True,129.018,"LINESTRING (143.1971741 42.9233504, 143.1971905 42.9232325, 143.1973021 42.9224969, 143.1973213 42.9222897, 143.1973341 42.9221962)",八千代帯広線,216,
719319459,secondary,False,False,126.745,"LINESTRING (143.1971741 42.9233504, 143.197324 42.9233615, 143.198612 42.9234569, 143.1987229 42.9234643)",八千代帯広線,216,
719319459,secondary,False,True,2.278,"LINESTRING (143.1987508 42.9234658, 143.1987229 42.9234643)",八千代帯広線,216,
24275341,tertiary,False,True,129.48000000000002,"LINESTRING (143.1987508 42.9234658, 143.1987657 42.9233581, 143.1987791 42.923261, 143.1988546 42.9227159, 143.1988963 42.9224148, 143.1989112 42.9223073)",,,
719319459,secondary,False,False,64.57600000000001,"LINESTRING (143.1987508 42.9234658, 143.1989027 42.923477, 143.1995399 42.9235239)",八千代帯広線,216,
719319459,secondary,False,False,11.429,"LINESTRING (143.2001956 42.9235698, 143.2003352 42.9235805)",八千代帯広線,216,
545507470,tertiary,True,False,130.48,"LINESTRING (143.2001956 42.9235698, 143.2001767 42.923726, 143.2000671 42.9245564, 143.2000432 42.9247379)",西3条通,,
719319459,secondary,False,True,53.634,"LINESTRING (143.2001956 42.9235698, 143.2000366 42.9235582, 143.1995399 42.9235239)",八千代帯広線,216,
161954076,tertiary,False,False,65.22,"LINESTRING (143.20175 42.9248505, 143.2016177 42.9248423, 143.2009529 42.9247928)",,,
161954076,tertiary,False,True,63.986000000000004,"LINESTRING (143.20175 42.9248505, 143.2018733 42.9248586, 143.2022931 42.9248862, 143.2025327 42.9249019)",,,
490598611,primary,False,False,129.578,"LINESTRING (143.20175 42.9248505, 143.2017632 42.9247538, 143.2018923 42.9238036, 143.2019076 42.9236909)",帯広停車場線,26,
490598611,primary,False,True,129.50799999999998,"LINESTRING (143.20175 42.9248505, 143.2017379 42.9249441, 143.2016148 42.9258948, 143.2015985 42.9260099)",帯広停車場線,26,
174717022,unclassified,False,True,65.59,"LINESTRING (143.2020576 42.9225294, 143.2019137 42.922522, 143.2013918 42.9224876, 143.2012551 42.9224786)",,,
490598611,primary,False,False,129.742,"LINESTRING (143.2020576 42.9225294, 143.2020717 42.9224121, 143.2021975 42.9214757, 143.2022119 42.9213681)",帯広停車場線,26,
490598611,primary,False,True,129.732,"LINESTRING (143.2020576 42.9225294, 143.2020429 42.9226413, 143.2019189 42.9235797, 143.2019076 42.9236909)",帯広停車場線,26,
161954076,tertiary,False,False,12.282,"LINESTRING (143.2001936 42.9247463, 143.2000432 42.9247379)",,,
161954076,tertiary,False,True,62.042,"LINESTRING (143.2001936 42.9247463, 143.200349 42.9247576, 143.2009529 42.9247928)",,,
545507467,tertiary,True,False,130.144,"LINESTRING (143.2001936 42.9247463, 143.2002151 42.9245724, 143.2003184 42.9237364, 143.2003352 42.9235805)",西3条通,,
161958213,unclassified,True,False,129.88,"LINESTRING (143.2025327 42.9249019, 143.2023721 42.926064)",,,
161954076,tertiary,False,False,63.986000000000004,"LINESTRING (143.2025327 42.9249019, 143.2022931 42.9248862, 143.2018733 42.9248586, 143.20175 42.9248505)",,,
198871552,unclassified,False,True,128.852,"LINESTRING (143.2022298 42.9272181, 143.2023721 42.926064)",,,
174716913,unclassified,False,True,64.502,"LINESTRING (143.2022298 42.9272181, 143.2015735 42.9271754, 143.2014407 42.9271667)",,,
161958213,unclassified,True,False,128.922,"LINESTRING (143.2026755 42.9237472, 143.2025327 42.9249019)",,,
161954079,tertiary,False,True,62.837999999999994,"LINESTRING (143.2026755 42.9237472, 143.2020423 42.9237008, 143.2019076 42.9236909)",,,
198871552,unclassified,False,False,128.852,"LINESTRING (143.2023721 42.926064, 143.2022298 42.9272181)",,,
40209776,tertiary,False,True,63.273,"LINESTRING (143.2023721 42.926064, 143.2017362 42.9260195, 143.2015985 42.9260099)",,,
24275158,tertiary,False,False,65.155,"LINESTRING (143.2015745 42.9201493, 143.2022269 42.9202011, 143.20237 42.9202124)",,,
24275158,tertiary,False,True,63.829,"LINESTRING (143.2015745 42.9201493, 143.2009392 42.9201044, 143.2007942 42.9200946)",,,
546342907,tertiary,True,False,10.63,"LINESTRING (143.1925989 42.9206772, 143.1927289 42.9206859)",,,
174716999,tertiary,True,False,56.354,"LINESTRING (143.1925989 42.9206772, 143.1925876 42.9207901, 143.1925693 42.9209728, 143.1925608 42.9210579, 143.1925549 42.9211829)",西南大通,,
37568306,tertiary,True,False,10.938,"LINESTRING (143.1927407 42.9205979, 143.1926071 42.9205877)",,,
174717000,tertiary,True,False,120.761,"LINESTRING (143.1927407 42.9205979, 143.192757 42.9204703, 143.1928064 42.9200801, 143.192886 42.9195171)",西南大通,,
1044267692,tertiary,False,False,10.149,"LINESTRING (143.1974215 42.9210277, 143.1975453 42.9210383)",,,
115809186,secondary,True,False,34.672,"LINESTRING (143.1974215 42.9210277, 143.1974059 42.9211565, 143.1973839 42.9213383)",八千代帯広線,216,
546156738,tertiary,True,False,84.55600000000001,"LINESTRING (143.1974215 42.9210277, 143.1972691 42.9209718, 143.1965712 42.9208996, 143.1964097 42.9208827)",,,
174716990,unclassified,False,True,58.654,"LINESTRING (143.1979721 42.9210671, 143.1979112 42.9215927)",,,
1044267692,tertiary,False,False,89.29899999999999,"LINESTRING (143.1979721 42.9210671, 143.1989331 42.9211383, 143.1990632 42.921148)",,,
1044267692,tertiary,False,True,34.9,"LINESTRING (143.1979721 42.9210671, 143.1976994 42.9210487, 143.1975453 42.9210383)",,,
24275341,tertiary,False,False,57.373999999999995,"LINESTRING (143.1990632 42.921148, 143.1990486 42.9212528, 143.1989916 42.9216613)",,,
24275341,tertiary,False,True,59.699,"LINESTRING (143.1990632 42.921148, 143.199074 42.9210583, 143.1991278 42.9206132)",,,
1044267692,tertiary,False,False,59.252,"LINESTRING (143.1990632 42.921148, 143.1991913 42.9211578, 143.1997869 42.9212035)",,,
