osmid,highway,oneway,reversed,length,geometry,bridge,ref,name,lanes
123676806,unclassified,False,True,329.55800000000005,"LINESTRING (132.7138355 33.2230767, 132.7139698 33.2232074, 132.714333 33.223583, 132.714507 33.223887, 132.714547 33.224045, 132.714561 33.224248, 132.714514 33.224671, 132.714453 33.22529, 132.71444 33.225358, 132.714426 33.225594, 132.71442 33.225611, 132.714406 33.225735, 132.714333 33.2258302)",,,,
"[123677185, 123677067, 123677108]",unclassified,False,"[False, True]",73.278,"LINESTRING (132.7138355 33.2230767, 132.7136008 33.2231809, 132.7132906 33.2232891, 132.7131213 33.2233535)",yes,,,
123676528,primary,False,False,58.082,"LINESTRING (132.7131213 33.2233535, 132.7132089 33.2236288, 132.7132592 33.2238625)",,8;317,西土佐松野線,
"[123677185, 123677067, 123677108]",unclassified,False,"[False, True]",73.27799999999999,"LINESTRING (132.7131213 33.2233535, 132.7132906 33.2232891, 132.7136008 33.2231809, 132.7138355 33.2230767)",yes,,,
"[123676688, 123677889]","['unclassified', 'tertiary']",False,"[False, True]",228.598,"LINESTRING (132.705992 33.223454, 132.705918 33.223645, 132.705887 33.223816, 132.7059316 33.2240752, 132.7060562 33.2244136, 132.7061589 33.2246498, 132.7061911 33.2247587, 132.7061523 33.22492, 132.7060637 33.2251931, 132.7059865 33.225303, 132.7058727 33.225388)",,,,
123676528,primary,False,False,180.577,"LINESTRING (132.7132592 33.2238625, 132.7132653 33.2240406, 132.7132265 33.2242633, 132.7128736 33.2254478)",,8;317,西土佐松野線,
123676528,primary,False,True,58.082,"LINESTRING (132.7132592 33.2238625, 132.7132089 33.2236288, 132.7131213 33.2233535)",,8;317,西土佐松野線,
123677930,unclassified,False,True,183.939,"LINESTRING (132.7132592 33.2238625, 132.713166 33.2239349, 132.7131486 33.2240009, 132.7129246 33.2243781, 132.7128105 33.2245219, 132.7126993 33.2246697, 132.7126588 33.2248396, 132.7124982 33.2250916, 132.7124434 33.2253404)",,,,
123677375,unclassified,False,False,41.781,"LINESTRING (132.7124434 33.2253404, 132.712718 33.225403, 132.7128736 33.2254478)",,,,
123677930,unclassified,False,False,183.93899999999996,"LINESTRING (132.7124434 33.2253404, 132.7124982 33.2250916, 132.7126588 33.2248396, 132.7126993 33.2246697, 132.7128105 33.2245219, 132.7129246 33.2243781, 132.7131486 33.2240009, 132.713166 33.2239349, 132.7132592 33.2238625)",,,,
123677948,unclassified,False,False,114.867,"LINESTRING (132.7124434 33.2253404, 132.712414 33.2255081, 132.7123354 33.2259625, 132.7122652 33.2263053, 132.7122661 33.2263619)",,,,
"[123676688, 123677889]","['unclassified', 'tertiary']",False,"[False, True]",228.59799999999998,"LINESTRING (132.7058727 33.225388, 132.7059865 33.225303, 132.7060637 33.2251931, 132.7061523 33.22492, 132.7061911 33.2247587, 132.7061589 33.2246498, 132.7060562 33.2244136, 132.7059316 33.2240752, 132.705887 33.223816, 132.705918 33.223645, 132.705992 33.223454)",,,,
123676988,residential,False,True,252.95700000000002,"LINESTRING (132.7058727 33.225388, 132.7059017 33.2254228, 132.7059552 33.2254867, 132.706099 33.225533, 132.7064113 33.2256051, 132.707037 33.225758, 132.707224 33.225837, 132.707238 33.225915, 132.707224 33.225954, 132.7070796 33.2263867, 132.7070586 33.226513, 132.707015 33.2268487)",,,,
123676528,primary,False,False,107.684,"LINESTRING (132.7128736 33.2254478, 132.7127819 33.2257614, 132.7125836 33.2263853)",,8;317,西土佐松野線,
123676528,primary,False,True,180.57700000000003,"LINESTRING (132.7128736 33.2254478, 132.7132265 33.2242633, 132.7132653 33.2240406, 132.7132592 33.2238625)",,8;317,西土佐松野線,
123677375,unclassified,False,True,41.781,"LINESTRING (132.7128736 33.2254478, 132.712718 33.225403, 132.7124434 33.2253404)",,,,
"[123677168, 123677618, 123677164]",unclassified,False,False,142.26,"LINESTRING (132.7128736 33.2254478, 132.7134121 33.2255854, 132.7136719 33.2256586, 132.714333 33.2258302)",yes,,,
123676806,unclassified,False,False,329.558,"LINESTRING (132.714333 33.2258302, 132.714406 33.225735, 132.71442 33.225611, 132.714426 33.225594, 132.71444 33.225358, 132.714453 33.22529, 132.714514 33.224671, 132.714561 33.224248, 132.714547 33.224045, 132.714507 33.223887, 132.714333 33.223583, 132.7139698 33.2232074, 132.7138355 33.2230767)",,,,
"[123677168, 123677618, 123677164]",unclassified,False,True,142.26,"LINESTRING (132.714333 33.2258302, 132.7136719 33.2256586, 132.7134121 33.2255854, 132.7128736 33.2254478)",yes,,,
123677429,unclassified,False,True,27.405,"LINESTRING (132.714333 33.2258302, 132.7143189 33.2259199, 132.7142649 33.2260692)",,,,
123677429,unclassified,False,False,27.405,"LINESTRING (132.7142649 33.2260692, 132.7143189 33.2259199, 132.714333 33.2258302)",,,,
123677611,unclassified,False,True,76.388,"LINESTRING (132.7142649 33.2260692, 132.7141371 33.2263363, 132.7139548 33.2267053)",,,,
488995972,residential,False,True,168.069,"LINESTRING (132.7142649 33.2260692, 132.7145676 33.2260888, 132.7146412 33.2261169, 132.7147062 33.2261821, 132.7148793 33.2263839, 132.71509 33.22654, 132.7152871 33.2267467, 132.715379 33.226821, 132.7156324 33.2269532)",,,,
123676682,unclassified,False,False,150.26600000000002,"LINESTRING (132.7104706 33.2263573, 132.7115296 33.2263658, 132.7120149 33.2263654, 132.7120832 33.226382)",,,,
123676682,unclassified,False,True,101.41,"LINESTRING (132.7104706 33.2263573, 132.7099505 33.2263569, 132.709659 33.2263581, 132.7095152 33.2263877, 132.7094012 33.2264409)",,,,
488995974,residential,False,False,187.92399999999998,"LINESTRING (132.7104706 33.2263573, 132.7104758 33.2260889, 132.7104637 33.2259296, 132.710453 33.2258937, 132.710111 33.2259834, 132.7097999 33.2260676, 132.7095155 33.226182, 132.7093077 33.2262617, 132.7093774 33.2264131, 132.7094012 33.2264409)",,,,
488995974,residential,False,True,36.717,"LINESTRING (132.7104706 33.2263573, 132.7104516 33.2264636, 132.7104557 33.2265769, 132.7104691 33.2266857)",,,,
123677040,tertiary,False,False,17.204,"LINESTRING (132.7122661 33.2263619, 132.7121488 33.2263694, 132.7120832 33.226382)",,,,
123677398,tertiary,False,True,29.683,"LINESTRING (132.7122661 33.2263619, 132.7124333 33.2263676, 132.7125836 33.2263853)",,,,
123677948,unclassified,False,True,114.86699999999999,"LINESTRING (132.7122661 33.2263619, 132.7122652 33.2263053, 132.7123354 33.2259625, 132.712414 33.2255081, 132.7124434 33.2253404)",,,,
123676682,unclassified,False,True,150.266,"LINESTRING (132.7120832 33.226382, 132.7120149 33.2263654, 132.7115296 33.2263658, 132.7104706 33.2263573)",,,,
123677040,tertiary,False,True,17.204,"LINESTRING (132.7120832 33.226382, 132.7121488 33.2263694, 132.7122661 33.2263619)",,,,
123678340,tertiary,False,False,157.12599999999998,"LINESTRING (132.7120832 33.226382, 132.7119119 33.2264654, 132.7113059 33.2267197, 132.7105793 33.2270249)",,,,
"[123676345, 123676316, 123676349]",trunk,False,"[False, True]",132.625,"LINESTRING (132.7125836 33.2263853, 132.7128046 33.226413, 132.7130247 33.2264622, 132.713171 33.2264964, 132.713445 33.2265679, 132.7139548 33.2267053)",yes,381;441,国道381号,2
"[123676314, 123676395, 123676380]",trunk,False,"[False, True]",320.27500000000003,"LINESTRING (132.7125836 33.2263853, 132.7125066 33.2265511, 132.7124497 33.2266328, 132.7123507 33.2267439, 132.7121019 33.2269538, 132.7119619 33.227086, 132.7118401 33.2272334, 132.7117353 33.2273987, 132.7116802 33.2275275, 132.7116383 33.2276389, 132.7115971 33.2278231, 132.711477 33.2286666, 132.7114401 33.2288211, 132.7113862 33.2289666, 132.7113712 33.2289944)",yes,381;441,国道381号,2
123676528,primary,False,True,107.684,"LINESTRING (132.7125836 33.2263853, 132.7127819 33.2257614, 132.7128736 33.2254478)",,8;317,西土佐松野線,
123677398,tertiary,False,False,29.683,"LINESTRING (132.7125836 33.2263853, 132.7124333 33.2263676, 132.7122661 33.2263619)",,,,
123676682,unclassified,False,False,20.124000000000002,"LINESTRING (132.7092011 33.2265083, 132.7093492 33.2264651, 132.7094012 33.2264409)",,,,
123676719,unclassified,False,False,99.35199999999999,"LINESTRING (132.7092011 33.2265083, 132.7089597 33.2265649, 132.708791 33.226585, 132.708711 33.226602, 132.708282 33.226703, 132.708168 33.226731)",,,,
123677651,residential,False,False,66.214,"LINESTRING (132.7092011 33.2265083, 132.7092527 33.2266263, 132.7093622 33.2268407, 132.709488 33.2270527)",,,,
123676316,trunk,False,False,133.45,"LINESTRING (132.7139548 33.2267053, 132.7142699 33.2267877, 132.7144792 33.2268791, 132.71471 33.2270377, 132.7149449 33.2272411, 132.7150676 33.2274055)",,381;441,国道381号,2
"[123676345, 123676316, 123676349]",trunk,False,"[False, True]",132.625,"LINESTRING (132.7139548 33.2267053, 132.713445 33.2265679, 132.713171 33.2264964, 132.7130247 33.2264622, 132.7128046 33.226413, 132.7125836 33.2263853)",yes,381;441,国道381号,2
123677611,unclassified,False,False,76.388,"LINESTRING (132.7139548 33.2267053, 132.7141371 33.2263363, 132.7142649 33.2260692)",,,,
