osmid,highway,oneway,reversed,length,name,maxspeed,geometry,lanes,ref,access
155585342,unclassified,False,False,47.247,,,"LINESTRING (139.6478679 35.8609601, 139.6478981 35.8605359)",,,
1241545249,tertiary,False,False,60.732,市役所通り,40,"LINESTRING (139.6478679 35.8609601, 139.6471965 35.8609129)",,,
1241545249,tertiary,False,True,87.646,市役所通り,40,"LINESTRING (139.6478679 35.8609601, 139.6488361 35.8610348)",,,
90611308,tertiary,False,False,10.991,坂下通り,,"LINESTRING (139.650547 35.8609789, 139.6505432 35.8608801)",,,
1241545249,tertiary,False,False,36.194,市役所通り,40,"LINESTRING (139.650547 35.8609789, 139.6501461 35.8609985)",,,
1241545249,tertiary,False,True,55.888,市役所通り,40,"LINESTRING (139.650547 35.8609789, 139.651166 35.860948)",,,
91873318,tertiary,False,False,33.579,,,"LINESTRING (139.650547 35.8609789, 139.65053 35.8610636, 139.6505107 35.8612792)",,,
90611289,residential,False,False,45.358,,,"LINESTRING (139.6488361 35.8610348, 139.6488315 35.8606269)",,,
1241545249,tertiary,False,False,87.646,市役所通り,40,"LINESTRING (139.6488361 35.8610348, 139.6478679 35.8609601)",,,
1241545249,tertiary,False,True,19.173,市役所通り,40,"LINESTRING (139.6488361 35.8610348, 139.6490479 35.8610511)",,,
24027919,trunk,False,False,132.659,中山道,50,"LINESTRING (139.6465096 35.8634449, 139.6463746 35.8646329)",2,17;463,yes
42391786,primary,False,False,48.869,新六間道路,,"LINESTRING (139.6465096 35.8634449, 139.6459695 35.8634053)",2,57,
353033179,tertiary,False,True,46.092,新六間道路,40,"LINESTRING (139.6465096 35.8634449, 139.6470184 35.8634873)",,,
1241545250,trunk,False,True,89.685,中山道,50,"LINESTRING (139.6465096 35.8634449, 139.6466068 35.8626422)",2,17;463,yes
90612357,tertiary,False,False,27.763,市役所通り,40,"LINESTRING (139.6438726 35.8606358, 139.6435662 35.8606098)",,,
90612357,tertiary,False,True,11.327,市役所通り,40,"LINESTRING (139.6438726 35.8606358, 139.6439976 35.8606465)",,,
90612358,unclassified,False,False,108.401,,,"LINESTRING (139.6438726 35.8606358, 139.6437453 35.8616052)",,,
135516325,unclassified,False,False,46.318,,,"LINESTRING (139.6471734 35.8578459, 139.6466631 35.8577963)",,,
135516325,unclassified,False,True,79.091,,,"LINESTRING (139.6471734 35.8578459, 139.6480505 35.8578701)",,,
1241545251,trunk,False,False,112.912,中山道,50,"LINESTRING (139.6471734 35.8578459, 139.6470618 35.8588573)",2,17;463,yes
90611320,unclassified,False,False,21.303,,,"LINESTRING (139.6503153 35.8575157, 139.6502056 35.8576854)",,,
135516325,unclassified,False,True,61.025,,,"LINESTRING (139.6503153 35.8575157, 139.6508317 35.8571607)",,,
135516325,unclassified,False,False,221.197,,,"LINESTRING (139.6503153 35.8575157, 139.6496973 35.8579347, 139.6489086 35.8579038, 139.6480505 35.8578701)",,,
55440288,unclassified,False,True,45.884,裏門通り,,"LINESTRING (139.6470618 35.8588573, 139.6475699 35.8588837)",,,
89666729,tertiary,False,False,48.004,裏門通り,,"LINESTRING (139.6470618 35.8588573, 139.6465316 35.8588158)",,,
1241545251,trunk,False,False,94.652,中山道,50,"LINESTRING (139.6470618 35.8588573, 139.6469598 35.8597045)",2,17;463,yes
1241545251,trunk,False,True,112.912,中山道,50,"LINESTRING (139.6470618 35.8588573, 139.6471734 35.8578459)",2,17;463,yes
55440288,unclassified,False,False,47.175,裏門通り,,"LINESTRING (139.6500907 35.8591129, 139.6495748 35.859041)",,,
90611308,tertiary,False,False,82.206,坂下通り,,"LINESTRING (139.6500907 35.8591129, 139.6502802 35.8587708, 139.6504786 35.8584439)",,,
90611308,tertiary,False,True,74.27,坂下通り,,"LINESTRING (139.6500907 35.8591129, 139.6500349 35.8596993, 139.6500396 35.859779)",,,
89666001,trunk,False,True,29.362000000000002,県庁通り,40,"LINESTRING (139.6511571 35.8571483, 139.6509041 35.8571599, 139.6508317 35.8571607)",2,463,yes
90611308,tertiary,False,True,88.88,坂下通り,,"LINESTRING (139.6511571 35.8571483, 139.6511288 35.8572473, 139.651065 35.8574516, 139.6510322 35.8575353, 139.6509833 35.8576245, 139.6508172 35.8578943)",,,
67145256,unclassified,False,False,113.95,,,"LINESTRING (139.6425995 35.8574802, 139.6425172 35.8585028)",,,
135516325,unclassified,False,True,41.861,,,"LINESTRING (139.6425995 35.8574802, 139.6430618 35.8575168)",,,
67145346,residential,False,True,173.156,,,"LINESTRING (139.6425995 35.8574802, 139.6424328 35.8574673, 139.6424049 35.8575968, 139.6419618 35.8575788, 139.6414931 35.8584282)",,,
67145256,unclassified,False,True,113.95,,,"LINESTRING (139.6425172 35.8585028, 139.6425995 35.8574802)",,,
89666726,unclassified,False,False,58.693,裏門通り,,"LINESTRING (139.6425172 35.8585028, 139.6418683 35.8584577)",,,
89666729,tertiary,False,True,37.738,裏門通り,,"LINESTRING (139.6425172 35.8585028, 139.6429342 35.8585338)",,,
90612352,unclassified,False,False,94.241,,,"LINESTRING (139.6425172 35.8585028, 139.6424092 35.8593458)",,,
89666726,unclassified,False,True,33.972,裏門通り,,"LINESTRING (139.6414931 35.8584282, 139.6418683 35.8584577)",,,
90612354,unclassified,False,True,77.836,,,"LINESTRING (139.6414931 35.8584282, 139.6413621 35.8591201)",,,
67145346,residential,False,False,173.156,,,"LINESTRING (139.6414931 35.8584282, 139.6419618 35.8575788, 139.6424049 35.8575968, 139.6424328 35.8574673, 139.6425995 35.8574802)",,,
89666726,unclassified,False,False,78.997,裏門通り,,"LINESTRING (139.6414931 35.8584282, 139.6407055 35.8583585, 139.6406217 35.8583511)",,,
89666724,unclassified,False,False,113.935,,,"LINESTRING (139.6442292 35.8586363, 139.6443569 35.8576169)",,,
89666724,unclassified,False,True,94.537,,,"LINESTRING (139.6442292 35.8586363, 139.6441316 35.8594828)",,,
