osmid,highway,oneway,reversed,length,ref,name,geometry,tunnel
180968566,tertiary,False,False,18.822,,,"LINESTRING (140.3646807 35.3731378, 140.3647213 35.3733038)",
38356303,secondary,False,False,22.287,228,一宮停車場線,"LINESTRING (140.3646807 35.3731378, 140.3645826 35.3732216, 140.3645398 35.3732435, 140.3644938 35.3732653)",
38356303,secondary,False,True,22.668999999999997,228,一宮停車場線,"LINESTRING (140.3646807 35.3731378, 140.3647952 35.3730745, 140.3649047 35.3730566)",
180968570,secondary,False,False,17.129,228,一宮停車場線,"LINESTRING (140.3646735 35.3739703, 140.3645103 35.3740479)",
180968570,secondary,False,True,7.616,228,一宮停車場線,"LINESTRING (140.3646735 35.3739703, 140.3647484 35.3739393)",
368986488,residential,False,False,81.554,,,"LINESTRING (140.3646735 35.3739703, 140.3645643 35.3737742, 140.3644937 35.3735825, 140.3644807 35.373432, 140.3644938 35.3732653)",
125179389,unclassified,False,False,42.547,,,"LINESTRING (140.3668121 35.3685607, 140.366713 35.3689347)",
125179653,unclassified,False,False,56.946,,,"LINESTRING (140.3647226 35.3685871, 140.3653367 35.3686944)",
125180817,unclassified,False,False,128.333,,,"LINESTRING (140.3647226 35.3685871, 140.364708 35.3690174, 140.3647428 35.3694216, 140.3647838 35.3697383)",
125179653,unclassified,False,False,127.622,,,"LINESTRING (140.3653367 35.3686944, 140.366713 35.3689347)",
125179653,unclassified,False,True,56.946,,,"LINESTRING (140.3653367 35.3686944, 140.3647226 35.3685871)",
125179696,unclassified,False,True,41.811,,,"LINESTRING (140.3653367 35.3686944, 140.3652397 35.369062)",
368989067,residential,False,False,74.456,,,"LINESTRING (140.3690168 35.3688929, 140.3698205 35.3687556)",
184730822,residential,False,False,28.455000000000002,,,"LINESTRING (140.3690168 35.3688929, 140.3690869 35.369038, 140.3691728 35.3691093)",
184730822,residential,False,True,43.967,,,"LINESTRING (140.3690168 35.3688929, 140.3689807 35.368709, 140.3689909 35.3685)",
125179467,unclassified,False,False,8.09,,,"LINESTRING (140.3713031 35.3686893, 140.3712472 35.368746)",
125182903,residential,False,True,98.489,,,"LINESTRING (140.3713031 35.3686893, 140.3711466 35.3686766, 140.3708107 35.3687733, 140.370587 35.368858, 140.3702638 35.3688932)",
125179467,unclassified,False,True,8.09,,,"LINESTRING (140.3712472 35.368746, 140.3713031 35.3686893)",
125179467,unclassified,False,False,200.60099999999997,,,"LINESTRING (140.3712472 35.368746, 140.370902 35.3690985, 140.3705928 35.3694775, 140.3704728 35.3695838, 140.3703347 35.3696759, 140.3697011 35.369996)",
"[125181891, 125183309, 125182637]",unclassified,False,"[False, True]",184.80200000000002,,,"LINESTRING (140.3712472 35.368746, 140.3714772 35.3692033, 140.3715904 35.3694603, 140.3717475 35.3696782, 140.3718403 35.369813, 140.3718821 35.3699302, 140.3718974 35.3700874, 140.3718719 35.3702845, 140.3718757 35.3702933)",
125181435,residential,False,True,36.714,,,"LINESTRING (140.3702638 35.3688932, 140.3698629 35.3689395)",
125182903,residential,False,False,98.489,,,"LINESTRING (140.3702638 35.3688932, 140.370587 35.368858, 140.3708107 35.3687733, 140.3711466 35.3686766, 140.3713031 35.3686893)",
125179389,unclassified,False,False,25.812,,,"LINESTRING (140.366713 35.3689347, 140.3666529 35.3691616)",
125179389,unclassified,False,True,42.547,,,"LINESTRING (140.366713 35.3689347, 140.3668121 35.3685607)",
125179653,unclassified,False,True,127.622,,,"LINESTRING (140.366713 35.3689347, 140.3653367 35.3686944)",
125179696,unclassified,False,False,41.811,,,"LINESTRING (140.3652397 35.369062, 140.3653367 35.3686944)",
125179696,unclassified,False,True,42.412,,,"LINESTRING (140.3652397 35.369062, 140.3651414 35.3694349)",
125182095,unclassified,False,True,127.595,,,"LINESTRING (140.3652397 35.369062, 140.366612 35.369316)",
125181435,residential,False,False,65.812,,,"LINESTRING (140.3691728 35.3691093, 140.3693464 35.3690345, 140.3698629 35.3689395)",
125182518,unclassified,False,False,173.875,,,"LINESTRING (140.3691728 35.3691093, 140.3691138 35.36932, 140.3689621 35.3698507, 140.3689176 35.3699388, 140.3689095 35.3699549, 140.3687677 35.3706351)",
184730822,residential,False,True,28.455000000000002,,,"LINESTRING (140.3691728 35.3691093, 140.3690869 35.369038, 140.3690168 35.3688929)",
125179389,unclassified,False,False,17.564,,,"LINESTRING (140.3666529 35.3691616, 140.366612 35.369316)",
125179389,unclassified,False,True,25.812,,,"LINESTRING (140.3666529 35.3691616, 140.366713 35.3689347)",
125181501,unclassified,False,True,136.269,,,"LINESTRING (140.3666529 35.3691616, 140.367291 35.3692748, 140.3672663 35.3699675)",
125179389,unclassified,False,False,41.818,,,"LINESTRING (140.366612 35.369316, 140.3665146 35.3696836)",
125179389,unclassified,False,True,17.564,,,"LINESTRING (140.366612 35.369316, 140.3666529 35.3691616)",
125182095,unclassified,False,False,127.595,,,"LINESTRING (140.366612 35.369316, 140.3652397 35.369062)",
125179696,unclassified,False,False,42.412,,,"LINESTRING (140.3651414 35.3694349, 140.3652397 35.369062)",
125179696,unclassified,False,True,38.33,,,"LINESTRING (140.3651414 35.3694349, 140.3650525 35.3697719)",
125181795,unclassified,False,False,127.545,,,"LINESTRING (140.3651414 35.3694349, 140.3665146 35.3696836)",
125180479,unclassified,False,False,24.648,,,"LINESTRING (140.3647838 35.3697383, 140.3650525 35.3697719)",
125181107,unclassified,False,True,95.954,,,"LINESTRING (140.3647838 35.3697383, 140.3649177 35.3705943)",
125180817,unclassified,False,True,128.333,,,"LINESTRING (140.3647838 35.3697383, 140.3647428 35.3694216, 140.364708 35.3690174, 140.3647226 35.3685871)",
125179389,unclassified,False,False,31.875,,,"LINESTRING (140.3665146 35.3696836, 140.3664404 35.3699638)",
125179389,unclassified,False,True,41.818,,,"LINESTRING (140.3665146 35.3696836, 140.366612 35.369316)",
125181795,unclassified,False,True,127.545,,,"LINESTRING (140.3665146 35.3696836, 140.3651414 35.3694349)",
125179438,unclassified,False,True,40.015,,,"LINESTRING (140.3650525 35.3697719, 140.3654828 35.3698518)",
125179696,unclassified,False,False,38.33,,,"LINESTRING (140.3650525 35.3697719, 140.3651414 35.3694349)",
125180479,unclassified,False,True,24.648,,,"LINESTRING (140.3650525 35.3697719, 140.3647838 35.3697383)",
125179438,unclassified,False,False,40.015,,,"LINESTRING (140.3654828 35.3698518, 140.3650525 35.3697719)",
125179700,unclassified,False,True,38.135,,,"LINESTRING (140.3654828 35.3698518, 140.3653916 35.3701866)",
125182659,unclassified,False,True,88.103,,,"LINESTRING (140.3654828 35.3698518, 140.3661405 35.3699633, 140.3664404 35.3699638)",
125179479,tertiary,False,False,43.406,,,"LINESTRING (140.3677401 35.3699584, 140.367732 35.3695681)",
125179587,unclassified,False,True,42.972,,,"LINESTRING (140.3677401 35.3699584, 140.3672663 35.3699675)",
125179479,tertiary,False,True,153.941,,,"LINESTRING (140.3677401 35.3699584, 140.3677397 35.3700222, 140.3677304 35.3713428)",
125179563,unclassified,False,False,37.172,,,"LINESTRING (140.3672663 35.3699675, 140.3672564 35.3703017)",
125179587,unclassified,False,False,42.972,,,"LINESTRING (140.3672663 35.3699675, 140.3677401 35.3699584)",
125180032,unclassified,False,True,74.887,,,"LINESTRING (140.3672663 35.3699675, 140.3664404 35.3699638)",
125181501,unclassified,False,False,136.269,,,"LINESTRING (140.3672663 35.3699675, 140.367291 35.3692748, 140.3666529 35.3691616)",
125179389,unclassified,False,True,31.875,,,"LINESTRING (140.3664404 35.3699638, 140.3665146 35.3696836)",
125179716,unclassified,False,True,36.342,,,"LINESTRING (140.3664404 35.3699638, 140.3664348 35.3702906)",
125180032,unclassified,False,False,74.887,,,"LINESTRING (140.3664404 35.3699638, 140.3672663 35.3699675)",
125182659,unclassified,False,False,88.103,,,"LINESTRING (140.3664404 35.3699638, 140.3661405 35.3699633, 140.3654828 35.3698518)",
125179467,unclassified,False,False,82.668,,,"LINESTRING (140.3697011 35.369996, 140.3690031 35.3704743)",
125179186,residential,False,False,172.308,,,"LINESTRING (140.3697011 35.369996, 140.3698237 35.3702143, 140.3699304 35.3702978, 140.3702138 35.3704571, 140.3702739 35.3705391, 140.3702736 35.3706084, 140.3702703 35.3713518)",
125179467,unclassified,False,True,200.601,,,"LINESTRING (140.3697011 35.369996, 140.3703347 35.3696759, 140.3704728 35.3695838, 140.3705928 35.3694775, 140.370902 35.3690985, 140.3712472 35.368746)",
125179700,unclassified,False,False,38.135,,,"LINESTRING (140.3653916 35.3701866, 140.3654828 35.3698518)",
125180463,unclassified,False,False,46.25,,,"LINESTRING (140.3653916 35.3701866, 140.3652888 35.370594)",
125181681,unclassified,False,True,95.852,,,"LINESTRING (140.3653916 35.3701866, 140.3659751 35.3702912, 140.3664348 35.3702906)",
125179563,unclassified,False,True,37.172,,,"LINESTRING (140.3672564 35.3703017, 140.3672663 35.3699675)",
125179769,unclassified,False,False,74.506,,,"LINESTRING (140.3672564 35.3703017, 140.3664348 35.3702906)",
125182448,unclassified,False,True,109.72399999999999,,,"LINESTRING (140.3672564 35.3703017, 140.3672599 35.3706258, 140.3664475 35.3706094)",
125179457,unclassified,False,True,35.468,,,"LINESTRING (140.3664348 35.3702906, 140.3664475 35.3706094)",
125179716,unclassified,False,False,36.342,,,"LINESTRING (140.3664348 35.3702906, 140.3664404 35.3699638)",
125179769,unclassified,False,True,74.506,,,"LINESTRING (140.3664348 35.3702906, 140.3672564 35.3703017)",
125181681,unclassified,False,False,95.852,,,"LINESTRING (140.3664348 35.3702906, 140.3659751 35.3702912, 140.3653916 35.3701866)",
125179485,tertiary,False,True,118.023,,,"LINESTRING (140.3728354 35.3703565, 140.3728386 35.3711822, 140.3728369 35.3714179)",
125182637,unclassified,False,True,89.823,,,"LINESTRING (140.3728354 35.3703565, 140.3719147 35.3703386, 140.3718852 35.3703153, 140.3718757 35.3702933)",
125179126,trunk,False,False,174.411,128;465,房総横断道路,"LINESTRING (140.3633405 35.3705101, 140.3633828 35.3702314, 140.3635385 35.3696883, 140.363627 35.3694407, 140.3638669 35.3690111)",
125179126,trunk,False,True,120.542,128;465,房総横断道路,"LINESTRING (140.3633405 35.3705101, 140.3632628 35.3713984, 140.3632413 35.3715911)",
368986506,residential,False,False,21.677999999999997,,,"LINESTRING (140.3633405 35.3705101, 140.3635174 35.3705273, 140.3635779 35.3705214)",
125179467,unclassified,False,False,27.844,,,"LINESTRING (140.3690031 35.3704743, 140.3687677 35.3706351)",
125179467,unclassified,False,True,82.668,,,"LINESTRING (140.3690031 35.3704743, 140.3697011 35.369996)",
125181805,unclassified,False,False,289.721,,,"LINESTRING (140.3690031 35.3704743, 140.3689727 35.3730797)",
125179455,unclassified,False,True,105.075,,,"LINESTRING (140.3664475 35.3706094, 140.3652888 35.370594)",
125179457,unclassified,False,False,35.468,,,"LINESTRING (140.3664475 35.3706094, 140.3664348 35.3702906)",
125179505,tertiary,False,False,79.427,,,"LINESTRING (140.3664475 35.3706094, 140.3664439 35.3713237)",
125182448,unclassified,False,False,109.72399999999999,,,"LINESTRING (140.3664475 35.3706094, 140.3672599 35.3706258, 140.3672564 35.3703017)",
125179455,unclassified,False,False,105.075,,,"LINESTRING (140.3652888 35.370594, 140.3664475 35.3706094)",
125179455,unclassified,False,True,33.648,,,"LINESTRING (140.3652888 35.370594, 140.3649177 35.3705943)",
125180463,unclassified,False,True,46.25,,,"LINESTRING (140.3652888 35.370594, 140.3653916 35.3701866)",
