osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,est_width
381596399,2,114,吉祥寺通り,secondary,40,False,False,8.9,"LINESTRING (139.567999 35.6811221, 139.5680093 35.6812017)",,
58220004,2,,,tertiary,,False,False,8.575,"LINESTRING (139.5701483 35.6811378, 139.5701247 35.6810631)",,
319649606,2,14,東八道路,primary,50,True,False,318.85200000000003,"LINESTRING (139.5701483 35.6811378, 139.5704415 35.6811278, 139.5711484 35.6811043, 139.5717918 35.6811124, 139.5720923 35.6811308, 139.5723433 35.6811492, 139.572618 35.681179, 139.5735362 35.6813138, 139.5736562 35.6813326)",,
43472666,2,,,tertiary,30,False,True,155.018,"LINESTRING (139.5728255 35.6842787, 139.5727655 35.6843459, 139.5725386 35.68459, 139.5722254 35.684919, 139.572092 35.6850621, 139.572062 35.6850942, 139.5720006 35.6851272, 139.5717654 35.6852538, 139.571721 35.6852777, 139.5716827 35.6852983)",,
270493293,2,110,人見街道,secondary,40,False,False,65.51899999999999,"LINESTRING (139.5728255 35.6842787, 139.5728957 35.6843092, 139.5730441 35.6843737, 139.57344 35.6845458, 139.5734652 35.6845566)",,
270493293,2,110,人見街道,secondary,40,False,True,41.521,"LINESTRING (139.5728255 35.6842787, 139.5727337 35.6842296, 139.5724564 35.6840564)",,
270493293,2,110,人見街道,secondary,40,False,False,15.199,"LINESTRING (139.571143 35.6831372, 139.5712007 35.6831867, 139.5712622 35.6832336)",,
270493293,2,110,人見街道,secondary,40,False,True,86.39500000000001,"LINESTRING (139.571143 35.6831372, 139.5711226 35.6831092, 139.5711075 35.6830769, 139.5710257 35.6828757, 139.5709366 35.682666, 139.5708518 35.6824716, 139.5708198 35.6824067)",,
23289540,1,,,tertiary,30,True,False,153.6,"LINESTRING (139.5708198 35.6824067, 139.5707998 35.6823592, 139.5706577 35.6820905, 139.5704834 35.6817721, 139.5703119 35.6814515, 139.5702215 35.6812798, 139.5701871 35.681211, 139.5701483 35.6811378)",,
164112210,2,,下本宿通り,tertiary,40,False,True,87.244,"LINESTRING (139.5708198 35.6824067, 139.5709301 35.6823956, 139.5713607 35.6823342, 139.5717717 35.682274)",,
270493293,2,110,人見街道,secondary,40,False,False,86.395,"LINESTRING (139.5708198 35.6824067, 139.5708518 35.6824716, 139.5709366 35.682666, 139.5710257 35.6828757, 139.5711075 35.6830769, 139.5711226 35.6831092, 139.571143 35.6831372)",,
1032876800,2,110,人見街道,secondary,40,False,False,50.319,"LINESTRING (139.5708198 35.6824067, 139.5706919 35.6824254, 139.5702715 35.6824869)",,
42935581,2,117,吉祥寺通り,secondary,40,False,False,17.719,"LINESTRING (139.5699562 35.6811447, 139.5701247 35.6810631)",,
738808190,2,14,東八道路,primary,50,True,False,17.368,"LINESTRING (139.5699562 35.6811447, 139.5701483 35.6811378)",,
28212045,1,,新川宿ふれあい通り,tertiary,40,True,False,25.084999999999997,"LINESTRING (139.5699562 35.6811447, 139.5698658 35.6812033, 139.569808 35.681251, 139.569749 35.6812945)",,
381596399,2,114,吉祥寺通り,secondary,40,False,True,8.9,"LINESTRING (139.5680093 35.6812017, 139.567999 35.6811221)",,
"[28212048, 737270844]",2,14,東八道路,primary,"['60', '50']",True,False,21.645,"LINESTRING (139.5680093 35.6812017, 139.5681701 35.6811971, 139.5682488 35.6811991)",,
"[512860594, 738708142]",2,114,吉祥寺通り,secondary,40,False,"[False, True]",119.00800000000001,"LINESTRING (139.5680093 35.6812017, 139.5680225 35.6812868, 139.5680325 35.6813534, 139.5681687 35.6822641)",,
381596401,2,114,吉祥寺通り,secondary,40,False,False,47.239,"LINESTRING (139.5682365 35.6827811, 139.568226 35.6826999, 139.5681818 35.6823586)",,
1032876801,2,114,吉祥寺通り,secondary,40,False,False,66.776,"LINESTRING (139.5682365 35.6827811, 139.5682462 35.6828591, 139.5683107 35.6833786)",,
1032876802,2,110,人見街道,secondary,40,False,False,32.015,"LINESTRING (139.5682365 35.6827811, 139.5683388 35.6827683, 139.5685863 35.6827346)",,
771581531,,,,unclassified,,False,False,8.752,"LINESTRING (139.5780681 35.6818877, 139.5780731 35.6819663)",,
"[738808193, 738808194]",2,14,東八道路,primary,50,True,False,55.673,"LINESTRING (139.5780681 35.6818877, 139.5779649 35.6818737, 139.5779233 35.6818675, 139.5774618 35.6817975)",,
771581542,,,,residential,,False,False,106.49000000000001,"LINESTRING (139.5780681 35.6818877, 139.5780561 35.6818132, 139.5780472 35.6817741, 139.5780252 35.6816787, 139.5780188 35.6814033, 139.5780032 35.6809332)",,
307856110,2,,,tertiary,40,False,True,10.61,"LINESTRING (139.576523 35.6816602, 139.5765008 35.6817539)",,
"[738808192, 28212044]",2,14,東八道路,primary,50,True,False,102.939,"LINESTRING (139.576523 35.6816602, 139.5763833 35.6816411, 139.5761963 35.6816136, 139.5755826 35.6815223, 139.5755344 35.6815155, 139.575401 35.6814978)",,
307856102,2,,,tertiary,40,False,False,44.045,"LINESTRING (139.576523 35.6816602, 139.576543 35.681571, 139.5765557 35.6815027, 139.5765992 35.681269)",,
35575079,2,,島屋敷通り,tertiary,40,False,False,10.286,"LINESTRING (139.575401 35.6814978, 139.5753774 35.6815883)",,
270493290,2,14,東八道路,primary,50,True,False,58.482,"LINESTRING (139.575401 35.6814978, 139.5752091 35.6814724, 139.5748831 35.6814312, 139.5747618 35.681414)",,
28212221,1,,島屋敷通り,unclassified,30,True,False,9.296,"LINESTRING (139.5747618 35.681414, 139.5747882 35.6814948)",,
270493290,2,14,東八道路,primary,50,True,False,104.401,"LINESTRING (139.5747618 35.681414, 139.5746421 35.681397, 139.5738143 35.6812774, 139.5737308 35.6812623, 139.5736245 35.6812466)",,
