osmid,highway,oneway,reversed,length,geometry,bridge,lanes,ref,name,maxspeed,access
135488277,unclassified,False,False,43.626,"LINESTRING (133.8280834 34.5963502, 133.8281735 34.5963651, 133.8284092 34.5964091, 133.8284664 34.5964359, 133.8285267 34.5964756)",,,,,,
"[1181245529, 135488333, 1181252280, 1181245528, 1181252281, 1181252284, 1181252285]",unclassified,False,False,546.134,"LINESTRING (133.8280834 34.5963502, 133.8276614 34.5969118, 133.82762 34.5969669, 133.8271788 34.5975356, 133.8271541 34.5975681, 133.826429 34.5985187, 133.826401 34.5985529, 133.8249089 34.6005088)",yes,,,,,
135488277,unclassified,False,True,43.626,"LINESTRING (133.8285267 34.5964756, 133.8284664 34.5964359, 133.8284092 34.5964091, 133.8281735 34.5963651, 133.8280834 34.5963502)",,,,,,
135488503,unclassified,False,True,132.269,"LINESTRING (133.8285267 34.5964756, 133.8286109 34.5970004, 133.8286779 34.5973967, 133.8287269 34.5976536)",,,,,,
135488533,unclassified,False,False,32.68,"LINESTRING (133.8285267 34.5964756, 133.8285661 34.5964889, 133.8286272 34.5964881, 133.8286768 34.5964882, 133.8288497 34.596499, 133.8288798 34.5965022)",,,,,,
"[135488449, 1181245202, 1181245203]",residential,False,False,97.488,"LINESTRING (133.8313906 34.5967357, 133.8321896 34.597254, 133.8322146 34.5972691, 133.8322287 34.5972766)",yes,,,,,
135488533,unclassified,False,True,134.861,"LINESTRING (133.8313906 34.5967357, 133.831095 34.5967021, 133.8306657 34.5966629, 133.829941 34.5966015, 133.8299266 34.5966001)",,,,,,
135488181,secondary,False,True,394.85900000000004,"LINESTRING (133.8248486 34.5967238, 133.8248753 34.5967797, 133.8248954 34.596839, 133.8249022 34.5969404, 133.8246618 34.5989723, 133.8246372 34.5991496, 133.8246039 34.5994186, 133.8245979 34.5994683, 133.8245893 34.5995091, 133.8245737 34.5995385, 133.8245527 34.5995613, 133.8244373 34.5996376, 133.8244108 34.5996601, 133.8243931 34.5996798, 133.8243835 34.5997017, 133.8243774 34.5997386, 133.8243767 34.5997778, 133.8244049 34.6000549, 133.8244072 34.6001221, 133.8244042 34.6001848)",,2,165,藤戸早島線,30,
135488534,residential,False,False,128.459,"LINESTRING (133.8322287 34.5972766, 133.8333695 34.5979495)",,,,,,
"[135488426, 1181243945, 1181243946]",unclassified,False,True,366.37399999999997,"LINESTRING (133.8322287 34.5972766, 133.8312 34.5986277, 133.831172 34.5986644, 133.830922 34.598979, 133.830428 34.5996262, 133.8302585 34.5998483, 133.8302116 34.5999807, 133.830182 34.6000035, 133.8300982 34.60005)",yes,,,,,
