osmid,highway,oneway,reversed,length,geometry,bridge,tunnel,ref,name
126021329,unclassified,False,False,84.09,"LINESTRING (135.1813985 34.029515, 135.1809612 34.0298435, 135.1806857 34.0299821)",,,,
126021518,residential,False,True,193.985,"LINESTRING (135.1813985 34.029515, 135.1816528 34.0297796, 135.1816671 34.0300055, 135.181626 34.03013, 135.18179 34.0305504, 135.1819559 34.0308535, 135.1819861 34.0309143, 135.1820477 34.0311186)",,,,
126020778,unclassified,False,True,247.317,"LINESTRING (135.1841105 34.0298393, 135.1838919 34.0298466, 135.1836996 34.0298368, 135.1836185 34.029867, 135.18353 34.029904, 135.1834993 34.0299629, 135.1834127 34.0300072, 135.1830995 34.0301193, 135.1830465 34.0301483, 135.1830195 34.0301873, 135.1829995 34.0302613, 135.1830257 34.0306208, 135.1830189 34.0307556, 135.1829709 34.0308396, 135.1828684 34.0308807, 135.1825979 34.0309891, 135.1823921 34.0310758)",,,,
126021298,unclassified,False,False,19.671,"LINESTRING (135.1802433 34.030133, 135.1800454 34.0301993)",,,,
126021329,unclassified,False,True,44.086,"LINESTRING (135.1802433 34.030133, 135.1806857 34.0299821)",,,,
"[126027754, 126021003, 126021100]",unclassified,False,"[False, True]",58.926,"LINESTRING (135.1802433 34.030133, 135.1802254 34.0301013, 135.1800242 34.0296868, 135.1800026 34.0296421)",yes,,,
126020964,unclassified,False,False,30.443,"LINESTRING (135.1792102 34.0304757, 135.1789138 34.0305966)",,,,
126021298,unclassified,False,True,82.876,"LINESTRING (135.1792102 34.0304757, 135.1796755 34.0303233, 135.1800454 34.0301993)",,,,
126021392,residential,False,True,115.598,"LINESTRING (135.1792102 34.0304757, 135.1792225 34.0305262, 135.1792168 34.0306476, 135.1791467 34.0309647, 135.1792193 34.0310802, 135.1794638 34.0314412)",,,,
126020964,unclassified,False,True,30.443,"LINESTRING (135.1789138 34.0305966, 135.1792102 34.0304757)",,,,
126020778,unclassified,False,False,247.317,"LINESTRING (135.1823921 34.0310758, 135.1825979 34.0309891, 135.1828684 34.0308807, 135.1829709 34.0308396, 135.1830189 34.0307556, 135.1830257 34.0306208, 135.1829995 34.0302613, 135.1830195 34.0301873, 135.1830465 34.0301483, 135.1830995 34.0301193, 135.1834127 34.0300072, 135.1834993 34.0299629, 135.18353 34.029904, 135.1836185 34.029867, 135.1836996 34.0298368, 135.1838919 34.0298466, 135.1841105 34.0298393)",,,,
126021247,unclassified,False,False,32.124,"LINESTRING (135.1823921 34.0310758, 135.1823043 34.0310925, 135.1820477 34.0311186)",,,,
126021530,unclassified,False,False,70.402,"LINESTRING (135.1823921 34.0310758, 135.1825249 34.0311577, 135.1827639 34.0314912, 135.1828276 34.0315855)",,,,
126020733,unclassified,False,False,69.67099999999999,"LINESTRING (135.1806459 34.0310953, 135.1807884 34.0311077, 135.1813919 34.0311957)",,,,
126020733,unclassified,False,True,45.539,"LINESTRING (135.1806459 34.0310953, 135.1806232 34.031141, 135.1805805 34.0311743, 135.1804689 34.0312383, 135.180229 34.0312483)",,,,
383377505,residential,False,True,128.296,"LINESTRING (135.1806459 34.0310953, 135.1806615 34.0310127, 135.1806841 34.0309305, 135.1807502 34.0308181, 135.1808076 34.0307474, 135.1808111 34.0306638, 135.1807676 34.0304764, 135.1807607 34.0302645, 135.1806857 34.0299821)",,,,
126020733,unclassified,False,True,61.078,"LINESTRING (135.1820477 34.0311186, 135.1816139 34.0311767, 135.1814829 34.0311917, 135.1813919 34.0311957)",,,,
126021247,unclassified,False,True,32.124,"LINESTRING (135.1820477 34.0311186, 135.1823043 34.0310925, 135.1823921 34.0310758)",,,,
126021518,residential,False,False,193.985,"LINESTRING (135.1820477 34.0311186, 135.1819861 34.0309143, 135.1819559 34.0308535, 135.18179 34.0305504, 135.181626 34.03013, 135.1816671 34.0300055, 135.1816528 34.0297796, 135.1813985 34.029515)",,,,
126020733,unclassified,False,False,45.539,"LINESTRING (135.180229 34.0312483, 135.1804689 34.0312383, 135.1805805 34.0311743, 135.1806232 34.031141, 135.1806459 34.0310953)",,,,
126020733,unclassified,False,True,74.274,"LINESTRING (135.180229 34.0312483, 135.180113 34.0312618, 135.1798502 34.0313685, 135.1794638 34.0314412)",,,,
1172479233,residential,False,True,82.816,"LINESTRING (135.180229 34.0312483, 135.1802109 34.031074, 135.180176 34.0310751, 135.1801573 34.0308772, 135.1802015 34.030875, 135.1802109 34.0305694)",,,,
126020733,unclassified,False,False,61.078,"LINESTRING (135.1813919 34.0311957, 135.1814829 34.0311917, 135.1816139 34.0311767, 135.1820477 34.0311186)",,,,
126020733,unclassified,False,True,69.67099999999999,"LINESTRING (135.1813919 34.0311957, 135.1807884 34.0311077, 135.1806459 34.0310953)",,,,
400683034,residential,False,True,40.052,"LINESTRING (135.1813919 34.0311957, 135.1813828 34.0312881, 135.1813439 34.0313859, 135.1813185 34.0314748, 135.1813319 34.0315471)",,,,
