osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,bridge,est_width
76354465,tertiary,False,False,227.10100000000008,"LINESTRING (127.7720377 26.3136943, 127.7721064 26.3134346, 127.7721495 26.3133405, 127.7721711 26.3132861, 127.7722208 26.3132152, 127.7722773 26.3131609, 127.7723511 26.3131037, 127.772456 26.3130414, 127.7727043 26.3129247, 127.7728559 26.3128514, 127.7729211 26.3127953, 127.7729789 26.3127275, 127.7730266 26.3126267, 127.7730418 26.3125591, 127.7730423 26.3124685, 127.7730335 26.3123223, 127.7730058 26.3120532)",,,,,,
76354465,tertiary,False,True,128.46999999999997,"LINESTRING (127.7720377 26.3136943, 127.7721869 26.3137647, 127.7723711 26.3139001, 127.7725772 26.3140418, 127.7727081 26.3141739, 127.7728014 26.3142737, 127.7728803 26.3143644, 127.7729905 26.3144578)",,,,,,
207423111,unclassified,False,False,41.480000000000004,"LINESTRING (127.7720377 26.3136943, 127.7718556 26.3136455, 127.7716383 26.3135895)",,,,,,
76354465,tertiary,False,False,128.47,"LINESTRING (127.7729905 26.3144578, 127.7728803 26.3143644, 127.7728014 26.3142737, 127.7727081 26.3141739, 127.7725772 26.3140418, 127.7723711 26.3139001, 127.7721869 26.3137647, 127.7720377 26.3136943)",,,,,,
76354466,tertiary,False,True,86.47,"LINESTRING (127.7729905 26.3144578, 127.7728801 26.3145412, 127.772758 26.3146132, 127.7726109 26.3146792, 127.7724278 26.3147451, 127.7722223 26.3148024)",,,,,,
76354466,tertiary,False,False,86.47000000000001,"LINESTRING (127.7722223 26.3148024, 127.7724278 26.3147451, 127.7726109 26.3146792, 127.772758 26.3146132, 127.7728801 26.3145412, 127.7729905 26.3144578)",,,,,,
151928096,secondary,False,False,95.223,"LINESTRING (127.7722223 26.3148024, 127.7722431 26.3149036, 127.7723322 26.3152524, 127.7724077 26.3156422)",2,24,県道24号,30,,
151928096,secondary,False,True,126.70599999999997,"LINESTRING (127.7722223 26.3148024, 127.772179 26.3146834, 127.7721281 26.3146127, 127.772096 26.314581, 127.7720397 26.3145473, 127.7719364 26.3144968, 127.7718291 26.3144559, 127.7716437 26.3144126, 127.7714786 26.3143868, 127.7713667 26.3143649, 127.771315 26.3143425, 127.771254 26.3143074, 127.7712095 26.3142713, 127.7711971 26.3142525)",2,24,県道24号,30,,
76354465,tertiary,False,True,227.101,"LINESTRING (127.7730058 26.3120532, 127.7730335 26.3123223, 127.7730423 26.3124685, 127.7730418 26.3125591, 127.7730266 26.3126267, 127.7729789 26.3127275, 127.7729211 26.3127953, 127.7728559 26.3128514, 127.7727043 26.3129247, 127.772456 26.3130414, 127.7723511 26.3131037, 127.7722773 26.3131609, 127.7722208 26.3132152, 127.7721711 26.3132861, 127.7721495 26.3133405, 127.7721064 26.3134346, 127.7720377 26.3136943)",,,,,,
151926663,tertiary,False,False,188.95299999999997,"LINESTRING (127.7730058 26.3120532, 127.7728236 26.3120133, 127.7724069 26.3118631, 127.7722107 26.311828, 127.7719581 26.311813, 127.771486 26.3118202, 127.771153 26.311802)",,,,,,
316372365,unclassified,False,False,198.555,"LINESTRING (127.7633492 26.3102298, 127.7638163 26.3103812, 127.7648234 26.3107048, 127.7652482 26.3107261)",,,,,,
"[189145072, 1067542579, 189145075]",trunk,True,False,141.002,"LINESTRING (127.7633492 26.3102298, 127.76337 26.3101741, 127.7634679 26.3099721, 127.7637831 26.3093674, 127.7638973 26.3090625)",3,58,国道58号,60,yes,
"[151923417, 151923202, 151926847]",unclassified,False,True,215.54799999999997,"LINESTRING (127.7731871 26.3103655, 127.7731567 26.3104203, 127.7730473 26.3104996, 127.7728374 26.3105723, 127.7726031 26.3106156, 127.7723919 26.3106158, 127.7720887 26.3106568, 127.7718262 26.3106643, 127.7713898 26.3106714, 127.7712115 26.3107054, 127.771126 26.3107307)",,,,,yes,
"[151924216, 235198028, 235198015]",tertiary,False,True,85.522,"LINESTRING (127.7731871 26.3103655, 127.7730096 26.3101309, 127.7728908 26.3099804, 127.772797 26.3098401, 127.7727297 26.3097163)",,,,,yes,
151925731,tertiary,False,False,120.821,"LINESTRING (127.771126 26.3107307, 127.7711168 26.310972, 127.771182 26.3111891, 127.7711687 26.3112891, 127.7711193 26.3114794, 127.7711396 26.3116138, 127.771153 26.311802)",,,,,,
"[151923417, 151923202, 151926847]",unclassified,False,False,215.548,"LINESTRING (127.771126 26.3107307, 127.7712115 26.3107054, 127.7713898 26.3106714, 127.7718262 26.3106643, 127.7720887 26.3106568, 127.7723919 26.3106158, 127.7726031 26.3106156, 127.7728374 26.3105723, 127.7730473 26.3104996, 127.7731567 26.3104203, 127.7731871 26.3103655)",,,,,yes,
151926847,unclassified,False,True,135.363,"LINESTRING (127.771126 26.3107307, 127.7708303 26.3107755, 127.7705618 26.310794, 127.770252 26.3108209, 127.770008 26.310799, 127.769776 26.310811)",,,,,,
