osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,width,bridge,tunnel
613978064,2,257,国道257号,trunk,False,False,11.154,"LINESTRING (137.4129229 35.4467948, 137.412878 35.4468882)",,,,
51870721,2,257,国道257号,trunk,False,False,49.522,"LINESTRING (137.4129229 35.4467948, 137.4130017 35.4466404, 137.4131329 35.4463836)",,,,
734929762,2,19,国道19号,trunk,True,False,227.786,"LINESTRING (137.4129229 35.4467948, 137.4127769 35.4467394, 137.4121386 35.4464971, 137.4106098 35.4459929)",50,,,
93178890,,,,unclassified,False,True,27.112,"LINESTRING (137.4086781 35.451384, 137.4087659 35.4511509)",,,,
688168206,,68,恵那白川線,primary,False,False,78.069,"LINESTRING (137.4086781 35.451384, 137.4095243 35.4515173)",40,,,
688168206,,68,恵那白川線,primary,False,True,71.422,"LINESTRING (137.4086781 35.451384, 137.4079049 35.4512581)",40,,,
114859196,,,,unclassified,False,True,100.951,"LINESTRING (137.4096438 35.4530036, 137.4106903 35.4533159)",,,,
287824859,,415,恵那停車場線,secondary,False,False,22.226,"LINESTRING (137.4096438 35.4530036, 137.4095122 35.4531723)",,,,
287824859,,415,恵那停車場線,secondary,False,True,42.257,"LINESTRING (137.4096438 35.4530036, 137.409914 35.4526938)",,,,
114858775,,,,unclassified,True,False,92.691,"LINESTRING (137.4096438 35.4530036, 137.4091125 35.4529191, 137.4086371 35.4528544)",,,,
93178884,,,,unclassified,False,True,94.05900000000001,"LINESTRING (137.4080616 35.4492402, 137.4080319 35.4493387, 137.4080086 35.4494161, 137.4079128 35.4496401, 137.4078104 35.4498154, 137.4076649 35.4500165)",,,,
114861703,,,,tertiary,False,True,80.488,"LINESTRING (137.4080616 35.4492402, 137.4081246 35.4491072, 137.4082473 35.4488482, 137.4083434 35.4485548)",,,,
114866131,2,,,tertiary,False,True,71.721,"LINESTRING (137.4080616 35.4492402, 137.4082104 35.4492467, 137.408491 35.449259, 137.4088469 35.4493118)",50,,,
114866353,2,,,tertiary,False,False,69.14,"LINESTRING (137.4080616 35.4492402, 137.4079334 35.4492234, 137.4078619 35.449214, 137.407617 35.4492422, 137.4073104 35.4492962)",50,,,
287824859,,415,恵那停車場線,secondary,False,False,59.014,"LINESTRING (137.4104832 35.4516921, 137.4101968 35.4521688)",,,,
449051317,2,415,恵那停車場線,secondary,False,True,132.567,"LINESTRING (137.4104832 35.4516921, 137.4110163 35.4505818)",40,,,
688168206,,68,恵那白川線,primary,False,True,89.05600000000001,"LINESTRING (137.4104832 35.4516921, 137.4100646 35.4516021, 137.4095243 35.4515173)",40,,,
"[449051323, 1108083749]",,68,恵那白川線,primary,False,False,149.432,"LINESTRING (137.4104832 35.4516921, 137.4108021 35.4517798, 137.411412 35.4519476, 137.4119325 35.4521407, 137.4120212 35.4521736)",,,,
93178890,,,,unclassified,False,False,145.394,"LINESTRING (137.4112794 35.4463242, 137.410666 35.4475325)",,,,
93208236,2,19,国道19号,trunk,True,False,81.515,"LINESTRING (137.4112794 35.4463242, 137.4121077 35.4466107)",50,,,
613978064,2,257,国道257号,trunk,False,True,11.154,"LINESTRING (137.412878 35.4468882, 137.4129229 35.4467948)",,,,
287824860,,415,恵那停車場線,secondary,False,True,54.129,"LINESTRING (137.412878 35.4468882, 137.4128343 35.4469741, 137.4126492 35.4473379)",40,,,
613978063,2,19;257,国道19号,trunk,True,False,159.391,"LINESTRING (137.412878 35.4468882, 137.4130451 35.4469492, 137.4144836 35.4474746)",,,,
114858396,,,,unclassified,False,False,87.608,"LINESTRING (137.4074519 35.4526919, 137.4075359 35.4534768)",,,,
