osmid,lanes,ref,name,highway,oneway,reversed,length,maxspeed,geometry,bridge,width
57717426,2,230,国道230号,trunk,False,False,104.049,,"LINESTRING (140.0137505 42.4293322, 140.0150062 42.4294609)",,
432819084,,686,鈴岡今金停車場線,secondary,False,True,83.848,40,"LINESTRING (140.0137505 42.4293322, 140.013885 42.4285847)",,
677827682,2,230,国道230号,trunk,False,True,151.041,,"LINESTRING (140.0137505 42.4293322, 140.0119298 42.4291345)",,
41199558,,,,tertiary,False,False,127.906,40,"LINESTRING (140.0137505 42.4293322, 140.0138033 42.429447, 140.0137844 42.4296065, 140.0137415 42.4297255, 140.0136565 42.429826, 140.0135169 42.4299031, 140.0133366 42.4299715, 140.0131583 42.4300227, 140.0129919 42.4300378, 140.0128793 42.4300253)",,
41199558,,,,tertiary,False,False,71.507,40,"LINESTRING (140.0117834 42.4299059, 140.0109213 42.4298129)",,
41199573,,,,unclassified,False,True,86.613,,"LINESTRING (140.0117834 42.4299059, 140.0119298 42.4291345)",,
41199558,,,,tertiary,False,True,90.91900000000001,40,"LINESTRING (140.0117834 42.4299059, 140.0127052 42.4300059, 140.0128793 42.4300253)",,
41199558,,,,tertiary,False,False,137.977,40,"LINESTRING (140.0094215 42.4296573, 140.0077593 42.4294716)",,
41199558,,,,tertiary,False,True,53.296,40,"LINESTRING (140.0094215 42.4296573, 140.0100652 42.4297205)",,
717002204,,,,tertiary,False,False,86.153,,"LINESTRING (140.0094215 42.4296573, 140.0095496 42.4288883)",,
717002204,,,,tertiary,False,True,155.435,,"LINESTRING (140.0094215 42.4296573, 140.0097043 42.430473, 140.0099452 42.4308959, 140.0100071 42.4309816)",,
41199558,,,,tertiary,False,True,137.977,40,"LINESTRING (140.0077593 42.4294716, 140.0094215 42.4296573)",,
41199563,,,,tertiary,False,True,55.99,,"LINESTRING (140.0077593 42.4294716, 140.007681 42.4299718)",,
41199563,,,,tertiary,False,False,86.042,,"LINESTRING (140.0077593 42.4294716, 140.0078024 42.4291271, 140.0078804 42.4287789, 140.0078969 42.428705)",,
41199546,,263,八雲今金線,secondary,False,False,56.583,,"LINESTRING (140.0078969 42.428705, 140.0079179 42.4286019, 140.0079995 42.4282018)",,
41199563,,,,tertiary,False,True,86.042,,"LINESTRING (140.0078969 42.428705, 140.0078804 42.4287789, 140.0078024 42.4291271, 140.0077593 42.4294716)",,
677827682,2,230,国道230号,trunk,False,False,137.168,,"LINESTRING (140.0078969 42.428705, 140.0081054 42.4287281, 140.0095496 42.4288883)",,
"[677827682, 677827683, 677827684]",2,230,国道230号,trunk,False,True,146.651,,"LINESTRING (140.0078969 42.428705, 140.0077137 42.4286839, 140.0066163 42.4285578, 140.0065572 42.428551, 140.0062662 42.4285175, 140.0061314 42.428502)",yes,
41199564,,,,tertiary,False,False,58.678,40,"LINESTRING (140.0144617 42.4249815, 140.0143921 42.4255067)",,
41199564,,,,tertiary,False,True,83.841,40,"LINESTRING (140.014097 42.4269787, 140.0142481 42.426233)",,
106291037,,,,tertiary,False,True,96.292,40,"LINESTRING (140.014097 42.4269787, 140.0129363 42.4268527)",,
41199564,,,,tertiary,False,False,97.554,40,"LINESTRING (140.014097 42.4269787, 140.0140218 42.4273848, 140.0140117 42.4275749, 140.0140366 42.4278515)",,
41199546,,263,八雲今金線,secondary,False,False,54.095,,"LINESTRING (140.0083369 42.4264018, 140.0083554 42.4262929, 140.008419 42.4259191)",,
41199546,,263,八雲今金線,secondary,False,True,41.797000000000004,,"LINESTRING (140.0083369 42.4264018, 140.0083121 42.4265193, 140.0082584 42.4267732)",,
106291037,,,,tertiary,False,False,51.134,40,"LINESTRING (140.0083369 42.4264018, 140.0084726 42.4264164, 140.0089534 42.426468)",,
"[106291066, 755777626, 106291037]",,,,tertiary,False,True,207.423,40,"LINESTRING (140.0083369 42.4264018, 140.0081788 42.4263839, 140.0066008 42.4262053, 140.0062494 42.4261683, 140.0058379 42.4261243)",yes,
41199573,,,,unclassified,False,False,50.799,,"LINESTRING (140.0121584 42.4279309, 140.0120752 42.4283836)",,
432819083,,,,unclassified,False,True,151.161,,"LINESTRING (140.0121584 42.4279309, 140.0139758 42.4281511)",,
432819083,,,,unclassified,False,False,147.345,,"LINESTRING (140.0121584 42.4279309, 140.0113473 42.4278054, 140.0103954 42.4276819)",,
41199573,,,,unclassified,False,False,86.613,,"LINESTRING (140.0119298 42.4291345, 140.0117834 42.4299059)",,
41199573,,,,unclassified,False,True,84.345,,"LINESTRING (140.0119298 42.4291345, 140.0120752 42.4283836)",,
677827682,2,230,国道230号,trunk,False,False,151.041,,"LINESTRING (140.0119298 42.4291345, 140.0137505 42.4293322)",,
677827682,2,230,国道230号,trunk,False,True,142.339,,"LINESTRING (140.0119298 42.4291345, 140.0102128 42.4289543)",,
41199576,,,,unclassified,False,True,35.046,,"LINESTRING (140.010875 42.432265, 140.0112627 42.4323971)",,
41199575,,,,tertiary,False,True,70.664,,"LINESTRING (140.010875 42.432265, 140.0107779 42.4323037, 140.0107031 42.4324246, 140.010566 42.4328334)",,
