osmid,highway,oneway,reversed,length,ref,name,geometry
155726282,unclassified,False,True,64.322,,,"LINESTRING (141.7928667 44.7215779, 141.7920565 44.7215212)"
422803218,tertiary,False,False,126.007,,,"LINESTRING (141.7928667 44.7215779, 141.7927169 44.7227061)"
1184939551,trunk,False,True,123.227,232,国道232号,"LINESTRING (141.7928667 44.7215779, 141.7930367 44.7204763)"
1184939552,trunk,False,False,66.435,232,国道232号,"LINESTRING (141.7928667 44.7215779, 141.7937009 44.721653)"
155726156,unclassified,False,True,45.513,,,"LINESTRING (141.796308 44.7218557, 141.7960827 44.721479)"
225633115,trunk,False,False,122.866,232,国道232号,"LINESTRING (141.796308 44.7218557, 141.7970149 44.7228399)"
1184939552,trunk,False,True,42.36,232,国道232号,"LINESTRING (141.796308 44.7218557, 141.7957749 44.7218151)"
225633115,trunk,False,True,45.593,232,国道232号,"LINESTRING (141.7982045 44.7245001, 141.7979319 44.7241387)"
155726620,unclassified,False,False,79.185,,,"LINESTRING (141.7917062 44.7185745, 141.791608 44.7192832)"
155726628,unclassified,False,False,141.783,,,"LINESTRING (141.7917062 44.7185745, 141.7908493 44.7186213, 141.7907571 44.7186433, 141.7906934 44.7186886, 141.7906626 44.718752, 141.7906039 44.7192143)"
155726628,unclassified,False,True,158.757,,,"LINESTRING (141.7917062 44.7185745, 141.791838 44.7185747, 141.7919218 44.7186205, 141.7931843 44.7195038)"
155726607,unclassified,False,True,79.704,,,"LINESTRING (141.7906039 44.7192143, 141.791608 44.7192832)"
155726607,unclassified,False,False,204.127,,,"LINESTRING (141.7906039 44.7192143, 141.7895464 44.7191311, 141.7893872 44.7202049)"
155726628,unclassified,False,False,119.782,,,"LINESTRING (141.7906039 44.7192143, 141.7905264 44.7197163, 141.7905026 44.7198708, 141.7904386 44.7202851)"
155726628,unclassified,False,True,141.78300000000002,,,"LINESTRING (141.7906039 44.7192143, 141.7906626 44.718752, 141.7906934 44.7186886, 141.7907571 44.7186433, 141.7908493 44.7186213, 141.7917062 44.7185745)"
155726607,unclassified,False,False,79.704,,,"LINESTRING (141.791608 44.7192832, 141.7906039 44.7192143)"
155726620,unclassified,False,True,79.185,,,"LINESTRING (141.791608 44.7192832, 141.7917062 44.7185745)"
155726620,unclassified,False,False,120.333,,,"LINESTRING (141.791608 44.7192832, 141.7915343 44.7197798, 141.7915097 44.7199451, 141.7914482 44.7203594)"
155726394,unclassified,False,False,65.147,,,"LINESTRING (141.7932032 44.7193699, 141.7940234 44.7194299)"
1184939551,trunk,False,False,14.964,232,国道232号,"LINESTRING (141.7932032 44.7193699, 141.7931843 44.7195038)"
155726394,unclassified,False,True,65.147,,,"LINESTRING (141.7940234 44.7194299, 141.7932032 44.7193699)"
155726503,unclassified,False,False,124.601,,,"LINESTRING (141.7940234 44.7194299, 141.7938693 44.7205451)"
155726394,unclassified,False,False,186.937,,,"LINESTRING (141.7940234 44.7194299, 141.7948017 44.7194879, 141.7946425 44.7206073)"
1184939551,trunk,False,False,108.764,232,国道232号,"LINESTRING (141.7931843 44.7195038, 141.7930367 44.7204763)"
1184939551,trunk,False,True,14.964,232,国道232号,"LINESTRING (141.7931843 44.7195038, 141.7932032 44.7193699)"
155726628,unclassified,False,False,158.757,,,"LINESTRING (141.7931843 44.7195038, 141.7919218 44.7186205, 141.791838 44.7185747, 141.7917062 44.7185745)"
155726156,unclassified,False,False,41.727,,,"LINESTRING (141.7893872 44.7202049, 141.7899123 44.720245)"
155726607,unclassified,False,False,123.661,,,"LINESTRING (141.7893872 44.7202049, 141.7893788 44.720265, 141.7893468 44.7204949, 141.789233 44.7213116)"
155726607,unclassified,False,True,204.127,,,"LINESTRING (141.7893872 44.7202049, 141.7895464 44.7191311, 141.7906039 44.7192143)"
155726156,unclassified,False,False,80.195,,,"LINESTRING (141.7904386 44.7202851, 141.7914482 44.7203594)"
155726156,unclassified,False,True,41.821,,,"LINESTRING (141.7904386 44.7202851, 141.7899123 44.720245)"
155726628,unclassified,False,False,123.608,,,"LINESTRING (141.7904386 44.7202851, 141.7902799 44.721391)"
155726628,unclassified,False,True,119.782,,,"LINESTRING (141.7904386 44.7202851, 141.7905026 44.7198708, 141.7905264 44.7197163, 141.7906039 44.7192143)"
155726156,unclassified,False,False,60.888,,,"LINESTRING (141.7914482 44.7203594, 141.7922146 44.7204168)"
155726156,unclassified,False,True,80.195,,,"LINESTRING (141.7914482 44.7203594, 141.7904386 44.7202851)"
155726620,unclassified,False,False,123.861,,,"LINESTRING (141.7914482 44.7203594, 141.7912803 44.7214669)"
155726620,unclassified,False,True,120.333,,,"LINESTRING (141.7914482 44.7203594, 141.7915097 44.7199451, 141.7915343 44.7197798, 141.791608 44.7192832)"
