osmid,highway,oneway,reversed,length,lanes,ref,name,bridge,geometry,tunnel
32982025,tertiary,False,True,37.391,,,,,"LINESTRING (137.8500629 34.7104331, 137.8501048 34.7107676)",
262418215,secondary,False,True,139.926,2,260;259,磐田停車場長野線,,"LINESTRING (137.8500629 34.7104331, 137.8485326 34.7104653)",
"[262420713, 180937668]",tertiary,False,False,53.804,,,,yes,"LINESTRING (137.8500629 34.7104331, 137.850037 34.7102176, 137.85001 34.7099512)",
32982025,tertiary,False,False,37.391,,,,,"LINESTRING (137.8501048 34.7107676, 137.8500629 34.7104331)",
180937675,unclassified,True,False,62.5,,,,,"LINESTRING (137.8501048 34.7107676, 137.8507869 34.7107285)",
402054418,residential,False,False,123.034,,,,,"LINESTRING (137.85001 34.7099512, 137.8513556 34.7099244)",
"[262420713, 180937668]",tertiary,False,True,53.804,,,,yes,"LINESTRING (137.85001 34.7099512, 137.850037 34.7102176, 137.8500629 34.7104331)",
197513097,tertiary,False,False,89.81400000000001,,,,,"LINESTRING (137.85001 34.7099512, 137.8499442 34.7093133, 137.8499206 34.7091469)",
183516812,tertiary,False,True,71.346,,,,,"LINESTRING (137.8499206 34.7091469, 137.8503312 34.7090721, 137.8506655 34.7090344, 137.8506878 34.7090318)",
197513097,tertiary,False,True,89.81400000000001,,,,,"LINESTRING (137.8499206 34.7091469, 137.8499442 34.7093133, 137.85001 34.7099512)",
262420712,tertiary,False,False,58.375,,,,,"LINESTRING (137.8499206 34.7091469, 137.8499119 34.7090166, 137.8499071 34.7088907, 137.8499071 34.7087754, 137.8499144 34.7086223)",
402010098,tertiary,False,True,90.843,,,,,"LINESTRING (137.8499206 34.7091469, 137.849419 34.7090835, 137.8489405 34.7090121)",
180937056,unclassified,False,False,65.084,,,,,"LINESTRING (137.850006 34.7079839, 137.850717 34.708015)",
262420712,tertiary,False,False,31.117,,,,,"LINESTRING (137.850006 34.7079839, 137.850038 34.7077053)",
180950443,unclassified,False,True,85.438,,,,,"LINESTRING (137.850006 34.7079839, 137.849698 34.70796, 137.849432 34.707954, 137.8490728 34.7079523)",
262420712,tertiary,False,True,71.499,,,,,"LINESTRING (137.850006 34.7079839, 137.8499877 34.7081007, 137.849951 34.7083303, 137.8499179 34.7085621, 137.8499144 34.7086223)",
262420712,tertiary,False,False,58.765,,,,,"LINESTRING (137.850038 34.7077053, 137.8501407 34.7071836)",
262420712,tertiary,False,True,31.117,,,,,"LINESTRING (137.850038 34.7077053, 137.850006 34.7079839)",
396495736,residential,False,True,155.97199999999998,,,,,"LINESTRING (137.850038 34.7077053, 137.8489799 34.7076057, 137.8490565 34.7070823)",
180936658,unclassified,False,False,46.095,,,,,"LINESTRING (137.8508458 34.7029843, 137.8503509 34.7029049)",
534280851,tertiary,False,False,67.225,,,,,"LINESTRING (137.8508458 34.7029843, 137.8509445 34.7023852)",
534280851,tertiary,False,True,209.886,,,,,"LINESTRING (137.8508458 34.7029843, 137.8505273 34.7048536)",
534280849,tertiary,False,False,89.703,,,,,"LINESTRING (137.8477066 34.7069677, 137.8486823 34.7070539)",
180942271,unclassified,False,True,213.69,,,,,"LINESTRING (137.8477066 34.7069677, 137.8473036 34.707653, 137.8470022 34.7081657, 137.8468696 34.7084036, 137.8467026 34.7087031)",
"[180940579, 183517478]",unclassified,False,True,267.941,,,,,"LINESTRING (137.8477066 34.7069677, 137.847849 34.7066833, 137.8479953 34.7065084, 137.848073 34.7064412, 137.8481217 34.7063991, 137.8482547 34.7062952, 137.8482866 34.7062768, 137.8483787 34.7062237, 137.8485595 34.7061522, 137.8486712 34.7061081, 137.8492469 34.7059017, 137.849836 34.705697, 137.8500094 34.7056367)",
"[534280849, 534280850, 32982429]",tertiary,False,True,20.412,,,,yes,"LINESTRING (137.8477066 34.7069677, 137.8476856 34.7069661, 137.8475049 34.7069519, 137.8474843 34.7069503)",
180951535,residential,False,True,119.33,,,,,"LINESTRING (137.8493281 34.7071029, 137.8494983 34.7060389)",
534280849,tertiary,False,False,74.82,,,,,"LINESTRING (137.8493281 34.7071029, 137.8501407 34.7071836)",
534280849,tertiary,False,True,24.933,,,,,"LINESTRING (137.8493281 34.7071029, 137.8490565 34.7070823)",
36226232,tertiary,False,False,126.836,,,,,"LINESTRING (137.8501407 34.7071836, 137.8503317 34.7060538)",
262420712,tertiary,False,True,58.765,,,,,"LINESTRING (137.8501407 34.7071836, 137.850038 34.7077053)",
534280849,tertiary,False,False,56.528,,,,,"LINESTRING (137.8501407 34.7071836, 137.8507569 34.7072264)",
534280849,tertiary,False,True,74.82,,,,,"LINESTRING (137.8501407 34.7071836, 137.8493281 34.7071029)",
534280849,tertiary,False,False,98.438,,,,,"LINESTRING (137.8507569 34.7072264, 137.8518317 34.7072814)",
534280849,tertiary,False,True,56.528,,,,,"LINESTRING (137.8507569 34.7072264, 137.8501407 34.7071836)",
180947490,unclassified,False,True,125.304,,,,,"LINESTRING (137.8507569 34.7072264, 137.8507993 34.7064437, 137.8507616 34.7061017)",
180952506,unclassified,False,True,87.804,,,,,"LINESTRING (137.8507569 34.7072264, 137.8507406 34.7077383, 137.85072 34.707909, 137.850717 34.708015)",
180937624,unclassified,False,False,98.574,,,,,"LINESTRING (137.8518317 34.7072814, 137.851714 34.7081626)",
534280849,tertiary,False,False,97.788,,,,,"LINESTRING (137.8518317 34.7072814, 137.8528983 34.707349)",
534280849,tertiary,False,True,98.438,,,,,"LINESTRING (137.8518317 34.7072814, 137.8507569 34.7072264)",
