osmid,highway,oneway,reversed,length,geometry,bridge,ref,name,tunnel,lanes
115690657,unclassified,False,False,125.495,"LINESTRING (131.3961877 32.9691943, 131.3964417 32.9692632, 131.3968608 32.9693598, 131.3971694 32.9695063, 131.3974136 32.9696361)",,,,,
"[115695009, 115690066, 115696067]",unclassified,False,True,313.609,"LINESTRING (131.3974666 32.9704132, 131.3969409 32.9700252, 131.3967823 32.9698979, 131.3965873 32.9697569, 131.3964324 32.9696898, 131.3957485 32.9695348, 131.39532 32.9694481, 131.3950033 32.9694171, 131.3946624 32.9694609, 131.3944792 32.9695225)",,,,,
"[115694897, 115696334, 115695807]","['residential', 'unclassified']",False,True,78.131,"LINESTRING (131.3974666 32.9704132, 131.3975015 32.9703881, 131.3979232 32.9699923, 131.3979364 32.9699722, 131.3978414 32.969896)",yes,,,,
115688652,unclassified,False,False,77.09,"LINESTRING (131.4001506 32.9753175, 131.400627 32.974751)",,,,,
115693710,unclassified,False,True,49.306,"LINESTRING (131.4001506 32.9753175, 131.3998123 32.9756582)",,,,,
115688476,unclassified,False,False,392.54800000000006,"LINESTRING (131.4001506 32.9753175, 131.4009412 32.9758469, 131.4010777 32.9758758, 131.4011792 32.975838, 131.4014257 32.9756174, 131.4016644 32.975576, 131.401771 32.9755429, 131.4019143 32.975425, 131.4022443 32.9751489, 131.4022427 32.9750759, 131.4018187 32.9748001, 131.4010904 32.9743061)",,,,,
115690478,unclassified,False,True,171.08800000000002,"LINESTRING (131.4004691 32.9711276, 131.3998451 32.9710973, 131.3994111 32.9709918, 131.3987271 32.9707195)",,,,,
"[1038792316, 115695686]","['unclassified', 'residential']",False,False,343.677,"LINESTRING (131.4004691 32.9711276, 131.4009017 32.9711895, 131.40109 32.971198, 131.401989 32.971494, 131.402145 32.971522, 131.402301 32.971494, 131.402379 32.971438, 131.402375 32.97101, 131.4024 32.970901, 131.402459 32.97078, 131.402648 32.970462, 131.402861 32.970132)",,,,,
1038792316,unclassified,False,True,116.081,"LINESTRING (131.4004691 32.9711276, 131.4001452 32.9709985, 131.3999624 32.9708167, 131.3997017 32.9706378, 131.3994666 32.9705344)",,,,,
"[115688872, 115689684, 115692735]",primary,False,False,318.082,"LINESTRING (131.3931115 32.9712988, 131.3932393 32.9713699, 131.3933459 32.9714695, 131.3941189 32.9721264, 131.394303 32.9722741, 131.3945067 32.9725321, 131.3945579 32.9727129, 131.394575 32.972962, 131.3946026 32.9732916, 131.3946289 32.9735286, 131.394617 32.9736763)",,8,"['竹田五ヶ瀬線', '会々トンネル']",yes,2
115695809,primary,False,False,237.578,"LINESTRING (131.3931115 32.9712988, 131.3932616 32.9710722, 131.3933768 32.9708414, 131.393518 32.9705811, 131.3937113 32.9703191, 131.3939674 32.9700026, 131.3941555 32.9697721, 131.3943208 32.9696207, 131.3943984 32.9695639, 131.3944792 32.9695225)",,8,竹田五ヶ瀬線,,2
115688652,unclassified,False,True,77.09,"LINESTRING (131.400627 32.974751, 131.4001506 32.9753175)",,,,,
115690925,unclassified,False,False,65.696,"LINESTRING (131.400627 32.974751, 131.4010904 32.9743061)",,,,,
115695775,unclassified,False,True,309.778,"LINESTRING (131.400627 32.974751, 131.4001389 32.9742476, 131.4000872 32.9742514, 131.3995003 32.9748917, 131.3993788 32.9750021, 131.3982862 32.9743319)",,,,,
"[115695552, 115690499]",unclassified,False,True,304.854,"LINESTRING (131.3968653 32.9737343, 131.3971241 32.973447, 131.3972536 32.9733185, 131.3973478 32.9732184, 131.3975317 32.9730073, 131.3976714 32.9728905, 131.3978402 32.9728114, 131.3980198 32.9727661, 131.3982553 32.9727242, 131.3985052 32.9727158, 131.3987587 32.9727653, 131.399084 32.9728949, 131.3994637 32.9731482)",,,,,
115695261,tertiary,False,False,215.30899999999997,"LINESTRING (131.3968653 32.9737343, 131.3967265 32.9736684, 131.396511 32.9735981, 131.3962958 32.9735618, 131.3959345 32.9735169, 131.3955999 32.973535, 131.3950228 32.9736246, 131.394617 32.9736763)",,,,,
115695261,tertiary,False,True,144.793,"LINESTRING (131.3968653 32.9737343, 131.3972285 32.9739449, 131.3974935 32.9741239, 131.3980949 32.9745279)",,,,,
115688872,primary,False,True,303.03400000000005,"LINESTRING (131.3934599 32.9761847, 131.3935683 32.9755983, 131.3935972 32.9753992, 131.39367 32.9751802, 131.3937681 32.9749654, 131.3940985 32.9744838, 131.3942544 32.9742727, 131.3943779 32.9740842, 131.394483 32.973888, 131.394617 32.9736763)",,8,竹田五ヶ瀬線,,
115696220,trunk,False,True,181.146,"LINESTRING (131.3934599 32.9761847, 131.3934284 32.9763536, 131.3934309 32.9765592, 131.393479 32.9768317, 131.3935694 32.9773447, 131.3935656 32.9775302, 131.3934812 32.9777938)",,57,国道57号,,2
"[1038792316, 115695686]","['residential', 'unclassified']",False,True,343.677,"LINESTRING (131.402861 32.970132, 131.402648 32.970462, 131.402459 32.97078, 131.4024 32.970901, 131.402375 32.97101, 131.402379 32.971438, 131.402301 32.971494, 131.402145 32.971522, 131.401989 32.971494, 131.40109 32.971198, 131.4009017 32.9711895, 131.4004691 32.9711276)",,,,,
115688252,unclassified,False,False,28.168,"LINESTRING (131.3982862 32.9743319, 131.3980949 32.9745279)",,,,,
115689710,unclassified,False,False,171.97,"LINESTRING (131.3982862 32.9743319, 131.398373 32.9742876, 131.3994637 32.9731482)",,,,,
115695775,unclassified,False,False,309.778,"LINESTRING (131.3982862 32.9743319, 131.3993788 32.9750021, 131.3995003 32.9748917, 131.4000872 32.9742514, 131.4001389 32.9742476, 131.400627 32.974751)",,,,,
115688872,primary,False,False,303.034,"LINESTRING (131.394617 32.9736763, 131.394483 32.973888, 131.3943779 32.9740842, 131.3942544 32.9742727, 131.3940985 32.9744838, 131.3937681 32.9749654, 131.39367 32.9751802, 131.3935972 32.9753992, 131.3935683 32.9755983, 131.3934599 32.9761847)",,8,竹田五ヶ瀬線,,
"[115688872, 115689684, 115692735]",primary,False,True,318.08200000000005,"LINESTRING (131.394617 32.9736763, 131.3946289 32.9735286, 131.3946026 32.9732916, 131.394575 32.972962, 131.3945579 32.9727129, 131.3945067 32.9725321, 131.394303 32.9722741, 131.3941189 32.9721264, 131.3933459 32.9714695, 131.3932393 32.9713699, 131.3931115 32.9712988)",,8,"['竹田五ヶ瀬線', '会々トンネル']",yes,2
115695261,tertiary,False,True,215.30899999999997,"LINESTRING (131.394617 32.9736763, 131.3950228 32.9736246, 131.3955999 32.973535, 131.3959345 32.9735169, 131.3962958 32.9735618, 131.396511 32.9735981, 131.3967265 32.9736684, 131.3968653 32.9737343)",,,,,
115693710,unclassified,False,False,49.306,"LINESTRING (131.3998123 32.9756582, 131.4001506 32.9753175)",,,,,
115695261,tertiary,False,False,203.621,"LINESTRING (131.3998123 32.9756582, 131.3980949 32.9745279)",,,,,
115688986,unclassified,False,False,465.03899999999993,"LINESTRING (131.3998123 32.9756582, 131.3994727 32.9760515, 131.3988322 32.9767253, 131.3987625 32.9767462, 131.3984546 32.9765431, 131.3980029 32.976269, 131.3977481 32.9761036, 131.3976783 32.9759987, 131.3976048 32.9758849, 131.3975624 32.9756858, 131.3976056 32.9754094, 131.3976953 32.9751667, 131.3979026 32.9748304, 131.3980949 32.9745279)",,,,,
115690990,unclassified,False,True,178.41899999999998,"LINESTRING (131.3994666 32.9705344, 131.399316 32.970503, 131.3991298 32.9704271, 131.3989906 32.970347, 131.3986772 32.9701127, 131.3981063 32.9698091, 131.3979955 32.9698328, 131.3978414 32.969896)",,,,,
1038792316,unclassified,False,False,116.081,"LINESTRING (131.3994666 32.9705344, 131.3997017 32.9706378, 131.3999624 32.9708167, 131.4001452 32.9709985, 131.4004691 32.9711276)",,,,,
115690657,unclassified,False,True,125.495,"LINESTRING (131.3974136 32.9696361, 131.3971694 32.9695063, 131.3968608 32.9693598, 131.3964417 32.9692632, 131.3961877 32.9691943)",,,,,
115694897,unclassified,False,False,49.288,"LINESTRING (131.3974136 32.9696361, 131.397482 32.9696728, 131.3978414 32.969896)",,,,,
115688252,unclassified,False,True,28.168,"LINESTRING (131.3980949 32.9745279, 131.3982862 32.9743319)",,,,,
115695261,tertiary,False,True,203.621,"LINESTRING (131.3980949 32.9745279, 131.3998123 32.9756582)",,,,,
115688986,unclassified,False,True,465.03899999999993,"LINESTRING (131.3980949 32.9745279, 131.3979026 32.9748304, 131.3976953 32.9751667, 131.3976056 32.9754094, 131.3975624 32.9756858, 131.3976048 32.9758849, 131.3976783 32.9759987, 131.3977481 32.9761036, 131.3980029 32.976269, 131.3984546 32.9765431, 131.3987625 32.9767462, 131.3988322 32.9767253, 131.3994727 32.9760515, 131.3998123 32.9756582)",,,,,
115695261,tertiary,False,False,144.793,"LINESTRING (131.3980949 32.9745279, 131.3974935 32.9741239, 131.3972285 32.9739449, 131.3968653 32.9737343)",,,,,
"[115695009, 115690066, 115696067]",unclassified,False,False,313.609,"LINESTRING (131.3944792 32.9695225, 131.3946624 32.9694609, 131.3950033 32.9694171, 131.39532 32.9694481, 131.3957485 32.9695348, 131.3964324 32.9696898, 131.3965873 32.9697569, 131.3967823 32.9698979, 131.3969409 32.9700252, 131.3974666 32.9704132)",,,,,
115695809,primary,False,True,237.57800000000003,"LINESTRING (131.3944792 32.9695225, 131.3943984 32.9695639, 131.3943208 32.9696207, 131.3941555 32.9697721, 131.3939674 32.9700026, 131.3937113 32.9703191, 131.393518 32.9705811, 131.3933768 32.9708414, 131.3932616 32.9710722, 131.3931115 32.9712988)",,8,竹田五ヶ瀬線,,2
115689710,unclassified,False,True,171.97,"LINESTRING (131.3994637 32.9731482, 131.398373 32.9742876, 131.3982862 32.9743319)",,,,,
"[115695552, 115690499]",unclassified,False,False,304.85400000000004,"LINESTRING (131.3994637 32.9731482, 131.399084 32.9728949, 131.3987587 32.9727653, 131.3985052 32.9727158, 131.3982553 32.9727242, 131.3980198 32.9727661, 131.3978402 32.9728114, 131.3976714 32.9728905, 131.3975317 32.9730073, 131.3973478 32.9732184, 131.3972536 32.9733185, 131.3971241 32.973447, 131.3968653 32.9737343)",,,,,
115695835,unclassified,False,False,200.102,"LINESTRING (131.3994637 32.9731482, 131.3996624 32.9732619, 131.3998455 32.973477, 131.4010904 32.9743061)",,,,,
115690925,unclassified,False,True,65.696,"LINESTRING (131.4010904 32.9743061, 131.400627 32.974751)",,,,,
115688476,unclassified,False,True,392.548,"LINESTRING (131.4010904 32.9743061, 131.4018187 32.9748001, 131.4022427 32.9750759, 131.4022443 32.9751489, 131.4019143 32.975425, 131.401771 32.9755429, 131.4016644 32.975576, 131.4014257 32.9756174, 131.4011792 32.975838, 131.4010777 32.9758758, 131.4009412 32.9758469, 131.4001506 32.9753175)",,,,,
