osmid,ref,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,access,bridge,junction
121864011,296,菅谷寄居線,secondary,False,True,11.666,,,"LINESTRING (139.1952326 36.1149472, 139.1953463 36.1149979)",,,
28889671,30,飯能寄居線,primary,False,False,91.541,2,40,"LINESTRING (139.1952326 36.1149472, 139.1952572 36.1148951, 139.1954694 36.114147)",,,
787359915,30,飯能寄居線,primary,False,False,113.34000000000002,2,,"LINESTRING (139.1952326 36.1149472, 139.195145 36.1149098, 139.1950828 36.1148833, 139.1945638 36.1146674, 139.1942234 36.114514, 139.1941858 36.1144962, 139.1941209 36.1144655)",,,
28889671,30,飯能寄居線,primary,False,True,91.541,2,40,"LINESTRING (139.1954694 36.114147, 139.1952572 36.1148951, 139.1952326 36.1149472)",,,
121863982,,,unclassified,False,True,97.61699999999999,,,"LINESTRING (139.1954694 36.114147, 139.1955293 36.1141604, 139.1955588 36.1141672, 139.1959754 36.1142655, 139.1965338 36.1142982)",,,
121864002,,,unclassified,False,True,101.10700000000001,,,"LINESTRING (139.1954694 36.114147, 139.1954013 36.1141315, 139.1948202 36.1140521, 139.1947196 36.1140324, 139.194657 36.1140001, 139.1945149 36.1138998, 139.1944367 36.1138508)",,,
74019554,,,tertiary,False,False,64.014,,,"LINESTRING (139.1977771 36.1196378, 139.1970817 36.1197638)",,,
121858563,,,unclassified,False,True,114.891,,,"LINESTRING (139.1977771 36.1196378, 139.197759 36.1197159, 139.1977523 36.1197809, 139.1977778 36.1198914, 139.1978103 36.1199811, 139.1978423 36.1200494, 139.197929 36.120165, 139.1980508 36.1202769, 139.1981277 36.1204017, 139.1981702 36.1205846)",,,
319206024,140,彩甲斐街道,trunk,True,False,107.202,2,60,"LINESTRING (139.1920593 36.1216047, 139.1919367 36.1215473, 139.1916298 36.1214122, 139.1912853 36.1212669, 139.1909985 36.1211643)",yes,,
483168211,,,unclassified,False,True,84.852,,,"LINESTRING (139.1920593 36.1216047, 139.192235 36.1212241, 139.1923579 36.1208813)",,,
121858564,,,unclassified,False,False,59.059,,,"LINESTRING (139.1885483 36.1209155, 139.1891861 36.1210446)",,,
121858734,,,unclassified,False,True,40.672,,,"LINESTRING (139.1885483 36.1209155, 139.1886019 36.1205523)",,,
121778505,,,unclassified,False,True,54.657,,,"LINESTRING (139.1885483 36.1209155, 139.1882346 36.1208229, 139.1879855 36.1207297)",,,
121858900,,旧秩父往還,tertiary,False,False,134.276,,,"LINESTRING (139.1936637 36.1142238, 139.1936431 36.1142583, 139.1935242 36.1144568, 139.1934575 36.1145387, 139.1933686 36.1145567, 139.1924073 36.1145689)",,,
787359915,30,飯能寄居線,primary,False,True,49.089,2,,"LINESTRING (139.1936637 36.1142238, 139.193987 36.114399, 139.1941209 36.1144655)",,,
121863933,,,unclassified,False,False,74.04599999999999,,,"LINESTRING (139.1941209 36.1144655, 139.1941482 36.1144269, 139.1944367 36.1138508)",,,
787359915,30,飯能寄居線,primary,False,False,49.089,2,,"LINESTRING (139.1941209 36.1144655, 139.193987 36.114399, 139.1936637 36.1142238)",,,
787359915,30,飯能寄居線,primary,False,True,113.34,2,,"LINESTRING (139.1941209 36.1144655, 139.1941858 36.1144962, 139.1942234 36.114514, 139.1945638 36.1146674, 139.1950828 36.1148833, 139.195145 36.1149098, 139.1952326 36.1149472)",,,
121858900,,旧秩父往還,tertiary,False,True,12.951,,,"LINESTRING (139.1922633 36.1145747, 139.1924073 36.1145689)",,,
121858900,,旧秩父往還,tertiary,False,False,130.385,,,"LINESTRING (139.1922633 36.1145747, 139.1917199 36.1146043, 139.1915536 36.1146387, 139.191438 36.1146711, 139.191301 36.1147135, 139.1911854 36.114758, 139.1910841 36.1148083, 139.1908947 36.1148974)",,,
121858900,,旧秩父往還,tertiary,False,False,12.951,,,"LINESTRING (139.1924073 36.1145689, 139.1922633 36.1145747)",,,
121858797,,,unclassified,False,False,129.005,,,"LINESTRING (139.1924073 36.1145689, 139.1924761 36.1148843, 139.1924827 36.1149145, 139.1925125 36.115062, 139.1926152 36.1153925, 139.192728 36.1154597, 139.1927956 36.1155396, 139.1928077 36.1156482)",,,
121858900,,旧秩父往還,tertiary,False,True,134.276,,,"LINESTRING (139.1924073 36.1145689, 139.1933686 36.1145567, 139.1934575 36.1145387, 139.1935242 36.1144568, 139.1936431 36.1142583, 139.1936637 36.1142238)",,,
789781892,30,飯能寄居線,primary,False,True,38.319,,,"LINESTRING (139.1900041 36.1152337, 139.1902948 36.1149815)",,,
121858900,,旧秩父往還,tertiary,False,True,90.06800000000001,,,"LINESTRING (139.1900041 36.1152337, 139.1901246 36.1152414, 139.1902349 36.1152091, 139.1903176 36.1151746, 139.1906857 36.1149972, 139.1908947 36.1148974)",,,
789781892,30,飯能寄居線,primary,False,False,58.674,,,"LINESTRING (139.1900041 36.1152337, 139.1897841 36.115394, 139.1896474 36.11548, 139.1894925 36.1155597)",,,
121858801,,,unclassified,False,False,35.195,,,"LINESTRING (139.189884 36.1155722, 139.1894925 36.1155597)",,,
121858801,,,unclassified,False,True,26.512,,,"LINESTRING (139.189884 36.1155722, 139.190179 36.1155798)",,,
121858792,,,unclassified,False,False,111.579,,,"LINESTRING (139.189884 36.1155722, 139.189613 36.1157265, 139.1894147 36.1158852, 139.1891754 36.1161503, 139.1890717 36.1163119)",,,
121858801,,,unclassified,False,True,35.195,,,"LINESTRING (139.1894925 36.1155597, 139.189884 36.1155722)",,,
789781892,30,飯能寄居線,primary,False,False,9.491,,,"LINESTRING (139.1894925 36.1155597, 139.1894008 36.1156021)",,,
789781892,30,飯能寄居線,primary,False,True,58.674,,,"LINESTRING (139.1894925 36.1155597, 139.1896474 36.11548, 139.1897841 36.115394, 139.1900041 36.1152337)",,,
121858801,,,unclassified,False,False,30.23,,,"LINESTRING (139.1917833 36.1156175, 139.1914468 36.1156133)",,,
121858801,,,unclassified,False,True,92.082,,,"LINESTRING (139.1917833 36.1156175, 139.1928077 36.1156482)",,,
241405405,,,unclassified,False,True,92.969,,,"LINESTRING (139.1917833 36.1156175, 139.1917961 36.1161691, 139.1918764 36.116301, 139.1918752 36.1164384)",,,
121858801,,,unclassified,False,False,92.082,,,"LINESTRING (139.1928077 36.1156482, 139.1917833 36.1156175)",,,
121858758,,,unclassified,False,True,95.91900000000001,,,"LINESTRING (139.1928077 36.1156482, 139.1932237 36.1156877, 139.1937438 36.1157325, 139.1938697 36.1157337)",,,
121858797,,,unclassified,False,False,86.446,,,"LINESTRING (139.1928077 36.1156482, 139.1928503 36.1157361, 139.192967 36.1164126)",,,
121858797,,,unclassified,False,True,129.005,,,"LINESTRING (139.1928077 36.1156482, 139.1927956 36.1155396, 139.192728 36.1154597, 139.1926152 36.1153925, 139.1925125 36.115062, 139.1924827 36.1149145, 139.1924761 36.1148843, 139.1924073 36.1145689)",,,
121858716,,,unclassified,False,False,123.65300000000002,,,"LINESTRING (139.1938697 36.1157337, 139.1938771 36.1158725, 139.1938953 36.1163103, 139.1939601 36.1165945, 139.1939605 36.1166498, 139.1939225 36.1168381)",,,
121858758,,,unclassified,False,False,95.91900000000001,,,"LINESTRING (139.1938697 36.1157337, 139.1937438 36.1157325, 139.1932237 36.1156877, 139.1928077 36.1156482)",,,
121858871,,,unclassified,False,True,95.184,,,"LINESTRING (139.1938697 36.1157337, 139.194785 36.1158187, 139.1949224 36.1158315)",,,
1122533696,296,菅谷寄居線,secondary,False,True,19.722,,,"LINESTRING (139.1968572 36.1156901, 139.1970509 36.1157736)",,,
"[121858627, 121858755]",,,unclassified,False,"[False, True]",140.12,,,"LINESTRING (139.1968572 36.1156901, 139.1965413 36.1161517, 139.1964944 36.1162487, 139.1964849 36.1162661, 139.1962623 36.1168485)",,,
1122533696,296,菅谷寄居線,secondary,False,False,60.846000000000004,,,"LINESTRING (139.1968572 36.1156901, 139.1963291 36.1154411, 139.1962692 36.1154189)",,,
241405406,,中央通り,tertiary,False,False,24.168,,,"LINESTRING (139.1949224 36.1158315, 139.194872 36.116045)",,,
121858871,,,unclassified,False,False,95.184,,,"LINESTRING (139.1949224 36.1158315, 139.194785 36.1158187, 139.1938697 36.1157337)",,,
241405406,,中央通り,tertiary,False,True,100.30399999999999,,,"LINESTRING (139.1949224 36.1158315, 139.1949441 36.1157861, 139.1950684 36.1154985, 139.1953304 36.1150336, 139.1953463 36.1149979)",,,
1122533696,296,菅谷寄居線,secondary,False,False,57.925,,,"LINESTRING (139.1976146 36.1160266, 139.1970509 36.1157736)",,,
"[121858710, 121858622]",,,unclassified,False,True,127.998,,,"LINESTRING (139.1976146 36.1160266, 139.1974803 36.1162175, 139.1973701 36.1163857, 139.1973217 36.1164583, 139.1971306 36.1168785, 139.1970938 36.1169285, 139.1970442 36.1170761)",,,
121863928,,,unclassified,False,True,74.422,,,"LINESTRING (139.1976146 36.1160266, 139.1978369 36.1156375, 139.1979695 36.1154219)",,,
495583109,,,residential,False,False,68.964,,,"LINESTRING (139.1904109 36.1161979, 139.1903107 36.115583)",,,
121858566,,,unclassified,False,False,121.203,,,"LINESTRING (139.1904109 36.1161979, 139.1901269 36.1162012, 139.1896199 36.1162336, 139.1890717 36.1163119)",,,
121858566,,,unclassified,False,True,59.611000000000004,,,"LINESTRING (139.1904109 36.1161979, 139.1906966 36.1162167, 139.1910722 36.1162428)",,,
121858566,,,unclassified,False,True,38.897,,,"LINESTRING (139.1910722 36.1162428, 139.1914941 36.1163216)",,,
495583110,,,residential,False,False,71.167,,,"LINESTRING (139.1910722 36.1162428, 139.1910668 36.1156028)",,,
121858566,,,unclassified,False,False,59.611000000000004,,,"LINESTRING (139.1910722 36.1162428, 139.1906966 36.1162167, 139.1904109 36.1161979)",,,
121858566,,,unclassified,False,False,38.897,,,"LINESTRING (139.1914941 36.1163216, 139.1910722 36.1162428)",,,
121858566,,,unclassified,False,True,36.613,,,"LINESTRING (139.1914941 36.1163216, 139.1918752 36.1164384)",,,
241405415,,,unclassified,False,False,78.874,,,"LINESTRING (139.1914941 36.1163216, 139.1914468 36.1156133)",,,
121858566,,,unclassified,False,False,51.903,,,"LINESTRING (139.1890717 36.1163119, 139.1885196 36.1164496)",,,
121858566,,,unclassified,False,True,121.203,,,"LINESTRING (139.1890717 36.1163119, 139.1896199 36.1162336, 139.1901269 36.1162012, 139.1904109 36.1161979)",,,
121858792,,,unclassified,False,True,111.579,,,"LINESTRING (139.1890717 36.1163119, 139.1891754 36.1161503, 139.1894147 36.1158852, 139.189613 36.1157265, 139.189884 36.1155722)",,,
121858566,,,unclassified,False,False,36.613,,,"LINESTRING (139.1918752 36.1164384, 139.1914941 36.1163216)",,,
121858566,,,unclassified,False,True,120.19299999999998,,,"LINESTRING (139.1918752 36.1164384, 139.1919695 36.1164745, 139.1923494 36.1166141, 139.1925612 36.1166925, 139.192627 36.1167036, 139.192698 36.1166947, 139.1927491 36.1166659, 139.1928122 36.1165997, 139.192967 36.1164126)",,,
241405405,,,unclassified,False,False,92.969,,,"LINESTRING (139.1918752 36.1164384, 139.1918764 36.116301, 139.1917961 36.1161691, 139.1917833 36.1156175)",,,
121858566,,,unclassified,False,True,44.185,,,"LINESTRING (139.1881524 36.1161852, 139.1885196 36.1164496)",,,
789781892,30,飯能寄居線,primary,False,False,35.989,,,"LINESTRING (139.1881524 36.1161852, 139.1878054 36.116347)",,,
789781892,30,飯能寄居線,primary,False,True,115.05,,,"LINESTRING (139.1881524 36.1161852, 139.1892612 36.1156673)",,,
121864006,,,unclassified,False,False,52.743,,,"LINESTRING (139.1881524 36.1161852, 139.1880405 36.1160732, 139.187853 36.1158375, 139.1878249 36.1157927)",,,
121858566,,,unclassified,False,False,44.185,,,"LINESTRING (139.1885196 36.1164496, 139.1881524 36.1161852)",,,
121858566,,,unclassified,False,True,51.903,,,"LINESTRING (139.1885196 36.1164496, 139.1890717 36.1163119)",,,
495565798,,,residential,False,True,29.04,,,"LINESTRING (139.1885196 36.1164496, 139.1885227 36.11656, 139.1885269 36.1167107)",,,
121858566,,,unclassified,False,False,120.19300000000001,,,"LINESTRING (139.192967 36.1164126, 139.1928122 36.1165997, 139.1927491 36.1166659, 139.192698 36.1166947, 139.192627 36.1167036, 139.1925612 36.1166925, 139.1923494 36.1166141, 139.1919695 36.1164745, 139.1918752 36.1164384)",,,
121858797,,,unclassified,False,False,100.136,,,"LINESTRING (139.192967 36.1164126, 139.1929814 36.1164583, 139.1930257 36.1164968, 139.1939225 36.1168381)",,,
121858797,,,unclassified,False,True,86.446,,,"LINESTRING (139.192967 36.1164126, 139.1928503 36.1157361, 139.1928077 36.1156482)",,,
121858721,,,unclassified,False,False,91.55199999999999,,,"LINESTRING (139.1947398 36.1166581, 139.194988 36.1167047, 139.1952257 36.1167313, 139.1957487 36.1167627)",,,
241405406,,中央通り,tertiary,False,False,61.91,,,"LINESTRING (139.1947398 36.1166581, 139.1946765 36.1168454, 139.1946262 36.1169791, 139.1945991 36.1170412, 139.1945714 36.1171213, 139.194575 36.1171951)",,,
241405406,,中央通り,tertiary,False,True,69.215,,,"LINESTRING (139.1947398 36.1166581, 139.1947554 36.1165785, 139.1947855 36.1164254, 139.1948487 36.1161699, 139.194872 36.116045)",,,
121858721,,,unclassified,False,False,47.11,,,"LINESTRING (139.1957487 36.1167627, 139.1962623 36.1168485)",,,
787359917,190,寄居停車場線,secondary,False,True,47.332,,,"LINESTRING (139.1957487 36.1167627, 139.1956653 36.117183)",,,
121858721,,,unclassified,False,True,91.55199999999999,,,"LINESTRING (139.1957487 36.1167627, 139.1952257 36.1167313, 139.194988 36.1167047, 139.1947398 36.1166581)",,,
787359917,190,寄居停車場線,secondary,False,False,158.244,,,"LINESTRING (139.1957487 36.1167627, 139.1958194 36.1163897, 139.1958554 36.1162077, 139.1958627 36.1161788, 139.1958931 36.1160568, 139.1959347 36.1159557, 139.1962367 36.1154725, 139.1962692 36.1154189)",,,
