osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ref,name
135234607,False,2,tertiary,60,True,99.277,"LINESTRING (140.0744536 36.084286, 140.0744957 36.0846959, 140.0745206 36.0849385, 140.0745255 36.0849866, 140.0745426 36.0851759)",,
171245849,False,,unclassified,,False,234.24400000000003,"LINESTRING (140.0744536 36.084286, 140.0745255 36.0842813, 140.0745943 36.0842768, 140.0749098 36.0842561, 140.0752326 36.084485, 140.075295 36.08451, 140.0758516 36.0844714, 140.0769385 36.0843927)",,
672019528,False,2,tertiary,60,False,195.4,"LINESTRING (140.0744536 36.084286, 140.0743084 36.0829811, 140.0742601 36.0825357)",,
1196816933,False,,unclassified,,True,42.175,"LINESTRING (140.0744536 36.084286, 140.0743662 36.0842917, 140.0743125 36.0842952, 140.0739858 36.0843166)",,
129668928,False,,unclassified,,False,41.726,"LINESTRING (140.0797708 36.0839151, 140.0798674 36.0839066, 140.0799227 36.0839018, 140.0802325 36.0838752)",,
171245849,False,,unclassified,,True,267.073,"LINESTRING (140.0797708 36.0839151, 140.0796693 36.0839228, 140.079613 36.0839271, 140.0793854 36.0839442, 140.0788836 36.0842552, 140.077476 36.0843592, 140.0769385 36.0843927)",,
"[1067896466, 772821884]",False,"['2', '3']",tertiary,60,False,83.17,"LINESTRING (140.0797708 36.0839151, 140.079727 36.0835364, 140.0796984 36.0832893, 140.0796891 36.0831947, 140.0796873 36.0831702)",,
"[772821884, 1059535132]",False,"['2', '3']",tertiary,60,True,99.499,"LINESTRING (140.0797708 36.0839151, 140.0798085 36.0842556, 140.0798422 36.084576, 140.0798474 36.0846248, 140.0798661 36.0848066)",,
"[647417125, 647422564, 1136712925]",False,4,primary,60,True,211.34699999999998,"LINESTRING (140.0798661 36.0848066, 140.0800437 36.0847943, 140.0801085 36.0847898, 140.0806406 36.0847529, 140.0814264 36.0846984, 140.0819127 36.0846647, 140.0819759 36.0846603, 140.0822094 36.0846441)",19,新都市中央通り
"[675442209, 1059535131]",False,"['2', '3']",tertiary,40,True,114.913,"LINESTRING (140.0798661 36.0848066, 140.0798825 36.0849723, 140.0798868 36.0850162, 140.0799428 36.0855833, 140.0799729 36.0858364)",,
"[772821884, 1059535132]",False,"['2', '3']",tertiary,60,False,99.499,"LINESTRING (140.0798661 36.0848066, 140.0798474 36.0846248, 140.0798422 36.084576, 140.0798085 36.0842556, 140.0797708 36.0839151)",,
"[647422566, 1136712927]",False,4,primary,60,False,258.238,"LINESTRING (140.0798661 36.0848066, 140.0796868 36.084819, 140.0790559 36.0848628, 140.0770029 36.0850052)",19,新都市中央通り
135234607,False,2,tertiary,60,False,99.27699999999999,"LINESTRING (140.0745426 36.0851759, 140.0745255 36.0849866, 140.0745206 36.0849385, 140.0744957 36.0846959, 140.0744536 36.084286)",,
"[647424196, 647422566]",False,4,primary,60,True,221.9,"LINESTRING (140.0745426 36.0851759, 140.0747122 36.0851642, 140.0747695 36.0851602, 140.0748913 36.0851517, 140.0753737 36.0851182, 140.0770029 36.0850052)",19,新都市中央通り
672019527,False,3,tertiary,60,True,97.143,"LINESTRING (140.0745426 36.0851759, 140.0745609 36.0853617, 140.0745648 36.0854, 140.0746176 36.0859137, 140.074631 36.0860466)",,
