osmid,highway,oneway,reversed,length,bridge,geometry,lanes,ref,name,tunnel
579874750,residential,False,True,61.797,,"LINESTRING (133.3055357 35.1653578, 133.306173 35.1652511, 133.3062017 35.1652463)",,,,
1118646298,residential,False,False,103.09,,"LINESTRING (133.3055357 35.1653578, 133.3054367 35.1649832, 133.3052972 35.1647069, 133.3052409 35.1647091, 133.3050585 35.1648407)",,,,
579874750,residential,False,True,67.16,,"LINESTRING (133.3056304 35.1659478, 133.305662 35.1658187, 133.3055357 35.1653578)",,,,
117891257,primary,False,False,128.939,,"LINESTRING (133.3048303 35.1634652, 133.3045301 35.1631062, 133.3043101 35.1628036, 133.3041108 35.1624684)",2,8,新見日南線,
117891257,primary,False,True,53.212,,"LINESTRING (133.3048303 35.1634652, 133.3050066 35.163678, 133.3050666 35.1637455, 133.3051649 35.1638578)",2,8,新見日南線,
579874751,residential,False,False,46.634,,"LINESTRING (133.3048303 35.1634652, 133.3047524 35.163517, 133.3044815 35.1636964, 133.3044324 35.1637299)",,,,
579874751,residential,False,True,50.441,,"LINESTRING (133.304232 35.164233, 133.3044028 35.1638014)",,,,
579874751,residential,False,False,50.441,,"LINESTRING (133.3044028 35.1638014, 133.304232 35.164233)",,,,
579874751,residential,False,True,8.393,,"LINESTRING (133.3044028 35.1638014, 133.3044324 35.1637299)",,,,
579874752,residential,False,False,32.774,,"LINESTRING (133.3044028 35.1638014, 133.3040471 35.1638495)",,,,
579874752,residential,False,True,32.774,,"LINESTRING (133.3040471 35.1638495, 133.3044028 35.1638014)",,,,
117891257,primary,False,False,39.168,,"LINESTRING (133.3053954 35.1641554, 133.3052523 35.1639707, 133.3051649 35.1638578)",2,8,新見日南線,
117891257,primary,False,True,142.812,,"LINESTRING (133.3053954 35.1641554, 133.3058363 35.1646981, 133.3062614 35.165227)",2,8,新見日南線,
579874753,residential,False,False,27.894,,"LINESTRING (133.3053954 35.1641554, 133.3053387 35.1641772, 133.3051748 35.1642404, 133.305154 35.164289)",,,,
579874753,residential,False,True,48.728,,"LINESTRING (133.3046876 35.1644727, 133.3049086 35.1644359, 133.3051432 35.1643142, 133.305154 35.164289)",,,,
579874750,residential,False,True,5.836,,"LINESTRING (133.3062017 35.1652463, 133.3062614 35.165227)",,,,
579874750,residential,False,False,61.797,,"LINESTRING (133.3062017 35.1652463, 133.306173 35.1652511, 133.3055357 35.1653578)",,,,
579874754,residential,False,False,143.249,,"LINESTRING (133.3062017 35.1652463, 133.3061017 35.1651663, 133.3055637 35.1647362, 133.305154 35.164289)",,,,
579874753,residential,False,False,48.728,,"LINESTRING (133.305154 35.164289, 133.3051432 35.1643142, 133.3049086 35.1644359, 133.3046876 35.1644727)",,,,
579874753,residential,False,True,27.894,,"LINESTRING (133.305154 35.164289, 133.3051748 35.1642404, 133.3053387 35.1641772, 133.3053954 35.1641554)",,,,
579874754,residential,False,True,143.249,,"LINESTRING (133.305154 35.164289, 133.3055637 35.1647362, 133.3061017 35.1651663, 133.3062017 35.1652463)",,,,
579874755,residential,False,True,89.281,,"LINESTRING (133.3027635 35.1624272, 133.3029888 35.1623922, 133.3032812 35.1624272, 133.3033777 35.1624799, 133.3035896 35.1624908, 133.3036299 35.1624536, 133.3036971 35.1624444)",,,,
579874755,residential,False,False,89.281,,"LINESTRING (133.3036971 35.1624444, 133.3036299 35.1624536, 133.3035896 35.1624908, 133.3033777 35.1624799, 133.3032812 35.1624272, 133.3029888 35.1623922, 133.3027635 35.1624272)",,,,
579874755,residential,False,True,37.717,,"LINESTRING (133.3036971 35.1624444, 133.3039879 35.1624568, 133.3041108 35.1624684)",,,,
579874756,residential,False,False,210.909,,"LINESTRING (133.3036971 35.1624444, 133.3033133 35.163221, 133.3034582 35.1632824, 133.3035923 35.1634096, 133.3044324 35.1637299)",,,,
579874751,residential,False,False,8.393,,"LINESTRING (133.3044324 35.1637299, 133.3044028 35.1638014)",,,,
579874751,residential,False,True,46.634,,"LINESTRING (133.3044324 35.1637299, 133.3044815 35.1636964, 133.3047524 35.163517, 133.3048303 35.1634652)",,,,
579874756,residential,False,True,210.909,,"LINESTRING (133.3044324 35.1637299, 133.3035923 35.1634096, 133.3034582 35.1632824, 133.3033133 35.163221, 133.3036971 35.1624444)",,,,
579874757,residential,False,True,54.396,,"LINESTRING (133.3046922 35.1619913, 133.3049883 35.1615662)",,,,
117890659,unclassified,False,False,186.601,,"LINESTRING (133.3046922 35.1619913, 133.3052585 35.1620633, 133.3059983 35.1621434, 133.3064233 35.1622334, 133.3066293 35.1622894, 133.3066938 35.1623241)",,,,
"[117891212, 117890659, 777937828]",unclassified,False,True,123.597,yes,"LINESTRING (133.3046922 35.1619913, 133.3042765 35.1619492, 133.3040466 35.1619283, 133.3039132 35.1619134, 133.3038299 35.1618994, 133.3036612 35.1618054, 133.3034973 35.1616142)",,,,
117890750,residential,False,False,162.63400000000001,,"LINESTRING (133.3054423 35.1607405, 133.3052918 35.1606958, 133.3048685 35.1605724, 133.304247 35.1603982, 133.3037424 35.1602874)",,,,
117890750,residential,False,True,210.54,,"LINESTRING (133.3054423 35.1607405, 133.3058078 35.1608655, 133.3062782 35.1610496, 133.3065471 35.1611857, 133.3067875 35.1613254, 133.3069319 35.1615819, 133.3070408 35.1616275, 133.3073238 35.1617485)",,,,
579874758,residential,False,True,30.880000000000003,,"LINESTRING (133.3054423 35.1607405, 133.3054045 35.1608981, 133.3054443 35.1610106)",,,,
117891786,residential,False,False,14.595,,"LINESTRING (133.308574 35.163493, 133.308506 35.1633741)",,,,
579874759,residential,False,False,79.48,,"LINESTRING (133.308574 35.163493, 133.3078861 35.1639342)",,,,
117891786,residential,False,True,52.153999999999996,,"LINESTRING (133.308574 35.163493, 133.3086647 35.163621, 133.3087452 35.1637537, 133.3088411 35.1639079)",,,,
579874759,residential,False,True,79.48,,"LINESTRING (133.3078861 35.1639342, 133.308574 35.163493)",,,,
117891889,unclassified,False,False,233.32399999999996,,"LINESTRING (133.3078861 35.1639342, 133.3079251 35.16406, 133.3079994 35.1642211, 133.3081193 35.1645179, 133.3081779 35.1646652, 133.3082125 35.1648944, 133.3081884 35.1650472, 133.3081189 35.1654919, 133.3081242 35.1659875)",,,,
117891889,unclassified,False,True,141.553,,"LINESTRING (133.3078861 35.1639342, 133.3078119 35.1636882, 133.3077224 35.1634456, 133.3076066 35.1632224, 133.3074914 35.1630771, 133.3073319 35.1628782, 133.3072482 35.1627885)",,,,
117891652,primary,False,False,40.447,,"LINESTRING (133.3078452 35.1671215, 133.3076699 35.1669487, 133.307574 35.1668336)",2,8,新見日南線,
580002627,residential,False,False,98.49799999999999,,"LINESTRING (133.3078452 35.1671215, 133.3077951 35.1671512, 133.307373 35.1674016, 133.3068989 35.1672713)",,,,
580002627,residential,False,True,98.49799999999999,,"LINESTRING (133.3068989 35.1672713, 133.307373 35.1674016, 133.3077951 35.1671512, 133.3078452 35.1671215)",,,,
"[117891257, 117891652, 808611654]",primary,False,False,113.827,yes,"LINESTRING (133.307574 35.1668336, 133.3075393 35.1667923, 133.3073507 35.1665728, 133.3072435 35.1664378, 133.306995 35.1661122, 133.3068905 35.1659762)",2,8,新見日南線,
117891652,primary,False,True,40.447,,"LINESTRING (133.307574 35.1668336, 133.3076699 35.1669487, 133.3078452 35.1671215)",2,8,新見日南線,
580002628,residential,False,False,121.35,,"LINESTRING (133.307574 35.1668336, 133.3075127 35.1668459, 133.3074322 35.1668294, 133.3067548 35.1669333, 133.3062692 35.1670295)",,,,
580002628,residential,False,True,121.35,,"LINESTRING (133.3062692 35.1670295, 133.3067548 35.1669333, 133.3074322 35.1668294, 133.3075127 35.1668459, 133.307574 35.1668336)",,,,
117891484,tertiary,False,True,20.958,,"LINESTRING (133.303267 35.161545, 133.3032345 35.1617316)",,,,
117891484,tertiary,False,False,45.993,,"LINESTRING (133.303267 35.161545, 133.3032882 35.1613191, 133.3033125 35.1611331)",,,,
580002651,unclassified,False,False,23.005000000000003,,"LINESTRING (133.303267 35.161545, 133.3033137 35.1615494, 133.3033745 35.1615508, 133.3034453 35.1615873, 133.3034973 35.1616142)",,,,
117891484,tertiary,False,False,54.291,,"LINESTRING (133.3033125 35.1611331, 133.3033687 35.1609705, 133.3034317 35.1608358, 133.3035373 35.1606835)",,,,
117891484,tertiary,False,True,45.993,,"LINESTRING (133.3033125 35.1611331, 133.3032882 35.1613191, 133.303267 35.161545)",,,,
580002652,residential,False,True,84.292,,"LINESTRING (133.3033125 35.1611331, 133.3028671 35.1610633, 133.302394 35.1610434)",,,,
117890547,motorway_link,True,False,273.578,,"LINESTRING (133.3008825 35.1595507, 133.3014154 35.1596871, 133.3024017 35.1598964, 133.3037752 35.1602277)",,183,国道183号,
"[117890544, 581119860, 117891142]",motorway,True,False,494.934,yes,"LINESTRING (133.3008825 35.1595507, 133.3016172 35.1596663, 133.3023017 35.1597853, 133.3030648 35.1599239, 133.3037537 35.160067, 133.3040266 35.1601399, 133.3044966 35.1602644, 133.3050039 35.160427, 133.3055708 35.1606043, 133.3060869 35.1608038)",,183,国道183号,
117892073,unclassified,False,False,131.371,,"LINESTRING (133.3076248 35.161393, 133.3081139 35.1616977, 133.30879 35.1620916)",,,,
117892073,unclassified,False,True,374.437,,"LINESTRING (133.3076248 35.161393, 133.307262 35.1611966, 133.3067322 35.1609047, 133.3062519 35.1606419, 133.3056443 35.1603851, 133.3047475 35.160072, 133.3039876 35.1598479)",,,,
"[1118646240, 581119856, 580166935]",unclassified,False,True,48.08,,"LINESTRING (133.3076248 35.161393, 133.3076012 35.16142, 133.3074731 35.1615756, 133.3073238 35.1617485)",,,,yes
117890750,residential,False,False,210.54,,"LINESTRING (133.3073238 35.1617485, 133.3070408 35.1616275, 133.3069319 35.1615819, 133.3067875 35.1613254, 133.3065471 35.1611857, 133.3062782 35.1610496, 133.3058078 35.1608655, 133.3054423 35.1607405)",,,,
117890750,residential,False,True,92.644,,"LINESTRING (133.3073238 35.1617485, 133.3076036 35.1619074, 133.3077226 35.1620511, 133.3078851 35.1623233, 133.3078873 35.1624015)",,,,
"[581119856, 1118646240, 580166935]",unclassified,False,False,48.08,,"LINESTRING (133.3073238 35.1617485, 133.3074731 35.1615756, 133.3076012 35.16142, 133.3076248 35.161393)",,,,yes
584339085,unclassified,False,True,32.919,,"LINESTRING (133.3073238 35.1617485, 133.307135 35.1618548, 133.307034 35.1619254)",,,,
117890750,residential,False,False,7.207,,"LINESTRING (133.3075339 35.1626178, 133.3076014 35.1625838)",,,,
117891246,residential,False,False,89.815,,"LINESTRING (133.3075339 35.1626178, 133.3074751 35.1624842, 133.3072047 35.1621691, 133.307034 35.1619254)",,,,
117891625,residential,False,False,32.188,,"LINESTRING (133.3075339 35.1626178, 133.30744 35.162668, 133.3072482 35.1627885)",,,,
117890581,tertiary,False,True,8.618,,"LINESTRING (133.3039876 35.1598479, 133.3039493 35.1599188)",,,,
117892073,unclassified,False,False,374.43699999999995,,"LINESTRING (133.3039876 35.1598479, 133.3047475 35.160072, 133.3056443 35.1603851, 133.3062519 35.1606419, 133.3067322 35.1609047, 133.307262 35.1611966, 133.3076248 35.161393)",,,,
117890581,tertiary,False,False,8.618,,"LINESTRING (133.3039493 35.1599188, 133.3039876 35.1598479)",,,,
117890581,tertiary,False,True,37.819,,"LINESTRING (133.3039493 35.1599188, 133.3037752 35.1602277)",,,,
117891811,motorway_link,True,False,282.457,,"LINESTRING (133.3039493 35.1599188, 133.3036162 35.1598534, 133.3028959 35.1597335, 133.3024311 35.1596608, 133.3019413 35.1595874, 133.3008943 35.1594616)",,183,国道183号,
117890581,tertiary,False,False,37.819,,"LINESTRING (133.3037752 35.1602277, 133.3039493 35.1599188)",,,,
117890581,tertiary,False,True,7.277,,"LINESTRING (133.3037752 35.1602277, 133.3037424 35.1602874)",,,,
117890547,motorway_link,True,False,219.793,,"LINESTRING (133.3037752 35.1602277, 133.3050906 35.160525, 133.3060869 35.1608038)",,183,国道183号,
117892073,unclassified,False,True,131.371,,"LINESTRING (133.30879 35.1620916, 133.3081139 35.1616977, 133.3076248 35.161393)",,,,
584339086,unclassified,False,False,54.054,,"LINESTRING (133.3066938 35.1623241, 133.307034 35.1619254)",,,,
117890659,unclassified,False,False,72.884,,"LINESTRING (133.3066938 35.1623241, 133.3068423 35.162404, 133.3070657 35.1625882, 133.3071897 35.1627064, 133.3072482 35.1627885)",,,,
117890659,unclassified,False,True,186.601,,"LINESTRING (133.3066938 35.1623241, 133.3066293 35.1622894, 133.3064233 35.1622334, 133.3059983 35.1621434, 133.3052585 35.1620633, 133.3046922 35.1619913)",,,,
584339086,unclassified,False,True,54.054,,"LINESTRING (133.307034 35.1619254, 133.3066938 35.1623241)",,,,
117891246,residential,False,False,177.17700000000002,,"LINESTRING (133.307034 35.1619254, 133.3069928 35.1618777, 133.3066716 35.1616777, 133.306268 35.1614535, 133.3057378 35.1611672, 133.3054443 35.1610106)",,,,
117891246,residential,False,True,89.815,,"LINESTRING (133.307034 35.1619254, 133.3072047 35.1621691, 133.3074751 35.1624842, 133.3075339 35.1626178)",,,,
584339085,unclassified,False,False,32.919,,"LINESTRING (133.307034 35.1619254, 133.307135 35.1618548, 133.3073238 35.1617485)",,,,
"[117891257, 117890806, 117890582]",primary,False,False,118.48400000000001,yes,"LINESTRING (133.3041108 35.1624684, 133.3040948 35.1624415, 133.3040312 35.1623344, 133.3039778 35.1622443, 133.3039099 35.1621509, 133.303815 35.1620416, 133.3036602 35.1619167, 133.303538 35.1618504, 133.3034889 35.1618238, 133.3033711 35.1617735, 133.3032345 35.1617316)",2,8,新見日南線,
117891257,primary,False,True,128.939,,"LINESTRING (133.3041108 35.1624684, 133.3043101 35.1628036, 133.3045301 35.1631062, 133.3048303 35.1634652)",2,8,新見日南線,
579874755,residential,False,False,37.717,,"LINESTRING (133.3041108 35.1624684, 133.3039879 35.1624568, 133.3036971 35.1624444)",,,,
579874749,residential,False,True,40.068000000000005,,"LINESTRING (133.3058982 35.1626245, 133.3058512 35.1626757, 133.3056169 35.1629018)",,,,
1118646298,residential,False,True,103.09,,"LINESTRING (133.3050585 35.1648407, 133.3052409 35.1647091, 133.3052972 35.1647069, 133.3054367 35.1649832, 133.3055357 35.1653578)",,,,
