osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,tunnel,junction,bridge
114679326,tertiary,False,False,50.584999999999994,"LINESTRING (136.6941373 35.3883646, 136.6941717 35.3882835, 136.6941715 35.388009, 136.6942185 35.3879225)",,,,,,
162855065,trunk,True,False,189.251,"LINESTRING (136.6941373 35.3883646, 136.6931621 35.3880911, 136.6922038 35.3877287)",2,21,岐大バイパス,,,
162855065,trunk,True,False,130.656,"LINESTRING (136.6955089 35.3887256, 136.6941373 35.3883646)",2,21,岐大バイパス,,,
114678611,residential,False,False,49.234,"LINESTRING (136.6955089 35.3887256, 136.6955513 35.3886897, 136.6955987 35.3886502, 136.6960129 35.3886499)",,,,,,
378716845,primary,True,False,13.095,"LINESTRING (136.691536 35.3874957, 136.6914609 35.3875963)",,23,本巣縦貫道路,,,
114677460,tertiary,False,True,5.155,"LINESTRING (136.6893416 35.3951208, 136.6892855 35.3951132)",,,,,,
114678355,primary,True,False,39.389,"LINESTRING (136.6893416 35.3951208, 136.6894438 35.3947765)",,23,本巣縦貫道路,,,
114681160,unclassified,False,False,87.891,"LINESTRING (136.6893416 35.3951208, 136.6901865 35.3951431, 136.6903097 35.3951565)",,,,,,
114678355,primary,True,False,5.035,"LINESTRING (136.6898278 35.3936044, 136.6898404 35.3935603)",,23,本巣縦貫道路,,,
114678699,tertiary,False,True,6.259,"LINESTRING (136.6898278 35.3936044, 136.6897634 35.3935841)",,,,,,
114678741,unclassified,False,True,167.455,"LINESTRING (136.6898278 35.3936044, 136.6914337 35.3943488)",,,,,,
114678681,tertiary,False,False,5.132,"LINESTRING (136.6905148 35.3911554, 136.6904587 35.3911492)",,,,,,
114678355,primary,True,False,46.971000000000004,"LINESTRING (136.6905148 35.3911554, 136.6905818 35.3909539, 136.6906481 35.3907472)",,23,本巣縦貫道路,,,
114679605,unclassified,True,False,75.899,"LINESTRING (136.6905148 35.3911554, 136.6906525 35.391196, 136.6913433 35.3912034)",,,,,,
114678355,primary,True,False,155.331,"LINESTRING (136.6901389 35.3925183, 136.6905148 35.3911554)",,23,本巣縦貫道路,,,
114680007,unclassified,False,True,117.509,"LINESTRING (136.6901389 35.3925183, 136.6914352 35.3925266)",,,,,,
114680046,unclassified,False,False,6.228,"LINESTRING (136.6901389 35.3925183, 136.6900702 35.3925176)",,,,,,
114678857,unclassified,False,False,191.526,"LINESTRING (136.6921002 35.3897098, 136.694213 35.3897047)",,,,,,
114679679,unclassified,False,True,56.854,"LINESTRING (136.6921002 35.3897098, 136.6914731 35.3897013)",,,,,,
114680288,unclassified,False,False,44.642,"LINESTRING (136.6921002 35.3897098, 136.6920908 35.3893084)",,,,,,
533822159,unclassified,False,True,116.388,"LINESTRING (136.6921002 35.3897098, 136.6920824 35.3907564)",,,,,,
114677974,tertiary,False,False,90.614,"LINESTRING (136.6935283 35.3935929, 136.6935238 35.3944078)",,,,,,
114680278,unclassified,False,True,59.799,"LINESTRING (136.6935283 35.3935929, 136.694188 35.393592)",,,,,,
114681045,tertiary,False,True,60.323,"LINESTRING (136.6935283 35.3935929, 136.6935408 35.3930505)",,,,,,
114680768,unclassified,False,False,190.179,"LINESTRING (136.6935283 35.3935929, 136.6926487 35.3935859, 136.6914304 35.393573)",,,,,,
114680133,secondary,False,False,132.7,"LINESTRING (136.6942101 35.3913428, 136.6942093 35.3925362)",,188,穂積停車場線,,,
114680133,secondary,False,True,10.094,"LINESTRING (136.6942101 35.3913428, 136.6942 35.3912524)",,188,穂積停車場線,,,
114678960,secondary,True,False,60.978,"LINESTRING (136.6942101 35.3913428, 136.6945145 35.3913487, 136.6948827 35.3913506)",,188,穂積停車場線,,,
114680046,unclassified,False,True,144.42,"LINESTRING (136.6879906 35.3924971, 136.6895837 35.3925128)",,,,,,
114680288,unclassified,False,True,69.888,"LINESTRING (136.6920761 35.38868, 136.6920908 35.3893084)",,,,,,
114681366,unclassified,False,False,80.707,"LINESTRING (136.6920761 35.38868, 136.6911858 35.3886783)",,,,,,
114680298,unclassified,False,True,190.593,"LINESTRING (136.6920761 35.38868, 136.6927354 35.3886684, 136.6941784 35.3886597)",,,,,,
114681305,unclassified,False,False,80.02799999999999,"LINESTRING (136.6920761 35.38868, 136.6920642 35.3881469, 136.6920672 35.3879604)",,,,,,
114680798,unclassified,False,True,5.967,"LINESTRING (136.6959181 35.3936555, 136.6959212 35.3936019)",,,,,,
114678577,unclassified,False,False,107.20200000000001,"LINESTRING (136.6959181 35.3936555, 136.6958882 35.3938714, 136.6958609 35.3939926, 136.6958168 35.3941053, 136.6957183 35.3943971, 136.6956683 35.3945956)",,,,,,
114677786,unclassified,False,True,38.748,"LINESTRING (136.6907162 35.3956692, 136.6906329 35.3956591, 136.6906057 35.3956558, 136.69029 35.3956508)",,,,,,
114678643,tertiary,False,False,10.604,"LINESTRING (136.6935558 35.391306, 136.69356 35.3912107)",,,,,,
114678643,tertiary,False,True,136.929,"LINESTRING (136.6935558 35.391306, 136.6935449 35.3925374)",,,,,,
114679605,unclassified,True,False,59.452,"LINESTRING (136.6935558 35.391306, 136.6942101 35.3913428)",,,,,,
114677842,unclassified,False,True,255.73100000000002,"LINESTRING (136.6863753 35.3905977, 136.6864781 35.390027, 136.6865739 35.3894609, 136.6866545 35.3888874, 136.6867425 35.3883176)",,,,,,
"[114680745, 114678140]",unclassified,False,True,134.05700000000002,"LINESTRING (136.6863753 35.3905977, 136.6867394 35.3906031, 136.6870254 35.3906073, 136.687308 35.3906119, 136.6878457 35.3906892)",,,,,,
114678710,residential,False,False,101.456,"LINESTRING (136.6894607 35.389705, 136.6905799 35.3897027)",,,,,,
114678178,residential,False,True,77.368,"LINESTRING (136.6878077 35.3894833, 136.6869543 35.3894737)",,,,,,
114680042,residential,False,True,63.349000000000004,"LINESTRING (136.6878077 35.3894833, 136.6878102 35.3895754, 136.6877902 35.3898713, 136.6877717 35.3900519)",,,,,,
114680549,residential,False,False,77.737,"LINESTRING (136.6878077 35.3894833, 136.6879345 35.3894917, 136.6879606 35.3894366, 136.6879746 35.3890584, 136.6879694 35.3889005)",,,,,,
114678355,primary,True,False,121.606,"LINESTRING (136.6911858 35.3886783, 136.6915268 35.3876206)",,23,本巣縦貫道路,,,
114678516,unclassified,False,False,6.265,"LINESTRING (136.6911858 35.3886783, 136.6911167 35.3886775)",,,,,,
114681366,unclassified,False,True,80.707,"LINESTRING (136.6911858 35.3886783, 136.6920761 35.38868)",,,,,,
114681305,unclassified,False,True,80.02799999999999,"LINESTRING (136.6920672 35.3879604, 136.6920642 35.3881469, 136.6920761 35.38868)",,,,,,
114677868,unclassified,False,False,61.922,"LINESTRING (136.694188 35.393592, 136.6948711 35.3935969)",,,,,,
114678171,secondary,False,True,117.416,"LINESTRING (136.694188 35.393592, 136.6942093 35.3925362)",,188,穂積停車場線,,,
114680278,unclassified,False,False,59.799,"LINESTRING (136.694188 35.393592, 136.6935283 35.3935929)",,,,,,
114680868,secondary,False,False,280.86899999999997,"LINESTRING (136.694188 35.393592, 136.6941788 35.3956081, 136.6941663 35.3961178)",,188,穂積停車場線,,,
114677767,tertiary,False,False,31.425,"LINESTRING (136.6942176 35.3889405, 136.6941784 35.3886597)",,,,,,
557831393,residential,False,True,84.976,"LINESTRING (136.6942176 35.3889405, 136.694213 35.3897047)",,,,,,
"[616028379, 616028380, 557684310]",residential,False,True,113.19800000000001,"LINESTRING (136.6942176 35.3889405, 136.69422 35.3887362, 136.69422 35.3881666, 136.6942185 35.3879225)",,,,yes,,
114677974,tertiary,False,True,90.614,"LINESTRING (136.6935238 35.3944078, 136.6935283 35.3935929)",,,,,,
114678224,tertiary,False,False,99.883,"LINESTRING (136.6935238 35.3944078, 136.6935102 35.395306)",,,,,,
114679932,residential,False,False,168.06900000000002,"LINESTRING (136.6935238 35.3944078, 136.6918349 35.3944053, 136.6918366 35.39454)",,,,,,
114678355,primary,True,False,0.796,"LINESTRING (136.6909319 35.3897034, 136.690933 35.3896963)",,23,本巣縦貫道路,,,
114679679,unclassified,False,False,49.076,"LINESTRING (136.6909319 35.3897034, 136.691155 35.389697, 136.6914731 35.3897013)",,,,,,
114678794,unclassified,False,True,195.499,"LINESTRING (136.6963569 35.3893151, 136.6942003 35.3893248)",,,,,,
114680996,unclassified,False,False,118.283,"LINESTRING (136.6963569 35.3893151, 136.6963173 35.3898891, 136.6963103 35.3903779)",,,,,,
114678794,unclassified,False,False,195.499,"LINESTRING (136.6942003 35.3893248, 136.6963569 35.3893151)",,,,,,
114678225,tertiary,False,False,48.455,"LINESTRING (136.6935191 35.3957417, 136.6935168 35.3956303, 136.6935102 35.395306)",,,,,,
502091534,unclassified,True,False,30.602,"LINESTRING (136.6935191 35.3957417, 136.6935022 35.3957564, 136.6934899 35.3957796, 136.6934815 35.3957954, 136.6934779 35.3958378, 136.693492 35.3958788, 136.6935221 35.3959135, 136.6935647 35.395938, 136.6936149 35.3959494)",,,,,circular,
114679649,unclassified,False,False,10.788,"LINESTRING (136.696285 35.391294, 136.6962824 35.391391)",,,,,,
114679649,unclassified,False,True,44.256,"LINESTRING (136.696285 35.391294, 136.696296 35.3908961)",,,,,,
378716849,secondary,True,False,82.706,"LINESTRING (136.696285 35.391294, 136.6953735 35.3912612)",,188,穂積停車場線,,,
114678857,unclassified,False,True,191.526,"LINESTRING (136.694213 35.3897047, 136.6921002 35.3897098)",,,,,,
557831393,residential,False,False,84.976,"LINESTRING (136.694213 35.3897047, 136.6942176 35.3889405)",,,,,,
557831393,residential,False,True,57.392,"LINESTRING (136.694213 35.3897047, 136.6942276 35.3902207)",,,,,,
114677929,unclassified,False,True,64.805,"LINESTRING (136.6868262 35.3877388, 136.6867425 35.3883176)",,,,,,
114679524,unclassified,False,True,125.624,"LINESTRING (136.6868262 35.3877388, 136.6882118 35.387757)",,,,,,
"[114681217, 114677751]",unclassified,False,True,116.005,"LINESTRING (136.6953417 35.3956038, 136.6954741 35.3952158, 136.6955731 35.3949168, 136.6956324 35.3947505, 136.6956683 35.3945956)",,,,,,
