osmid,bridge,highway,oneway,reversed,length,geometry,ref,name,maxspeed
"[66027098, 103776370]",yes,tertiary,False,False,76.656,"LINESTRING (141.9456022 39.6361536, 141.9457047 39.6363313, 141.9457546 39.6365579, 141.9457556 39.636823)",,,
103679985,,trunk,False,False,118.543,"LINESTRING (141.9467408 39.6385692, 141.9481251 39.6385796)",106,宮古バイパス,
103679985,,trunk,False,True,87.018,"LINESTRING (141.9467408 39.6385692, 141.9457247 39.6385809)",106,宮古バイパス,
665218099,,unclassified,False,False,61.384,"LINESTRING (141.9467408 39.6385692, 141.9467496 39.6380172)",,,
1216306323,,unclassified,False,True,149.40300000000002,"LINESTRING (141.9467408 39.6385692, 141.9467417 39.638777, 141.9467524 39.6388344, 141.9468091 39.6388863, 141.9468979 39.6389027, 141.948114 39.63898)",,,
66027133,,tertiary,False,False,53.178,"LINESTRING (141.9457247 39.6385809, 141.9455926 39.6390482)",,,
103679985,,trunk,False,False,87.018,"LINESTRING (141.9457247 39.6385809, 141.9467408 39.6385692)",106,宮古バイパス,
103776370,,tertiary,False,True,31.31,"LINESTRING (141.9457247 39.6385809, 141.9457436 39.6382997)",,,
103679985,,trunk,False,True,152.541,"LINESTRING (141.9457247 39.6385809, 141.9448842 39.638685, 141.9439682 39.6388093)",106,宮古バイパス,
65807729,,tertiary,False,False,100.266,"LINESTRING (141.9448879 39.6413756, 141.9448823 39.6422773)",,,40
65807729,,tertiary,False,True,31.813,"LINESTRING (141.9448879 39.6413756, 141.9449369 39.641092)",,,40
104646097,,primary,False,False,181.991,"LINESTRING (141.9448879 39.6413756, 141.9470034 39.6415335)",40,岩手県道40号宮古岩泉線,
104646097,,primary,False,True,90.173,"LINESTRING (141.9448879 39.6413756, 141.9438411 39.641287)",40,岩手県道40号宮古岩泉線,
65807729,,tertiary,False,True,100.266,"LINESTRING (141.9448823 39.6422773, 141.9448879 39.6413756)",,,40
103774791,,unclassified,False,False,85.358,"LINESTRING (141.9448823 39.6422773, 141.9448448 39.6430444)",,,
104646123,,unclassified,False,True,81.142,"LINESTRING (141.9448823 39.6422773, 141.9439394 39.6422044)",,,
64723983,,tertiary,False,False,171.27100000000002,"LINESTRING (141.9448823 39.6422773, 141.9452357 39.6423083, 141.9459999 39.6423752, 141.9468704 39.6424467)",,,
103662561,,unclassified,False,True,151.802,"LINESTRING (141.9476822 39.6425213, 141.949442 39.6426868)",,,
103665570,,unclassified,False,False,100.508,"LINESTRING (141.9476822 39.6425213, 141.9475615 39.6434204)",,,
64723983,,tertiary,False,True,70.006,"LINESTRING (141.9476822 39.6425213, 141.9474334 39.6425008, 141.9468704 39.6424467)",,,
103662773,,tertiary,False,False,103.63499999999999,"LINESTRING (141.9476822 39.6425213, 141.9478226 39.6416469, 141.9478304 39.6415963)",,,
65807745,,unclassified,False,False,45.013,"LINESTRING (141.9478304 39.6415963, 141.9483533 39.641638)",,,30
65807745,,unclassified,False,True,28.025,"LINESTRING (141.9478304 39.6415963, 141.9475049 39.6415699)",,,30
103662773,,tertiary,False,True,103.63499999999999,"LINESTRING (141.9478304 39.6415963, 141.9478226 39.6416469, 141.9476822 39.6425213)",,,
65807745,,unclassified,False,False,43.132,"LINESTRING (141.9470034 39.6415335, 141.9475049 39.6415699)",,,30
104646097,,primary,False,False,102.18,"LINESTRING (141.9470034 39.6415335, 141.9468704 39.6424467)",40,岩手県道40号宮古岩泉線,
104646097,,primary,False,True,181.991,"LINESTRING (141.9470034 39.6415335, 141.9448879 39.6413756)",40,岩手県道40号宮古岩泉線,
417872371,,secondary,False,True,86.194,"LINESTRING (141.9470034 39.6415335, 141.9469476 39.6413266, 141.9468938 39.641136, 141.9468212 39.6409127, 141.9468179 39.6409026, 141.9468167 39.6408373, 141.9468318 39.6407755)",138,宮古停車場線,
65807724,,tertiary,False,True,75.038,"LINESTRING (141.9489037 39.640532, 141.9497758 39.6405983)",,,
65807724,,tertiary,False,False,143.954,"LINESTRING (141.9489037 39.640532, 141.9475262 39.640423, 141.9474286 39.6404219, 141.9473412 39.6404362, 141.9472423 39.6404723)",,,
707120238,,unclassified,False,True,126.708,"LINESTRING (141.9489037 39.640532, 141.9488485 39.6410851, 141.9488204 39.6413557, 141.948783 39.6416677)",,,
103661200,,unclassified,False,False,157.53,"LINESTRING (141.9420817 39.6411856, 141.9422276 39.641361, 141.9429455 39.6416879, 141.9430922 39.6418321, 141.9433513 39.642159)",,,
104640726,,primary,False,False,124.77199999999999,"LINESTRING (141.9420817 39.6411856, 141.9423801 39.6411896, 141.9435344 39.6412675)",40,岩手県道40号宮古岩泉線,
65807766,,unclassified,True,False,62.048,"LINESTRING (141.9511564 39.6418818, 141.9511599 39.6413238)",,,
65807786,,tertiary,False,False,6.761,"LINESTRING (141.9511564 39.6418818, 141.9512306 39.6419026)",,,
65807745,,unclassified,False,True,67.271,"LINESTRING (141.9511564 39.6418818, 141.9510498 39.6418635, 141.9509384 39.6418485, 141.9503787 39.6417993)",,,30
104646103,,unclassified,False,True,102.674,"LINESTRING (141.9435344 39.6412675, 141.9436835 39.6421837)",,,
104646108,,unclassified,False,False,40.92,"LINESTRING (141.9435344 39.6412675, 141.9435355 39.6408995)",,,
"[104646097, 104646093, 104640726]",yes,primary,False,False,26.352,"LINESTRING (141.9435344 39.6412675, 141.9435934 39.6412707, 141.9437663 39.6412812, 141.9438411 39.641287)",40,岩手県道40号宮古岩泉線,
104640726,,primary,False,True,124.77199999999999,"LINESTRING (141.9435344 39.6412675, 141.9423801 39.6411896, 141.9420817 39.6411856)",40,岩手県道40号宮古岩泉線,
417872371,,secondary,False,False,86.19399999999999,"LINESTRING (141.9468318 39.6407755, 141.9468167 39.6408373, 141.9468179 39.6409026, 141.9468212 39.6409127, 141.9468938 39.641136, 141.9469476 39.6413266, 141.9470034 39.6415335)",138,宮古停車場線,
417872371,,secondary,False,True,49.406000000000006,"LINESTRING (141.9468318 39.6407755, 141.9468766 39.6407083, 141.946942 39.6406507, 141.9470248 39.6405953, 141.9471117 39.640547, 141.9471747 39.6405109, 141.9472423 39.6404723)",138,宮古停車場線,
1216306325,,secondary,False,False,24.174999999999997,"LINESTRING (141.9468318 39.6407755, 141.9466823 39.6407138, 141.9466342 39.6406882, 141.9465935 39.6406606)",138,宮古停車場線,
65807706,,unclassified,True,False,55.078,"LINESTRING (141.9511678 39.6407166, 141.9505285 39.6406619)",,,
103742757,,unclassified,False,True,64.417,"LINESTRING (141.9511678 39.6407166, 141.9511925 39.6401376)",,,
65807724,,tertiary,False,False,5.137,"LINESTRING (141.9498356 39.640602, 141.9497758 39.6405983)",,,
103775504,,tertiary,False,False,58.942,"LINESTRING (141.9498356 39.640602, 141.9498993 39.6400742)",,,
65807724,,tertiary,False,True,143.954,"LINESTRING (141.9472423 39.6404723, 141.9473412 39.6404362, 141.9474286 39.6404219, 141.9475262 39.640423, 141.9489037 39.640532)",,,
65807763,,secondary,True,False,88.298,"LINESTRING (141.9472423 39.6404723, 141.9471878 39.6403839, 141.9471498 39.6403502, 141.9470972 39.6403394, 141.9470483 39.6403414, 141.9470005 39.6403542, 141.9469058 39.6403881, 141.9468499 39.6404072, 141.9468251 39.6404135, 141.9467918 39.6404221, 141.9466962 39.6404403, 141.9466473 39.6404543, 141.9466067 39.640477, 141.9465758 39.6405087, 141.9465545 39.6405415, 141.9465499 39.6405823, 141.9465614 39.6406214, 141.9465935 39.6406606)",138,宮古停車場線,
417872371,,secondary,False,False,49.40599999999999,"LINESTRING (141.9472423 39.6404723, 141.9471747 39.6405109, 141.9471117 39.640547, 141.9470248 39.6405953, 141.946942 39.6406507, 141.9468766 39.6407083, 141.9468318 39.6407755)",138,宮古停車場線,
65807706,,unclassified,True,False,50.537,"LINESTRING (141.9517544 39.6407667, 141.9511678 39.6407166)",,,
103742759,,unclassified,False,False,77.381,"LINESTRING (141.9517544 39.6407667, 141.9518157 39.6400724)",,,
103742759,,unclassified,False,True,129.548,"LINESTRING (141.9517544 39.6407667, 141.9516363 39.6419282)",,,
104646097,,primary,False,True,102.18,"LINESTRING (141.9468704 39.6424467, 141.9470034 39.6415335)",40,岩手県道40号宮古岩泉線,
64723983,,tertiary,False,False,70.006,"LINESTRING (141.9468704 39.6424467, 141.9474334 39.6425008, 141.9476822 39.6425213)",,,
