osmid,name,highway,oneway,reversed,length,lanes,geometry,ref,junction
8560852,rue Limamoulaye (ME-37),residential,False,False,99.346,,"LINESTRING (-17.447478 14.6899112, -17.448127 14.6892755)",,
628679305,,residential,False,False,62.347,2,"LINESTRING (-17.447478 14.6899112, -17.4473029 14.6893767)",,
"[8560852, 108821789]",rue Limamoulaye (ME-37),residential,False,"[False, True]",65.119,,"LINESTRING (-17.447478 14.6899112, -17.4472164 14.6901768, -17.4470426 14.6903168)",,
8560867,,residential,False,False,142.313,,"LINESTRING (-17.4483191 14.6912496, -17.4492227 14.6903147)",,
644166023,Rue 34,residential,False,False,60.845,2,"LINESTRING (-17.4483191 14.6912496, -17.447796 14.6910413)",,
644166023,Rue 34,residential,False,True,26.02,2,"LINESTRING (-17.4483191 14.6912496, -17.4485414 14.6913419)",,
8560845,,residential,False,False,55.483,,"LINESTRING (-17.4492227 14.6903147, -17.44886 14.6899599)",,
8560867,,residential,False,True,142.313,,"LINESTRING (-17.4492227 14.6903147, -17.4483191 14.6912496)",,
8560845,,residential,False,True,55.745,,"LINESTRING (-17.4492227 14.6903147, -17.4494125 14.6905054, -17.4495838 14.6906743)",,
8560867,,residential,False,False,121.185,,"LINESTRING (-17.4492227 14.6903147, -17.4496988 14.6898324, -17.4500058 14.6895312)",,
8560845,,residential,False,True,51.208,,"LINESTRING (-17.4495838 14.6906743, -17.4499147 14.6910054)",,
52136383,,residential,False,False,119.191,,"LINESTRING (-17.4495838 14.6906743, -17.4503701 14.689919)",,
52136383,,residential,False,True,121.39,,"LINESTRING (-17.4495838 14.6906743, -17.4487877 14.6914481)",,
8560845,,residential,False,False,55.745,,"LINESTRING (-17.4495838 14.6906743, -17.4494125 14.6905054, -17.4492227 14.6903147)",,
8560845,,residential,False,False,54.859,,"LINESTRING (-17.4484985 14.6896135, -17.4484281 14.6895467, -17.448127 14.6892755)",,
8560845,,residential,False,True,54.755,,"LINESTRING (-17.4484985 14.6896135, -17.4486279 14.6897283, -17.4487728 14.689871, -17.44886 14.6899599)",,
108821814,,residential,False,True,172.47199999999998,,"LINESTRING (-17.4484985 14.6896135, -17.4475054 14.6906189, -17.4473908 14.690735)",,
8560845,,residential,False,True,55.483,,"LINESTRING (-17.44886 14.6899599, -17.4492227 14.6903147)",,
8560870,,residential,False,False,120.403,,"LINESTRING (-17.44886 14.6899599, -17.4496333 14.689177)",,
8560870,,residential,False,True,166.002,,"LINESTRING (-17.44886 14.6899599, -17.447796 14.6910413)",,
8560845,,residential,False,False,54.754999999999995,,"LINESTRING (-17.44886 14.6899599, -17.4487728 14.689871, -17.4486279 14.6897283, -17.4484985 14.6896135)",,
8560870,,residential,False,True,120.403,,"LINESTRING (-17.4496333 14.689177, -17.44886 14.6899599)",,
8560882,Rue 28,residential,False,True,56.18300000000001,,"LINESTRING (-17.4496333 14.689177, -17.4497258 14.689265, -17.4498461 14.6893794, -17.4498681 14.6894003, -17.4499088 14.689439, -17.4500058 14.6895312)",,
8560867,,residential,False,True,121.185,,"LINESTRING (-17.4500058 14.6895312, -17.4496988 14.6898324, -17.4492227 14.6903147)",,
8560882,Rue 28,residential,False,False,56.183,,"LINESTRING (-17.4500058 14.6895312, -17.4499088 14.689439, -17.4498681 14.6894003, -17.4498461 14.6893794, -17.4497258 14.689265, -17.4496333 14.689177)",,
8560882,Rue 28,residential,False,True,58.43900000000001,,"LINESTRING (-17.4500058 14.6895312, -17.4500571 14.68958, -17.4501669 14.6896845, -17.4502585 14.6897716, -17.4503701 14.689919)",,
8560852,rue Limamoulaye (ME-37),residential,False,True,99.346,,"LINESTRING (-17.448127 14.6892755, -17.447478 14.6899112)",,
8560845,,residential,False,False,55.069,,"LINESTRING (-17.448127 14.6892755, -17.4478394 14.6890018, -17.4477589 14.6889314)",,
8560845,,residential,False,True,54.859,,"LINESTRING (-17.448127 14.6892755, -17.4484281 14.6895467, -17.4484985 14.6896135)",,
8560856,,residential,False,True,69.695,,"LINESTRING (-17.4477589 14.6889314, -17.4473029 14.6893767)",ME-35,
8560845,,residential,False,True,55.069,,"LINESTRING (-17.4477589 14.6889314, -17.4478394 14.6890018, -17.448127 14.6892755)",,
8560856,,residential,False,False,69.695,,"LINESTRING (-17.4473029 14.6893767, -17.4477589 14.6889314)",ME-35,
628679305,,residential,False,True,62.347,2,"LINESTRING (-17.4473029 14.6893767, -17.447478 14.6899112)",,
8560870,,residential,False,False,166.002,,"LINESTRING (-17.447796 14.6910413, -17.44886 14.6899599)",,
644166023,Rue 34,residential,False,True,60.845,2,"LINESTRING (-17.447796 14.6910413, -17.4483191 14.6912496)",,
644166023,Rue 34,residential,False,False,21.431,2,"LINESTRING (-17.447796 14.6910413, -17.4477167 14.6910179, -17.4476755 14.6910069, -17.4476034 14.6909926)",,
52136383,,residential,False,True,119.191,,"LINESTRING (-17.4503701 14.689919, -17.4495838 14.6906743)",,
233379495,,residential,False,False,11.419,,"LINESTRING (-17.4503701 14.689919, -17.4504471 14.6899897)",,
8560882,Rue 28,residential,False,False,58.439,,"LINESTRING (-17.4503701 14.689919, -17.4502585 14.6897716, -17.4501669 14.6896845, -17.4500571 14.68958, -17.4500058 14.6895312)",,
108821816,Boulevard Dial Diop,tertiary,False,False,6.774,,"LINESTRING (-17.4476411 14.6925314, -17.4476973 14.6925589)",,
431670582,Avenue Cheikh Amadou Bamba Mbaké,tertiary,True,False,125.80099999999999,2,"LINESTRING (-17.4476411 14.6925314, -17.4476463 14.6926473, -17.4476439 14.6927581, -17.4476416 14.692861, -17.4476394 14.6928937, -17.4476035 14.6934332, -17.4476037 14.6936614)",,
197286096,Rue 34,residential,False,True,48.226,2,"LINESTRING (-17.4496827 14.6918414, -17.4500947 14.6920125)",,
430810287,Boulevard Gueule Tapée,tertiary,True,False,239.126,2,"LINESTRING (-17.4496827 14.6918414, -17.4506971 14.6899278)",,
490366731,Rue 34,residential,False,False,20.579,2,"LINESTRING (-17.4496827 14.6918414, -17.4495083 14.6917653)",,
490366731,Rue 34,residential,False,True,20.579,2,"LINESTRING (-17.4495083 14.6917653, -17.4496827 14.6918414)",,
644166023,Rue 34,residential,False,False,85.155,2,"LINESTRING (-17.4495083 14.6917653, -17.4487877 14.6914481)",,
430812000,Boulevard Gueule Tapée,tertiary,True,False,224.13,2,"LINESTRING (-17.4495083 14.6917653, -17.4493477 14.6920687, -17.4491933 14.6923576, -17.4485525 14.6935564)",,
108697078,Boulevard Dial Diop,tertiary,False,True,21.15,2,"LINESTRING (-17.4485525 14.6935564, -17.4486769 14.6937037)",,
"[108697078, 431665127]",Boulevard Dial Diop,tertiary,False,"[False, True]",112.35900000000002,2,"LINESTRING (-17.4485525 14.6935564, -17.4484869 14.6934786, -17.4484322 14.6934138, -17.4480681 14.6930002, -17.4479002 14.6928095, -17.4478783 14.6927846)",,
52136219,,residential,False,True,42.017,,"LINESTRING (-17.446002 14.6975368, -17.4460352 14.6971603)",,
107897554,Boulevard Canal 4,secondary,False,False,54.327,2,"LINESTRING (-17.446002 14.6975368, -17.4461204 14.6975689, -17.4462311 14.6976005, -17.4463527 14.6976514, -17.4464732 14.6977086)",,
107897554,Boulevard Canal 4,secondary,False,True,129.34199999999998,2,"LINESTRING (-17.446002 14.6975368, -17.4458446 14.6975073, -17.4456952 14.697486, -17.4455481 14.6974726, -17.4453922 14.6974767, -17.4452806 14.6974817, -17.4451499 14.6975017, -17.4450391 14.6975275, -17.4449479 14.6975556, -17.4448961 14.6975776, -17.4448267 14.6976103)",,
107897569,Boulevard Canal 4,secondary,True,False,27.386,1,"LINESTRING (-17.4448267 14.6976103, -17.4445903 14.6977018)",,
107897554,Boulevard Canal 4,secondary,False,False,129.34199999999998,2,"LINESTRING (-17.4448267 14.6976103, -17.4448961 14.6975776, -17.4449479 14.6975556, -17.4450391 14.6975275, -17.4451499 14.6975017, -17.4452806 14.6974817, -17.4453922 14.6974767, -17.4455481 14.6974726, -17.4456952 14.697486, -17.4458446 14.6975073, -17.446002 14.6975368)",,
476034467,Rue 34,residential,False,True,77.874,2,"LINESTRING (-17.4459388 14.6894387, -17.4454171 14.6889531)",,
476034467,Rue 34,residential,False,False,92.07000000000001,2,"LINESTRING (-17.4459388 14.6894387, -17.4464416 14.6899592, -17.4464678 14.6899777, -17.4464902 14.6899903, -17.446505 14.6899984, -17.4465436 14.6900192)",,
197286096,Rue 34,residential,False,False,112.028,2,"LINESTRING (-17.4521678 14.6929026, -17.451217 14.6924913)",,
197286096,Rue 34,residential,False,True,20.847,2,"LINESTRING (-17.4521678 14.6929026, -17.4523422 14.6929844)",,
27091096,Rue FA-34,residential,False,True,7.433,,"LINESTRING (-17.4523422 14.6929844, -17.452405 14.6930123)",,
27293798,Fass Rue FA-24,residential,True,False,25.136,,"LINESTRING (-17.4523422 14.6929844, -17.4522519 14.6927759)",,
197286096,Rue 34,residential,False,False,20.847,2,"LINESTRING (-17.4523422 14.6929844, -17.4521678 14.6929026)",,
27293880,Rue FA-11,residential,False,True,48.904,,"LINESTRING (-17.4515194 14.6912738, -17.4519279 14.6910807)",,
197286113,Rue FA-11,residential,False,False,8.866,,"LINESTRING (-17.4515194 14.6912738, -17.4514445 14.6913071)",,
197286106,,residential,True,False,138.272,,"LINESTRING (-17.4515194 14.6912738, -17.4512275 14.6906663, -17.451119 14.6904405, -17.4510134 14.6901324)",,
476073360,Boulevard Gueule Tapée,tertiary,True,False,81.959,2,"LINESTRING (-17.4509916 14.6889903, -17.4506368 14.6896426)",,
27294032,Rue FA-23,residential,False,False,94.674,,"LINESTRING (-17.4519367 14.6955329, -17.4525652 14.6949368)",,
27294032,Rue FA-23,residential,False,True,9.192,,"LINESTRING (-17.4519367 14.6955329, -17.4518757 14.6955908)",,
346383553,Rue FA-29,residential,False,True,53.055,,"LINESTRING (-17.4519367 14.6955329, -17.452024 14.6950633)",,
27294032,Rue FA-23,residential,False,False,24.029,,"LINESTRING (-17.4510119 14.6964053, -17.4511739 14.6962565)",,
108697078,Boulevard Dial Diop,tertiary,False,True,61.797,2,"LINESTRING (-17.4510119 14.6964053, -17.4514028 14.6968126)",,
108697078,Boulevard Dial Diop,tertiary,False,False,112.90899999999999,2,"LINESTRING (-17.4510119 14.6964053, -17.4508082 14.6962056, -17.4505612 14.6959249, -17.450313 14.6956483)",,
476034467,Rue 34,residential,False,False,77.874,2,"LINESTRING (-17.4454171 14.6889531, -17.4459388 14.6894387)",,
