osmid,oneway,lanes,highway,reversed,length,geometry,maxspeed
30674549,False,2,residential,False,9.489,"LINESTRING (-17.3213156 14.7409616, -17.3212287 14.7409468)",
30674549,False,2,residential,True,27.742,"LINESTRING (-17.3213156 14.7409616, -17.3215697 14.7410047)",
642146255,False,1,residential,True,37.56,"LINESTRING (-17.3213156 14.7409616, -17.3213704 14.740628)",
30674542,False,2,residential,True,37.014,"LINESTRING (-17.3184534 14.7404763, -17.3185071 14.7401475)",
30674549,False,2,residential,True,69.534,"LINESTRING (-17.3184534 14.7404763, -17.3190903 14.7405843)",
810069166,False,2,residential,False,3.698,"LINESTRING (-17.3184534 14.7404763, -17.3184461 14.7405088)",
30674541,False,,unclassified,False,81.419,"LINESTRING (-17.318854 14.7380248, -17.3196023 14.7381363)",
30674541,False,,unclassified,True,39.008,"LINESTRING (-17.318854 14.7380248, -17.3184955 14.7379713)",
30674542,False,2,residential,False,44.287,"LINESTRING (-17.318854 14.7380248, -17.3187897 14.7384182)",
30674542,False,2,residential,True,46.517,"LINESTRING (-17.318854 14.7380248, -17.3189216 14.7376116)",
225921719,False,1,residential,True,24.656,"LINESTRING (-17.3180745 14.7415448, -17.3179211 14.74138)",
392760039,False,,residential,False,38.48,"LINESTRING (-17.3180745 14.7415448, -17.3178045 14.7417719)",
225921480,False,1,residential,True,49.440999999999995,"LINESTRING (-17.3180745 14.7415448, -17.3181828 14.7416479, -17.3184712 14.7417519)",
340439475,False,,residential,True,39.458999999999996,"LINESTRING (-17.3180745 14.7415448, -17.3182378 14.7413917, -17.3182776 14.7412624)",
30674543,False,2,residential,False,15.923,"LINESTRING (-17.3142918 14.7428579, -17.3144036 14.742764)",
30674542,False,2,residential,False,38.141,"LINESTRING (-17.3185625 14.7398087, -17.3185071 14.7401475)",
30674542,False,2,residential,True,39.537,"LINESTRING (-17.3185625 14.7398087, -17.3186199 14.7394575)",
340439741,False,2,residential,False,42.897,"LINESTRING (-17.3185625 14.7398087, -17.318956 14.739872)",
340439741,False,2,residential,True,37.358,"LINESTRING (-17.3185625 14.7398087, -17.3182198 14.7397536)",
30674544,False,1,residential,False,39.848,"LINESTRING (-17.320048 14.7400477, -17.3201036 14.7396934)",
30674544,False,1,residential,True,39.274,"LINESTRING (-17.320048 14.7400477, -17.3199925 14.7403968)",
340439741,False,2,residential,False,70.192,"LINESTRING (-17.320048 14.7400477, -17.3206919 14.7401512)",
340439741,False,2,residential,True,38.623,"LINESTRING (-17.320048 14.7400477, -17.3196937 14.7399907)",
30674541,False,,unclassified,False,67.405,"LINESTRING (-17.3203308 14.7382449, -17.3209503 14.7383372)",
30674541,False,,unclassified,True,11.381,"LINESTRING (-17.3203308 14.7382449, -17.3202262 14.7382293)",
30674544,False,1,residential,True,44.233,"LINESTRING (-17.3203308 14.7382449, -17.3202691 14.7386382)",
340438338,False,1,residential,False,19.48,"LINESTRING (-17.3162549 14.7376942, -17.3163972 14.7375858)",
340438338,False,1,residential,True,39.845,"LINESTRING (-17.3162549 14.7376942, -17.3159638 14.7379159)",
642167790,False,,residential,True,78.121,"LINESTRING (-17.3162549 14.7376942, -17.3156181 14.7373561)",
30674541,False,,unclassified,False,11.381,"LINESTRING (-17.3202262 14.7382293, -17.3203308 14.7382449)",
30674541,False,,unclassified,True,67.884,"LINESTRING (-17.3202262 14.7382293, -17.3196023 14.7381363)",
31503576,False,1,residential,True,46.319,"LINESTRING (-17.3202262 14.7382293, -17.3202931 14.7378178)",
30674546,False,1,residential,False,100.543,"LINESTRING (-17.3204669 14.7367488, -17.3213906 14.7368887)",
31503576,False,1,residential,False,39.868,"LINESTRING (-17.3204669 14.7367488, -17.3204094 14.737103)",
31503576,False,1,residential,True,40.083,"LINESTRING (-17.3204669 14.7367488, -17.3205248 14.7363927)",
30674541,False,,unclassified,True,5.79,"LINESTRING (-17.3222834 14.7385359, -17.3222302 14.7385279)",
392760038,False,2,residential,False,45.992,"LINESTRING (-17.3222834 14.7385359, -17.3223485 14.7381271)",
225921765,False,,residential,True,12.321,"LINESTRING (-17.3194088 14.7350671, -17.319437 14.7349597)",
