osmid,oneway,lanes,ref,highway,reversed,length,geometry,maxspeed,junction
23514340,False,2,N 3,primary,True,101.659,"LINESTRING (-13.3257565 15.6058918, -13.3249182 15.6063207)",,
232786859,False,,,unclassified,True,112.71,"LINESTRING (-13.3257565 15.6058918, -13.3256813 15.6056027, -13.3255097 15.6051273, -13.3254271 15.6049305)",,
230134217,False,2,,primary,False,65.26,"LINESTRING (-13.317424 15.6036461, -13.3171614 15.6031165)",90,
230134217,False,2,,primary,True,69.537,"LINESTRING (-13.317424 15.6036461, -13.3176961 15.6042139)",90,
232786883,False,,,residential,False,74.012,"LINESTRING (-13.317424 15.6036461, -13.316816 15.6039625)",,
186222967,False,,,residential,True,84.575,"LINESTRING (-13.3207217 15.6104154, -13.3214549 15.6101328)",,
684065428,False,2,,primary,False,23.84,"LINESTRING (-13.3207217 15.6104154, -13.3206265 15.6102216)",90,
684065428,False,2,,primary,True,33.958,"LINESTRING (-13.3207217 15.6104154, -13.3208478 15.6106956)",90,
23514340,False,2,N 3,primary,False,67.268,"LINESTRING (-13.3211793 15.6082625, -13.3217298 15.6079712)",,
23514340,False,2,N 3,primary,True,64.692,"LINESTRING (-13.3211793 15.6082625, -13.3206364 15.6085176)",,
188452683,False,,,residential,False,81.229,"LINESTRING (-13.3211793 15.6082625, -13.3214431 15.6089474)",,
186222967,False,,,residential,False,44.648,"LINESTRING (-13.3218469 15.6099961, -13.3214549 15.6101328)",,
186222967,False,,,residential,True,72.682,"LINESTRING (-13.3218469 15.6099961, -13.3224828 15.6097677)",,
188452683,False,,,residential,False,48.093,"LINESTRING (-13.3218469 15.6099961, -13.3220031 15.6104016)",,
188452683,False,,,residential,True,78.177,"LINESTRING (-13.3218469 15.6099961, -13.3215931 15.6093369)",,
188452678,False,,,residential,True,23.329,"LINESTRING (-13.3245076 15.6105213, -13.3243048 15.6105979)",,
639288510,False,,,residential,False,41.293,"LINESTRING (-13.3245076 15.6105213, -13.3243829 15.6101699)",,
23514340,False,2,N 3,primary,False,82.159,"LINESTRING (-13.3230391 15.6072948, -13.323711 15.6069382)",,
23514340,False,2,N 3,primary,True,18.879,"LINESTRING (-13.3230391 15.6072948, -13.3228811 15.6073701)",,
188452769,False,,,residential,True,84.617,"LINESTRING (-13.3230391 15.6072948, -13.3231464 15.607513, -13.3233433 15.6079967)",,
186222967,False,,,residential,False,67.715,"LINESTRING (-13.3238023 15.6092746, -13.3232147 15.6094995)",,
186222967,False,,,residential,True,60.312,"LINESTRING (-13.3238023 15.6092746, -13.3243204 15.609062)",,
188452769,False,,,residential,False,79.402,"LINESTRING (-13.3238023 15.6092746, -13.3235712 15.6085961)",,
188452769,False,,,residential,True,72.897,"LINESTRING (-13.3238023 15.6092746, -13.3240403 15.6098888)",,
232786859,False,,,unclassified,True,22.551,"LINESTRING (-13.3244609 15.6031756, -13.3244797 15.6029736)",,
232786837,False,,,residential,False,84.54,"LINESTRING (-13.3244609 15.6031756, -13.3244137 15.6032066, -13.3243571 15.6032723, -13.3241156 15.6038469)",,
232786859,False,,,unclassified,False,119.34100000000001,"LINESTRING (-13.3244609 15.6031756, -13.3245226 15.6033655, -13.3247908 15.6038357, -13.3249696 15.6041263)",,
232786859,False,,,unclassified,False,22.551,"LINESTRING (-13.3244797 15.6029736, -13.3244609 15.6031756)",,
232786761,False,,,residential,False,126.62500000000001,"LINESTRING (-13.3244797 15.6029736, -13.3243786 15.6030059, -13.323933 15.6030769, -13.3237948 15.6031124, -13.3235674 15.6032249, -13.3233592 15.6033083)",,
232786859,False,,,unclassified,True,25.924,"LINESTRING (-13.3244797 15.6029736, -13.3245033 15.6027731, -13.3245075 15.602742)",,
232787096,False,,,residential,False,15.713,"LINESTRING (-13.3222178 15.6020349, -13.3222569 15.6021711)",,
232786762,False,,,residential,False,13.937,"LINESTRING (-13.3255564 15.6020548, -13.3255723 15.6021792)",,
232786762,False,,,residential,True,13.937,"LINESTRING (-13.3255723 15.6021792, -13.3255564 15.6020548)",,
232787131,False,,,residential,False,108.512,"LINESTRING (-13.3255723 15.6021792, -13.3247161 15.602701)",,
232787096,False,,,residential,True,15.713,"LINESTRING (-13.3222569 15.6021711, -13.3222178 15.6020349)",,
232786757,False,,,residential,True,59.435,"LINESTRING (-13.3222569 15.6021711, -13.3221741 15.6023089, -13.3221512 15.6023924, -13.3221352 15.6025065, -13.3221412 15.6026802)",,
232787134,False,,,residential,False,94.90699999999998,"LINESTRING (-13.3222569 15.6021711, -13.322327 15.6022132, -13.3224189 15.6022676, -13.3225242 15.6023476, -13.3226285 15.6024355, -13.3226683 15.6024729, -13.3226944 15.6025197, -13.32274 15.6026746, -13.3227791 15.602752, -13.3228128 15.6027947)",,
232786859,False,,,unclassified,False,53.26,"LINESTRING (-13.3244318 15.6022725, -13.3244851 15.6024278, -13.3245065 15.6026034, -13.3245075 15.602742)",,
"[232787034, 232786767]",False,,,residential,"[False, True]",124.595,"LINESTRING (-13.3244318 15.6022725, -13.3241469 15.6023399, -13.3240707 15.6023452, -13.3240275 15.6023425, -13.3239799 15.6023199, -13.3238886 15.6022796, -13.3238552 15.6022734, -13.3238299 15.602283, -13.3238211 15.6023059, -13.3238481 15.6024681, -13.3238882 15.602793)",,
232787117,False,,,residential,True,62.737,"LINESTRING (-13.3233333 15.6023777, -13.323349 15.6029417)",,
