osmid,oneway,lanes,highway,reversed,length,access,geometry
360989174,False,,residential,True,10.78,yes,"LINESTRING (-15.9652825 15.9235944, -15.9651891 15.9236309)"
360989215,False,,residential,False,31.219,yes,"LINESTRING (-15.9652825 15.9235944, -15.9654026 15.9238503)"
360989215,False,,residential,True,146.178,yes,"LINESTRING (-15.9652825 15.9235944, -15.9651984 15.9234084, -15.9650338 15.9231021, -15.9648806 15.9228602, -15.9647452 15.9225998, -15.964636 15.9224383)"
360989181,False,,residential,True,78.553,yes,"LINESTRING (-15.9697636 15.9287163, -15.9692687 15.9281942)"
360989205,False,,residential,False,88.563,yes,"LINESTRING (-15.9697636 15.9287163, -15.9690743 15.9291579)"
360989205,False,,residential,True,93.203,yes,"LINESTRING (-15.9697636 15.9287163, -15.9704625 15.9282154)"
360989181,False,,residential,False,63.693999999999996,yes,"LINESTRING (-15.9697636 15.9287163, -15.9700393 15.9291105, -15.9701056 15.9291846)"
360989186,False,,residential,False,41.529,yes,"LINESTRING (-15.9646892 15.923708, -15.9649714 15.9234514)"
407718016,False,,residential,True,72.864,yes,"LINESTRING (-15.9646892 15.923708, -15.9641568 15.923299)"
"[360989184, 360989186]",False,,residential,True,167.43900000000002,yes,"LINESTRING (-15.9646892 15.923708, -15.9646231 15.9237682, -15.9655196 15.9244341, -15.9656218 15.9244816, -15.9657288 15.9245022, -15.9658482 15.9244997)"
187161482,False,2,secondary,False,44.189,,"LINESTRING (-15.9658482 15.9244997, -15.9660758 15.9248314)"
187161482,False,2,secondary,True,35.356,,"LINESTRING (-15.9658482 15.9244997, -15.9656661 15.9242343)"
"[360989184, 360989186]",False,,residential,False,167.43900000000002,yes,"LINESTRING (-15.9658482 15.9244997, -15.9657288 15.9245022, -15.9656218 15.9244816, -15.9655196 15.9244341, -15.9646231 15.9237682, -15.9646892 15.923708)"
360989195,False,,residential,False,10.703,yes,"LINESTRING (-15.9704625 15.9282154, -15.9705294 15.928287)"
360989195,False,,residential,True,80.982,yes,"LINESTRING (-15.9704625 15.9282154, -15.9700118 15.9276301)"
360989205,False,,residential,False,93.203,yes,"LINESTRING (-15.9704625 15.9282154, -15.9697636 15.9287163)"
360989212,False,,residential,True,43.979,yes,"LINESTRING (-15.9641568 15.923299, -15.9644478 15.9230195)"
407718016,False,,residential,False,72.864,yes,"LINESTRING (-15.9641568 15.923299, -15.9646892 15.923708)"
360989189,False,,residential,False,42.502,yes,"LINESTRING (-15.9687222 15.9254364, -15.9683993 15.9256593)"
360989189,False,,residential,True,26.74,yes,"LINESTRING (-15.9687222 15.9254364, -15.9689262 15.9252973)"
360989196,False,,residential,False,78.947,yes,"LINESTRING (-15.9687222 15.9254364, -15.9684274 15.9250309, -15.9686127 15.9249102)"
360989176,False,,residential,False,80.76,yes,"LINESTRING (-15.9662833 15.9237934, -15.965862 15.9231906)"
360989176,False,,residential,True,80.688,yes,"LINESTRING (-15.9662833 15.9237934, -15.9667115 15.9243909)"
360989210,False,,residential,False,82.213,yes,"LINESTRING (-15.9662833 15.9237934, -15.9656661 15.9242343)"
360989210,False,,residential,True,54.872,yes,"LINESTRING (-15.9662833 15.9237934, -15.9666854 15.9234868)"
360989197,False,,residential,False,69.869,yes,"LINESTRING (-15.9701059 15.9267345, -15.9706206 15.9263474)"
360989197,False,,residential,True,66.484,yes,"LINESTRING (-15.9701059 15.9267345, -15.9696228 15.9271109)"
360989202,False,,residential,False,59.51,yes,"LINESTRING (-15.9701059 15.9267345, -15.9697611 15.9263144)"
360989202,False,,residential,True,72.043,yes,"LINESTRING (-15.9701059 15.9267345, -15.970159 15.9268076, -15.9704918 15.9272656)"
360989185,False,,residential,False,95.218,yes,"LINESTRING (-15.9708673 15.928741, -15.9701056 15.9291846)"
360989195,False,,residential,False,91.349,yes,"LINESTRING (-15.9708673 15.928741, -15.9713608 15.9294116)"
360989195,False,,residential,True,62.08,yes,"LINESTRING (-15.9708673 15.928741, -15.9705294 15.928287)"
360989198,False,,residential,False,78.60699999999999,yes,"LINESTRING (-15.9671471 15.9283794, -15.9674083 15.9282824, -15.9674627 15.9282726, -15.9675679 15.928221, -15.9676679 15.928217, -15.9677229 15.9282152, -15.9677432 15.9282101, -15.9678074 15.9281951, -15.9678461 15.9281872)"
360989181,False,,residential,False,78.553,yes,"LINESTRING (-15.9692687 15.9281942, -15.9697636 15.9287163)"
360989181,False,,residential,True,69.596,yes,"LINESTRING (-15.9692687 15.9281942, -15.9688936 15.9276827)"
360989193,False,,residential,True,76.794,yes,"LINESTRING (-15.9692687 15.9281942, -15.9686795 15.9285891)"
360989193,False,,residential,False,101.232,yes,"LINESTRING (-15.9692687 15.9281942, -15.96961 15.9279351, -15.9696601 15.9278971, -15.9700118 15.9276301)"
360989175,False,,residential,False,110.167,yes,"LINESTRING (-15.9707014 15.9298895, -15.9697679 15.9303088)"
360989181,False,,residential,True,101.005,yes,"LINESTRING (-15.9707014 15.9298895, -15.9701056 15.9291846)"
360989181,False,,residential,False,183.012,yes,"LINESTRING (-15.9707014 15.9298895, -15.9708153 15.9299498, -15.9709565 15.9301031, -15.9710175 15.9302679, -15.9709246 15.9303317, -15.9706272 15.9304316, -15.9701462 15.9305827, -15.9699127 15.9306725)"
360989195,False,,residential,False,82.299,yes,"LINESTRING (-15.9666854 15.9234868, -15.9671718 15.9240604)"
360989195,False,,residential,True,83.992,yes,"LINESTRING (-15.9666854 15.9234868, -15.9662308 15.9228708)"
360989210,False,,residential,False,54.872,yes,"LINESTRING (-15.9666854 15.9234868, -15.9662833 15.9237934)"
360989210,False,,residential,True,75.163,yes,"LINESTRING (-15.9666854 15.9234868, -15.967255 15.9230907)"
360989202,False,,residential,False,92.932,yes,"LINESTRING (-15.9710266 15.9279244, -15.9704918 15.9272656)"
360989213,False,,residential,False,66.723,yes,"LINESTRING (-15.9710266 15.9279244, -15.9705294 15.928287)"
360989213,False,,residential,True,53.966,yes,"LINESTRING (-15.9710266 15.9279244, -15.9714252 15.9276267)"
187161482,False,2,secondary,False,10.17,,"LINESTRING (-15.9664265 15.9253426, -15.9664765 15.9254204)"
187161482,False,2,secondary,True,68.098,,"LINESTRING (-15.9664265 15.9253426, -15.9660758 15.9248314)"
360989214,False,,residential,False,82.252,yes,"LINESTRING (-15.9664265 15.9253426, -15.9670371 15.9248927)"
360989176,False,,residential,False,65.769,yes,"LINESTRING (-15.9670371 15.9248927, -15.9667115 15.9243909)"
360989176,False,,residential,True,76.861,yes,"LINESTRING (-15.9670371 15.9248927, -15.9674579 15.9254531)"
360989214,False,,residential,False,66.421,yes,"LINESTRING (-15.9670371 15.9248927, -15.9675599 15.9245701)"
360989214,False,,residential,True,82.252,yes,"LINESTRING (-15.9670371 15.9248927, -15.9664265 15.9253426)"
360989195,False,,residential,False,29.827,yes,"LINESTRING (-15.9660718 15.9226504, -15.9662308 15.9228708)"
360989197,False,,residential,True,66.308,yes,"LINESTRING (-15.9711141 15.9259863, -15.9706206 15.9263474)"
360989181,False,,residential,False,69.596,yes,"LINESTRING (-15.9688936 15.9276827, -15.9692687 15.9281942)"
360989181,False,,residential,True,68.705,yes,"LINESTRING (-15.9688936 15.9276827, -15.9684748 15.9272141)"
360989188,False,,residential,False,75.464,yes,"LINESTRING (-15.9688936 15.9276827, -15.9683233 15.9280825)"
360989188,False,,residential,True,100.608,yes,"LINESTRING (-15.9688936 15.9276827, -15.9696228 15.9271109)"
360989198,False,,residential,False,52.336,yes,"LINESTRING (-15.9678461 15.9281872, -15.9683233 15.9280825)"
"[360989177, 360989173]",False,,residential,False,184.59,yes,"LINESTRING (-15.9678461 15.9281872, -15.967992 15.9290298, -15.9687571 15.928701)"
360989198,False,,residential,True,78.607,yes,"LINESTRING (-15.9678461 15.9281872, -15.9678074 15.9281951, -15.9677432 15.9282101, -15.9677229 15.9282152, -15.9676679 15.928217, -15.9675679 15.928221, -15.9674627 15.9282726, -15.9674083 15.9282824, -15.9671471 15.9283794)"
360989213,False,,residential,False,53.966,yes,"LINESTRING (-15.9714252 15.9276267, -15.9710266 15.9279244)"
187161482,False,2,secondary,False,56.406,,"LINESTRING (-15.9690743 15.9291579, -15.9693672 15.9295798)"
187161482,False,2,secondary,True,61.086,,"LINESTRING (-15.9690743 15.9291579, -15.9687571 15.928701)"
360989205,False,,residential,True,88.563,yes,"LINESTRING (-15.9690743 15.9291579, -15.9697636 15.9287163)"
187161482,False,2,secondary,True,74.707,,"LINESTRING (-15.9672239 15.9264925, -15.966836 15.9259337)"
360989189,False,,residential,True,54.057,yes,"LINESTRING (-15.9672239 15.9264925, -15.9676308 15.926204)"
187161482,False,2,secondary,False,72.86699999999999,,"LINESTRING (-15.9672239 15.9264925, -15.9674564 15.9268273, -15.9676023 15.9270375)"
187161482,False,2,secondary,False,68.098,,"LINESTRING (-15.9660758 15.9248314, -15.9664265 15.9253426)"
187161482,False,2,secondary,True,44.189,,"LINESTRING (-15.9660758 15.9248314, -15.9658482 15.9244997)"
360989207,False,,residential,False,83.783,yes,"LINESTRING (-15.9660758 15.9248314, -15.9667115 15.9243909)"
360989195,False,,residential,False,76.427,yes,"LINESTRING (-15.9679705 15.9251094, -15.9683993 15.9256593)"
360989195,False,,residential,True,74.322,yes,"LINESTRING (-15.9679705 15.9251094, -15.9675599 15.9245701)"
360989209,False,,residential,False,66.819,yes,"LINESTRING (-15.9679705 15.9251094, -15.9674579 15.9254531)"
360989209,False,,residential,True,67.799,yes,"LINESTRING (-15.9679705 15.9251094, -15.9684784 15.9247444)"
360989174,False,,residential,True,76.523,yes,"LINESTRING (-15.965862 15.9231906, -15.9652825 15.9235944)"
360989176,False,,residential,True,80.76,yes,"LINESTRING (-15.965862 15.9231906, -15.9662833 15.9237934)"
360989202,False,,residential,True,23.369,yes,"LINESTRING (-15.9684784 15.9247444, -15.9686127 15.9249102)"
360989209,False,,residential,False,67.799,yes,"LINESTRING (-15.9684784 15.9247444, -15.9679705 15.9251094)"
955266555,False,,residential,False,70.815,,"LINESTRING (-15.9684784 15.9247444, -15.9684438 15.9245856, -15.9682739 15.9244018, -15.9681111 15.9242351)"
360989195,False,,residential,True,91.349,yes,"LINESTRING (-15.9713608 15.9294116, -15.9708673 15.928741)"
360989193,False,,residential,True,65.398,yes,"LINESTRING (-15.9704918 15.9272656, -15.9700118 15.9276301)"
360989202,False,,residential,True,92.932,yes,"LINESTRING (-15.9704918 15.9272656, -15.9710266 15.9279244)"
"[360989193, 360989194]",False,,residential,False,157.36100000000002,yes,"LINESTRING (-15.9704918 15.9272656, -15.9711033 15.9269045, -15.9706314 15.9263598, -15.9706206 15.9263474)"
360989202,False,,residential,False,72.043,yes,"LINESTRING (-15.9704918 15.9272656, -15.970159 15.9268076, -15.9701059 15.9267345)"
360989189,False,,residential,False,68.835,yes,"LINESTRING (-15.9683993 15.9256593, -15.9678811 15.9260266)"
360989189,False,,residential,True,42.502,yes,"LINESTRING (-15.9683993 15.9256593, -15.9687222 15.9254364)"
360989195,False,,residential,False,75.874,yes,"LINESTRING (-15.9683993 15.9256593, -15.9688461 15.9261894)"
360989195,False,,residential,True,76.427,yes,"LINESTRING (-15.9683993 15.9256593, -15.9679705 15.9251094)"
187161482,False,2,secondary,False,14.956,,"LINESTRING (-15.9686795 15.9285891, -15.9687571 15.928701)"
187161482,False,2,secondary,True,67.999,,"LINESTRING (-15.9686795 15.9285891, -15.9683233 15.9280825)"
360989193,False,,residential,False,76.794,yes,"LINESTRING (-15.9686795 15.9285891, -15.9692687 15.9281942)"
360989195,False,,residential,False,62.08,yes,"LINESTRING (-15.9705294 15.928287, -15.9708673 15.928741)"
360989195,False,,residential,True,10.703,yes,"LINESTRING (-15.9705294 15.928287, -15.9704625 15.9282154)"
360989213,False,,residential,True,66.723,yes,"LINESTRING (-15.9705294 15.928287, -15.9710266 15.9279244)"
187161482,False,2,secondary,False,5.791,,"LINESTRING (-15.9668059 15.9258904, -15.966836 15.9259337)"
187161482,False,2,secondary,True,63.023,,"LINESTRING (-15.9668059 15.9258904, -15.9664765 15.9254204)"
360989209,False,,residential,True,84.999,yes,"LINESTRING (-15.9668059 15.9258904, -15.9674579 15.9254531)"
187161482,False,2,secondary,False,30.664,,"LINESTRING (-15.9649714 15.9234514, -15.9651891 15.9236309)"
187161482,False,2,secondary,True,73.763,,"LINESTRING (-15.9649714 15.9234514, -15.9644478 15.9230195)"
360989186,False,,residential,True,41.529,yes,"LINESTRING (-15.9649714 15.9234514, -15.9646892 15.923708)"
360989188,False,,residential,False,100.608,yes,"LINESTRING (-15.9696228 15.9271109, -15.9688936 15.9276827)"
360989195,False,,residential,False,71.156,yes,"LINESTRING (-15.9696228 15.9271109, -15.9700118 15.9276301)"
360989195,False,,residential,True,64.511,yes,"LINESTRING (-15.9696228 15.9271109, -15.9692429 15.9266602)"
360989197,False,,residential,False,66.484,yes,"LINESTRING (-15.9696228 15.9271109, -15.9701059 15.9267345)"
187161482,False,2,secondary,False,43.304,,"LINESTRING (-15.9697679 15.9303088, -15.9699127 15.9306725)"
360989175,False,,residential,True,110.167,yes,"LINESTRING (-15.9697679 15.9303088, -15.9707014 15.9298895)"
187161482,False,2,secondary,True,91.74799999999999,,"LINESTRING (-15.9697679 15.9303088, -15.9696525 15.930069, -15.9693672 15.9295798)"
360989195,False,,residential,False,70.245,yes,"LINESTRING (-15.9671718 15.9240604, -15.9675599 15.9245701)"
360989195,False,,residential,True,82.299,yes,"LINESTRING (-15.9671718 15.9240604, -15.9666854 15.9234868)"
360989207,False,,residential,False,68.391,yes,"LINESTRING (-15.9671718 15.9240604, -15.9676774 15.9236837)"
360989207,False,,residential,True,61.425,yes,"LINESTRING (-15.9671718 15.9240604, -15.9667115 15.9243909)"
187161482,False,2,secondary,False,67.999,,"LINESTRING (-15.9683233 15.9280825, -15.9686795 15.9285891)"
360989188,False,,residential,True,75.464,yes,"LINESTRING (-15.9683233 15.9280825, -15.9688936 15.9276827)"
360989198,False,,residential,True,52.336,yes,"LINESTRING (-15.9683233 15.9280825, -15.9678461 15.9281872)"
187161482,False,2,secondary,True,72.319,,"LINESTRING (-15.9683233 15.9280825, -15.968166 15.9278495, -15.9679509 15.9275396)"
360989181,False,,residential,False,101.005,yes,"LINESTRING (-15.9701056 15.9291846, -15.9707014 15.9298895)"
360989185,False,,residential,False,90.359,yes,"LINESTRING (-15.9701056 15.9291846, -15.9693672 15.9295798)"
360989185,False,,residential,True,95.218,yes,"LINESTRING (-15.9701056 15.9291846, -15.9708673 15.928741)"
360989181,False,,residential,True,63.693999999999996,yes,"LINESTRING (-15.9701056 15.9291846, -15.9700393 15.9291105, -15.9697636 15.9287163)"
360989181,False,,residential,False,75.465,yes,"LINESTRING (-15.9676308 15.926204, -15.9680778 15.9267292)"
360989189,False,,residential,False,54.057,yes,"LINESTRING (-15.9676308 15.926204, -15.9672239 15.9264925)"
360989189,False,,residential,True,33.248,yes,"LINESTRING (-15.9676308 15.926204, -15.9678811 15.9260266)"
187161482,False,2,secondary,False,61.086,,"LINESTRING (-15.9687571 15.928701, -15.9690743 15.9291579)"
187161482,False,2,secondary,True,14.956,,"LINESTRING (-15.9687571 15.928701, -15.9686795 15.9285891)"
"[360989177, 360989173]",False,,residential,True,184.59,yes,"LINESTRING (-15.9687571 15.928701, -15.967992 15.9290298, -15.9678461 15.9281872)"
360989193,False,,residential,False,65.398,yes,"LINESTRING (-15.9700118 15.9276301, -15.9704918 15.9272656)"
360989195,False,,residential,False,80.982,yes,"LINESTRING (-15.9700118 15.9276301, -15.9704625 15.9282154)"
360989195,False,,residential,True,71.156,yes,"LINESTRING (-15.9700118 15.9276301, -15.9696228 15.9271109)"
360989193,False,,residential,True,101.232,yes,"LINESTRING (-15.9700118 15.9276301, -15.9696601 15.9278971, -15.96961 15.9279351, -15.9692687 15.9281942)"
360989194,False,,residential,False,55.634,yes,"LINESTRING (-15.9706206 15.9263474, -15.9702986 15.9259544)"
360989197,False,,residential,False,66.308,yes,"LINESTRING (-15.9706206 15.9263474, -15.9711141 15.9259863)"
360989197,False,,residential,True,69.869,yes,"LINESTRING (-15.9706206 15.9263474, -15.9701059 15.9267345)"
"[360989193, 360989194]",False,,residential,True,157.361,yes,"LINESTRING (-15.9706206 15.9263474, -15.9706314 15.9263598, -15.9711033 15.9269045, -15.9704918 15.9272656)"
360989203,False,,residential,False,66.694,yes,"LINESTRING (-15.9679509 15.9275396, -15.9684748 15.9272141)"
187161482,False,2,secondary,False,72.319,,"LINESTRING (-15.9679509 15.9275396, -15.968166 15.9278495, -15.9683233 15.9280825)"
187161482,False,2,secondary,True,67.13,,"LINESTRING (-15.9679509 15.9275396, -15.9677626 15.9272683, -15.9676023 15.9270375)"
360989176,False,,residential,False,80.688,yes,"LINESTRING (-15.9667115 15.9243909, -15.9662833 15.9237934)"
360989176,False,,residential,True,65.769,yes,"LINESTRING (-15.9667115 15.9243909, -15.9670371 15.9248927)"
360989207,False,,residential,False,61.425,yes,"LINESTRING (-15.9667115 15.9243909, -15.9671718 15.9240604)"
360989207,False,,residential,True,83.783,yes,"LINESTRING (-15.9667115 15.9243909, -15.9660758 15.9248314)"
187161482,False,2,secondary,False,35.356,,"LINESTRING (-15.9656661 15.9242343, -15.9658482 15.9244997)"
187161482,False,2,secondary,True,51.157,,"LINESTRING (-15.9656661 15.9242343, -15.9654026 15.9238503)"
360989210,False,,residential,True,82.213,yes,"LINESTRING (-15.9656661 15.9242343, -15.9662833 15.9237934)"
187161482,False,2,secondary,False,33.412,,"LINESTRING (-15.9651891 15.9236309, -15.9654026 15.9238503)"
187161482,False,2,secondary,True,30.664,,"LINESTRING (-15.9651891 15.9236309, -15.9649714 15.9234514)"
360989174,False,,residential,False,10.78,yes,"LINESTRING (-15.9651891 15.9236309, -15.9652825 15.9235944)"
360989181,False,,residential,False,68.624,yes,"LINESTRING (-15.9680778 15.9267292, -15.9684748 15.9272141)"
360989181,False,,residential,True,75.465,yes,"LINESTRING (-15.9680778 15.9267292, -15.9676308 15.926204)"
360989199,False,,residential,True,61.321,yes,"LINESTRING (-15.9680778 15.9267292, -15.9676023 15.9270375)"
360989199,False,,residential,False,101.744,yes,"LINESTRING (-15.9680778 15.9267292, -15.968126 15.9266954, -15.9682456 15.9266113, -15.9683565 15.9265334, -15.9684449 15.9264713, -15.9685107 15.926425, -15.9688461 15.9261894)"
360989215,False,,residential,False,146.178,yes,"LINESTRING (-15.964636 15.9224383, -15.9647452 15.9225998, -15.9648806 15.9228602, -15.9650338 15.9231021, -15.9651984 15.9234084, -15.9652825 15.9235944)"
187161482,False,2,secondary,False,73.763,,"LINESTRING (-15.9644478 15.9230195, -15.9649714 15.9234514)"
360989212,False,,residential,False,43.979,yes,"LINESTRING (-15.9644478 15.9230195, -15.9641568 15.923299)"
187161482,False,2,secondary,False,74.707,,"LINESTRING (-15.966836 15.9259337, -15.9672239 15.9264925)"
187161482,False,2,secondary,True,5.791,,"LINESTRING (-15.966836 15.9259337, -15.9668059 15.9258904)"
407718026,False,,residential,True,89.313,yes,"LINESTRING (-15.966836 15.9259337, -15.9662513 15.9265073)"
407718026,False,,residential,False,89.313,yes,"LINESTRING (-15.9662513 15.9265073, -15.966836 15.9259337)"
360989202,False,,residential,False,23.369,yes,"LINESTRING (-15.9686127 15.9249102, -15.9684784 15.9247444)"
360989202,False,,residential,True,54.557,yes,"LINESTRING (-15.9686127 15.9249102, -15.9689262 15.9252973)"
360989196,False,,residential,True,78.947,yes,"LINESTRING (-15.9686127 15.9249102, -15.9684274 15.9250309, -15.9687222 15.9254364)"
360989189,False,,residential,False,26.74,yes,"LINESTRING (-15.9689262 15.9252973, -15.9687222 15.9254364)"
360989202,False,,residential,False,54.557,yes,"LINESTRING (-15.9689262 15.9252973, -15.9686127 15.9249102)"
360989202,False,,residential,True,73.07,yes,"LINESTRING (-15.9689262 15.9252973, -15.9693496 15.9258131)"
"[360989194, 360989189]",False,,residential,True,140.78300000000002,yes,"LINESTRING (-15.9689262 15.9252973, -15.9694795 15.9249546, -15.969887 15.925452)"
360989195,False,,residential,False,64.511,yes,"LINESTRING (-15.9692429 15.9266602, -15.9696228 15.9271109)"
360989195,False,,residential,True,67.385,yes,"LINESTRING (-15.9692429 15.9266602, -15.9688461 15.9261894)"
360989203,False,,residential,False,67.444,yes,"LINESTRING (-15.9692429 15.9266602, -15.9697611 15.9263144)"
360989203,False,,residential,True,102.659,yes,"LINESTRING (-15.9692429 15.9266602, -15.9684748 15.9272141)"
360989202,False,,residential,False,71.016,yes,"LINESTRING (-15.9697611 15.9263144, -15.9693496 15.9258131)"
360989202,False,,residential,True,59.51,yes,"LINESTRING (-15.9697611 15.9263144, -15.9701059 15.9267345)"
360989203,False,,residential,False,70.04,yes,"LINESTRING (-15.9697611 15.9263144, -15.9702986 15.9259544)"
360989203,False,,residential,True,67.444,yes,"LINESTRING (-15.9697611 15.9263144, -15.9692429 15.9266602)"
360989194,False,,residential,False,71.118,yes,"LINESTRING (-15.9702986 15.9259544, -15.969887 15.925452)"
360989194,False,,residential,True,55.634,yes,"LINESTRING (-15.9702986 15.9259544, -15.9706206 15.9263474)"
360989203,False,,residential,True,70.04,yes,"LINESTRING (-15.9702986 15.9259544, -15.9697611 15.9263144)"
360989195,False,,residential,False,67.385,yes,"LINESTRING (-15.9688461 15.9261894, -15.9692429 15.9266602)"
360989195,False,,residential,True,75.874,yes,"LINESTRING (-15.9688461 15.9261894, -15.9683993 15.9256593)"
360989199,False,,residential,False,68.186,yes,"LINESTRING (-15.9688461 15.9261894, -15.9693496 15.9258131)"
360989199,False,,residential,True,101.74400000000001,yes,"LINESTRING (-15.9688461 15.9261894, -15.9685107 15.926425, -15.9684449 15.9264713, -15.9683565 15.9265334, -15.9682456 15.9266113, -15.968126 15.9266954, -15.9680778 15.9267292)"
360989199,False,,residential,False,70.101,yes,"LINESTRING (-15.9693496 15.9258131, -15.969887 15.925452)"
360989199,False,,residential,True,68.186,yes,"LINESTRING (-15.9693496 15.9258131, -15.9688461 15.9261894)"
360989202,False,,residential,False,73.07,yes,"LINESTRING (-15.9693496 15.9258131, -15.9689262 15.9252973)"
360989202,False,,residential,True,71.016,yes,"LINESTRING (-15.9693496 15.9258131, -15.9697611 15.9263144)"
360989194,False,,residential,True,71.118,yes,"LINESTRING (-15.969887 15.925452, -15.9702986 15.9259544)"
360989199,False,,residential,True,70.101,yes,"LINESTRING (-15.969887 15.925452, -15.9693496 15.9258131)"
"[360989194, 360989189]",False,,residential,False,140.78300000000002,yes,"LINESTRING (-15.969887 15.925452, -15.9694795 15.9249546, -15.9689262 15.9252973)"
360989195,False,,residential,False,83.992,yes,"LINESTRING (-15.9662308 15.9228708, -15.9666854 15.9234868)"
360989195,False,,residential,True,29.827,yes,"LINESTRING (-15.9662308 15.9228708, -15.9660718 15.9226504)"
360989214,False,,residential,True,69.914,yes,"LINESTRING (-15.9681111 15.9242351, -15.9677989 15.9243975, -15.9675599 15.9245701)"
955266555,False,,residential,False,77.26,,"LINESTRING (-15.9681111 15.9242351, -15.9679518 15.9240479, -15.9677643 15.9238437, -15.9676774 15.9236837)"
955266555,False,,residential,True,70.815,,"LINESTRING (-15.9681111 15.9242351, -15.9682739 15.9244018, -15.9684438 15.9245856, -15.9684784 15.9247444)"
360989207,False,,residential,True,68.391,yes,"LINESTRING (-15.9676774 15.9236837, -15.9671718 15.9240604)"
955266555,False,,residential,False,79.925,,"LINESTRING (-15.9676774 15.9236837, -15.967255 15.9230907)"
"[360989210, 360989207]",False,,residential,False,276.90299999999996,yes,"LINESTRING (-15.9676774 15.9236837, -15.9677591 15.9236229, -15.9684654 15.923172, -15.9684006 15.9230915, -15.9682712 15.9229345, -15.9680277 15.9229745, -15.9678398 15.9226841, -15.967255 15.9230907)"
955266555,False,,residential,True,77.25999999999999,,"LINESTRING (-15.9676774 15.9236837, -15.9677643 15.9238437, -15.9679518 15.9240479, -15.9681111 15.9242351)"
360989210,False,,residential,False,75.163,yes,"LINESTRING (-15.967255 15.9230907, -15.9666854 15.9234868)"
955266555,False,,residential,True,79.925,,"LINESTRING (-15.967255 15.9230907, -15.9676774 15.9236837)"
